oktmo,name,year,naturesecure
50656404,Землянозаимский сельсовет,2010,0.0
50656407,Красносельский сельсовет,2010,0.0
50656413,Озеро-Карачинский сельсовет,2008,254.1
50656413,Озеро-Карачинский сельсовет,2009,9.0
50656413,Озеро-Карачинский сельсовет,2010,1150.5
50656413,Озеро-Карачинский сельсовет,2011,954.0
50656413,Озеро-Карачинский сельсовет,2012,2541.0
50656416,Отреченский сельсовет,2010,0.0
50656428,Старокарачинский сельсовет,2010,0.0
50657000,Черепановский муниципальный район,2008,3612.2
50657000,Черепановский муниципальный район,2009,1354.6
50657000,Черепановский муниципальный район,2010,2453.0
50657000,Черепановский муниципальный район,2011,5297.8
50657000,Черепановский муниципальный район,2012,7086.0
50657000,Черепановский муниципальный район,2013,3334.0
50657000,Черепановский муниципальный район,2014,3518.0
50657000,Черепановский муниципальный район,2015,4804.0
50657000,Черепановский муниципальный район,2016,6609.0
50657000,Черепановский муниципальный район,2017,4975.0
50657000,Черепановский муниципальный район,2018,17915.0
50657000,Черепановский муниципальный район,2019,9578.0
50657000,Черепановский муниципальный район,2020,13139.0
50657000,Черепановский муниципальный район,2021,15717.0
50657000,Черепановский муниципальный район,2022,20972.0
50657100,Городские поселения Черепановского муниципального района/,2008,3612.2
50657100,Городские поселения Черепановского муниципального района/,2009,1354.6
50657100,Городские поселения Черепановского муниципального района/,2010,2449.0
50657100,Городские поселения Черепановского муниципального района/,2011,5025.0
50657100,Городские поселения Черепановского муниципального района/,2012,6033.0
50657101,город Черепаново,2008,1862.7
50657101,город Черепаново,2009,939.7
50657101,город Черепаново,2010,2087.5
50657101,город Черепаново,2011,4395.2
50657101,город Черепаново,2012,4614.0
50657154,рабочий поселок Дорогино,2008,149.0
50657154,рабочий поселок Дорогино,2009,229.2
50657154,рабочий поселок Дорогино,2010,195.1
50657154,рабочий поселок Дорогино,2011,363.2
50657154,рабочий поселок Дорогино,2012,993.0
50657163,рабочий поселок Посевная,2008,1600.5
50657163,рабочий поселок Посевная,2009,185.7
50657163,рабочий поселок Посевная,2010,166.4
50657163,рабочий поселок Посевная,2011,266.6
50657163,рабочий поселок Посевная,2012,426.0
50657400,Сельские поселения Черепановского муниципального района/,2008,0.0
50657400,Сельские поселения Черепановского муниципального района/,2009,0.0
50657400,Сельские поселения Черепановского муниципального района/,2010,4.0
50657400,Сельские поселения Черепановского муниципального района/,2011,272.8
50657400,Сельские поселения Черепановского муниципального района/,2012,1053.0
50657402,Безменовский сельсовет,2009,0.0
50657402,Безменовский сельсовет,2010,4.0
50657404,Бочкаревский сельсовет,2008,0.0
50657404,Бочкаревский сельсовет,2012,785.0
50657407,Верх-Мильтюшинский сельсовет,2010,0.0
50657409,Искровский сельсовет,2009,0.0
50657409,Искровский сельсовет,2010,0.0
50657413,Майский сельсовет,2010,0.0
50657413,Майский сельсовет,2012,0.0
50657416,Медведский сельсовет,2008,0.0
50657416,Медведский сельсовет,2009,0.0
50657416,Медведский сельсовет,2010,0.0
50657416,Медведский сельсовет,2012,268.0
50657425,Татарский сельсовет,2010,0.0
50657425,Татарский сельсовет,2012,0.0
50657428,Шурыгинский сельсовет,2012,0.0
50658000,Чистоозерный муниципальный район,2008,487.5
50658000,Чистоозерный муниципальный район,2009,773.8
50658000,Чистоозерный муниципальный район,2010,1017.1
50658000,Чистоозерный муниципальный район,2011,1497.8
50658000,Чистоозерный муниципальный район,2012,1101.0
50658000,Чистоозерный муниципальный район,2013,1231.0
50658000,Чистоозерный муниципальный район,2014,1068.0
50658000,Чистоозерный муниципальный район,2015,932.0
50658000,Чистоозерный муниципальный район,2016,1140.0
50658000,Чистоозерный муниципальный район,2021,1849.0
50658000,Чистоозерный муниципальный район,2022,2788.0
50658100,Городские поселения Чистоозерного муниципального района/,2008,196.3
50658100,Городские поселения Чистоозерного муниципального района/,2009,215.0
50658100,Городские поселения Чистоозерного муниципального района/,2010,178.4
50658100,Городские поселения Чистоозерного муниципального района/,2011,24.3
50658100,Городские поселения Чистоозерного муниципального района/,2012,304.0
50658151,рабочий поселок Чистоозерное,2008,196.3
50658151,рабочий поселок Чистоозерное,2009,215.0
50658151,рабочий поселок Чистоозерное,2010,178.4
50658151,рабочий поселок Чистоозерное,2011,24.3
50658151,рабочий поселок Чистоозерное,2012,304.0
50658400,Сельские поселения Чистоозерного муниципального района/,2008,291.2
50658400,Сельские поселения Чистоозерного муниципального района/,2009,558.8
50658400,Сельские поселения Чистоозерного муниципального района/,2010,838.7
50658400,Сельские поселения Чистоозерного муниципального района/,2011,1473.5
50658400,Сельские поселения Чистоозерного муниципального района/,2012,797.0
50658404,Елизаветинский сельсовет,2010,0.0
50658407,Журавский сельсовет,2010,85.0
50658407,Журавский сельсовет,2012,32.0
50658419,Павловский сельсовет,2012,0.0
50658422,Польяновский сельсовет,2012,0.0
50658425,Романовский сельсовет,2010,0.0
50658428,Табулгинский сельсовет,2008,291.2
50658428,Табулгинский сельсовет,2009,558.8
50658428,Табулгинский сельсовет,2010,753.7
50658428,Табулгинский сельсовет,2012,765.0
50659000,Чулымский муниципальный район,2008,9.6
50659000,Чулымский муниципальный район,2009,135.4
50659000,Чулымский муниципальный район,2010,276.9
50659000,Чулымский муниципальный район,2011,988.1
50659000,Чулымский муниципальный район,2012,1268.0
50659000,Чулымский муниципальный район,2013,858.0
50659000,Чулымский муниципальный район,2014,1750.0
50659000,Чулымский муниципальный район,2015,1780.0
50659000,Чулымский муниципальный район,2016,4013.0
50659000,Чулымский муниципальный район,2017,3322.0
50659000,Чулымский муниципальный район,2018,3428.0
50659000,Чулымский муниципальный район,2019,2961.0
50659000,Чулымский муниципальный район,2020,3783.0
50659000,Чулымский муниципальный район,2021,2934.0
50659000,Чулымский муниципальный район,2022,3442.0
50659100,Городские поселения Чулымского муниципального района/,2008,9.6
50659100,Городские поселения Чулымского муниципального района/,2009,135.4
50659100,Городские поселения Чулымского муниципального района/,2010,276.9
50659100,Городские поселения Чулымского муниципального района/,2011,988.1
50659100,Городские поселения Чулымского муниципального района/,2012,1253.0
50659101,город Чулым,2008,9.6
50659101,город Чулым,2009,135.4
50659101,город Чулым,2010,276.9
50659101,город Чулым,2011,988.1
50659101,город Чулым,2012,1253.0
50659400,Сельские поселения Чулымского муниципального района/,2010,0.0
50659400,Сельские поселения Чулымского муниципального района/,2011,0.0
50659400,Сельские поселения Чулымского муниципального района/,2012,15.0
50659402,Базовский сельсовет,2010,0.0
50659404,Большеникольский сельсовет,2012,15.0
50659407,Воздвиженский сельсовет,2010,0.0
50659410,Иткульский сельсовет,2010,0.0
50659419,Кокошинский сельсовет,2010,0.0
50659419,Кокошинский сельсовет,2012,0.0
50659424,Осиновский сельсовет,2010,0.0
50659428,Серебрянский сельсовет,2010,0.0
50659428,Серебрянский сельсовет,2012,0.0
50701000,город Новосибирск,2008,1815547.1
50701000,город Новосибирск,2009,1746049.6
50701000,город Новосибирск,2010,1869732.9
50701000,город Новосибирск,2011,1043668.7
50701000,город Новосибирск,2012,903037.0
50701000,город Новосибирск,2013,967166.0
50701000,город Новосибирск,2014,732494.0
50701000,город Новосибирск,2015,1325334.0
50701000,город Новосибирск,2016,1599971.0
50701000,город Новосибирск,2017,1364082.0
50701000,город Новосибирск,2018,1612168.0
50701000,город Новосибирск,2019,1753940.0
50701000,город Новосибирск,2020,1916358.0
50701000,город Новосибирск,2021,2744668.0
50701000,город Новосибирск,2022,4076370.0
50708000,город Бердск,2008,4083.0
50708000,город Бердск,2009,3405.5
50708000,город Бердск,2010,4999.6
50708000,город Бердск,2011,5919.7
50708000,город Бердск,2012,17787.0
50708000,город Бердск,2013,19364.0
50708000,город Бердск,2014,17854.0
50708000,город Бердск,2015,17291.0
50708000,город Бердск,2016,29779.0
50708000,город Бердск,2017,21990.0
50708000,город Бердск,2018,40106.0
50708000,город Бердск,2019,235151.0
50708000,город Бердск,2020,103577.0
50708000,город Бердск,2021,137615.0
50708000,город Бердск,2022,123545.0
50712000,город Искитим,2008,27210.4
50712000,город Искитим,2009,23022.2
50712000,город Искитим,2010,23222.2
50712000,город Искитим,2011,23529.4
50712000,город Искитим,2012,39855.0
50712000,город Искитим,2013,48389.0
50712000,город Искитим,2014,47982.0
50712000,город Искитим,2015,46403.0
50712000,город Искитим,2016,42309.0
50712000,город Искитим,2017,24828.0
50712000,город Искитим,2018,30811.0
50712000,город Искитим,2019,35158.0
50712000,город Искитим,2020,26777.0
50712000,город Искитим,2021,88191.0
50712000,город Искитим,2022,77629.0
50717000,город Обь,2008,18487.0
50717000,город Обь,2009,16888.9
50717000,город Обь,2010,21139.3
50717000,город Обь,2011,20572.6
50717000,город Обь,2012,23632.0
50717000,город Обь,2013,24132.0
50717000,город Обь,2014,13104.0
50717000,город Обь,2015,11468.0
50717000,город Обь,2016,10306.0
50717000,город Обь,2017,20253.0
50717000,город Обь,2018,30240.0
50717000,город Обь,2019,25579.0
50717000,город Обь,2020,39268.0
50717000,город Обь,2021,29618.0
50717000,город Обь,2022,28760.0
50740000,рабочий поселок Кольцово,2008,13791.6
50740000,рабочий поселок Кольцово,2009,6253.3
50740000,рабочий поселок Кольцово,2010,9825.9
50740000,рабочий поселок Кольцово,2011,21544.6
50740000,рабочий поселок Кольцово,2012,29540.0
50740000,рабочий поселок Кольцово,2013,11499.0
50740000,рабочий поселок Кольцово,2014,17568.0
50740000,рабочий поселок Кольцово,2015,11083.0
50740000,рабочий поселок Кольцово,2016,10790.0
50740000,рабочий поселок Кольцово,2017,19075.0
50740000,рабочий поселок Кольцово,2018,19268.0
50740000,рабочий поселок Кольцово,2019,18946.0
50740000,рабочий поселок Кольцово,2020,22352.0
50740000,рабочий поселок Кольцово,2021,26580.0
50740000,рабочий поселок Кольцово,2022,28569.0
52601000,Азовский немецкий национальный муниципальный район,2008,18.0
52601000,Азовский немецкий национальный муниципальный район,2009,32.0
52601000,Азовский немецкий национальный муниципальный район,2010,9.8
52601000,Азовский немецкий национальный муниципальный район,2011,689.2
52601000,Азовский немецкий национальный муниципальный район,2012,401.0
52601000,Азовский немецкий национальный муниципальный район,2013,4084.0
52601000,Азовский немецкий национальный муниципальный район,2014,6764.0
52601000,Азовский немецкий национальный муниципальный район,2021,4049.0
52601000,Азовский немецкий национальный муниципальный район,2022,5881.0
52601403,Азовское,2008,18.0
52603000,Большереченский муниципальный район,2008,563.9
52603000,Большереченский муниципальный район,2009,0.8
52603000,Большереченский муниципальный район,2011,3.4
52603000,Большереченский муниципальный район,2019,16658.0
52603000,Большереченский муниципальный район,2020,14439.0
52603000,Большереченский муниципальный район,2022,16115.0
52603151,Большереченское,2008,563.9
52609000,Горьковский муниципальный район,2008,12.4
52609000,Горьковский муниципальный район,2009,14.2
52609000,Горьковский муниципальный район,2010,8.3
52609151,Горьковское,2008,1.6
52612000,Знаменский муниципальный район,2008,95.0
52612000,Знаменский муниципальный район,2009,82.3
52612407,Знаменское,2008,95.0
52615000,Исилькульский муниципальный район,2008,1414.0
52615000,Исилькульский муниципальный район,2009,1809.6
52615000,Исилькульский муниципальный район,2010,10959.2
52615000,Исилькульский муниципальный район,2011,2781.0
52615000,Исилькульский муниципальный район,2012,1307.0
52615000,Исилькульский муниципальный район,2013,2370.0
52615000,Исилькульский муниципальный район,2014,1948.0
52615000,Исилькульский муниципальный район,2015,4524.0
52615000,Исилькульский муниципальный район,2016,4117.0
52615000,Исилькульский муниципальный район,2017,4605.0
52615000,Исилькульский муниципальный район,2018,2609.0
52615000,Исилькульский муниципальный район,2019,1532.0
52615000,Исилькульский муниципальный район,2020,1924.0
52615000,Исилькульский муниципальный район,2021,19938.0
52615000,Исилькульский муниципальный район,2022,20666.0
52615101,Исилькульское,2008,1304.4
52615101,Исилькульское,2020,1743.0
52618000,Калачинский муниципальный район,2008,11785.1
52618000,Калачинский муниципальный район,2009,14232.2
52618000,Калачинский муниципальный район,2010,33444.8
52618000,Калачинский муниципальный район,2011,60512.6
52618000,Калачинский муниципальный район,2012,70746.0
52618000,Калачинский муниципальный район,2013,65944.0
52618000,Калачинский муниципальный район,2014,74351.0
52618000,Калачинский муниципальный район,2015,74085.0
52618000,Калачинский муниципальный район,2016,75060.0
52618000,Калачинский муниципальный район,2017,94549.0
52618000,Калачинский муниципальный район,2018,81695.0
52618000,Калачинский муниципальный район,2019,84269.0
52618000,Калачинский муниципальный район,2020,79056.0
52618000,Калачинский муниципальный район,2021,20401.0
52618000,Калачинский муниципальный район,2022,78342.0
52618101,Калачинское,2008,11767.2
52618101,Калачинское,2020,78928.0
52621000,Колосовский муниципальный район,2009,3.4
52623000,Кормиловский муниципальный район,2008,559.2
52623000,Кормиловский муниципальный район,2009,1386.8
52623000,Кормиловский муниципальный район,2010,2541.2
52623000,Кормиловский муниципальный район,2011,2276.7
52623000,Кормиловский муниципальный район,2012,14141.0
52623000,Кормиловский муниципальный район,2013,4399.0
52623000,Кормиловский муниципальный район,2014,5245.0
52623000,Кормиловский муниципальный район,2015,5083.0
52623000,Кормиловский муниципальный район,2016,7194.0
52623000,Кормиловский муниципальный район,2017,6641.0
52623000,Кормиловский муниципальный район,2018,3859.0
52623000,Кормиловский муниципальный район,2019,3547.0
52623000,Кормиловский муниципальный район,2020,4460.0
52623000,Кормиловский муниципальный район,2021,6593.0
52623000,Кормиловский муниципальный район,2022,5489.0
52623151,Кормиловское,2008,556.9
52626000,Крутинский муниципальный район,2008,152.0
52626000,Крутинский муниципальный район,2009,51.2
52629000,Любинский муниципальный район,2008,701.0
52629000,Любинский муниципальный район,2009,723.2
52629000,Любинский муниципальный район,2010,1070.3
52629000,Любинский муниципальный район,2011,2953.6
52629000,Любинский муниципальный район,2012,174.0
52629000,Любинский муниципальный район,2013,2064.0
52629000,Любинский муниципальный район,2014,2628.0
52629000,Любинский муниципальный район,2015,2238.0
52629000,Любинский муниципальный район,2016,2547.0
52629000,Любинский муниципальный район,2021,8490.0
52629000,Любинский муниципальный район,2022,10351.0
52629151,Любинское,2008,100.0
52630000,Марьяновский муниципальный район,2008,6.0
52630000,Марьяновский муниципальный район,2009,7.0
52630000,Марьяновский муниципальный район,2022,2055.0
52630151,Марьяновское,2008,6.0
52632000,Москаленский муниципальный район,2008,136.2
52632000,Москаленский муниципальный район,2009,83.4
52632000,Москаленский муниципальный район,2010,1945.8
52632000,Москаленский муниципальный район,2011,739.8
52632000,Москаленский муниципальный район,2013,3786.0
52632000,Москаленский муниципальный район,2014,1962.0
52632000,Москаленский муниципальный район,2020,3163.0
52632000,Москаленский муниципальный район,2021,1679.0
52632151,Москаленское,2008,53.4
52634000,Муромцевский муниципальный район,2008,158.0
52634000,Муромцевский муниципальный район,2009,22.0
52634000,Муромцевский муниципальный район,2011,115.8
52634000,Муромцевский муниципальный район,2012,264.0
52634000,Муромцевский муниципальный район,2013,135.0
52634000,Муромцевский муниципальный район,2014,109.0
52634151,Муромцевское,2008,158.0
52636000,Называевский муниципальный район,2008,12570.5
52636000,Называевский муниципальный район,2009,35.3
52636000,Называевский муниципальный район,2010,95.6
52636000,Называевский муниципальный район,2011,70.9
52636000,Называевский муниципальный район,2012,62.0
52636000,Называевский муниципальный район,2013,123.0
52636000,Называевский муниципальный район,2014,121.0
52636101,Называевское,2008,12570.5
52639000,Нижнеомский муниципальный район,2008,254.4
52639000,Нижнеомский муниципальный район,2009,0.8
52639000,Нижнеомский муниципальный район,2011,77.2
52639000,Нижнеомский муниципальный район,2012,163.0
52639000,Нижнеомский муниципальный район,2013,172.0
52639407,Нижнеомское,2008,250.1
52641000,Нововаршавский муниципальный район,2012,8247.0
52641000,Нововаршавский муниципальный район,2013,7406.0
52641000,Нововаршавский муниципальный район,2014,7629.0
52641000,Нововаршавский муниципальный район,2017,8552.0
52641000,Нововаршавский муниципальный район,2018,7974.0
52641000,Нововаршавский муниципальный район,2019,8603.0
52641000,Нововаршавский муниципальный район,2020,9376.0
52641000,Нововаршавский муниципальный район,2021,9476.0
52641000,Нововаршавский муниципальный район,2022,9279.0
52642000,Одесский муниципальный район,2008,105.9
52642000,Одесский муниципальный район,2009,88.4
52642000,Одесский муниципальный район,2010,53.3
52642000,Одесский муниципальный район,2012,763.0
52642000,Одесский муниципальный район,2013,1077.0
52642000,Одесский муниципальный район,2014,1041.0
52642413,Одесское,2008,88.8
52644000,Омский муниципальный район,2008,23232.3
52644000,Омский муниципальный район,2009,30237.0
52644000,Омский муниципальный район,2010,67496.2
52644000,Омский муниципальный район,2011,49850.9
52644000,Омский муниципальный район,2012,60783.0
52644000,Омский муниципальный район,2013,51279.0
52644000,Омский муниципальный район,2014,45136.0
52644000,Омский муниципальный район,2015,40153.0
52644000,Омский муниципальный район,2016,79674.0
52644000,Омский муниципальный район,2017,42167.0
52644000,Омский муниципальный район,2018,50468.0
52644000,Омский муниципальный район,2019,55632.0
52644000,Омский муниципальный район,2020,92076.0
52644000,Омский муниципальный район,2021,121217.0
52644000,Омский муниципальный район,2022,146814.0
52644421,Ключевское,2008,1299.0
52644425,Красноярское,2008,7071.0
52644428,Лузинское,2008,5515.3
52644430,Морозовское,2008,729.9
52644443,Пушкинское,2008,46.5
52646000,Павлоградский муниципальный район,2008,4.6
52646000,Павлоградский муниципальный район,2009,79.9
52646000,Павлоградский муниципальный район,2010,151.5
52646000,Павлоградский муниципальный район,2011,782.5
52646000,Павлоградский муниципальный район,2022,4011.0
52646151,Павлоградское,2008,4.6
52648000,Полтавский муниципальный район,2008,685.5
52648000,Полтавский муниципальный район,2009,370.5
52648000,Полтавский муниципальный район,2010,923.9
52648000,Полтавский муниципальный район,2011,186.1
52648000,Полтавский муниципальный район,2013,201.0
52648000,Полтавский муниципальный район,2014,161.0
52648000,Полтавский муниципальный район,2019,778.0
52648000,Полтавский муниципальный район,2020,9402.0
52648151,Полтавское,2008,591.8
52650000,Русско-Полянский муниципальный район,2008,68.2
52650000,Русско-Полянский муниципальный район,2009,41.1
52650000,Русско-Полянский муниципальный район,2010,46.5
52650000,Русско-Полянский муниципальный район,2011,58.0
52650000,Русско-Полянский муниципальный район,2019,1631.0
52650000,Русско-Полянский муниципальный район,2020,688.0
52650151,Русско-Полянское,2008,54.2
52651000,Саргатский муниципальный район,2008,39.8
52651000,Саргатский муниципальный район,2009,119.3
52651000,Саргатский муниципальный район,2010,127.6
52651000,Саргатский муниципальный район,2011,384.1
52651151,Саргатское,2008,39.8
52652000,Седельниковский муниципальный район,2008,28.5
52652000,Седельниковский муниципальный район,2009,30.1
52652000,Седельниковский муниципальный район,2010,529.1
52652000,Седельниковский муниципальный район,2011,68.1
52652000,Седельниковский муниципальный район,2012,264.0
52652427,Седельниковское,2008,28.5
52653000,Таврический муниципальный район,2008,88.2
52653000,Таврический муниципальный район,2009,124.6
52653000,Таврический муниципальный район,2010,313.1
52653000,Таврический муниципальный район,2011,370.1
52653000,Таврический муниципальный район,2012,418.0
52653000,Таврический муниципальный район,2013,521.0
52653000,Таврический муниципальный район,2014,1082.0
52653000,Таврический муниципальный район,2017,1070.0
52653000,Таврический муниципальный район,2021,893.0
52653151,Таврическое,2008,67.8
52654000,Тарский муниципальный район,2008,20479.1
52654000,Тарский муниципальный район,2009,4565.9
52654000,Тарский муниципальный район,2010,4774.2
52654000,Тарский муниципальный район,2011,7584.4
52654000,Тарский муниципальный район,2012,4712.0
52654000,Тарский муниципальный район,2013,11871.0
52654000,Тарский муниципальный район,2014,7492.0
52654000,Тарский муниципальный район,2015,1952.0
52654000,Тарский муниципальный район,2016,2345.0
52654000,Тарский муниципальный район,2017,1197.0
52654000,Тарский муниципальный район,2019,3781.0
52654000,Тарский муниципальный район,2020,3313.0
52654000,Тарский муниципальный район,2021,6129.0
52654000,Тарский муниципальный район,2022,7700.0
52654101,Тарское,2008,944.6
52655000,Тевризский муниципальный район,2008,23.0
52655000,Тевризский муниципальный район,2009,52.9
52655000,Тевризский муниципальный район,2010,190.4
52655000,Тевризский муниципальный район,2011,2157.9
52655151,Тевризское,2008,23.0
52656000,Тюкалинский муниципальный район,2008,112.5
52656000,Тюкалинский муниципальный район,2009,86.1
52656000,Тюкалинский муниципальный район,2010,166.6
52656000,Тюкалинский муниципальный район,2011,596.3
52656000,Тюкалинский муниципальный район,2012,5126.0
52656000,Тюкалинский муниципальный район,2013,1453.0
52656000,Тюкалинский муниципальный район,2014,1391.0
52656000,Тюкалинский муниципальный район,2015,944.0
52656000,Тюкалинский муниципальный район,2016,120.0
52656000,Тюкалинский муниципальный район,2019,1539.0
52656000,Тюкалинский муниципальный район,2020,2048.0
52656000,Тюкалинский муниципальный район,2021,2548.0
52656000,Тюкалинский муниципальный район,2022,3198.0
52656101,Тюкалинское,2008,38.6
52656101,Тюкалинское,2020,1399.0
52656403,Бекишевское,2008,67.1
52657000,Усть-Ишимский муниципальный район,2011,35.8
52658000,Черлакский муниципальный район,2008,121.5
52658000,Черлакский муниципальный район,2009,40.4
52658000,Черлакский муниципальный район,2010,145.4
52658000,Черлакский муниципальный район,2011,176.1
52658000,Черлакский муниципальный район,2012,261.0
52658000,Черлакский муниципальный район,2013,271.0
52658000,Черлакский муниципальный район,2014,126.0
52658151,Черлакское,2008,107.5
52659000,Шербакульский муниципальный район,2008,8.0
52659000,Шербакульский муниципальный район,2009,15.8
52659000,Шербакульский муниципальный район,2012,97.0
52659151,Шербакульское,2008,8.0
52701000,город Омск,2008,2210909.4
52701000,город Омск,2009,2480874.5
52701000,город Омск,2010,2252970.0
52701000,город Омск,2011,2220326.9
52701000,город Омск,2012,3746189.0
52701000,город Омск,2013,3707117.0
52701000,город Омск,2014,3623232.0
52701000,город Омск,2015,4755324.0
52701000,город Омск,2016,4513134.0
52701000,город Омск,2017,4643640.0
52701000,город Омск,2018,4870921.0
52701000,город Омск,2019,7624402.0
52701000,город Омск,2020,10496939.0
52701000,город Омск,2021,10857500.0
52701000,город Омск,2022,12556999.0
53603000,ND,2008,5864.3
53603000,ND,2009,1873.6
53603000,ND,2010,3844.4
53603000,ND,2011,2430.0
53603000,ND,2012,4607.0
53603000,ND,2013,2932.0
53603000,ND,2014,1913.0
53603000,ND,2015,2253.0
53604000,Адамовский муниципальный район,2008,23481.7
53604000,Адамовский муниципальный район,2009,22633.5
53604000,Адамовский муниципальный район,2010,699.5
53604000,Адамовский муниципальный район,2011,1340.3
53604000,Адамовский муниципальный район,2012,8215.0
53604000,Адамовский муниципальный район,2013,20440.0
53604000,Адамовский муниципальный район,2014,5102.0
53604000,Адамовский муниципальный район,2015,1498.0
53604000,Адамовский муниципальный район,2016,2208.0
53604000,Адамовский муниципальный район,2017,3421.0
53604000,Адамовский муниципальный район,2018,4052.0
53604000,Адамовский муниципальный район,2019,2280.0
53605000,Акбулакский муниципальный район,2008,1118.2
53605000,Акбулакский муниципальный район,2009,1100.2
53605000,Акбулакский муниципальный район,2010,1016.9
53605000,Акбулакский муниципальный район,2011,4019.9
53605000,Акбулакский муниципальный район,2012,136.0
53605000,Акбулакский муниципальный район,2013,370.0
53605000,Акбулакский муниципальный район,2014,6442.0
53605000,Акбулакский муниципальный район,2015,12111.0
53605000,Акбулакский муниципальный район,2016,3928.0
53605000,Акбулакский муниципальный район,2017,4466.0
53605000,Акбулакский муниципальный район,2018,29468.0
53605000,Акбулакский муниципальный район,2019,14993.0
53605000,Акбулакский муниципальный район,2020,1006.0
53606000,Александровский муниципальный район,2008,667.5
53606000,Александровский муниципальный район,2009,564.0
53606000,Александровский муниципальный район,2010,380.1
53606000,Александровский муниципальный район,2012,4336.0
53606000,Александровский муниципальный район,2013,1114.0
53606000,Александровский муниципальный район,2014,1406.0
53606000,Александровский муниципальный район,2015,15856.0
53606000,Александровский муниципальный район,2016,11036.0
53606000,Александровский муниципальный район,2017,14647.0
53606000,Александровский муниципальный район,2018,10762.0
53606000,Александровский муниципальный район,2019,4218.0
53607000,Асекеевский муниципальный район,2008,65.8
53607000,Асекеевский муниципальный район,2009,50.2
53607000,Асекеевский муниципальный район,2010,133.3
53607000,Асекеевский муниципальный район,2012,1156.0
53607000,Асекеевский муниципальный район,2013,35.0
53607000,Асекеевский муниципальный район,2014,4485.0
53607000,Асекеевский муниципальный район,2019,6754.0
53607000,Асекеевский муниципальный район,2020,74085.0
53607000,Асекеевский муниципальный район,2021,77799.0
53610000,Беляевский муниципальный район,2008,1791.0
53610000,Беляевский муниципальный район,2009,1859.7
53610000,Беляевский муниципальный район,2010,1960.5
53610000,Беляевский муниципальный район,2011,2018.3
53610000,Беляевский муниципальный район,2012,3253.0
53610000,Беляевский муниципальный район,2013,3605.0
53610000,Беляевский муниципальный район,2014,3865.0
53610000,Беляевский муниципальный район,2018,1138.0
53610000,Беляевский муниципальный район,2019,392.0
53610000,Беляевский муниципальный район,2021,11998.0
53610000,Беляевский муниципальный район,2022,12744.0
53611000,Бугурусланский муниципальный район,2008,282.8
53611000,Бугурусланский муниципальный район,2009,63.9
53611000,Бугурусланский муниципальный район,2010,116.8
53611000,Бугурусланский муниципальный район,2013,129.0
53611000,Бугурусланский муниципальный район,2015,24287.0
53611000,Бугурусланский муниципальный район,2020,8760.0
53612000,Бузулукский муниципальный район,2008,3265.4
53612000,Бузулукский муниципальный район,2009,3277.2
53612000,Бузулукский муниципальный район,2010,5074.9
53612000,Бузулукский муниципальный район,2011,2728.4
53612000,Бузулукский муниципальный район,2012,3996.0
53612000,Бузулукский муниципальный район,2013,1117.0
53612000,Бузулукский муниципальный район,2015,52422.0
53612000,Бузулукский муниципальный район,2016,7591.0
53612000,Бузулукский муниципальный район,2017,5043.0
53612000,Бузулукский муниципальный район,2018,13097.0
53612000,Бузулукский муниципальный район,2019,8944.0
53612000,Бузулукский муниципальный район,2020,15978.0
53612000,Бузулукский муниципальный район,2021,36452.0
53612000,Бузулукский муниципальный район,2022,4574.0
53614000,ND,2008,293.3
53614000,ND,2009,815.6
53614000,ND,2010,807.2
53614000,ND,2012,504.0
53614000,ND,2013,669.0
53614000,ND,2014,5405.0
53614000,ND,2015,2247.0
53615000,Грачёвский муниципальный район,2008,4758.9
53615000,Грачёвский муниципальный район,2009,4019.1
53615000,Грачёвский муниципальный район,2010,5426.3
53615000,Грачёвский муниципальный район,2011,7428.7
53615000,Грачёвский муниципальный район,2012,1335.0
53615000,Грачёвский муниципальный район,2013,30483.0
53615000,Грачёвский муниципальный район,2014,7043.0
53615000,Грачёвский муниципальный район,2015,64816.0
53615000,Грачёвский муниципальный район,2016,6911.0
53615000,Грачёвский муниципальный район,2017,8907.0
53615000,Грачёвский муниципальный район,2018,32760.0
53615000,Грачёвский муниципальный район,2019,9630.0
53615000,Грачёвский муниципальный район,2020,20134.0
53617000,Домбаровский муниципальный район,2008,9650.8
53617000,Домбаровский муниципальный район,2009,9414.2
53617000,Домбаровский муниципальный район,2010,13214.7
53617000,Домбаровский муниципальный район,2011,24391.5
53617000,Домбаровский муниципальный район,2012,26127.0
53617000,Домбаровский муниципальный район,2013,35160.0
53617000,Домбаровский муниципальный район,2014,38024.0
53617000,Домбаровский муниципальный район,2015,63069.0
53617000,Домбаровский муниципальный район,2016,39495.0
53617000,Домбаровский муниципальный район,2017,81957.0
53617000,Домбаровский муниципальный район,2018,55415.0
53617000,Домбаровский муниципальный район,2019,58425.0
53617000,Домбаровский муниципальный район,2020,36836.0
53617000,Домбаровский муниципальный район,2021,41874.0
53617000,Домбаровский муниципальный район,2022,23369.0
53619000,Илекский муниципальный район,2008,1433.0
53619000,Илекский муниципальный район,2009,750.0
53619000,Илекский муниципальный район,2010,3151.3
53619000,Илекский муниципальный район,2012,4075.0
53619000,Илекский муниципальный район,2013,3696.0
53619000,Илекский муниципальный район,2014,5742.0
53619000,Илекский муниципальный район,2019,4233.0
53622000,Кваркенский муниципальный район,2008,2046.3
53622000,Кваркенский муниципальный район,2009,1696.8
53622000,Кваркенский муниципальный район,2010,2669.0
