oktmo,name,year,factoriescap
75603000,Агаповский муниципальный район,2015,5020755.3
75603000,Агаповский муниципальный район,2016,5379362.1
75606000,Аргаяшский муниципальный район,2013,4989080.7
75606000,Аргаяшский муниципальный район,2014,5476950.0
75606000,Аргаяшский муниципальный район,2015,6401007.9
75606000,Аргаяшский муниципальный район,2016,6605905.6
75609000,Ашинский муниципальный район,2013,17923761.7
75609000,Ашинский муниципальный район,2014,21806482.1
75609000,Ашинский муниципальный район,2015,23287811.3
75609000,Ашинский муниципальный район,2016,25093626.4
75612000,Брединский муниципальный район,2013,571024.9
75612000,Брединский муниципальный район,2014,793596.4
75612000,Брединский муниципальный район,2015,964514.0
75612000,Брединский муниципальный район,2016,1257850.5
75614000,Варненский муниципальный район,2013,1949838.6
75614000,Варненский муниципальный район,2014,9767353.1
75614000,Варненский муниципальный район,2015,18895660.4
75614000,Варненский муниципальный район,2016,22196360.6
75617000,Верхнеуральский муниципальный район,2013,1299817.9
75617000,Верхнеуральский муниципальный район,2014,1473510.0
75617000,Верхнеуральский муниципальный район,2015,1900967.8
75617000,Верхнеуральский муниципальный район,2016,2378163.1
75619000,Еманжелинский муниципальный район,2013,6306957.8
75619000,Еманжелинский муниципальный район,2014,8632241.5
75619000,Еманжелинский муниципальный район,2015,9158099.1
75619000,Еманжелинский муниципальный район,2016,9600204.6
75620000,Еткульский муниципальный район,2013,1855242.0
75620000,Еткульский муниципальный район,2014,2211413.8
75620000,Еткульский муниципальный район,2015,5233065.9
75620000,Еткульский муниципальный район,2016,7695902.1
75623000,Карталинский муниципальный район,2013,2554340.7
75623000,Карталинский муниципальный район,2014,2802836.6
75623000,Карталинский муниципальный район,2015,3242176.5
75623000,Карталинский муниципальный район,2016,3371702.0
75626000,Каслинский муниципальный район,2013,2639609.7
75626000,Каслинский муниципальный район,2014,3433961.0
75626000,Каслинский муниципальный район,2015,2723993.8
75626000,Каслинский муниципальный район,2016,3147256.0
75629000,Катав-Ивановский муниципальный район,2013,5267522.9
75629000,Катав-Ивановский муниципальный район,2014,4411466.5
75629000,Катав-Ивановский муниципальный район,2015,5033966.7
75629000,Катав-Ивановский муниципальный район,2016,3924389.8
75632000,Кизильский муниципальный район,2013,296684.0
75632000,Кизильский муниципальный район,2014,255750.5
75632000,Кизильский муниципальный район,2015,174125.1
75632000,Кизильский муниципальный район,2016,173692.8
75633000,Коркинский муниципальный район,2013,9936550.3
75633000,Коркинский муниципальный район,2014,9729990.4
75633000,Коркинский муниципальный район,2015,9203945.6
75633000,Коркинский муниципальный район,2016,9219723.6
75634000,Красноармейский муниципальный район,2013,2362160.4
75634000,Красноармейский муниципальный район,2014,3583625.8
75634000,Красноармейский муниципальный район,2015,4246628.6
75634000,Красноармейский муниципальный район,2016,5247465.0
75636000,Кунашакский муниципальный район,2013,330239.2
75636000,Кунашакский муниципальный район,2014,1919418.8
75636000,Кунашакский муниципальный район,2015,3029197.8
75636000,Кунашакский муниципальный район,2016,3274182.0
75638000,Кусинский муниципальный район,2013,1117739.5
75638000,Кусинский муниципальный район,2014,1016867.7
75638000,Кусинский муниципальный район,2015,1056273.3
75638000,Кусинский муниципальный район,2016,1408379.9
75642000,Нагайбакский муниципальный район,2013,2958159.4
75642000,Нагайбакский муниципальный район,2014,5148033.8
75642000,Нагайбакский муниципальный район,2015,7075311.9
75642000,Нагайбакский муниципальный район,2016,7926018.6
75644000,Нязепетровский муниципальный район,2013,1329093.3
75644000,Нязепетровский муниципальный район,2014,1675324.6
75644000,Нязепетровский муниципальный район,2015,1054922.2
75644000,Нязепетровский муниципальный район,2016,683513.7
75647000,Октябрьский муниципальный район,2013,674093.6
75647000,Октябрьский муниципальный район,2014,924130.8
75647000,Октябрьский муниципальный район,2015,945903.8
75647000,Октябрьский муниципальный район,2016,1075384.9
75648000,Пластовский муниципальный район,2013,8725776.3
75648000,Пластовский муниципальный район,2014,10150210.7
75648000,Пластовский муниципальный район,2015,16787049.1
75648000,Пластовский муниципальный район,2016,21311701.6
75649000,Саткинский муниципальный район,2013,32339387.7
75649000,Саткинский муниципальный район,2014,33540598.4
75649000,Саткинский муниципальный район,2015,34786960.2
75649000,Саткинский муниципальный район,2016,34991317.7
75652000,Сосновский муниципальный район,2013,20581791.2
75652000,Сосновский муниципальный район,2014,21792884.6
75652000,Сосновский муниципальный район,2015,26916543.3
75652000,Сосновский муниципальный район,2016,27664128.2
75654000,Троицкий муниципальный район,2013,947755.0
75654000,Троицкий муниципальный район,2014,859997.4
75654000,Троицкий муниципальный район,2015,1040574.1
75654000,Троицкий муниципальный район,2016,1015436.4
75655000,Увельский муниципальный район,2013,5910105.2
75655000,Увельский муниципальный район,2014,9745359.9
75655000,Увельский муниципальный район,2015,19219714.7
75655000,Увельский муниципальный район,2016,20178143.6
75656000,Уйский муниципальный район,2013,164704.9
75656000,Уйский муниципальный район,2014,178382.5
75656000,Уйский муниципальный район,2015,295397.8
75656000,Уйский муниципальный район,2016,397789.9
75657000,Чебаркульский муниципальный район,2013,4630771.2
75657000,Чебаркульский муниципальный район,2014,5106534.9
75657000,Чебаркульский муниципальный район,2015,6055111.5
75657000,Чебаркульский муниципальный район,2016,6651130.5
75659000,Чесменский муниципальный район,2013,480447.3
75659000,Чесменский муниципальный район,2014,526250.8
75659000,Чесменский муниципальный район,2015,511219.4
75659000,Чесменский муниципальный район,2016,500093.7
75701000,Челябинский,2013,484365611.1
75701000,Челябинский,2016,595692205.1
75701310,Калининский,2016,73974891.7
75701315,Курчатовский,2016,68027761.8
75701320,Ленинский,2016,127523440.9
75701330,Металлургический,2016,153314075.8
75701370,Советский,2016,59292535.4
75701380,Тракторозаводский,2016,37480450.6
75701390,Центральный,2016,76079048.9
75706000,Верхнеуфалейский,2013,8247591.6
75706000,Верхнеуфалейский,2014,9409275.4
75706000,Верхнеуфалейский,2015,9702447.7
75706000,Верхнеуфалейский,2016,9687019.7
75712000,Златоустовский,2013,16664543.6
75712000,Златоустовский,2014,14523451.6
75712000,Златоустовский,2015,16394107.8
75712000,Златоустовский,2016,14834737.0
75715000,Карабашский,2013,6410438.9
75715000,Карабашский,2014,7408713.3
75715000,Карабашский,2015,6646175.5
75715000,Карабашский,2016,10497480.8
75728000,Копейский,2013,17162903.7
75728000,Копейский,2014,18942523.9
75728000,Копейский,2015,26767257.6
75728000,Копейский,2016,30778524.4
75734000,Кыштымский,2013,14838133.9
75734000,Кыштымский,2014,13521960.9
75734000,Кыштымский,2015,17158152.4
75734000,Кыштымский,2016,16663554.3
75738000,Магнитогорский,2013,318450920.0
75738000,Магнитогорский,2014,361867640.4
75738000,Магнитогорский,2015,421940003.9
75738000,Магнитогорский,2016,458355469.5
75742000,Миасский,2013,47374926.5
75742000,Миасский,2014,50352913.0
75742000,Миасский,2015,53333758.1
75742000,Миасский,2016,54696711.1
75752000,Троицкий,2013,9966899.1
75752000,Троицкий,2014,8951933.3
75752000,Троицкий,2015,10913331.0
75752000,Троицкий,2016,13389847.9
75755000,Усть-Катавский,2013,3941326.6
75755000,Усть-Катавский,2014,3754580.3
75755000,Усть-Катавский,2015,3277610.6
75755000,Усть-Катавский,2016,3825623.7
75758000,Чебаркульский,2013,12490950.5
75758000,Чебаркульский,2014,13271560.9
75758000,Чебаркульский,2015,13741927.3
75758000,Чебаркульский,2016,15092258.9
75764000,Южноуральский,2013,13014602.0
75764000,Южноуральский,2014,11808339.1
75764000,Южноуральский,2015,10741013.8
75764000,Южноуральский,2016,10791180.7
76000000,Муниципальные образования Забайкальского края,2015,218495089.6
76000000,Муниципальные образования Забайкальского края,2016,261713333.7
76600000,Муниципальные районы Забайкальского края,2015,101482078.5
76600000,Муниципальные районы Забайкальского края,2016,135459722.5
76602000,Агинский муниципальный район,2015,1241633.5
76602000,Агинский муниципальный район,2016,1237478.4
76603000,Акшинский муниципальный район,2015,62205.9
76603000,Акшинский муниципальный район,2016,68989.0
76604000,ND,2015,1860392.8
76604000,ND,2016,1469491.3
76606000,Балейский муниципальный район,2015,960086.7
76606000,Балейский муниципальный район,2016,1403076.1
76609000,Борзинский муниципальный район,2015,6158016.4
76609000,Борзинский муниципальный район,2016,6799190.2
76610000,ND,2015,10891543.9
76610000,ND,2016,22725604.0
76611000,Дульдургинский муниципальный район,2015,414220.6
76611000,Дульдургинский муниципальный район,2016,544155.7
76612000,Забайкальский муниципальный район,2015,1420382.7
76612000,Забайкальский муниципальный район,2016,1165102.9
76615000,Каларский муниципальный район,2015,2112279.5
76615000,Каларский муниципальный район,2016,1906589.7
76618000,Калганский муниципальный район,2015,2104634.7
76618000,Калганский муниципальный район,2016,2088201.4
76620000,Карымский муниципальный район,2015,1005496.1
76620000,Карымский муниципальный район,2016,903292.8
76621000,Муниципальный район Город Краснокаменск и Краснокаменский район,2015,14026615.2
76621000,Муниципальный район Город Краснокаменск и Краснокаменский район,2016,18924793.4
76622000,Красночикойский муниципальный район,2015,1344241.3
76622000,Красночикойский муниципальный район,2016,1346602.5
76624000,Кыринский муниципальный район,2015,633575.2
76624000,Кыринский муниципальный район,2016,934015.7
76625000,Могойтуйский муниципальный район,2015,269558.8
76625000,Могойтуйский муниципальный район,2016,1517598.3
76626000,Могочинский муниципальный район,2015,6515736.4
76626000,Могочинский муниципальный район,2016,11855551.5
76628000,Нерчинский муниципальный район,2015,325623.7
76628000,Нерчинский муниципальный район,2016,243137.0
76630000,ND,2015,3973699.9
76630000,ND,2016,4535143.8
76632000,Оловяннинский муниципальный район,2015,8950724.6
76632000,Оловяннинский муниципальный район,2016,10303469.1
76634000,Ононский муниципальный район,2015,107081.0
76634000,Ононский муниципальный район,2016,70242.7
76636000,Петровск-Забайкальский муниципальный район,2015,24127652.9
76636000,Петровск-Забайкальский муниципальный район,2016,33829991.5
76638000,Приаргунский муниципальный район,2015,845266.5
76638000,Приаргунский муниципальный район,2016,810155.6
76640000,Сретенский муниципальный район,2015,1196563.8
76640000,Сретенский муниципальный район,2016,1456797.6
76642000,Тунгиро-Олёкминский муниципальный район,2015,403327.5
76642000,Тунгиро-Олёкминский муниципальный район,2016,387890.7
76644000,Тунгокоченский муниципальный район,2015,750355.8
76644000,Тунгокоченский муниципальный район,2016,987528.6
76646000,Улётовский муниципальный район,2015,1125595.3
76646000,Улётовский муниципальный район,2016,1038693.4
76647000,Хилокский муниципальный район,2015,1093272.2
76647000,Хилокский муниципальный район,2016,849093.2
76648000,Чернышевский муниципальный район,2015,1339260.9
76648000,Чернышевский муниципальный район,2016,1449767.5
76650000,Читинский муниципальный район,2015,1856862.5
76650000,Читинский муниципальный район,2016,852906.2
76652000,Шелопугинский муниципальный район,2015,387341.8
76652000,Шелопугинский муниципальный район,2016,135646.9
76654000,Шилкинский муниципальный район,2015,3978830.4
76654000,Шилкинский муниципальный район,2016,3619525.8
76700000,Городские округа Забайкальского края/,2015,52665946.1
76700000,Городские округа Забайкальского края/,2016,57198755.2
76701000,город Чита,2014,73220040.0
76701000,город Чита,2015,52194074.4
76701000,город Чита,2016,56273164.6
76702000,поселок Агинское,2014,236482.9
76702000,поселок Агинское,2015,185798.9
76702000,поселок Агинское,2016,225808.3
76715000,город Петровск-Забайкальский,2014,323063.1
76715000,город Петровск-Забайкальский,2015,214365.9
76715000,город Петровск-Забайкальский,2016,641862.2
77603000,Анадырский муниципальный район,2012,3004214.1
77603000,Анадырский муниципальный район,2013,3532017.5
77603000,Анадырский муниципальный район,2014,3268531.2
77603000,Анадырский муниципальный район,2015,3191139.0
77603000,Анадырский муниципальный район,2016,3111085.1
77609000,Билибинский муниципальный район,2012,5165531.8
77609000,Билибинский муниципальный район,2013,6451698.2
77609000,Билибинский муниципальный район,2014,5859714.8
77609000,Билибинский муниципальный район,2015,9527167.6
77609000,Билибинский муниципальный район,2016,10728198.6
77615000,Иультинский муниципальный район (до 2016г.),2012,2518005.0
77615000,Иультинский муниципальный район (до 2016г.),2013,2184424.6
77615000,Иультинский муниципальный район (до 2016г.),2014,1743386.3
77615000,Иультинский муниципальный район (до 2016г.),2015,2233729.8
77615000,Иультинский муниципальный район (до 2016г.),2016,2405151.2
77615151,Эгвекинот (до 2016г.),2012,2460313.0
77620000,Провиденский муниципальный район (до 2016г.),2012,350474.9
77620000,Провиденский муниципальный район (до 2016г.),2013,451872.6
77620000,Провиденский муниципальный район (до 2016г.),2014,490280.5
77620000,Провиденский муниципальный район (до 2016г.),2015,484161.2
77620000,Провиденский муниципальный район (до 2016г.),2016,469399.0
77620100,Городские поселения Провиденского муниципального района,2012,350474.9
77630000,Чаунский муниципальный район (до 2016г.),2012,2365741.6
77630000,Чаунский муниципальный район (до 2016г.),2013,5031040.7
77630000,Чаунский муниципальный район (до 2016г.),2014,6902819.8
77630000,Чаунский муниципальный район (до 2016г.),2015,8330300.9
77630000,Чаунский муниципальный район (до 2016г.),2016,9756735.2
77633000,Чукотский муниципальный район,2012,271622.0
77633000,Чукотский муниципальный район,2013,375137.2
77633000,Чукотский муниципальный район,2014,437852.3
77633000,Чукотский муниципальный район,2015,395596.2
77633000,Чукотский муниципальный район,2016,332109.5
77701000,Анадырь,2012,36185706.4
77701000,Анадырь,2013,32372407.9
77701000,Анадырь,2016,70310986.1
78603000,Большесельский муниципальный район,2014,387974.2
78603000,Большесельский муниципальный район,2015,1481264.1
78603000,Большесельский муниципальный район,2016,2149412.8
78606000,Борисоглебский муниципальный район,2014,1324130.4
78606000,Борисоглебский муниципальный район,2015,1251516.9
78606000,Борисоглебский муниципальный район,2016,1395291.9
78609000,Брейтовский муниципальный район,2014,556098.7
78609000,Брейтовский муниципальный район,2015,627244.9
78609000,Брейтовский муниципальный район,2016,213416.3
78612000,Гаврилов-Ямский муниципальный район,2014,3284630.6
78612000,Гаврилов-Ямский муниципальный район,2015,3307763.3
78612000,Гаврилов-Ямский муниципальный район,2016,3574531.3
78615000,Даниловский муниципальный район,2014,1923704.3
78615000,Даниловский муниципальный район,2015,1213268.4
78615000,Даниловский муниципальный район,2016,1300725.4
78618000,Любимский муниципальный район,2014,587378.1
78618000,Любимский муниципальный район,2015,637912.0
78618000,Любимский муниципальный район,2016,716605.8
78621000,Мышкинский муниципальный район,2014,334265.4
78621000,Мышкинский муниципальный район,2015,414874.5
78621000,Мышкинский муниципальный район,2016,392204.8
78623000,Некоузский муниципальный район,2014,682589.0
78623000,Некоузский муниципальный район,2015,595559.1
78623000,Некоузский муниципальный район,2016,603190.8
78626000,Некрасовский муниципальный район,2014,1517585.0
78626000,Некрасовский муниципальный район,2015,1741963.2
78626000,Некрасовский муниципальный район,2016,1578470.3
78629000,Первомайский муниципальный район,2014,178409.7
78629000,Первомайский муниципальный район,2015,353558.2
78629000,Первомайский муниципальный район,2016,183332.7
78632000,Переславский муниципальный район (до июня 2019г.),2014,363030.3
78632000,Переславский муниципальный район (до июня 2019г.),2015,1526904.0
78632000,Переславский муниципальный район (до июня 2019г.),2016,2366059.0
78634000,Пошехонский муниципальный район,2014,395527.0
78634000,Пошехонский муниципальный район,2015,504775.0
78634000,Пошехонский муниципальный район,2016,453634.5
78637000,Ростовский муниципальный район,2014,11602202.3
78637000,Ростовский муниципальный район,2015,10750181.9
78637000,Ростовский муниципальный район,2016,11505476.0
78640000,Рыбинский муниципальный район,2014,8398749.6
78640000,Рыбинский муниципальный район,2015,11472803.2
78640000,Рыбинский муниципальный район,2016,11843500.3
78643000,Тутаевский муниципальный район,2014,13538753.8
78643000,Тутаевский муниципальный район,2015,9412621.2
78643000,Тутаевский муниципальный район,2016,8150141.5
78646000,Угличский муниципальный район,2014,3299681.1
78646000,Угличский муниципальный район,2015,6961337.4
78646000,Угличский муниципальный район,2016,9480087.0
78650000,Ярославский муниципальный район,2014,12766117.1
78650000,Ярославский муниципальный район,2015,13174731.6
78650000,Ярославский муниципальный район,2016,19734799.3
78701000,город Ярославль,2014,228329453.4
78701000,город Ярославль,2015,231035737.6
78701000,город Ярославль,2016,247403120.9
78705000,город Переславль-Залесский,2014,7491485.6
78705000,город Переславль-Залесский,2015,10099251.3
78705000,город Переславль-Залесский,2016,11734568.1
78715000,город Рыбинск,2014,65347048.3
78715000,город Рыбинск,2015,83285302.2
78715000,город Рыбинск,2016,89269589.7
79600000,Муниципальные районы Республики Адыгеи (Адыгеи),2014,26608081.3
79600000,Муниципальные районы Республики Адыгеи (Адыгеи),2015,33254004.5
79600000,Муниципальные районы Республики Адыгеи (Адыгеи),2016,35308589.8
79605000,Гиагинский муниципальный район,2014,8046001.3
79605000,Гиагинский муниципальный район,2015,12627911.6
79605000,Гиагинский муниципальный район,2016,11841458.5
79615000,Кошехабльский муниципальный район,2014,1844778.1
79615000,Кошехабльский муниципальный район,2015,1729967.7
79615000,Кошехабльский муниципальный район,2016,2431989.4
79618000,Красногвардейский муниципальный район,2014,969216.2
79618000,Красногвардейский муниципальный район,2015,1329625.5
79618000,Красногвардейский муниципальный район,2016,1673539.9
79622000,Майкопский муниципальный район,2014,1269870.3
79622000,Майкопский муниципальный район,2015,1575475.0
79622000,Майкопский муниципальный район,2016,2342998.1
79630000,Тахтамукайский муниципальный район,2014,12315128.5
79630000,Тахтамукайский муниципальный район,2015,14181259.0
79630000,Тахтамукайский муниципальный район,2016,15589189.0
79633000,Теучежский муниципальный район,2014,1931315.1
79633000,Теучежский муниципальный район,2015,1577013.8
79633000,Теучежский муниципальный район,2016,1154252.9
79640000,Шовгеновский муниципальный район,2014,231771.8
79640000,Шовгеновский муниципальный район,2015,232751.9
79640000,Шовгеновский муниципальный район,2016,275162.0
79700000,Городские округа Республики Адыгеи (Адыгеи)/,2014,18559432.7
79700000,Городские округа Республики Адыгеи (Адыгеи)/,2015,21806758.9
79700000,Городские округа Республики Адыгеи (Адыгеи)/,2016,24499868.1
79701000,город Майкоп,2014,18280992.4
79701000,город Майкоп,2015,20954836.4
79701000,город Майкоп,2016,22295241.7
79703000,город Адыгейск,2014,278440.3
79703000,город Адыгейск,2015,851922.5
79703000,город Адыгейск,2016,2204626.4
80601000,Абзелиловский муниципальный район,2014,1610033.9
80601000,Абзелиловский муниципальный район,2015,1856145.2
80601000,Абзелиловский муниципальный район,2016,1995667.8
80602000,Альшеевский муниципальный район,2014,1710197.5
80602000,Альшеевский муниципальный район,2015,1916811.4
80602000,Альшеевский муниципальный район,2016,2661170.8
80603000,Архангельский муниципальный район,2014,319174.8
80603000,Архангельский муниципальный район,2015,280770.7
80603000,Архангельский муниципальный район,2016,375160.6
80604000,Аскинский муниципальный район,2014,495952.2
80604000,Аскинский муниципальный район,2015,617293.9
80604000,Аскинский муниципальный район,2016,563379.2
80605000,Аургазинский муниципальный район,2014,1189265.6
80605000,Аургазинский муниципальный район,2015,1468029.9
80605000,Аургазинский муниципальный район,2016,1737995.0
80606000,Баймакский муниципальный район,2014,1831242.9
80606000,Баймакский муниципальный район,2015,1757014.4
80606000,Баймакский муниципальный район,2016,1797414.1
80606101,город Баймак,2014,1641173.7
80607000,Бакалинский муниципальный район,2014,2646897.9
80607000,Бакалинский муниципальный район,2015,2954213.7
80607000,Бакалинский муниципальный район,2016,677872.5
80608000,Балтачевский муниципальный район,2014,270390.5
80608000,Балтачевский муниципальный район,2015,311053.4
80608000,Балтачевский муниципальный район,2016,281395.5
80609000,Белебеевский муниципальный район,2014,17696069.5
80609000,Белебеевский муниципальный район,2015,21046812.2
80609000,Белебеевский муниципальный район,2016,21646478.1
80609101,город Белебей,2014,11771391.0
80610000,Белокатайский муниципальный район,2014,237017.5
80610000,Белокатайский муниципальный район,2015,276362.1
80610000,Белокатайский муниципальный район,2016,305549.3
80611000,Белорецкий муниципальный район,2014,26401282.3
80611000,Белорецкий муниципальный район,2015,32618781.6
80611000,Белорецкий муниципальный район,2016,33241454.2
80611101,город Белорецк,2014,25004355.3
80612000,Бижбулякский муниципальный район,2014,450346.5
80612000,Бижбулякский муниципальный район,2015,485670.4
80612000,Бижбулякский муниципальный район,2016,417056.4
80613000,Бирский муниципальный район,2014,2694178.8
80613000,Бирский муниципальный район,2015,2639288.1
80613000,Бирский муниципальный район,2016,2878959.7
80613101,город Бирск,2014,2680755.0
80614000,Благоварский муниципальный район,2014,2174109.1
80614000,Благоварский муниципальный район,2015,3542331.6
80614000,Благоварский муниципальный район,2016,4937031.8
80615000,Благовещенский муниципальный район,2014,25458377.1
80615000,Благовещенский муниципальный район,2015,29610486.0
80615000,Благовещенский муниципальный район,2016,30183931.7
80615101,город Благовещенск,2014,25343447.6
80617000,Буздякский муниципальный район,2014,1139019.1
80617000,Буздякский муниципальный район,2015,1379770.6
80617000,Буздякский муниципальный район,2016,1609364.5
80618000,Бураевский муниципальный район,2014,889029.5
80618000,Бураевский муниципальный район,2015,955031.0
80618000,Бураевский муниципальный район,2016,1570751.9
80619000,Бурзянский муниципальный район,2014,338915.5
80619000,Бурзянский муниципальный район,2015,378291.8
80619000,Бурзянский муниципальный район,2016,207174.8
80621000,Гафурийский муниципальный район,2014,1376882.3
80621000,Гафурийский муниципальный район,2015,1671156.5
80621000,Гафурийский муниципальный район,2016,1260425.5
80622000,Давлекановский муниципальный район,2014,3858513.7
80622000,Давлекановский муниципальный район,2015,5092104.0
80622000,Давлекановский муниципальный район,2016,5453266.3
80622101,город Давлеканово,2014,3761452.7
80623000,Дуванский муниципальный район,2014,2314764.2
80623000,Дуванский муниципальный район,2015,2793391.1
80623000,Дуванский муниципальный район,2016,2783977.0
80624000,Дюртюлинский муниципальный район,2014,4983848.2
80624000,Дюртюлинский муниципальный район,2015,5220652.9
80624000,Дюртюлинский муниципальный район,2016,5341338.5
80624101,город Дюртюли,2014,1545996.0
80625000,Ермекеевский муниципальный район,2014,249203.4
80625000,Ермекеевский муниципальный район,2015,473686.4
80625000,Ермекеевский муниципальный район,2016,266012.7
80626000,Зианчуринский муниципальный район,2014,502360.6
80626000,Зианчуринский муниципальный район,2015,487708.4
80626000,Зианчуринский муниципальный район,2016,463851.3
80627000,Зилаирский муниципальный район,2014,251554.9
80627000,Зилаирский муниципальный район,2015,251413.9
80627000,Зилаирский муниципальный район,2016,270988.1
80628000,Иглинский муниципальный район,2014,1365865.4
80628000,Иглинский муниципальный район,2015,1355414.3
80628000,Иглинский муниципальный район,2016,1796626.3
80630000,Илишевский муниципальный район,2014,1498464.8
80630000,Илишевский муниципальный район,2015,1308345.4
80630000,Илишевский муниципальный район,2016,1181620.7
80631000,Ишимбайский муниципальный район,2014,11885785.6
80631000,Ишимбайский муниципальный район,2015,12288466.7
80631000,Ишимбайский муниципальный район,2016,15637021.0
80631101,город Ишимбай,2014,11030860.4
80633000,Калтасинский муниципальный район,2014,333713.7
80633000,Калтасинский муниципальный район,2015,463480.9
80633000,Калтасинский муниципальный район,2016,511807.1
80634000,Караидельский муниципальный район,2014,231926.0
80634000,Караидельский муниципальный район,2015,390216.8
80634000,Караидельский муниципальный район,2016,364063.9
80635000,Кармаскалинский муниципальный район,2014,1734716.9
80635000,Кармаскалинский муниципальный район,2015,1743847.2
80635000,Кармаскалинский муниципальный район,2016,2360497.7
80636000,Кигинский муниципальный район,2014,166176.3
80636000,Кигинский муниципальный район,2015,240369.0
80636000,Кигинский муниципальный район,2016,256981.3
80637000,Краснокамский муниципальный район,2014,4013687.3
80637000,Краснокамский муниципальный район,2015,4595162.9
80637000,Краснокамский муниципальный район,2016,5189920.8
80638000,Кугарчинский муниципальный район,2014,1727512.4
80638000,Кугарчинский муниципальный район,2015,1251775.9
80638000,Кугарчинский муниципальный район,2016,1001734.6
80639000,Куюргазинский муниципальный район,2014,934968.2
80639000,Куюргазинский муниципальный район,2015,1059196.5
80639000,Куюргазинский муниципальный район,2016,989223.4
80640000,Кушнаренковский муниципальный район,2014,741577.1
80640000,Кушнаренковский муниципальный район,2015,768708.2
80640000,Кушнаренковский муниципальный район,2016,630080.6
80641000,Мелеузовский муниципальный район,2014,12543599.7
80641000,Мелеузовский муниципальный район,2015,13951178.2
80641000,Мелеузовский муниципальный район,2016,14966613.6
80641101,город Мелеуз,2014,8897616.1
80642000,Мечетлинский муниципальный район,2014,572927.4
80642000,Мечетлинский муниципальный район,2015,583854.6
80642000,Мечетлинский муниципальный район,2016,635721.7
80643000,Мишкинский муниципальный район,2014,252688.2
80643000,Мишкинский муниципальный район,2015,281923.6
80643000,Мишкинский муниципальный район,2016,280840.9
80644000,Миякинский муниципальный район,2014,1060070.4
80644000,Миякинский муниципальный район,2015,1206850.9
80644000,Миякинский муниципальный район,2016,1343319.4
80645000,Нуримановский муниципальный район,2014,1407571.2
80645000,Нуримановский муниципальный район,2015,1729073.4
80645000,Нуримановский муниципальный район,2016,1473391.5
80647000,Салаватский муниципальный район,2014,1949404.5
80647000,Салаватский муниципальный район,2015,1919330.5
80647000,Салаватский муниципальный район,2016,2146294.4
80648000,Стерлибашевский муниципальный район,2014,398235.9
80648000,Стерлибашевский муниципальный район,2015,392824.1
80648000,Стерлибашевский муниципальный район,2016,340091.6
80649000,Стерлитамакский муниципальный район,2014,5345542.1
80649000,Стерлитамакский муниципальный район,2015,5299017.6
80649000,Стерлитамакский муниципальный район,2016,5133328.7
80650000,Татышлинский муниципальный район,2014,3144413.5
80650000,Татышлинский муниципальный район,2015,3846960.4
80650000,Татышлинский муниципальный район,2016,4884446.3
80651000,Туймазинский муниципальный район,2014,19378795.3
80651000,Туймазинский муниципальный район,2015,19857064.3
80651000,Туймазинский муниципальный район,2016,16931639.3
80651101,город Туймазы,2014,9893634.5
80652000,Уфимский муниципальный район,2014,15687683.9
80652000,Уфимский муниципальный район,2015,17485377.0
80652000,Уфимский муниципальный район,2016,21670318.8
80653000,Учалинский муниципальный район,2014,26962502.9
80653000,Учалинский муниципальный район,2015,33257048.6
80653000,Учалинский муниципальный район,2016,30654533.4
80653101,город Учалы,2014,25557369.2
80654000,Федоровский муниципальный район,2014,383912.9
80654000,Федоровский муниципальный район,2015,344589.4
80654000,Федоровский муниципальный район,2016,327861.4
80655000,Хайбуллинский муниципальный район,2014,6756045.1
80655000,Хайбуллинский муниципальный район,2015,6140249.5
80655000,Хайбуллинский муниципальный район,2016,4964237.9
80656000,Чекмагушевский муниципальный район,2014,3449688.9
80656000,Чекмагушевский муниципальный район,2015,3985766.3
80656000,Чекмагушевский муниципальный район,2016,5141616.0
80657000,Чишминский муниципальный район,2014,10121353.3
80657000,Чишминский муниципальный район,2015,17058955.3
80657000,Чишминский муниципальный район,2016,15465553.6
80658000,Шаранский муниципальный район,2014,552839.1
80658000,Шаранский муниципальный район,2015,491023.8
80658000,Шаранский муниципальный район,2016,466977.4
80659000,Янаульский муниципальный район,2014,4049149.0
80659000,Янаульский муниципальный район,2015,4609126.8
80659000,Янаульский муниципальный район,2016,4721636.0
80659101,город Янаул,2014,3499128.5
80701000,город Уфа,2014,847413750.2
80701000,город Уфа,2015,900253267.1
80701000,город Уфа,2016,899316903.3
80703000,город Агидель,2014,696254.7
80703000,город Агидель,2015,562511.9
80703000,город Агидель,2016,466037.5
80723000,город Кумертау,2014,7776340.0
80723000,город Кумертау,2015,13756307.8
80723000,город Кумертау,2016,10015220.0
80727000,город Нефтекамск,2014,39675146.3
80727000,город Нефтекамск,2015,43070847.5
80727000,город Нефтекамск,2016,48921990.0
80735000,город Октябрьский,2014,28374355.0
80735000,город Октябрьский,2015,34768052.7
80735000,город Октябрьский,2016,34728098.5
80739000,город Салават,2014,238904656.3
80739000,город Салават,2015,203785241.0
80739000,город Салават,2016,205122947.6
80743000,город Сибай,2014,10829073.6
80743000,город Сибай,2015,11020384.9
80743000,город Сибай,2016,12068722.7
80745000,город Стерлитамак,2014,87952409.1
80745000,город Стерлитамак,2015,100478138.6
80745000,город Стерлитамак,2016,109739798.3
81603000,Баргузинский муниципальный район,2014,288574.2
81603000,Баргузинский муниципальный район,2015,492369.3
81603000,Баргузинский муниципальный район,2016,576638.9
