oktmo,name,year,parks
76609000,Борзинский муниципальный район,2017,2.0
76609101,Борзинское,2007,3.0
76609101,Борзинское,2008,3.0
76609101,Борзинское,2009,3.0
76609101,Борзинское,2010,3.0
76609101,Борзинское,2011,3.0
76609101,Борзинское,2012,3.0
76609101,Борзинское,2013,3.0
76609101,Борзинское,2014,3.0
76609101,Борзинское,2015,2.0
76609101,Борзинское,2016,2.0
76609101,Борзинское,2017,2.0
76615000,Каларский муниципальный район,2012,0.0
76615156,Новочарское,2012,0.0
76615405,Икабьинское,2012,0.0
76615433,ND,2012,0.0
76615444,Чарское,2012,0.0
76618000,Калганский муниципальный район,2009,2.0
76618000,Калганский муниципальный район,2010,3.0
76618000,Калганский муниципальный район,2011,3.0
76618000,Калганский муниципальный район,2012,3.0
76618000,Калганский муниципальный район,2013,2.0
76618430,Кадаинское,2009,1.0
76618430,Кадаинское,2010,1.0
76618430,Кадаинское,2011,1.0
76618430,Кадаинское,2012,1.0
76618433,Калганское,2009,2.0
76618433,Калганское,2010,2.0
76618433,Калганское,2011,2.0
76618433,Калганское,2012,2.0
76618433,Калганское,2013,2.0
76621000,Муниципальный район Город Краснокаменск и Краснокаменский район,2017,1.0
76621101,город Краснокаменск,2017,1.0
76622000,Красночикойский муниципальный район,2009,1.0
76622000,Красночикойский муниципальный район,2010,1.0
76622000,Красночикойский муниципальный район,2011,1.0
76622000,Красночикойский муниципальный район,2012,1.0
76622000,Красночикойский муниципальный район,2013,1.0
76622000,Красночикойский муниципальный район,2014,1.0
76622000,Красночикойский муниципальный район,2015,1.0
76622000,Красночикойский муниципальный район,2016,1.0
76622445,Красночикойское,2007,1.0
76622445,Красночикойское,2008,1.0
76622445,Красночикойское,2009,1.0
76622445,Красночикойское,2010,1.0
76622445,Красночикойское,2011,1.0
76622445,Красночикойское,2012,1.0
76622445,Красночикойское,2013,1.0
76622445,Красночикойское,2014,1.0
76622445,Красночикойское,2015,1.0
76622445,Красночикойское,2016,1.0
76626000,Могочинский муниципальный район,2014,1.0
76626101,Могочинское,2014,1.0
76628000,Нерчинский муниципальный район,2009,1.0
76628000,Нерчинский муниципальный район,2010,1.0
76628000,Нерчинский муниципальный район,2011,1.0
76628000,Нерчинский муниципальный район,2012,1.0
76628000,Нерчинский муниципальный район,2013,1.0
76628000,Нерчинский муниципальный район,2014,1.0
76628000,Нерчинский муниципальный район,2015,1.0
76628000,Нерчинский муниципальный район,2016,1.0
76628000,Нерчинский муниципальный район,2017,1.0
76628101,Нерчинское,2007,1.0
76628101,Нерчинское,2008,1.0
76628101,Нерчинское,2009,1.0
76628101,Нерчинское,2010,1.0
76628101,Нерчинское,2011,1.0
76628101,Нерчинское,2012,1.0
76628101,Нерчинское,2013,1.0
76628101,Нерчинское,2014,1.0
76628101,Нерчинское,2015,1.0
76628101,Нерчинское,2016,1.0
76628101,Нерчинское,2017,1.0
76632000,Оловяннинский муниципальный район,2009,1.0
76632000,Оловяннинский муниципальный район,2010,1.0
76632000,Оловяннинский муниципальный район,2011,1.0
76632000,Оловяннинский муниципальный район,2012,1.0
76632000,Оловяннинский муниципальный район,2013,1.0
76632000,Оловяннинский муниципальный район,2014,1.0
76632000,Оловяннинский муниципальный район,2015,1.0
76632000,Оловяннинский муниципальный район,2016,1.0
76632000,Оловяннинский муниципальный район,2017,1.0
76632151,Оловяннинское,2009,1.0
76632151,Оловяннинское,2010,1.0
76632151,Оловяннинское,2011,1.0
76632151,Оловяннинское,2012,1.0
76632151,Оловяннинское,2013,1.0
76632151,Оловяннинское,2014,1.0
76632151,Оловяннинское,2015,1.0
76632151,Оловяннинское,2016,1.0
76632151,Оловяннинское,2017,1.0
76638000,Приаргунский муниципальный район,2011,1.0
76638000,Приаргунский муниципальный район,2012,1.0
76638000,Приаргунский муниципальный район,2013,1.0
76638000,Приаргунский муниципальный район,2014,1.0
76638000,Приаргунский муниципальный район,2015,1.0
76638000,Приаргунский муниципальный район,2016,1.0
76638000,Приаргунский муниципальный район,2017,1.0
76638151,Приаргунское,2007,1.0
76638151,Приаргунское,2008,1.0
76638151,Приаргунское,2011,1.0
76638151,Приаргунское,2012,1.0
76638151,Приаргунское,2013,1.0
76638151,Приаргунское,2014,1.0
76638151,Приаргунское,2015,1.0
76638151,Приаргунское,2016,1.0
76638151,Приаргунское,2017,1.0
76640000,Сретенский муниципальный район,2011,0.0
76640420,Дунаевское,2012,0.0
76644000,Тунгокоченский муниципальный район,2009,1.0
76644000,Тунгокоченский муниципальный район,2010,0.0
76644154,ND,2008,1.0
76644154,ND,2009,1.0
76646000,Улётовский муниципальный район,2009,1.0
76646000,Улётовский муниципальный район,2010,1.0
76646000,Улётовский муниципальный район,2011,1.0
76646000,Улётовский муниципальный район,2012,1.0
76646153,Дровянинское,2008,1.0
76646153,Дровянинское,2009,1.0
76646153,Дровянинское,2010,1.0
76646153,Дровянинское,2011,1.0
76646153,Дровянинское,2012,1.0
76701000,город Чита,2007,3.0
76701000,город Чита,2008,3.0
76701000,город Чита,2009,5.0
76701000,город Чита,2010,5.0
76701000,город Чита,2011,5.0
76701000,город Чита,2012,4.0
76701000,город Чита,2013,4.0
76701000,город Чита,2014,5.0
76701000,город Чита,2015,5.0
76701000,город Чита,2016,5.0
76701000,город Чита,2017,5.0
76702000,поселок Агинское,2012,1.0
76702000,поселок Агинское,2013,1.0
76702000,поселок Агинское,2014,1.0
76702000,поселок Агинское,2015,1.0
76702000,поселок Агинское,2016,1.0
76702000,поселок Агинское,2017,1.0
76705000,Город Балей (по 2011 г. включительно),2007,1.0
76822000,Агинский муниципальный район (по 2011 г. включительно),2009,1.0
76822151,Агинское (по 2011 г. включительно),2007,1.0
76822151,Агинское (по 2011 г. включительно),2008,1.0
76822151,Агинское (по 2011 г. включительно),2009,1.0
76822151,Агинское (по 2011 г. включительно),2010,1.0
76822151,Агинское (по 2011 г. включительно),2011,1.0
78612000,Гаврилов-Ямский муниципальный район,2008,1.0
78612101,Гаврилов-Ям,2008,1.0
78615000,Даниловский муниципальный район,2007,2.0
78615000,Даниловский муниципальный район,2008,1.0
78615000,Даниловский муниципальный район,2009,2.0
78615000,Даниловский муниципальный район,2010,2.0
78615000,Даниловский муниципальный район,2011,6.0
78615000,Даниловский муниципальный район,2012,2.0
78615000,Даниловский муниципальный район,2013,2.0
78615000,Даниловский муниципальный район,2014,2.0
78615000,Даниловский муниципальный район,2015,2.0
78615000,Даниловский муниципальный район,2016,2.0
78615000,Даниловский муниципальный район,2017,2.0
78615101,Данилов,2007,2.0
78615101,Данилов,2008,1.0
78615101,Данилов,2009,2.0
78615101,Данилов,2010,2.0
78615101,Данилов,2011,2.0
78615101,Данилов,2013,2.0
78615101,Данилов,2014,2.0
78615101,Данилов,2015,2.0
78615101,Данилов,2016,2.0
78615101,Данилов,2017,2.0
78621000,Мышкинский муниципальный район,2008,1.0
78621000,Мышкинский муниципальный район,2009,1.0
78621000,Мышкинский муниципальный район,2010,1.0
78621000,Мышкинский муниципальный район,2011,1.0
78621000,Мышкинский муниципальный район,2012,1.0
78621000,Мышкинский муниципальный район,2013,1.0
78621000,Мышкинский муниципальный район,2014,1.0
78621000,Мышкинский муниципальный район,2015,1.0
78621000,Мышкинский муниципальный район,2016,1.0
78621000,Мышкинский муниципальный район,2017,0.0
78621101,Мышкин,2008,1.0
78621101,Мышкин,2009,1.0
78621101,Мышкин,2010,1.0
78621101,Мышкин,2011,1.0
78621101,Мышкин,2012,1.0
78621101,Мышкин,2013,1.0
78621101,Мышкин,2014,1.0
78621101,Мышкин,2015,1.0
78621101,Мышкин,2016,1.0
78621101,Мышкин,2017,0.0
78623000,Некоузский муниципальный район,2017,0.0
78637000,Ростовский муниципальный район,2007,1.0
78637000,Ростовский муниципальный район,2010,1.0
78637000,Ростовский муниципальный район,2011,1.0
78637000,Ростовский муниципальный район,2012,1.0
78637000,Ростовский муниципальный район,2013,1.0
78637000,Ростовский муниципальный район,2014,1.0
78637000,Ростовский муниципальный район,2015,1.0
78637000,Ростовский муниципальный район,2016,1.0
78637000,Ростовский муниципальный район,2017,1.0
78637101,Ростов,2007,1.0
78637101,Ростов,2010,1.0
78637101,Ростов,2011,1.0
78637101,Ростов,2012,1.0
78637101,Ростов,2013,1.0
78637101,Ростов,2014,1.0
78637101,Ростов,2015,1.0
78637101,Ростов,2016,1.0
78637101,Ростов,2017,1.0
78640425,Каменниковское,2015,0.0
78640425,Каменниковское,2016,0.0
78643000,Тутаевский муниципальный район,2008,1.0
78643000,Тутаевский муниципальный район,2009,1.0
78643000,Тутаевский муниципальный район,2010,1.0
78643000,Тутаевский муниципальный район,2011,1.0
78643000,Тутаевский муниципальный район,2012,1.0
78643000,Тутаевский муниципальный район,2013,1.0
78643000,Тутаевский муниципальный район,2014,1.0
78643000,Тутаевский муниципальный район,2015,1.0
78643000,Тутаевский муниципальный район,2016,5.0
78643000,Тутаевский муниципальный район,2017,5.0
78643101,Тутаев,2008,1.0
78643101,Тутаев,2009,1.0
78643101,Тутаев,2010,1.0
78643101,Тутаев,2011,1.0
78643101,Тутаев,2012,1.0
78643101,Тутаев,2013,1.0
78643101,Тутаев,2014,1.0
78643101,Тутаев,2015,1.0
78643101,Тутаев,2016,4.0
78643101,Тутаев,2017,5.0
78643420,Константиновское,2016,1.0
78646000,Угличский муниципальный район,2007,1.0
78646000,Угличский муниципальный район,2008,1.0
78646000,Угличский муниципальный район,2009,1.0
78646000,Угличский муниципальный район,2010,1.0
78646000,Угличский муниципальный район,2011,1.0
78646000,Угличский муниципальный район,2012,1.0
78646000,Угличский муниципальный район,2013,1.0
78646000,Угличский муниципальный район,2015,0.0
78646000,Угличский муниципальный район,2016,0.0
78646000,Угличский муниципальный район,2017,1.0
78646101,Углич,2007,1.0
78646101,Углич,2008,1.0
78646101,Углич,2009,1.0
78646101,Углич,2010,1.0
78646101,Углич,2011,1.0
78646101,Углич,2012,1.0
78646101,Углич,2013,1.0
78646101,Углич,2017,1.0
78646440,Головинское,2016,0.0
78646440,Головинское,2017,0.0
78646475,Отрадновское,2016,0.0
78646475,Отрадновское,2017,0.0
78646480,Улейминское,2016,0.0
78646480,Улейминское,2017,0.0
78650430,Карабихское,2017,0.0
78701000,город Ярославль,2007,8.0
78701000,город Ярославль,2008,8.0
78701000,город Ярославль,2009,8.0
78701000,город Ярославль,2010,8.0
78701000,город Ярославль,2011,6.0
78701000,город Ярославль,2012,6.0
78701000,город Ярославль,2013,6.0
78701000,город Ярославль,2014,6.0
78701000,город Ярославль,2015,6.0
78701000,город Ярославль,2016,5.0
78701000,город Ярославль,2017,5.0
78705000,город Переславль-Залесский,2015,0.0
78705000,город Переславль-Залесский,2016,0.0
78705000,город Переславль-Залесский,2017,0.0
78715000,город Рыбинск,2007,2.0
78715000,город Рыбинск,2008,2.0
78715000,город Рыбинск,2009,1.0
78715000,город Рыбинск,2010,2.0
78715000,город Рыбинск,2011,2.0
78715000,город Рыбинск,2012,2.0
78715000,город Рыбинск,2013,2.0
78715000,город Рыбинск,2014,2.0
78715000,город Рыбинск,2015,2.0
78715000,город Рыбинск,2016,2.0
78715000,город Рыбинск,2017,2.0
79605000,Гиагинский муниципальный район,2010,2.0
79605000,Гиагинский муниципальный район,2011,2.0
79605000,Гиагинский муниципальный район,2012,2.0
79605000,Гиагинский муниципальный район,2013,2.0
79605000,Гиагинский муниципальный район,2014,2.0
79605000,Гиагинский муниципальный район,2015,2.0
79605000,Гиагинский муниципальный район,2016,3.0
79605000,Гиагинский муниципальный район,2017,3.0
79605407,Гиагинское,2007,1.0
79605407,Гиагинское,2008,1.0
79605407,Гиагинское,2009,1.0
79605407,Гиагинское,2010,1.0
79605407,Гиагинское,2011,1.0
79605407,Гиагинское,2012,1.0
79605407,Гиагинское,2013,1.0
79605407,Гиагинское,2014,1.0
79605407,Гиагинское,2015,1.0
79605407,Гиагинское,2016,1.0
79605407,Гиагинское,2017,1.0
79605410,Дондуковское,2007,2.0
79605410,Дондуковское,2008,1.0
79605410,Дондуковское,2009,1.0
79605410,Дондуковское,2010,1.0
79605410,Дондуковское,2011,1.0
79605410,Дондуковское,2012,1.0
79605410,Дондуковское,2013,1.0
79605410,Дондуковское,2014,1.0
79605410,Дондуковское,2015,1.0
79605410,Дондуковское,2016,2.0
79605410,Дондуковское,2017,2.0
79618000,Красногвардейский муниципальный район,2013,1.0
79618000,Красногвардейский муниципальный район,2014,1.0
79618420,Красногвардейское,2007,1.0
79618420,Красногвардейское,2008,1.0
79618420,Красногвардейское,2013,1.0
79618420,Красногвардейское,2014,1.0
79622000,Майкопский муниципальный район,2010,2.0
79622000,Майкопский муниципальный район,2011,2.0
79622000,Майкопский муниципальный район,2012,2.0
79622000,Майкопский муниципальный район,2013,2.0
79622000,Майкопский муниципальный район,2014,2.0
79622151,Тульское,2007,1.0
79622155,Каменномостское,2008,2.0
79622155,Каменномостское,2009,1.0
79622155,Каменномостское,2010,2.0
79622155,Каменномостское,2011,2.0
79622155,Каменномостское,2012,2.0
79622457,Каменномостское,2013,2.0
79622457,Каменномостское,2014,2.0
79630420,Тахтамукайское,2007,1.0
79630420,Тахтамукайское,2009,1.0
79701000,город Майкоп,2007,1.0
79701000,город Майкоп,2008,1.0
79701000,город Майкоп,2009,1.0
79701000,город Майкоп,2010,1.0
79701000,город Майкоп,2011,1.0
79701000,город Майкоп,2012,1.0
79701000,город Майкоп,2013,1.0
79701000,город Майкоп,2014,1.0
79701000,город Майкоп,2015,1.0
79701000,город Майкоп,2016,1.0
79701000,город Майкоп,2017,1.0
80606000,Баймакский муниципальный район,2007,1.0
80606000,Баймакский муниципальный район,2008,1.0
80606000,Баймакский муниципальный район,2009,1.0
80606000,Баймакский муниципальный район,2010,1.0
80606000,Баймакский муниципальный район,2011,1.0
80606000,Баймакский муниципальный район,2012,1.0
80606000,Баймакский муниципальный район,2013,1.0
80606000,Баймакский муниципальный район,2014,1.0
80606000,Баймакский муниципальный район,2015,1.0
80606000,Баймакский муниципальный район,2016,1.0
80606000,Баймакский муниципальный район,2017,1.0
80606101,город Баймак,2007,1.0
80606101,город Баймак,2008,1.0
80606101,город Баймак,2009,1.0
80606101,город Баймак,2010,1.0
80606101,город Баймак,2011,1.0
80606101,город Баймак,2012,1.0
80606101,город Баймак,2013,1.0
80606101,город Баймак,2014,1.0
80606101,город Баймак,2015,1.0
80606101,город Баймак,2016,1.0
80606101,город Баймак,2017,1.0
80609000,Белебеевский муниципальный район,2007,4.0
80609000,Белебеевский муниципальный район,2008,5.0
80609000,Белебеевский муниципальный район,2009,4.0
80609000,Белебеевский муниципальный район,2010,4.0
80609000,Белебеевский муниципальный район,2011,4.0
80609000,Белебеевский муниципальный район,2012,4.0
80609000,Белебеевский муниципальный район,2013,4.0
80609000,Белебеевский муниципальный район,2014,4.0
80609000,Белебеевский муниципальный район,2015,4.0
80609000,Белебеевский муниципальный район,2016,4.0
80609000,Белебеевский муниципальный район,2017,4.0
80609101,город Белебей,2007,3.0
80609101,город Белебей,2008,3.0
80609101,город Белебей,2009,3.0
80609101,город Белебей,2010,3.0
80609101,город Белебей,2011,3.0
80609101,город Белебей,2012,3.0
80609101,город Белебей,2013,3.0
80609101,город Белебей,2014,3.0
80609101,город Белебей,2015,3.0
80609101,город Белебей,2016,3.0
80609101,город Белебей,2017,3.0
80609165,Приютовский поссовет,2007,1.0
80609165,Приютовский поссовет,2008,1.0
80609165,Приютовский поссовет,2009,1.0
80609165,Приютовский поссовет,2010,1.0
80609165,Приютовский поссовет,2011,1.0
80609165,Приютовский поссовет,2012,1.0
80609165,Приютовский поссовет,2013,1.0
80609165,Приютовский поссовет,2014,1.0
80609165,Приютовский поссовет,2015,1.0
80609165,Приютовский поссовет,2016,1.0
80609165,Приютовский поссовет,2017,1.0
80609401,Аксаковский сельсовет,2008,1.0
80610000,Белокатайский муниципальный район,2008,1.0
80610000,Белокатайский муниципальный район,2009,2.0
80610000,Белокатайский муниципальный район,2010,2.0
80610000,Белокатайский муниципальный район,2011,2.0
80610422,Новобелокатайский сельсовет,2008,1.0
80610422,Новобелокатайский сельсовет,2009,2.0
80610422,Новобелокатайский сельсовет,2010,2.0
80610422,Новобелокатайский сельсовет,2011,2.0
80611000,Белорецкий муниципальный район,2007,1.0
80611000,Белорецкий муниципальный район,2008,1.0
80611000,Белорецкий муниципальный район,2009,1.0
80611101,город Белорецк,2007,1.0
80611101,город Белорецк,2008,1.0
80611101,город Белорецк,2009,1.0
80621000,Гафурийский муниципальный район,2007,1.0
80621000,Гафурийский муниципальный район,2008,1.0
80621000,Гафурийский муниципальный район,2009,1.0
80621000,Гафурийский муниципальный район,2010,1.0
80621000,Гафурийский муниципальный район,2011,1.0
80621000,Гафурийский муниципальный район,2012,1.0
80621000,Гафурийский муниципальный район,2013,1.0
80621000,Гафурийский муниципальный район,2014,1.0
80621000,Гафурийский муниципальный район,2015,1.0
80621000,Гафурийский муниципальный район,2016,1.0
80621000,Гафурийский муниципальный район,2017,1.0
80621423,Красноусольский сельсовет,2007,1.0
80621423,Красноусольский сельсовет,2008,1.0
80621423,Красноусольский сельсовет,2009,1.0
80621423,Красноусольский сельсовет,2010,1.0
80621423,Красноусольский сельсовет,2011,1.0
80621423,Красноусольский сельсовет,2012,1.0
80621423,Красноусольский сельсовет,2013,1.0
80621423,Красноусольский сельсовет,2014,1.0
80621423,Красноусольский сельсовет,2015,1.0
80621423,Красноусольский сельсовет,2016,1.0
80621423,Красноусольский сельсовет,2017,1.0
80622000,Давлекановский муниципальный район,2007,1.0
80622000,Давлекановский муниципальный район,2008,1.0
80622000,Давлекановский муниципальный район,2009,1.0
80622000,Давлекановский муниципальный район,2010,1.0
80622000,Давлекановский муниципальный район,2011,1.0
80622000,Давлекановский муниципальный район,2012,1.0
80622101,город Давлеканово,2007,1.0
80622101,город Давлеканово,2008,1.0
80622101,город Давлеканово,2009,1.0
80622101,город Давлеканово,2010,1.0
80622101,город Давлеканово,2011,1.0
80622101,город Давлеканово,2012,1.0
80625000,Ермекеевский муниципальный район,2011,1.0
80625000,Ермекеевский муниципальный район,2012,1.0
80625000,Ермекеевский муниципальный район,2013,1.0
80625000,Ермекеевский муниципальный район,2014,1.0
80625000,Ермекеевский муниципальный район,2015,1.0
80625000,Ермекеевский муниципальный район,2016,1.0
80625000,Ермекеевский муниципальный район,2017,1.0
80625407,Ермекеевский сельсовет,2011,1.0
80625407,Ермекеевский сельсовет,2012,1.0
80625407,Ермекеевский сельсовет,2013,1.0
80625407,Ермекеевский сельсовет,2014,1.0
80625407,Ермекеевский сельсовет,2015,1.0
80625407,Ермекеевский сельсовет,2016,1.0
80625407,Ермекеевский сельсовет,2017,1.0
80628000,Иглинский муниципальный район,2007,2.0
80628000,Иглинский муниципальный район,2008,2.0
80628000,Иглинский муниципальный район,2009,2.0
80628000,Иглинский муниципальный район,2010,2.0
80628000,Иглинский муниципальный район,2011,2.0
80628416,Иглинский сельсовет,2007,2.0
80628416,Иглинский сельсовет,2008,2.0
80628416,Иглинский сельсовет,2009,2.0
80628416,Иглинский сельсовет,2010,2.0
80628416,Иглинский сельсовет,2011,2.0
80630000,Илишевский муниципальный район,2007,1.0
80630000,Илишевский муниципальный район,2008,1.0
80630000,Илишевский муниципальный район,2009,1.0
80630000,Илишевский муниципальный район,2010,1.0
80630000,Илишевский муниципальный район,2011,1.0
80630000,Илишевский муниципальный район,2012,1.0
80630000,Илишевский муниципальный район,2013,1.0
80630000,Илишевский муниципальный район,2014,1.0
80630000,Илишевский муниципальный район,2016,1.0
80630000,Илишевский муниципальный район,2017,1.0
80630484,Яркеевский сельсовет,2007,1.0
80630484,Яркеевский сельсовет,2008,1.0
80630484,Яркеевский сельсовет,2009,1.0
80630484,Яркеевский сельсовет,2010,1.0
80630484,Яркеевский сельсовет,2011,1.0
80630484,Яркеевский сельсовет,2012,1.0
80630484,Яркеевский сельсовет,2013,1.0
80630484,Яркеевский сельсовет,2014,1.0
80630484,Яркеевский сельсовет,2016,1.0
80630484,Яркеевский сельсовет,2017,1.0
80631000,Ишимбайский муниципальный район,2007,1.0
80631000,Ишимбайский муниципальный район,2008,2.0
80631000,Ишимбайский муниципальный район,2009,2.0
80631000,Ишимбайский муниципальный район,2010,1.0
80631000,Ишимбайский муниципальный район,2011,1.0
80631000,Ишимбайский муниципальный район,2012,1.0
80631000,Ишимбайский муниципальный район,2013,1.0
80631000,Ишимбайский муниципальный район,2014,1.0
80631000,Ишимбайский муниципальный район,2015,9.0
80631000,Ишимбайский муниципальный район,2016,9.0
80631000,Ишимбайский муниципальный район,2017,9.0
80631101,город Ишимбай,2007,1.0
80631101,город Ишимбай,2008,2.0
80631101,город Ишимбай,2009,2.0
80631101,город Ишимбай,2010,1.0
80631101,город Ишимбай,2011,1.0
80631101,город Ишимбай,2012,1.0
80631101,город Ишимбай,2013,1.0
80631101,город Ишимбай,2014,1.0
80631101,город Ишимбай,2015,9.0
80631101,город Ишимбай,2016,9.0
80631101,город Ишимбай,2017,9.0
80634432,Караидельский сельсовет,2017,3.0
80636000,Кигинский муниципальный район,2007,1.0
80636000,Кигинский муниципальный район,2008,2.0
80636000,Кигинский муниципальный район,2009,2.0
80636000,Кигинский муниципальный район,2010,2.0
80636000,Кигинский муниципальный район,2011,2.0
80636000,Кигинский муниципальный район,2012,2.0
80636000,Кигинский муниципальный район,2013,2.0
80636000,Кигинский муниципальный район,2014,2.0
80636000,Кигинский муниципальный район,2015,2.0
80636000,Кигинский муниципальный район,2016,2.0
80636000,Кигинский муниципальный район,2017,2.0
80636415,Верхнекигинский сельсовет,2007,1.0
80636415,Верхнекигинский сельсовет,2008,2.0
80636415,Верхнекигинский сельсовет,2009,2.0
80636415,Верхнекигинский сельсовет,2010,2.0
80636415,Верхнекигинский сельсовет,2011,2.0
80636415,Верхнекигинский сельсовет,2012,2.0
80636415,Верхнекигинский сельсовет,2013,2.0
80636415,Верхнекигинский сельсовет,2014,2.0
80636415,Верхнекигинский сельсовет,2015,2.0
80636415,Верхнекигинский сельсовет,2016,2.0
80636415,Верхнекигинский сельсовет,2017,2.0
80639000,Куюргазинский муниципальный район,2007,1.0
80639000,Куюргазинский муниципальный район,2008,1.0
80639000,Куюргазинский муниципальный район,2009,1.0
80639000,Куюргазинский муниципальный район,2010,1.0
80639000,Куюргазинский муниципальный район,2011,1.0
80639000,Куюргазинский муниципальный район,2012,1.0
80639000,Куюргазинский муниципальный район,2013,1.0
80639000,Куюргазинский муниципальный район,2014,1.0
80639000,Куюргазинский муниципальный район,2015,1.0
80639000,Куюргазинский муниципальный район,2016,1.0
80639000,Куюргазинский муниципальный район,2017,1.0
80639412,Ермолаевский сельсовет,2007,1.0
80639412,Ермолаевский сельсовет,2008,1.0
80639412,Ермолаевский сельсовет,2009,1.0
80639412,Ермолаевский сельсовет,2010,1.0
80639412,Ермолаевский сельсовет,2011,1.0
80639412,Ермолаевский сельсовет,2012,1.0
80639412,Ермолаевский сельсовет,2013,1.0
80639412,Ермолаевский сельсовет,2014,1.0
80639412,Ермолаевский сельсовет,2015,1.0
80639412,Ермолаевский сельсовет,2016,1.0
80639412,Ермолаевский сельсовет,2017,1.0
80640000,Кушнаренковский муниципальный район,2007,2.0
80640000,Кушнаренковский муниципальный район,2008,1.0
80640000,Кушнаренковский муниципальный район,2009,4.0
80640000,Кушнаренковский муниципальный район,2010,4.0
80640000,Кушнаренковский муниципальный район,2011,4.0
80640000,Кушнаренковский муниципальный район,2012,4.0
80640000,Кушнаренковский муниципальный район,2013,1.0
80640000,Кушнаренковский муниципальный район,2014,1.0
80640000,Кушнаренковский муниципальный район,2015,1.0
80640000,Кушнаренковский муниципальный район,2016,1.0
80640000,Кушнаренковский муниципальный район,2017,1.0
80640435,Кушнаренковский сельсовет,2007,2.0
80640435,Кушнаренковский сельсовет,2008,1.0
80640435,Кушнаренковский сельсовет,2009,4.0
80640435,Кушнаренковский сельсовет,2010,4.0
80640435,Кушнаренковский сельсовет,2011,4.0
80640435,Кушнаренковский сельсовет,2012,4.0
80640435,Кушнаренковский сельсовет,2013,1.0
80640435,Кушнаренковский сельсовет,2014,1.0
80640435,Кушнаренковский сельсовет,2015,1.0
80640435,Кушнаренковский сельсовет,2016,1.0
80640435,Кушнаренковский сельсовет,2017,1.0
80641000,Мелеузовский муниципальный район,2007,2.0
80641000,Мелеузовский муниципальный район,2008,1.0
80641000,Мелеузовский муниципальный район,2009,1.0
80641000,Мелеузовский муниципальный район,2010,1.0
80641000,Мелеузовский муниципальный район,2011,1.0
80641000,Мелеузовский муниципальный район,2012,1.0
80641000,Мелеузовский муниципальный район,2013,1.0
80641000,Мелеузовский муниципальный район,2014,1.0
80641000,Мелеузовский муниципальный район,2015,1.0
80641000,Мелеузовский муниципальный район,2016,1.0
80641000,Мелеузовский муниципальный район,2017,1.0
80641101,город Мелеуз,2007,1.0
80641101,город Мелеуз,2008,1.0
80641101,город Мелеуз,2009,1.0
80641101,город Мелеуз,2010,1.0
80641101,город Мелеуз,2011,1.0
80641101,город Мелеуз,2012,1.0
80641101,город Мелеуз,2013,1.0
80641101,город Мелеуз,2014,1.0
80641101,город Мелеуз,2015,1.0
80641101,город Мелеуз,2016,1.0
80641101,город Мелеуз,2017,1.0
80644000,Миякинский муниципальный район,2007,1.0
80644000,Миякинский муниципальный район,2008,1.0
80644000,Миякинский муниципальный район,2009,1.0
80644000,Миякинский муниципальный район,2010,1.0
80644000,Миякинский муниципальный район,2011,1.0
80644000,Миякинский муниципальный район,2012,1.0
80644000,Миякинский муниципальный район,2013,1.0
80644000,Миякинский муниципальный район,2014,1.0
80644450,Миякинский сельсовет,2007,1.0
80644450,Миякинский сельсовет,2008,1.0
80644450,Миякинский сельсовет,2009,1.0
80644450,Миякинский сельсовет,2010,1.0
80644450,Миякинский сельсовет,2011,1.0
80644450,Миякинский сельсовет,2012,1.0
80644450,Миякинский сельсовет,2013,1.0
80644450,Миякинский сельсовет,2014,1.0
80651000,Туймазинский муниципальный район,2007,1.0
80651000,Туймазинский муниципальный район,2008,1.0
80651000,Туймазинский муниципальный район,2009,1.0
80651000,Туймазинский муниципальный район,2010,1.0
80651000,Туймазинский муниципальный район,2011,1.0
80651000,Туймазинский муниципальный район,2012,1.0
80651000,Туймазинский муниципальный район,2013,1.0
80651000,Туймазинский муниципальный район,2014,1.0
80651000,Туймазинский муниципальный район,2015,1.0
80651000,Туймазинский муниципальный район,2016,1.0
80651000,Туймазинский муниципальный район,2017,1.0
80651101,город Туймазы,2007,1.0
80651101,город Туймазы,2008,1.0
80651101,город Туймазы,2009,1.0
80651101,город Туймазы,2010,1.0
80651101,город Туймазы,2011,1.0
80651101,город Туймазы,2012,1.0
80651101,город Туймазы,2013,1.0
80651101,город Туймазы,2014,1.0
80651101,город Туймазы,2015,1.0
80651101,город Туймазы,2016,1.0
80651101,город Туймазы,2017,1.0
80651405,Бишкураевский сельсовет,2016,0.0
80651465,Татар-Улкановский сельсовет,2016,0.0
80651475,Чукадыбашевский сельсовет,2016,0.0
80653000,Учалинский муниципальный район,2007,1.0
80653000,Учалинский муниципальный район,2008,1.0
80653000,Учалинский муниципальный район,2009,1.0
80653000,Учалинский муниципальный район,2010,1.0
80653000,Учалинский муниципальный район,2011,1.0
80653000,Учалинский муниципальный район,2012,1.0
80653000,Учалинский муниципальный район,2013,1.0
80653000,Учалинский муниципальный район,2014,1.0
80653000,Учалинский муниципальный район,2015,1.0
80653000,Учалинский муниципальный район,2016,1.0
80653000,Учалинский муниципальный район,2017,1.0
80653101,город Учалы,2007,1.0
80653101,город Учалы,2008,1.0
80653101,город Учалы,2009,1.0
80653101,город Учалы,2010,1.0
80653101,город Учалы,2011,1.0
80653101,город Учалы,2012,1.0
80653101,город Учалы,2013,1.0
80653101,город Учалы,2014,1.0
