name,popsize,avgemployers,unemployed,avgsalary,livarea,beforeschool,docsperpop,bedsperpop,cliniccap,invests,funds,companies,factoriescap,conscap,consnewareas,consnewapt,retailturnover,foodservturnover,saldo
Йошкар-Ола,282.8,65.9,857,33039.2,26.1,15.4,58.8,131.7,369.0,11.2,51.5,7878,43528.200000000004,1784.8,204.1,3134,25941.0,1005.1,3643
Саранск,348.4,93.4,1149,28210.8,23.7,14.8,…6),…6),…6),50.7,45.4,9105,80306.3,12489.5,195.8,3415,24996.7,507.6,4176
Саранск,347.9,91.1,1149,31169.2,24.3,15.0,…6),…6),…6),29.3,47.9,8640,87426.79999999999,6953.8,211.5,3248,30844.9,724.4,-61
Казань,1243.5,338.4,3818,41020.8,25.3,57.8,73.9,98.3,302,29.2,48.8,66030,329795.5,41981.0,804.1,12511,195247.3,8699.7,5502
Казань,1252.0,340.2,3287,44871.5,25.7,58.7,75.4,97.5,294,28.8,45.3,66119,373366.9,41876.4,804.2,12964,219781.2,11195.3,3640
Альметьевск,156.0,55.4,882,43628.7,25.4,8.8,31.0,56.6,242,0.6,60.4,3104,635217.8,6916.5,95.6,1128,19033.8,837.2,968
Альметьевск,157.3,56.1,820,47315.7,25.6,8.8,30.9,55.8,239,0.4,59.7,3023,864201.2,8285.6,108.0,1201,23020.5,993.9,816
НабережныеЧелны,532.5,129.9,1120,33841.5,22.5,27.0,36.9,57.2,222,2.8,45.8,16972,273530.39999999997,16689.6,249.9,3534,55916.2,2220.2,106
НабережныеЧелны,533.9,130.1,928,37255.2,23.0,26.9,37.8,57.0,225,1.7,42.6,17146,311641.00000000006,19457.6,293.6,5404,64532.8,2528.8,-576
Нижнекамск,237.9,77.7,1438,41042.8,21.3,14.5,31.2,63.3,270,0.2,32.1,2873,462227.49999999994,10858.8,103.1,1804,15227.3,993.4,-254
Нижнекамск,238.9,74.8,1302,43228.6,21.6,14.3,31.1,63.0,269,0.4,40.2,2861,568814.8999999999,7283.5,99.0,1547,17650.1,1037.5,-13
Ижевск,648.2,182.0,2399,35011.6,21.1,36.9,83.9,114.1,323.9,7.2,54.3,27202,185088.6,9160.9,340.2,5999,53811.5,905.7,749
Ижевск,648.9,181.6,2017,38512.2,21.5,37.2,77.7,110.7,389.4,9.5,71.0,25670,318274.2,7865.5,401.0,7398,60637.2,1323.5,436
Чебоксары,502.9,126.6,2079,30510.3,23.4,33.9,82.5,128.8,393.6,31.6,53.5,16538,86727.09999999999,3817.3,337.7,6687,38916.4,1202.9,853
Чебоксары,505.8,127.2,2024,33214.1,24.0,33.8,82.0,132.5,395.5,29.1,54.6,16026,96833.79999999999,6314.1,410.1,8250,44385.4,1490.0,1459
Новочебоксарск,126.9,21.3,375,25720.8,21.4,9.9,40.0,58.5,257.4,2.1,33.0,1822,30660.5,290.8,58.2,1074,7532.2,134.6,363
Новочебоксарск,127.1,20.5,406,28947.6,21.7,9.9,38.7,58.1,259.2,3.4,36.5,1788,37178.1,279.0,45.6,871,8495.0,153.7,146
Пермь,1051.6,276.9,3643,41325.9,23.5,58.6,77.9,117.6,172.2,11.6,51.6,53933,628305.9,21001.5,544.2,9438,111012.1,2494.9,2611
Пермь,1053.9,275.8,3478,44852.2,24.0,58.7,78.8,115.1,168.7,14.2,53.1,48625,744131.4,20595.2,556.4,9857,137161.3,2129.5,2684
Березники,143.1,47.2,356,40351.0,25.4,10.7,38.7,79.5,140.0,2.8,54.1,2273,185085.39999999997,8740.6,63.3,1116,15281.4,619.0,-1334
Березники,141.3,46.4,204,45369.1,25.4,10.7,35.1,81.6,145.9,3.4,56.3,2148,214765.8,7286.0,28.2,476,16997.8,627.5,-1060
Киров,533.2,136.3,1657,32720.3,24.1,29.0,58.0,119.2,226.4,11.5,51.3,23599,107182.7,5857.0,372.0,7259,50912.3,1264.3,5198
Киров,538.7,136.6,1454,35464.4,24.5,29.1,57.1,115.7,224.2,16.1,51.4,21913,118848.3,6163.9,355.8,6680,59013.7,1610.3,5841
НижнийНовгород,1267.5,413.6,2732,42469.5,24.8,61.7,74.1,120.2,316.6,28.9,58.3,97931,441824.60000000003,21234.5,506.1,7559,171025.1,4843.8,-467
НижнийНовгород,1261.8,413.4,2428,45755.3,25.1,62.0,76.9,123.0,315.0,17.6,58.8,95187,494266.99999999994,15388.9,392.0,7096,196684.3,5462.5,-1712
Арзамас,104.1,31.2,516,29707.4,24.9,5.7,36.3,89.3,250.0,3.7,57.2,4834,39568.1,2275.8,61.7,666,7388.0,155.5,-385
Арзамас,103.9,31.3,419,32330.3,25.2,5.7,36.3,89.5,254.9,3.2,58.5,4691,40845.6,1799.5,30.4,470,8353.3,202.6,-54
Дзержинск,240.7,44.7,551,33989.4,23.8,12.8,38.6,83.2,225.1,18.3,41.3,13160,82668.69999999998,305.0,32.7,413,17110.6,493.5,-44
Дзержинск,239.4,45.8,407,36991.1,24.0,13.0,38.7,83.5,229.1,13.6,42.7,13031,91782.20000000001,556.3,37.4,501,19911.4,534.7,100
Оренбург,579.8,165.6,2016,36516.2,24.7,27.3,89.2,127.4,299.1,5.1,69.5,18922,212143.69999999998,8836.1,465.6,8577,60239.9,1892.0,-444
Оренбург,580.3,159.8,1589,41114.7,25.4,27.3,89.0,125.4,300.8,2.9,68.3,18197,282798.0,6680.4,418.8,7528,64810.0,2529.1,195
Орск,233.2,45.4,1004,26875.9,25.1,13.5,32.8,87.1,327.8,0.6,45.6,4025,40871.9,1009.8,26.2,179,11018.7,98.9,-196
Орск,231.9,45.4,991,29763.0,25.3,13.6,32.3,87.4,329.2,4.0,38.4,3678,43457.5,806.7,31.4,171,11993.1,125.1,-246
Пенза,523.6,131.9,1872,31129.7,28.7,20.1,70.1,139.0,345.8,32.7,57.1,17056,113027.0,3511.3,450.0,5515,47902.7,628.4,1169
Пенза,522.3,129.8,1752,34353.2,29.2,20.4,70.2,137.3,328.0,22.0,55.3,16540,99165.1,2390.1,300.0,3533,56389.9,796.1,671
Самара,1163.4,352.2,3373,39394.5,28.1,44.9,80.3,113.2,286.5,36.9,57.2,59288,317155.2,26009.4,616.5,10388,148152.8,3886.9,-3933
Самара,1156.6,348.8,3511,42952.9,28.9,46.2,80.8,113.5,304.6,17.1,58.3,59342,326689.7,18051.0,744.0,11699,163829.9,5143.0,-4207
Новокуйбышевск,104.3,30.2,345,37408.2,24.6,6.7,33.5,41.8,262.3,3.1,56.9,2592,51996.99999999999,1260.4,39.5,538,6412.1,324.6,-333
Новокуйбышевск,103.1,30.9,340,40517.7,25.0,6.7,33.8,41.8,270.1,1.3,56.1,2322,52548.4,933.6,34.4,425,6926.8,348.7,-493
Сызрань,172.0,42.7,703,27859.0,25.5,8.3,28.8,72.1,259.3,5.8,58.0,2592,43628.9,7000.1,47.3,534,11086.2,191.5,-1089
Сызрань,169.4,42.1,524,31707.3,26.1,8.3,30.0,72.8,280.9,2.8,61.4,2544,45753.299999999996,8923.0,48.5,478,12135.9,93.3,-1611
Тольятти,707.4,160.1,5013,33455.9,22.3,40.2,38.2,69.2,197.8,3.1,59.9,27998,453528.4,2254.9,101.7,1865,67103.9,2313.6,-2445
Тольятти,702.8,156.8,3192,37756.3,22.7,40.3,37.2,69.9,203.6,3.2,62.1,28228,547571.8,1588.4,153.6,2591,72737.1,2492.7,-3073
Саратов,844.9,228.3,2631,32713.3,28.9,30.9,96.8,161.1,337.6,14.6,63.2,27022,171146.0,7283.6,755.2,9496,87136.3,1265.0,2145
Саратов,841.9,226.1,2175,36077.0,29.5,34.2,96.3,159.5,333.4,14.9,63.8,26368,190236.0,5987.2,868.4,7865,95093.5,1286.3,61
Балаково,189.8,34.9,746,25885.5,23.4,8.7,41.7,104.7,370.3,1.5,30.0,3152,28996.9,1845.9,57.8,814,9685.8,100.2,-697
Балаково,188.5,34.7,562,28207.5,23.7,8.8,39.5,102.8,370.6,2.6,30.2,3084,33965.1,2173.2,30.5,517,13783.6,165.0,-459
Энгельс,226.2,50.2,1141,27028.2,28.1,8.4,56.2,93.4,334.2,10.5,44.7,4398,64082.700000000004,2414.8,231.0,4029,17334.5,294.3,430
Энгельс,225.7,49.3,813,29057.5,28.7,8.5,58.6,87.8,348.0,20.5,45.8,4498,73029.6,1616.1,176.7,2732,20256.7,296.7,-302
Ульяновск,649.4,166.1,1670,32555.7,26.0,26.7,57.6,112.3,333.7,31.5,53.6,19229,171988.6,8228.7,564.0,6684,60589.5,2252.5,2413
Ульяновск,650.7,163.6,1455,34770.0,26.8,27.4,57.8,109.3,333.9,24.4,55.4,18877,164330.1,11727.0,564.8,6567,67015.6,2477.6,2064
Димитровград,115.3,29.6,360,28591.3,28.0,6.3,38.1,48.2,276.3,44.5,42.1,2990,26567.899999999998,4095.7,100.0,1075,8347.9,61.4,-402
Димитровград,114.2,28.9,293,31964.2,28.8,6.6,39.0,45.6,279.9,42.5,44.7,2848,26404.399999999998,3597.4,98.0,718,9516.7,36.6,-490
Курган,318.0,93.7,2192,31201.4,25.4,18.6,50.1,146.2,286.7,11.2,61.2,8278,82496.09999999999,2061.6,159.8,3064,31965.1,316.9,-3537
Курган,315.3,93.7,1879,33679.7,26.0,18.5,48.5,144.8,292.0,12.0,62.5,7856,87691.4,1515.0,117.7,1847,35510.2,332.7,-1811
Екатеринбург,1501.7,432.9,3862,47265.6,25.0,78.0,71.8,131.1,289.2,16.2,41.0,104720,484500.2,32764.8,1030.0,17676,252267.3,6979.7,9138
Екатеринбург,1515.8,475.8,3301,49746.0,25.4,81.4,75.4,131.4,295.2,13.4,43.2,94982,521230.8,40492.2,1113.0,19456,281083.0,7988.4,11232
Каменск-Уральский,170.8,52.1,1644,34706.2,23.7,10.6,31.4,62.8,298.7,5.7,46.6,2605,114761.0,568.9,36.7,557,10925.3,257.7,-295
Каменск-Уральский,169.1,52.2,1499,37381.9,24.0,10.7,31.1,63.4,306.8,8.9,40.3,2452,141732.8,607.2,16.6,143,13090.9,230.5,-922
НижнийТагил,356.8,112.0,1130,34825.7,24.4,21.5,32.1,111.6,300.6,11.2,57.2,7655,280562.7,3764.4,64.0,765,25863.4,955.8,-741
НижнийТагил,354.8,111.7,864,37026.2,24.6,21.6,32.4,110.7,311.4,13.8,54.5,7039,333111.6,2417.8,41.9,465,29566.8,1411.4,-398
Первоуральск,146.5,34.9,841,34242.9,26.7,9.5,32.0,54.1,322.1,15.3,44.7,3620,92459.8,84.2,60.0,619,9280.1,172.1,-487
Первоуральск,144.7,34.5,581,36445.6,27.1,9.5,31.7,54.8,331.8,17.2,48.4,3418,110479.20000000001,101.5,38.3,351,11399.3,260.1,-1256
Серов,105.7,23.4,714,31865.1,20.7,6.2,25.0,68.7,292.3,31.0,35.3,1437,48937.6,770.1,23.4,181,4669.6,38.1,-141
Серов,104.8,23.5,698,34024.1,21.0,6.2,25.1,69.0,303.9,19.1,36.4,1393,55088.3,585.2,18.8,88,5354.4,90.2,-602
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Тюмень,768.4,200.1,2039,53830.5,29.3,39.8,75.6,69.0,305.1,18.8,7531.1,ПРЕДПРИЯТИЯИОРГАНИЗАЦИИ,nan,СТРОИТЕЛЬСТВО,44723.8,646.5,–,ТОРГОВЛЯ3),17545
Тюмень,788.7,198.8,1807,58669.2,29.4,41.9,77.6,67.9,301.8,23.0,3869.5,ПРЕДПРИЯТИЯИОРГАНИЗАЦИИ,nan,СТРОИТЕЛЬСТВО,51847.1,822.8,–,ТОРГОВЛЯ3),14778
Тобольск1),102.5,30.9,190,52157.4,28.6,7.2,38.14),71.54),231.64),0.3,617.0,ПРЕДПРИЯТИЯИОРГАНИЗАЦИИ,nan,СТРОИТЕЛЬСТВО,25700.2,103.3,–,ТОРГОВЛЯ3),-242
Тобольск1),102.2,36.9,225,59857.8,29.1,7.3,39.74),70.34),236.04),0.4,847.3,ПРЕДПРИЯТИЯИОРГАНИЗАЦИИ,nan,СТРОИТЕЛЬСТВО,46481.6,54.3,–,ТОРГОВЛЯ3),-374
Ханты-Мансийск,98.5,39.0,203,72093.6,25.3,7.9,121.9,114.5,347.9,17.0,36.3,2768,17722.6,1497.0,100.5,1211,9742.9,199.3,-1162
Ханты-Мансийск,99.4,41.1,180,78044.2,25.6,8.5,120.3,113.9,310.3,17.8,40.6,2721,16820.2,2682.2,68.0,925,12192.5,231.0,80
Нефтеюганск,127.0,41.4,68,76447.6,16.5,7.0,37.03),54.63),185.43),1.2,40.9,2392,147259.8,6721.9,15.7,255,8880.8,603.3,8
Нефтеюганск,127.7,40.8,42,75263.3,16.6,7.1,38.03),55.03),189.53),6.3,50.2,2274,142048.0,10634.3,30.2,508,10646.8,594.9,-21
Нижневартовск,275.4,79.7,212,63786.2,19.4,18.9,53.9,91.2,220.4,6.4,47.6,8089,132518.1,18914.4,124.8,2054,18587.7,902.5,-1256
Нижневартовск,276.5,79.5,208,68828.2,19.7,19.0,53.5,90.5,226.7,6.7,47.7,7890,138633.1,18660.7,121.2,2027,24073.2,1649.3,-859
Сургут,366.2,115.9,305,82670.3,22.1,26.3,76.7,90.1,223.0,4.8,51.2,10644,468699.7,47851.1,296.5,5389,57701.2,2693.7,1410
Сургут,373.9,116.8,230,85949.4,21.9,30.5,77.3,87.9,218.0,5.8,53.1,10324,586206.6,43225.8,96.2,1733,68372.0,3573.6,3616
Салехард,49.5,24.0,88,95496.0,24.1,3.8,92.5,158.8,290.5,9.0,24.1,1408,3765.2000000000003,3328.4,32.8,462,2138.2,62.2,256
Салехард,50.4,23.5,104,104302.2,24.5,3.9,95.3,156.1,296.5,8.0,32.1,1222,3978.9,8422.4,49.2,695,2684.8,66.0,371
НовыйУренгой,114.8,51.8,225,105805.6,22.2,8.5,50.2,66.4,196.1,7.1,43.8,3606,63245.4,8529.0,61.9,1244,6898.3,955.4,374
НовыйУренгой,116.9,52.5,190,112098.9,21.9,8.5,48.5,64.8,196.5,5.9,45.0,3187,66541.5,14443.7,36.8,761,10296.6,1749.9,948
Ноябрьск,106.9,31.8,460,83088.6,19.2,7.1,53.6,70.3,144.0,6.1,52.8,1659,91032.00000000001,1437.4,10.9,177,6678.1,188.6,-855
Ноябрьск,106.1,31.7,443,90242.4,19.1,7.1,55.8,69.3,134.9,5.4,59.0,1558,97222.6,1425.4,15.4,234,8575.0,180.7,-1602
Челябинск,1202.4,330.7,4517,38228.1,25.4,67.8,73.5,109.9,386.0,11.0,45.0,62038,568235.9,8624.5,700.5,13504,135396.6,2882.5,2478
Челябинск,1200.7,332.4,3508,41528.6,25.9,68.7,73.2,109.6,392.3,14.7,46.8,54940,588703.9,9124.6,646.0,12102,160270.6,3375.0,-1791
Златоуст,169.0,29.0,1284,26708.2,25.6,11.2,25.3,55.7,379.3,39.4,45.5,2923,14211.1,61.4,29.2,356,6993.2,96.0,-522
Златоуст,167.5,28.3,864,29261.5,25.9,11.0,24.4,57.4,382.8,29.3,51.1,2771,15370.9,107.3,20.7,156,8903.3,152.9,-820
Копейск,150.3,23.7,577,31402.0,24.1,9.2,28.2,49.1,256.8,5.4,56.6,1730,20898.8,…9),37.7,487,6833.3,115.5,742
Копейск,150.4,24.2,524,34612.2,24.4,9.0,27.1,44.0,256.7,3.7,56.1,1618,22958.1,…9),48.8,720,7843.8,120.9,461
Магнитогорск,416.5,117.5,1845,40764.0,25.6,27.0,34.4,86.6,221.1,1.5,62.3,9454,482462.69999999995,20810.9,104.5,1167,27852.5,1316.7,-1083
Магнитогорск,413.3,117.9,1374,43738.4,26.1,26.8,34.1,85.7,223.2,2.2,63.2,8935,554455.1,23944.4,143.3,1491,35069.0,1476.9,-2410
Миасс,167.1,40.2,1156,32343.1,26.3,10.3,32.4,60.3,397.4,35.7,52.0,4366,51192.49999999999,357.7,64.0,777,9680.8,250.2,73
Миасс,166.5,40.1,1042,34937.9,27.0,10.2,31.4,63.2,407.7,…9),56.1,4124,56973.9,275.2,79.4,974,11003.2,279.8,-16
Горно-Алтайск,nan,547,УРОВЕНЬЖИЗНИНАСЕЛЕНИЯИСОЦИАЛЬНАЯСФЕРА,12914.9,3.7,4.0,nan,19,36312,nan,7.7,ПРОМЫШЛЕННОЕПРОИЗВОДСТВО2),3461.7,45.1,701,nan,nan,1)2017.2018гг.–мужчиныввозрасте16–59лет.женщины16–54года.2019г.–мужчиныввозрасте16–60лет.женщины16–55лет.2)Поорганизациям.неотносящимсяксубъектаммалогопредпринимательства.3)Пополнойучетнойстоимости;покоммерческим.безсубъектовмалогопредпринимательства.инекоммерческиморганизациям.4)Сучетомпереоценки.проведеннойнаконецгодакоммерческимиорганизациями(безсубъектовмалогопредпринимательства).5)Покоммерческиморганизациям.безсубъектовмалогопредпринимательства.6)Числоюридическихлиц.организацийбезправюридическоголицаииндивидуальныепредприниматели.прошедшиегосударственнуюрегистрацию.7)Данныенепубликуютсявцеляхсоблюденияконфиденциальностипервичныхстатистическихданных.полученныхоторганизаций.всоответствиисФедеральнымзакономот29ноября2007г.№282-ФЗ«ОбофициальномстатистическомучетеисистемегосударственнойстатистикивРоссийскойФедерации»(п.5ст.4.ч.1ст.9).8)Сучетомжилыхдомов.построенныхнаселениемназемельныхучастках.предназначенныхдляведениясадоводства.,ТРУД
Горно-Алтайск,nan,451,УРОВЕНЬЖИЗНИНАСЕЛЕНИЯИСОЦИАЛЬНАЯСФЕРА,13630.7,4.0,4.1,nan,12,48701,nan,8.9,ПРОМЫШЛЕННОЕПРОИЗВОДСТВО2),3734.9,37.2,511,nan,nan,1)2017.2018гг.–мужчиныввозрасте16–59лет.женщины16–54года.2019г.–мужчиныввозрасте16–60лет.женщины16–55лет.2)Поорганизациям.неотносящимсяксубъектаммалогопредпринимательства.3)Пополнойучетнойстоимости;покоммерческим.безсубъектовмалогопредпринимательства.инекоммерческиморганизациям.4)Сучетомпереоценки.проведеннойнаконецгодакоммерческимиорганизациями(безсубъектовмалогопредпринимательства).5)Покоммерческиморганизациям.безсубъектовмалогопредпринимательства.6)Числоюридическихлиц.организацийбезправюридическоголицаииндивидуальныепредприниматели.прошедшиегосударственнуюрегистрацию.7)Данныенепубликуютсявцеляхсоблюденияконфиденциальностипервичныхстатистическихданных.полученныхоторганизаций.всоответствиисФедеральнымзакономот29ноября2007г.№282-ФЗ«ОбофициальномстатистическомучетеисистемегосударственнойстатистикивРоссийскойФедерации»(п.5ст.4.ч.1ст.9).8)Сучетомжилыхдомов.построенныхнаселениемназемельныхучастках.предназначенныхдляведениясадоводства.,ТРУД
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Кызыл,117.0,33.2,522,41383.0,15.4,5.4,96.9,219.9,425.0,48.4,43.8,2003,26376.8,3106.3,55.3,563,1645.8,77.0,-346
Кызыл,117.9,31.1,690,44802.1,15.7,5.4,94.7,219.4,384.4,68.4,44.0,1956,12566.5,2666.3,46.6,590,1779.6,64.4,-112
nan,nan,1432,УРОВЕНЬЖИЗНИНАСЕЛЕНИЯИСОЦИАЛЬНАЯСФЕРА,13785.7,12.7,12.6,nan,34,58970,nan,14.5,ПРОМЫШЛЕННОЕПРОИЗВОДСТВО2),18600.600000000002,133.1,2496,nan,105.4,100.5,ТРУД
nan,nan,1127,УРОВЕНЬЖИЗНИНАСЕЛЕНИЯИСОЦИАЛЬНАЯСФЕРА,14567.2,12.9,12.8,nan,36,79493,nan,14.5,ПРОМЫШЛЕННОЕПРОИЗВОДСТВО2),17224.399999999998,100.1,1445,nan,109.0,102.2,ТРУД
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Барнаул,696.4,158.3,1499,31013.5,23.9,34.8,50.7,87.0,249.6,27.3,52.1,33173,94783.80000000002,4265.3,381.8,6502,73766.0,760.7,-2074
Барнаул,696.7,157.8,1375,34651.1,24.5,35.3,50.6,79.8,254.4,19.2,50.9,31581,102414.8,4501.2,520.3,9433,84061.1,850.4,813
Бийск,211.6,42.7,902,24558.8,20.9,9.0,25.5,80.0,262.7,16.1,53.8,5237,42125.5,1892.5,64.4,1716,14270.5,144.4,-176
Бийск,210.3,42.0,818,27516.0,21.0,9.2,24.9,79.3,263.2,15.9,53.2,4771,38481.2,1537.6,23.6,422,14797.9,92.9,-109
Рубцовск,144.1,26.9,528,23656.8,20.5,6.3,25.7,74.7,315.3,3.3,59.1,1792,17460.3,701.1,5.5,55,6201.9,55.4,-223
Рубцовск,142.6,26.1,425,27176.9,20.7,6.3,24.0,74.1,318.8,4.4,58.5,1711,17068.7,5.8,6.9,56,6729.2,47.4,-538
Красноярск,1091.6,276.3,2666,44384.3,24.1,54.0,76.4,98.2,331.4,32.4,41.8,52198,353586.8,28569.9,676.9,13421,114713.9,4047.9,4841
Красноярск,1096.1,278.3,2195,50562.0,24.6,53.7,77.9,96.7,321.5,37.6,42.3,51362,413009.10000000003,26146.9,741.5,13858,129954.1,4653.3,2478
Ачинск,106.5,28.0,379,34678.7,24.2,6.1,44.2,121.3,508.0,7.0,56.7,1806,36882.5,804.0,20.2,292,5669.4,196.4,283
Ачинск,106.4,27.9,279,38184.1,24.4,6.1,43.9,118.6,505.8,10.6,55.9,1703,36621.2,699.8,23.5,284,7863.5,196.9,188
Норильск,180.2,82.3,976,88319.5,24.1,12.0,51.1,69.5,334.1,4.0,41.4,2220,500011.0,29140.3,–,–,7054.0,1753.5,162
Норильск,181.7,79.4,871,93129.0,23.9,12.9,50.9,68.8,330.7,8.3,41.7,2166,650129.0,27895.5,–,–,7720.0,1695.7,68
Иркутск,623.9,184.7,1253,46980.0,27.7,41110,101.9,198.8,399.6,30.7,47.1,31584,113826.8,11553.2,289.5,5168,68693.1,2734.5,-2217
Иркутск,623.5,186.2,1208,51732.5,28.2,41470,105.8,191.8,411.5,19.8,45.7,29979,94737.0,10522.7,334.0,6258,81736.3,3256.0,-2313
Ангарск,225.8,55.43),550,43077.53),23.2,13040,50.3,82.9,316.7,14.2,63.9,4699,65646.8,2969.93),25.3,351,11786.6,247.8,-170
Ангарск,225.5,53.9,590,47248.33),23.3,13020,48.3,76.7,323.4,5.7,66.7,4469,66915.9,2620.43),25.9,344,13904.1,271.4,248
Братск,229.3,52.0,1037,44101.0,23.5,14075,32.4,67.2,246.4,2.3,43.9,3902,117420.49999999999,733.3,109.1,2471,10748.8,179.2,-1765
Братск,227.5,51.7,1020,48745.6,23.5,14056,33.0,64.7,255.5,1.3,48.3,3801,142355.4,860.6,16.3,139,14129.7,174.0,-1091
Кемерово,559.0,136.0,3932,39317.8,23.2,27.1,88,140,321,17,52.2,18727,141036.6,11377.8,354.4,5723,63089,831.5,2798
Кемерово,558.7,133.1,3501,44983.3,23.6,28.4,87,140,317,20.1,52.7,18046,149745.80000000002,12781.6,255.6,4172,69277.2,963.1,998
Белово,127.5,34.2,464,36023.6,24.7,7.1,32,71,273,2.9,44.8,1443,69367.9,2376.1,40.2,637,7914.5,56.2,-23
Белово,126.5,33.1,359,40280.9,25.0,7.2,32,72,265,2.8,47.4,1234,84767.2,1822.5,18.5,261,9554.1,69.4,-481
Новокузнецк,553.6,130.7,3428,36887.1,23.1,32.0,46,115,329,6.2,45.9,12036,410873.5,7325.0,140.3,1449,51249.2,1185.5,3162
Новокузнецк,552.1,127.5,2811,41444.7,23.3,31.7,46,117,272,6.0,47.0,11411,461677.2,5780.4,107.0,1522,61031.2,1307.4,809
Прокопьевск,194.1,32.6,1368,29457.9,26.4,8.3,34,97,243,20.1,44.9,1859,21382.199999999997,3705.6,40.3,791,9278.2,69.8,-1162
Прокопьевск,191.8,30.9,1029,37326.7,26.7,8.5,32,98,242,12.2,45.5,1786,25988.2,4059.4,11.5,118,10610.6,28.3,-772
Новосибирск,1612.8,402.4,4073,41884.3,25.1,66.6,72.4,111.2,296.5,20.3,49.5,102296,289003.5,11306.0,1037.5,18343,196075.2,5116.2,8447
Новосибирск,1618.0,404.6,3747,46467.8,25.7,68.7,74.1,111.2,304.8,24.8,49.6,95448,282287.0,10514.8,1050.6,17864,218277.4,5394.3,4862
Бердск,103.6,15.1,695,31383.7,26.7,6.3,34.8,69.3,133.4,30.6,58.7,2981,14002.500000000002,177.6,48.3,629,4537.2,147.5,365
Бердск,104.2,15.5,527,36623.0,27.2,6.4,34.3,62.6,136.0,44.6,54.6,2991,15280.7,549.1,77.4,1037,5410.7,161.0,852
Омск,1172.0,289.2,2443,35602.0,24.1,52.2,72.2,109.8,268.5,5.5,49.4,37401,770732.0,17403.3,323.2,5373,111473.5,2772.1,-5492
Омск,1164.8,286.8,2308,39696.1,24.5,51.9,71.6,112.2,275.1,5.1,51.2,35173,941306.2,18215.3,384.8,6767,122983.8,2602.6,-5846
Томск,595.2,137.9,1960,43410.8,23.1,30.2,72.4,128.9,271.9,11.3,56.2,24308,116856.49999999999,7836.7,190.7,3230,58138.7,1420.2,23
Томск,596.5,139.0,1726,48053.6,23.4,29.6,76.5,127.3,291.1,10.8,58.8,22837,138851.3,7298.8,221.4,3644,64915.5,1380.0,647
Улан-Удэ,434.8,95.9,2671,36536.7,20.1,21.4,57.0,101.2,237.3,48.8,44.6,12936,60011.3,1197.2,147.3,2764,18222.7,478.6,674
Улан-Удэ,435.5,94.2,2671,41015.8,20.4,21.4,58.7,101.0,239.9,56.8,46.1,13094,66567.5,1756.9,147.5,2080,20053.2,525.9,-1358
Якутск,311.8,81.0,1104,64801.3,19.1,15579,103,130,264,44.6,51.7,13880,53439.600000000006,9661.9,327.4,6020,21065.9,847.4,942
Якутск,318.8,83.1,1079,73023.8,19.7,15528,103.1,124,241,33.3,46.7,13401,74142.7,6578.6,344.3,5769,22497.1,820.1,4392
Чита,349.0,92.6,927,42204.2,21.0,14.7,108.7,199.5,238.9,12.5,40.1,8574,22383.699999999997,3124.0,118.7,2032,13078.1,1126.9,688
Чита,350.0,90.1,846,47132.9,21.2,15.2,105.5,191.4,237.1,26.1,42.2,8267,23581.0,3354.6,99.2,1558,16257.1,545.1,311
Петропавловск-Камчатский,181.2,53.7,796,76525.4,25.2,9.7,60.1,139.9,295.7,31.6,38.2,6821,64684.899999999994,2331.6,22.2,200,13431.4,1752.1,543
Петропавловск-Камчатский,181.2,54.7,707,84458.2,25.3,10.4,63.4,128.2,296.7,47.3,30.7,6830,74246.59999999999,1792.7,9.2,59,15812.0,1413.0,-111
Владивосток,633.1,170.8,690,51842.6,22.0,24.0,90.1,146.8,279.3,38.2,39.5,44639,103497.3,5682.7,102.6,1580,67074.2,1328.9,121
Владивосток,633.1,169.7,569,57724.8,22.4,24.2,91.0,146.2,279.6,30.1,44.4,39929,130783.29999999999,6337.1,276.9,4205,75063.8,856.1,873
Артем,116.2,19.3,205,41299.6,21.4,5.8,32.8,76.3,179.4,45.2,31,2380,8754.9,567.3,52.5,607,1422,1065.7,97
Артем,116.0,18.9,216,45617.4,21.6,5.8,33.0,76.5,180.9,17.3,33.4,2476,9204.5,1362.1,38.6,377,1161.5,1071.8,-17
Находка,150.2,32.1,607,46605.8,24.3,8.8,39.8,57.7,265.1,3.8,55.6,5081,13158.9,1573.5,25.7,301,2801.7,30.7,-1761
Находка,148.3,33.7,324,50820.0,24.8,8.8,39.0,58.5,269.6,4.1,57.5,4823,15547.0,4668.3,28.6,347,7361.7,24.8,-1310
Уссурийск,197.9,39.3,625,38057.1,21.1,7.8,37.2,135.2,207.8,13.2,45.0,4932,19982.5,621.2,100.3,1441,4170.3,582.3,914
