name,popsize,avgemployers,unemployed,avgsalary,livarea,beforeschool,docsperpop,bedsperpop,cliniccap,invests,funds,companies,factoriescap,conscap,consnewareas,consnewapt,retailturnover,foodservturnover,saldo
Балаково,184.3,32.7,553,36350.8,24.9,8.6,37.1,102.5,372.5,5.7,34.7,2700,43428.9,1070.5,49,559,21175.4,419.5,548
Энгельс,227,45.9,956,30972.2,33.2,9.3,57.2,84.1,342,26.1,47.7,3975,77443.29999999999,1611.5,89.3,1323,22139.2,360,1839
Энгельс,226.1,43.3,4179,34079.5,29.3,11.4,59,80.1,343.5,19.3,52,3811,72723.40000000001,1378.2,94.8,1449,25740.0,367.6,394
Энгельс,225,43,936,37670.1,30,11.7,57.1,84.7,348.2,19.9,50.8,3677,95462.1,3942.0,194.2,2621,30196.8,436.9,793
Ульяновск1),650.3,160.7,1632,36592.0,27.7,27.7,59.6,108.8,351.3,24.7,56.9,17486,214650.0,12607.6,579.5,5235,71833.4,2679.3,918
Ульяновск1),647.8,159,14959,38647.0,28.7,28.1,60.1,108.6,344.1,30.7,58.1,16347,174344.3,10763.9,581.3,6465,76484.3,2490.4,1227
Ульяновск1),644.7,157.2,2368,42994.9,30.5,28.69),60.7,109.5,348.3,22.5,60.1,15614,204377.30000000002,8378.5,542.2,6724,87187.8,3299.0,2185
Димитровград,113.5,28.5,304,34967.1,29.7,6.5,36,43.9,281.6,40.2,47.4,2708,24338.000000000004,650.2,99.4,574,10565.3,29.5,-154
Димитровград,112.4,27.7,1888,38310.2,30.7,6.4,39.8,76.8,290.2,41.4,47.6,2555,22479.3,1144.2,77.7,687,11380.9,15.2,-177
Димитровград,111.1,28.8,311,43110.3,31.6,6.39),31,71.2,274.4,14.1,50.1,2361,27137.4,1689.2,65.4,349,13211.8,293.8,-173
Курган,312.4,92.7,1516,36342.1,26.5,19,49.5,145,296.9,12.9,63.1,7133,107701.8,3011.2,114.4,1554,37471.4,531.8,-1716
Курган,309.3,92.6,10909,38690.8,27.1,19,49.3,142.3,321.7,19.4,62.4,6828,102355.1,2461.4,119,1657,41911.1,467.9,-944
Курган,304.7,91.4,1592,42567.8,28,18.5,51,159,316.9,16.9,61.5,6477,128854.7,2336.3,120.3,1633,48762.6,690,-1664
Екатеринбург1),1526.4,458.2,4027,54596.2,26,83.5,76.1,129.4,297.3,13.1,43.4,85043,547720.2000000001,39230.6,1344.2,23004,301971.2,7711.3,9195
Екатеринбург1),1527.5,452.5,44134,57664.6,26.8,84.3,80.7,130.6,317.9,17.8,44.5,79154,581813.5,45408.1,1284.2,22599,318090.8,6692.3,4336
Екатеринбург1),1525.7,455,3748,63818,27.9,87.4,80.4,134.1,324.4,19.7,45,77579,688087.2000000001,62684.1,1523.4,25405,388938.3,9353.8,3953
Каменск-Уральский1),167.8,51.9,1711,40344.7,23.3,10.7,31.2,62.9,322.4,19,39.7,2277,140498.5,753.2,30.4,408,14994.5,172.7,-380
Каменск-Уральский1),165.7,50.6,5413,42883.7,23.7,10.8,29.8,63.7,279.1,28.1,43.6,2038,135385.9,655.6,30.2,436,16999.8,228.6,-497
Каменск-Уральский1),164.3,49.6,1738,47570.9,24.1,11,29.9,64.3,273.1,20.7,42.2,1963,160141.19999999998,279.3,35.9,457,19702.1,235.7,339
НижнийТагил1),351.6,111.1,755,39803.5,25,21.7,32,112,328.2,13.3,55.5,6344,328812.10000000003,2336.9,58.8,582,32507.7,1535.2,-1526
НижнийТагил1),347.2,110.2,7140,41122.6,24.9,21.2,32,114.3,581.5,11.8,56.9,5839,320450.3,3365.8,49,524,36831.2,1475.0,-1301
НижнийТагил1),343.1,108.4,881,45251.6,25.3,21.3,31.7,112.5,613.7,22,54.5,5659,426987.7,2777.3,53.6,450,41850.5,2059.7,75
Первоуральск1),143.1,33.8,710,39470.3,29.7,9.4,32.4,55.4,335.5,18.8,51.6,3161,112915.40000000001,93.9,68.3,935,13907.2,248.5,-799
Первоуральск1),141.4,34.7,3821,41755.9,30.4,9.5,32.6,56.4,341.5,14.4,56.8,3008,102736.8,118.7,55.3,626,15780.0,183.9,-557
Первоуральск1),139.3,33.6,684,46303.5,31.4,9.3,32.3,57.3,361.3,7,54.9,2775,128559.30000000002,955.2,57.3,415,17998.6,246.4,-588
Серов1),103.9,23.2,743,36184.6,21.3,6.2,26.8,71.2,330.3,21.7,36.4,1269,49472.3,436.9,20.4,130,6318.2,88.9,-529
Серов1),103,22.7,2152,37748,21.6,6.1,27.8,69.6,266.4,30.8,42.9,1186,45303.3,315.3,11.2,77,7466.7,76.3,-265
Серов1),101.6,22.4,710,42007.9,22.1,5.8,22.5,70.6,271.5,23.2,45.8,1130,64467.6,304,12.7,171,8830.5,126.5,-534
Тюмень,807.3,201.8,2069,63212.4,29.9,43.5,77.1,68,300.1,17.7,34.4,32082,175883.5,51842.2,1090.4,19142,143307.6,4592.8,13918
Тюмень,816.7,203.1,14197,66522.4,31.1,46.3,79.1,68,291.1,22.6,30.6,30202,151054.7,51447.9,997,16918,154430.2,4302.6,6518
Тюмень,828.6,203.9,2141,71705.6,31.9,50.2,82.4,77.4,304.6,17.9,43.4,29328,203945.3,53579.7,1043.2,16842,183939.5,5917.9,10283
Тобольск1),102.3,34.7,217,67120.9,33,7.9,42.04),70.44),251.74),14.9,34.5,1759,467179.60000000003,41837.4,78.8,1293,13335.5,459.4,-87
Тобольск1),102.1,27.5,1161,66319,34.3,8,39.54),71.94),296.24),2.7,41.7,1575,486959.1,13110.3,79.2,1353,12856.5,443.6,-7
Тобольск1),101.4,26.7,179,64799.2,35.9,8,39.64),71.24),307.94),16.5,49.4,1513,799273.7,6850.5,78.4,1254,14820.1,448.5,-223
Ханты-Мансийск,101.5,41.8,169,84653,25.6,8.1,120,114.7,342,14.8,39.4,2555,32953.5,5614.8,81.9,615,12736.8,268.2,1374
Ханты-Мансийск,103.1,42.5,1192,89443.9,25.6,8.1,119.3,113.5,314.6,20.3,45.4,2501,36134.299999999996,9410.4,137.2,2780,14214.4,248,1007
Ханты-Мансийск,106,42.6,163,94332,26.4,8.2,139,117.5,423.2,17.6,45,2516,40255.2,7893.6,114.7,1825,15699.2,354.7,2338
Нефтеюганск,127.3,41,36,80183.8,17,7.3,37.53),51.63),192.53),7.3,55.7,2180,125798.59999999999,10921.1,57.3,991,11120.8,776,-1144
Нефтеюганск,128.2,42.2,709,84198.5,17.4,6.8,37.63),50.13),200.63),4,55,2071,116228.7,12679.5,66.5,1086,12967.1,683.4,463
Нефтеюганск,128.7,42.7,109,90470,17.3,6.8,36.63),58.73),200.03),4.2,57.1,1998,121287.50000000001,14804,17.9,248,13862.6,731.8,279
Нижневартовск,277.7,79.6,190,73391.7,19.9,19.4,54.7,89.6,236.2,9.6,37.7,7562,145518.4,22893.6,123.9,2208,24719.9,1765.7,-399
Нижневартовск,278.7,78.2,4275,77408.8,20.1,19.2,57,88.8,248.1,16.9,30.9,7327,104159.1,22770.2,114.1,1909,31587.6,1769.5,-16
Нижневартовск,280.8,76.5,266,81864.9,20.1,18.6,55.4,86.3,247.4,21.9,34.1,7031,99137.09999999999,24338.4,101.4,1593,39216.4,1997.2,1541
Сургут,380.6,114.9,301,91342.5,21.9,30.5,78.3,87.1,217,7.4,59.1,9733,619506.1,30273.8,159.9,2556,67825.6,3973.5,2906
Сургут,387.2,114.3,6887,95030,21.9,31.2,77.3,87.2,221.6,9.8,54.5,9330,484402.2,35359.9,268.1,4143,75518.8,3004.8,3714
Сургут,395.9,114.9,730,100489.2,21.8,29.9,80.5,89.1,247.9,25.3,56.5,8542,754263.9,59753.7,223.8,3277,93386.3,4577.8,5915
Салехард1),51.3,23.7,120,106140.8,24.3,3.8,91.9,147.5,278,17.3,37.5,1160,4210.0,415.4,22,310,3205.2,79.5,481
Салехард1),51.5,24.3,415,121040.5,26.1,3.7,96,147.8,325.4,5.1,34.8,1099,3981.1,485.2,23.6,325,3777.4,70,-113
Салехард1),52.3,23.7,108,125665.6,25.9,4.2,95.1,140.8,310.9,2.5,39.5,1078,5682.5,3911.8,13.8,152,6788,87.6,458
НовыйУренгой,118,54.2,176,117505.5,22.1,8.8,51.8,63.8,195.7,4.7,48.1,2939,89697.3,12786.9,33,535,12864.7,2034.1,-9
НовыйУренгой,118.1,59.6,1173,122725,22.3,9,57.7,64.3,201.1,7.4,47.6,2658,74368.1,21668.5,50.1,735,15661.7,2551.3,-849
НовыйУренгой,118.7,60,226,127031.4,22.7,9.6,57.7,63.3,215.6,7,38.8,2505,102679.30000000002,35812.8,70.6,1126,18254.8,4093.8,-330
Ноябрьск,106.9,30.7,387,97807,18.9,7.2,60.8,69.8,155,4.1,54.4,1391,34843.3,1164.8,7.6,107,9985.2,238.4,71
Ноябрьск,108.4,30.6,1876,106913.1,18.5,7.1,66.6,68.8,151.9,6.3,49.2,1303,36128.4,888.3,16.9,289,12335.7,139.9,857
Ноябрьск,109.5,30.4,362,112862.5,18.2,7.6,68.5,68.1,157.3,15.2,63.6,1233,37919.00000000001,624.3,11.4,235,14458,704.3,624
Челябинск,1196.7,328,3985,43671.3,26.4,70.7,74.8,110.7,402,23.8,49.7,47714,577457.5,12562.2,612.3,11134,163870.4,3944,-3274
Челябинск,1188.0,323.9,23609,45956.7,27,72.9,76.9,118.2,409.7,28.9,52,44873,534441.8999999999,10134.9,652.2,11077,176432.5,3547.6,-3269
Челябинск,1179.3,323.8,4565,50036.9,27.7,73.9,79,120.6,432.7,26.9,52.8,43168,709366.7000000001,16160.4,589.1,9900,216377.4,3542.4,-2083
Златоуст1),166,28.2,898,31854.5,26.3,10.9,25.1,55.9,387.3,45.3,56.3,2624,17230.4,…12),22.7,242,9594.9,182.4,-427
Златоуст1),164.3,25.2,3431,33717.4,26.6,9.8,22,64.6,368.6,44.2,40.9,2504,11487.800000000001,135.4,13.5,79,10686.7,154.8,-372
Златоуст1),161.8,27.6,905,37190.7,27.8,8.9,20.5,65.8,394.9,42.5,39.3,2362,24297.5,113.8,24.8,159,13119.5,107.9,-587
Копейск1),149.8,25.9,562,35156.2,24.7,8.5,26.6,41.8,260,6,57.6,1513,22120.5,98,57.8,873,8974.2,136.6,4
Копейск1),148,26.2,2604,37205,25.1,8.2,27.3,47.4,263,16.1,56.5,1401,20319.5,56.7,34.1,353,10743.5,175.3,-648
Копейск1),147.1,26.1,695,39784.6,25.6,7,25.6,30.7,258.9,14,58.9,1390,24900.6,…12),57.9,669,12393.7,151,240
Магнитогорск,413.3,114.5,1603,46760.8,26.5,26,34.2,85.7,229,4,61,8583,535506.3999999999,14392.2,141.5,1305,41642.4,1551.1,1261
Магнитогорск,413.3,111.3,5285,49617.5,26.8,25.5,34,93.8,238.8,5.1,59.8,8012,494207.89999999997,11120.6,133.8,1750,46230.7,1360,2839
Магнитогорск,412,111.5,1262,53191.4,27.4,25,32.9,88,243.7,6.8,60.3,7645,911403.1000000001,11367.6,172.5,1681,59172,1865.7,1845
Миасс1),166.4,39.9,1066,37725.8,27.4,10.2,30.8,63.8,403.4,19.2,53.6,3956,59910.799999999996,261.5,54.7,540,11801.7,351.4,515
Миасс1),165.6,39.5,3462,40286.9,27.9,10.3,30.5,58.6,408.7,15.8,56.5,3757,73986.5,173.7,80.7,837,14407.6,314.1,381
Миасс1),164.9,39.7,1031,44821.7,28.6,10,30,77.9,410.3,10.5,57.9,3660,92104.6,177.3,84.8,960,16213.6,213.9,718
Горно-Алтайск,64.5,16.6,400,41642.0,24.1,4.5,95.4,165.7,460.9,45.7,32.5,2583,1531.6000000000001,231.9,28.3,407,7147.8,90.7,394
Горно-Алтайск,64.5,16.7,3025,45868.4,24.5,4.5,94.7,165.6,453.9,65.6,35.2,2475,1127.6000000000001,223.6,24.3,314,8275.7,144.1,-47
Горно-Алтайск,64.6,16.5,508,48328.2,25.1,4.4,90,165.4,454.3,55.2,37,2289,1187.4,36.9,41.5,475,10138.0,202.9,48
Барнаул1),697,157.2,1370,37855.1,25.2,36.4,52,77.5,263.3,24.3,52.4,209412,113200.29999999999,5263.1,482.2,8233,86855.5,960.2,1350
Барнаул1),695.5,158.4,8269,40553.2,25.9,37.7,54,74.9,262.8,38.2,52.9,28866,118376.6,5730.7,547.2,9178,94951.2,805.6,2691
Барнаул1),692.1,158.1,1415,44795.9,26.8,41.2,54.1,73.2,266.6,36.7,53.7,26649,144753.9,4887.2,685.7,12207,112870.4,1248.3,1397
Бийск1),209.2,41,844,30203.9,21.2,8.9,24.7,76.6,285.6,25.9,53.1,4438,43725.0,1433.8,34.4,514,16585.9,104,171
Бийск1),208,40.6,2576,31978.1,21.5,9.4,27.4,76.4,288.2,20.2,52.5,4186,41766.2,1485.6,26.5,421,19075.2,139.3,730
Бийск1),205.9,39.3,670,35164.5,21.9,9.5,24.1,77.8,289.3,16.6,49.6,3927,46170.4,1985.8,42.4,738,22625.9,155.7,652
Рубцовск,141.6,25.6,440,29941.9,20.9,6.3,24.2,74.9,322.1,15.2,58.6,1570,19750.3,73.4,5.8,59,7610.9,54,100
Рубцовск,139.6,24.8,1153,31181.1,21.2,6.2,24.6,76.4,326.9,26.5,60.2,1542,18346.3,8,3.6,18,8777.2,60.7,-624
Рубцовск,137.6,24.5,507,33936.1,21.6,6.2,24.9,79.3,339.4,21.8,65.9,1446,20667.0,13.5,7.2,49,10119.1,75.8,-150
Иркутск,623.6,185.3,1284,55714.6,28.6,41.5,108.8,187.6,413.7,20.7,46.9,27640,188648.40000000002,8026.9,284.7,5405,84461.6,3112.2,-696
Иркутск,617.5,184.8,6716,59392.1,29.4,38.5,110.5,182.4,433.1,13.3,49.6,26033,207208.80000000002,7121.2,361.4,6943,91124.4,2066.7,-2481
Иркутск,617.2,185.8,1751,64403.6,28.9,39,111.8,164.5,425.7,6.2,50.5,24917,246171.5,8142.2,279.1,4269,110455.4,3791.7,2003
Ангарск,224.6,52.7,570,50069.5,23.4,13,45.9,74.3,324.8,7.7,67.3,4165,0,5632.53),17.13),2113),15557.4,197.3,59
Ангарск,222.9,52.5,2653,52324.3,23.7,13,48,72.8,328,11.6,71.3,3814,0,7097.83),30.63),4793),17237,134.7,-205
Ангарск,219.7,52.6,767,55300.6,24.1,13.4,46.3,78.9,349.2,6.6,72.2,3702,0,7821.13),43.13),5393),20024.3,275.1,-863
Братск,226.3,51.2,610,52958.6,23.7,13.9,33.2,61.4,249,0.7,47.1,3603,133853.6,997,14.3,184,16381.8,227.1,-224
Братск,225,50,3189,56680.3,24.2,14,32.7,62.8,235.4,2.8,49.6,3374,139928.30000000002,621.7,13,110,17660,126.6,345
Братск,222.5,49.9,810,61962.5,24.5,13.9,33.7,62,261.9,4.7,54.2,3236,181780.9,1006.3,18.7,160,19967.6,79.3,-75
Кемерово,556.4,134.1,2811,49200.2,24.5,29.3,84,139,305,29.6,52.6,16701,156156.30000000002,21090.4,260.8,4752,72965.1,1156.2,-463
Кемерово,552.5,135.5,8249,51677.9,25.4,30,88,144,311,29.1,55.5,14886,151827.6,20882.5,184.4,3409,81145.9,835.5,-378
Кемерово,548.2,135.2,1734,56258.6,26,30.7,87,145,325,23.8,56.3,14393,213875.6,28653,238.4,4276,104970.6,1091.8,-193
Белово1),126,32,431,43641.0,25.4,7.5,33,71,278,5.7,46.3,1175,76483.0,1771.9,23.4,301,10124.8,73.9,356
Белово1),125,31.4,1641,45174.4,25.9,6.2,33,68,280,22.7,47.1,1127,68153.4,2012.2,35.2,324,11202.4,62.2,14
Белово1),124,30.6,340,51235.3,26.2,6.4,32,68,319,6.7,32.9,1011,118489.99999999999,1781.3,20.1,236,12925.1,94.8,147
Новокузнецк,549.4,127.6,2539,45912.8,23,30.9,48,117,294,8.2,48.2,10703,432533.19999999995,7772.9,150.5,1904,64579.8,1542.3,-282
Новокузнецк,544.6,127.5,8253,48556.8,23.4,29.8,48,118,271,19.5,47,9833,454177.4,12419.5,150,1788,61189.7,1500.4,-673
Новокузнецк,539.9,125.5,2230,53688.2,23.8,28,47,120,292,19.6,47.2,9251,706759.7000000001,10261.7,120.7,1398,71268.5,2080.7,360
Прокопьевск,190.3,28.8,865,36445.6,27,8.3,31,97,247,9.7,41.8,1607,24916.100000000006,3467.2,17.6,122,11921.1,26.7,28
Прокопьевск,187.9,28.6,3408,37832,27.4,8.3,31,98,250,13.6,47.1,1480,16775.8,1941.2,23.6,314,12906.7,87.3,-397
Прокопьевск,184.9,27.8,417,41991.8,27.9,7.7,29,100,250,12.4,47.7,1450,36834.1,3247.8,22.1,231,15354.3,110.2,-600
Новосибирск,1625.6,396,4499,49980.0,26.2,69.3,74.9,111,294.7,29.1,51.6,85926,309540.5,10821.6,1061.3,18246,227628.9,6183.3,8388
Новосибирск,1620.2,394.9,42295,52802.3,27,70.4,77.5,112.5,318.9,32.9,52.5,78704,641287.9,9567.1,1328.8,23787,245580.4,5316.9,713
Новосибирск,1621.3,391.4,10726,58660.0,27.9,75.3,78.6,110.1,337.1,24.3,53.3,74917,772611.4,10770.8,1259.3,21892,313279.7,7596.3,9456
Бердск,104.3,15.4,661,37762.9,27.9,6.7,36.9,62.6,142.4,36.1,55.8,2920,30534.600000000002,710.6,70.2,757,6107.2,237.4,385
Бердск,103.6,15.2,2600,41306.8,28.7,6.6,38.2,63.1,172.8,38.5,58.6,2680,32574.8,665.2,74.6,1022,7120.1,213.7,-154
Бердск,103.5,15.2,1189,45299.6,29.3,6.8,38.7,63.1,179.2,18.7,62.2,2577,44253.1,1110.1,66.3,613,8931.5,262.8,773
Омск,1154.5,286.1,2457,42690.6,25,51,72,111.4,285.8,6.1,53.4,32060,937496.9,26108.0,307.6,4922,130906.2,2999.2,-7732
Омск,1139.9,283.2,30875,45460.0,25.6,51.5,72.6,112.9,295.5,7.2,53.1,29856,834520.0000000001,26481.6,346,5553,144767.2,3063.9,-7110
Омск,1126.2,277.3,3082,48996.0,26.2,52.74),73.2,112.8,304.5,7.8,47.9,28844,877796.2999999999,32440.4,426.4,6236,167088.2,4027.9,-4369
Томск,597.8,137.5,1509,51825.0,23.9,30,74.1,121.5,318.4,16.9,60.5,21382,139096.8,8190.3,198.9,3171,68485.7,1246.2,1526
Томск,589.7,135.6,15649,54711.0,24.7,30,79.1,127,279.6,22.6,63.4,20549,137138.80000000002,9672.7,153.7,2296,74573.4,1046.1,-6172
Томск,591.6,134.4,2316,59244.2,24.9,30.5,81.1,127.3,283.5,26.1,67.9,19063,172359.40000000002,6730.5,166.6,1929,82432.1,1422.8,4939
Улан-Удэ,439.1,94.2,2403,43696.0,20.4,19.3,58.9,101.6,241.3,47.1,46.1,13094,66567.5,1756.9,147.5,2080,20053.2,525.9,2463
Улан-Удэ,437.5,94.2,11995,46438.1,20.8,25.5,59.1,105.2,244.7,49.8,42.9,13927,88282.7,2318.8,150.3,2494,21564.2,752.2,-2256
Улан-Удэ,436.4,92.3,1626,50666.7,21.3,26.7,58.2,99.5,245.8,30.9,43.1,13765,102923.7,2116.5,191.4,2482,22965.9,1010.6,-786
Якутск,323,82.2,1217,77492.6,21.4,15363,105.5,124,245,38.8,45.5,12652,67869.8,5166.3,350.1,6634,26266.5,825.7,1617
Якутск,330.6,81.9,11490,83684.5,21.7,15434,102.4,119,219,44.4,46.5,11639,56083.1,4980.4,276.5,5059,34288.2,787.7,5595
Якутск,341.2,82.9,1924,88171.6,23.1,20914,101.6,113,214,35.7,44.8,11273,66222.9,5041.1,308,4230,48952.8,1143.2,9144
Чита,351.8,90.4,788,49847.2,21.3,15.7,107.9,183,241.6,22.1,40.3,7618,21515.199999999997,3458.2,82.2,1266,16291.4,663.2,1338
Чита,350.9,90,9938,53087.3,21.6,16.4,112.4,186.6,239.4,30.8,40.6,7416,21415.6,3501.6,63.7,907,21131.7,1523.5,-657
Чита,350,91.3,1700,58673.7,22,17.6,109.1,184,240,17.2,36.5,7492,23996.199999999997,3966.9,111.6,1676,26804.9,1945.6,389
Петропавловск-Камчатский,179.6,55,780,92571.5,25.6,10.5,60.9,128.6,298.9,41.1,34.2,6590,87567.3,1586.1,12.4,126,18320.4,1518.0,-1699
Петропавловск-Камчатский,179.4,55.5,1782,100307.5,25.7,10.3,60.7,133.9,299.8,33.6,39.9,6188,87243.5,1458.9,26.9,373,19612.5,554.3,329
Петропавловск-Камчатский,181.3,56.2,962,107551.8,25.4,10.3,64.4,132.6,344.8,40.7,38.1,5861,93372.9,4540.3,10.7,80,25862.9,1361.4,2464
Владивосток1),634.7,171.4,612,63168.5,22.7,27.2,94.9,147.4,286.6,27.7,45.3,35905,142187.0,3638.0,229.9,3701,85579.7,831.1,2891
Владивосток1),628.6,171.7,3237,67381.8,23.3,28,94.7,145.1,278.6,27.2,45.3,34306,148789.80000000002,6808.8,310.5,5695,96802.7,1097.8,-2862
Владивосток1),629,168.6,1216,75307.2,24,29.3,94.8,141.6,289.3,27.8,46.8,31956,186385.3,10131.1,453.9,7078,105909.4,2818.0,3885
Артем1),115.1,19,164,50487.0,22.3,5.8,34.2,77,182.2,21.3,36.2,2419,9179.000000000002,2186.3,68.3,720,2739.6,1182.4,-511
Артем1),114.3,19.1,367,51568.4,24.4,5.9,33.3,77.1,181.5,15.3,39,2272,9878.800000000001,1618.3,74.9,799,6316.4,730.8,-197
Артем1),113.7,19,260,56878.2,23.3,5.7,31.9,77,179.2,20.9,40.3,2196,11409.0,2363.7,82.2,861,9083.9,1053.1,235
Находка1),146,33.9,410,55629.7,25.4,8.8,39.7,58.6,275.6,4.6,53.4,4237,16329.699999999999,5458.3,48.8,524,8897.7,23.5,-1673
Находка1),143.4,33.8,890,59704.1,25.9,8.7,38.6,58,280.4,5.3,53.1,4035,17559.7,3158.6,32.2,425,8390.8,17.1,-1593
Находка1),140.9,32.5,584,65813.1,26.9,8.7,37.5,62.2,284.9,4.5,19.3,3824,18671.6,3141.8,44.6,389,9798.4,166,-1363
Уссурийск1),199.3,37.6,454,45671.0,21.5,7.8,36.4,129.1,208.8,47.2,43.7,4516,24048.8,928.3,46.5,558,3625.8,42.9,489
Уссурийск1),198.3,36,1508,48733.1,21.9,7.9,35.8,130.5,208.1,68.1,5.1,4313,18318.7,698.9,72.4,1032,5964.2,888.1,-486
Уссурийск1),197.2,34.3,763,52435.7,22.3,8.6,34.5,125.4,196.5,56.8,51.5,4173,27098.6,2879.8,76.6,1061,5195.0,929.2,-335
Хабаровск,616.4,187,1012,62724.5,23.5,24.6,85.9,105.5,384.6,26.7,40,25135,61238.899999999994,16276.1,197.5,3029,68739.2,3156.4,-481
Хабаровск,610.3,185.6,5328,65851.5,24,25.4,88,103,385.9,16.7,40.8,23252,103108.6,17931.1,144.8,2202,80058.9,3784.2,-3305
Хабаровск,613.5,182,1287,71801.2,25.1,26.5,87.2,114.5,382.9,14.1,39.9,22224,114388.70000000001,17559.5,245.7,3266,80796.9,5341.0,6524
Комсомольск-на-Амуре,244.8,62.3,1156,51590.3,23.8,15.5,41.7,99.7,314,8.4,59.8,4270,12575.0,890.3,23.3,203,15287.5,424.7,-627
Комсомольск-на-Амуре,241.1,61.8,3555,55080.9,24.2,15.5,42.5,93.5,339.6,16.3,61.7,3934,153999.8,991.9,11.5,123,24122.5,369.9,-1756
Комсомольск-на-Амуре,239.4,60.1,830,60361.6,24.6,15.7,41.6,99.3,342.8,31.2,60.8,3710,223736.0,4043.4,27.8,273,22307.6,466.2,609
Благовещенск,231.6,61.2,1677,50675.5,25.9,13.2,115.7,190.2,339.2,23.4,51.3,9064,52379.299999999996,4871.1,84.6,1548,33510.7,414.1,589
Благовещенск,231,62.6,3074,54657.3,26.1,13.1,117.2,202.6,335.3,36.9,50.9,8783,43607.5,5881.2,58.1,985,34404.8,230.5,83
Благовещенск,230.1,63,1228,61391.1,26.3,13.4,121.9,215.4,747.4,32.7,52.3,8541,58943.399999999994,20029.8,44.2,647,44887.6,831,443
Магадан,92.1,29.7,448,97597.8,25.2,5.6,74.8,133.2,376.2,35.4,39.4,3077,9672.8,732.2,2.9,47,5099.6,534.6,344
Магадан,91.8,29.5,1090,105187.0,25.3,5.7,75.9,132.7,376.5,45.1,41.7,3000,10137.800000000001,1044.1,4,30,5688.8,661.2,-118
Магадан,91.4,30.2,565,114011.7,25.4,5.7,76.6,128,360.4,57.1,41,2786,10361.2,2166.1,10.4,177,7859.1,1148.6,-84
Южно-Сахалинск,200.6,77.6,165,107140.2,24.4,11.8,95.4,161.2,270.3,30.1,59.4,9740,84045.6,28267.7,196.3,2450,20862.1,2178.1,-1034
Южно-Сахалинск,200.2,77.4,534,114007,26.4,11.7,97.5,155.8,269.6,25.9,64.1,9059,79716.9,24425.2,257.9,3273,25374.7,2238.2,-1049
Южно-Сахалинск,201.7,76.5,196,115191.8,27.4,13.1,98.1,158.1,274.8,21,66.3,8526,65060.6,24802.8,290.3,3711,27829.2,2427.7,1279
Биробиджан,71.8,18.8,362,45503.8,23.8,4.9,62.5,149.9,332.5,33.3,32.1,1665,5074.400000000001,18.3,9.3,85,7242.6,59.8,-1155
Биробиджан,70.4,19.6,1158,48779.8,24.9,4.9,62.9,160.4,343.3,39.8,37.4,1544,5477.1,9.7,5,55,11069.9,169.1,-987
Биробиджан,68.9,19.2,425,51976.3,25.4,4.7,58.6,175.1,335.2,18.2,39.8,1461,5665.7,10.6,12.4,142,11586.4,214.8,-932
Ростов-на-Дону,1130.3,281.0,2612,40607.3,26.9,37.5,74.1,110.5,295.9,51.3,47.9,45408,316612.19999999995,94970.0,1118.5,17037,119620.6,5229.5,4975
Ростов-на-Дону,1133.3,281.1,2458,44320.4,27.7,37.0,74.1,108.2,301.1,35.6,46.9,45458,332602.4,84060.9,1127.1,18337,137531.4,3849.4,3614
Батайск,126.7,19.1,447,30610.2,21.3,5.9,34.7,58.8,246.8,16.7,53.1,2143,4054.1,5425.4,130.1,2200,7700.3,71.4,1737
Батайск,127.6,20.1,412,33010.7,22.3,5.8,32.3,58.4,238.0,56.7,65.4,2103,4140.1,3669.2,141.4,2172,8796.8,65.4,653
Волгодонск,171.7,37.5,586,35242.6,23.6,8.9,35.8,59.8,252.0,1.6,29.1,3017,74890.59999999999,15703.2,80.0,842,10258.4,111.6,373
Волгодонск,172.0,36.9,577,38175.8,24.0,9.0,35.2,64.1,252.3,2.0,23.9,2973,96041.99999999999,10465.3,73.1,758,11665.0,104.6,504
Новочеркасск,168.0,36.0,326,29517.9,23.6,7.6,36.1,109.9,281.9,12.2,24.5,3895,62698.4,1904.4,109.5,921,10544.2,253.6,-71
Новочеркасск,167.4,37.5,340,33136.2,24.4,7.3,35.6,105.8,278.5,33.4,30.1,3788,98965.6,1658.5,109.5,749,11622.8,291.4,78
Новошахтинск,108.4,12.4,345,21613.9,20.6,3.5,18.3,72.1,255.9,13.4,31.6,634,5122.8,707.7,15.8,212,3618.2,32.3,261
Новошахтинск,107.6,11.7,345,23093.4,20.8,3.5,18.0,70.8,245.6,15.8,40.4,610,5231.299999999999,1084.3,13.2,156,4097.4,30.1,-154
Таганрог,249.9,58.4,1242,30784.5,27.0,11.1,39.2,83.0,377.1,15.4,45.1,6644,75379.09999999999,4396.8,133.8,1945,17007.0,248.7,679
Таганрог,248.7,57.4,1175,33728.8,27.5,11.1,40.3,83.1,374.6,23.1,50.4,6231,83237.5,4136.1,140.2,2202,18453.0,234.3,472
Шахты,233.8,31.7,763,26465.2,21.4,8.5,27.1,90.9,241.1,9.1,33.0,3171,23448.699999999997,2227.1,35.7,331,11117.0,138.9,-579
Шахты,231.7,31.6,758,29053.0,21.9,8.5,27.5,91.0,242.8,16.7,33.7,3135,32482.2,1760.3,50.0,566,11469.9,151.5,-845
Майкоп,165.3,37.2,534,27481.1,28.6,7.4,65.2,138.8,379.4,67.9,58.1,3669,14217.4,886.7,39.4,340,9116.9,461.5,-1320
