name,year,popsize,avgemployers,unemployed,avgsalary,livarea,beforeschool,docsperpop,bedsperpop,cliniccap,invests,funds,companies,factoriescap,conscap,consnewareas,consnewapt,retailturnover,foodservturnover,saldo
Петрозаводск,2015,277.1,72.3,2271,36267.6,24.4,15.6,75,109,329,26.3,41.9,15900,27674.100000000002,5537.5,205.9,4041,32842.4,650.8,1577
Петрозаводск,2016,278.6,68.9,2230,38650.1,25.2,15.9,75,94,310,22.9,45.2,16101,32968.6,4459.1,189.7,3571,32609.8,882.7,959
Сыктывкар,2015,259.4,84.1,1536,39790.4,22.8,19.2,79.5,152.1,455.8,24.7,44.8,10068,81939.0,4091.9,141.1,2763,29010.4,534.5,-371
Сыктывкар,2016,260.4,80.5,1566,42146.3,23.2,19.7,81.4,151.5,466.4,19.6,47.6,10217,95959.79999999999,3666.5,145.5,3117,28350.8,705.9,47
Ухта,2015,119.8,39.4,330,50808.9,23.2,8.5,46.3,117.1,379.5,3.5,40.7,2910,84760.4,6214.0,16.0,243,8826.6,320.7,-781
Ухта,2016,119.0,37.2,369,55468.6,23.5,8.7,48.4,118.6,358.2,1.3,40.3,2750,82803.7,9695.2,20.8,416,9177.8,355.9,-829
Санкт-Петербург,2015,5225.7,2055.3,13.5,44187,23.6,227.1,73.8,85.7,309.4,25.6,38.3,374999,2461012.0,592341,3031,52157,1144607,57177,25.3
Санкт-Петербург,2016,5281.6,2058.8,11.8,48703,24.3,233.0,77.5,83.6,332.8,15.6,37.7,355755,2306561.0,626076,3116,57421,1234324,67703,44.7
Нальчик,2015,264.9,59.0,1171,25775.3,19.9,13.2,91.3,177.3,297.4,65.5,50.3,6842,7766.4,1672.9,228.6,1681,12102.9,…,-1399
Нальчик,2016,265.2,57.3,1055,26775.4,19.5,13.8,94.6,176.5,349.4,55.2,46.8,6948,12523.5,3122.1,207.1,1558,11297.4,…,-1038
Черкесск,2015,123.1,35.2,698,24340.9,23.4,4.9,83,150,262,55.5,37.7,2878,19650.100000000002,2270.2,90.3,466,8265.0,146.3,-1307
Черкесск,2016,122.4,33.5,720,26960.8,24.4,5.1,88,139,263,63.0,47.6,2880,18902.399999999998,3106.6,94.6,778,8113.4,144.5,-287
Махачкала,2015,716.3,102.6,655,27540,14.4,14.5,59.4,97.9,109.4,,52.6,24040,7201.0,1001.2,940.6,6702,3495.7,13.3,-1262
Махачкала,2016,722.3,103.8,667,27925.1,15.7,14.8,59.9,97.6,108.6,,51.0,24899,4582.1,1155.7,963.3,5179,3453.4,17.6,-495
Дербент,2015,122.4,13.8,1417,18914,15.2,4.6,34.1,57.7,144.5,,50.6,3474,4241.9,302.3,68.6,792,1141.5,2.7,-60
Дербент,2016,123.2,13.6,1432,20320.3,16.4,4.8,36.7,46.3,143.1,,40.1,3712,4203.8,187.8,100.2,1323,632.6,3.7,-249
Каспийск,2015,110.1,10.6,384,21422,18.4,3.5,34.0,47.3,59.2,,28.8,3190,8279.9,319.3,117.5,1666,535.6,1.7,1324
Каспийск,2016,113.4,10.9,348,23187.7,18.7,4.0,33.9,46.1,57.6,,27.2,3380,12077.9,142.5,93.9,1376,361.0,3.7,1860
Хасавюрт,2015,138.4,12.3,720,19845,16.0,3.0,35.7,76.2,92.7,,54.8,3520,0.0,594.1,76.4,607,-,1.7,-112
Хасавюрт,2016,140.0,18.0,720,19406.7,16.2,4.0,37.6,73.8,91.6,,56.7,3856,0.0,319.5,50.5,407,174.3,3.7,-5
Магас,2015,6.8,4.7,-,35424.8,47.7,0.4,143.9,-,290.7,76.7,49.2,234,0.0,-,41.2,540,4.0,-,972
Магас,2016,7.8,4.7,-,34515.0,56.7,0.4,131.7,-,639.5,66.2,32.6,263,0.0,…,101.0,1497,10.8,-,850
Назрань,2015,113.2,17.9,4470,24385.3,13.5,1.6,63.8,80.1,241.9,94.9,55.1,2152,1170.7,…,123.3,1130,25.8,0.04,2319
Назрань,2016,116.0,16.4,3959,24471.4,14.2,2.0,72.7,78.3,174.1,97.1,63.9,2005,0.3,…,107.4,-,234.0,-,1284
Владикавказ,2015,307.5,70.9,1974,25719.5,34.0,13.7,95.8,135.2,325.8,77.3,44.5,6518,18056.9,764.8,134.8,1806,6921.2,1011.9,-1955
Владикавказ,2016,307.0,68.8,2920,26709.2,34.7,13.9,96.9,132.4,332.5,80.2,44.8,6428,15968.0,1112.6,146.7,2005,7375.5,836.6,-1734
Ставрополь,2015,429.8,125.4,2310,30145.1,29.2,14.5,80.6,151.6,257.4,34.4,57.0,19379,41074.2,4108.4,523.4,8686,44219.4,656.2,1537
Ставрополь,2016,433.8,120.8,2010,31479.9,30.0,15.4,91.6,151.0,279.3,25.1,58.2,19293,39367.2,4661.8,443.4,7802,43489.6,842.9,1712
Ессентуки,2015,105.9,15.9,369,26079.8,23.9,3.9,34.3,91.0,162.8,41.5,46.3,1995,1667.4,1592.3,69.1,768,4281.7,17.7,955
Ессентуки,2016,107.4,16.5,352,27269.4,23.9,3.9,35.2,88.0,158.6,9.8,41.4,1919,2816.0,483.3,89.3,1313,4814.9,28.7,1012
Кисловодск,2015,136.8,17.9,494,26350.5,20.7,3.2,30.8,62.3,195.5,43.0,42.5,2200,5498.9,419.0,32.3,289,2858.6,35.8,-138
Кисловодск,2016,136.7,17.1,391,27815.0,21.0,3.4,31.4,62.0,197.2,85.9,41.3,2165,5049.200000000001,507.2,40.1,502,3029.2,36.9,-455
Невинномысск,2015,117.9,25.6,849,28956.4,23.2,6.7,31.0,72.8,230.6,1.2,39.2,2085,95770.79999999999,2130.2,44.2,694,4903.2,87.6,-108
Невинномысск,2016,117.7,25.0,730,32036.8,23.5,6.7,27.5,72.4,179.6,1.3,43.0,2081,92942.59999999999,1955.6,50.3,649,5869.7,67.4,-240
Пятигорск,2015,213.4,43.0,514,28721.9,27.0,8.5,34.1,99.7,184.8,21.2,42.6,5501,20096.7,673.6,75.6,880,16721.2,445.7,-901
Пятигорск,2016,213.7,41.2,556,30378.5,27.2,8.4,34.3,97.7,176.3,33.7,47.5,5108,20473.8,326.9,41.6,549,14427.2,493.7,-46
Грозный,2015,287.4,82.0,11907,28397,26.0,12.6,82.8,179.7,397.6,39.7,53.8,4819,14495.8,1732.6,118.1,1411,2252.7,48.4,-1361
Грозный,2016,291.7,80.4,10048,29232,26.1,13.6,81.9,182.9,385.5,28.3,55.6,5178,15025.7,1205.5,127.4,1190,3463.7,20.4,-711
Киров,2015,523.1,144.2,1929,28925.7,23.3,27.5,69.9,137.1,283.3,14.4,49.9,27310,86071.5,9656.2,503.1,10239,44902.9,1124.3,3144
Киров,2016,527.7,139.4,1880,30854.8,23.9,28.7,…,…,…,14.6,50.1,24632,100866.9,9029.6,497.5,10742,44748.9,1195.7,3471
НижнийНовгород,2015,1275.5,450.8,3973,36406.8,24.4,60.0,76.7,126.4,312.1,20.4,47.8,100004,353490.0,16842.2,442.4,7563,141140.9,4134.5,-160
НижнийНовгород,2016,1270.2,425.2,3519,39360.5,24.4,61.5,76.8,120.8,341.3,25.9,55.6,102816,409807.9,18695.2,453.7,6830,147193.7,4484.8,-3928
Арзамас,2015,104.8,31.9,552,24948.6,24.4,5.6,36.9,89.6,242.0,3.8,54.4,5282,31889.100000000002,2090.9,41.3,597,6126.8,164.3,-91
Арзамас,2016,104.5,31.2,582,26822.4,24.6,5.6,37.5,91.4,256.9,4.3,55.6,5206,34344.6,1452.2,43.4,610,6736.7,150.7,-264
Дзержинск,2015,243.4,45.0,852,27332.3,23.3,12.6,35.0,82.5,244.9,20.4,36.1,13063,77021.3,50.8,50.3,687,16912.5,250.4,-61
Дзержинск,2016,242.0,44.9,812,30054.9,23.6,12.6,37.5,84.5,222.2,3.7,39.4,13746,82118.3,348.4,43.5,690,15685.9,382.7,-424
Оренбург,2015,578.0,186.7,2223,31660.4,23.3,26.9,87.7,135.0,298.1,5.5,66.6,19494,212414.4,15190.4,634.8,9750,48887.5,1488.0,-371
Оренбург,2016,579.7,177.7,2072,34454.2,24.0,27.2,87.4,132.2,299.6,8.0,68.9,19719,183755.9,10184.0,494.5,8454,49993.4,2015.3,144
Орск,2015,235.1,47.7,921,22489.9,24.8,13.1,34.0,91.7,326.1,9.2,42.0,4638,38217.0,438.3,27.0,288,9857.3,56.8,-957
Орск,2016,234.4,46.1,965,24620.6,24.9,13.4,33.2,89.2,328.5,3.4,44.6,4322,40092.799999999996,848.6,8.2,99,10138.1,57.5,32
Пенза,2015,524.6,140.6,2039,27640.2,27.1,20.1,65.0,138.3,288.2,37.2,56.5,17586,94618.2,2247.1,465.0,6227,42867.8,474.3,2301
Пенза,2016,523.7,136.4,2294,29347.1,27.9,20.1,65.5,137.4,316.1,29.4,57.2,17171,108061.7,3416.3,439.1,6483,47987.8,658.6,-375
Пермь,2015,1041.9,296.3,5012,36756.3,22.8,55.1,72.6,113.9,160.0,10.2,43.0,59782,531431.1,26683.3,565.5,9926,95232.0,2594.3,2627
Пермь,2016,1048.0,289.7,3726,38900.5,23.2,57.6,73.1,112.4,158.2,13.5,48.0,58089,557187.4,20626.2,548.2,9746,100697.4,2592.3,3206
Березники,2015,146.6,51.2,394,33913.9,24.1,10.3,39.9,102.6,189.7,1.3,48.4,2559,223054.5,9559.7,10.1,108,9066.5,242.2,-1324
Березники,2016,145.1,49.9,343,37408.2,24.6,10.4,39.3,101.0,191.0,0.9,48.9,2374,179381.8,10044.1,35.0,685,11018.3,482.7,-1009
Уфа,2015,1111.0,322.4,7034,35674.1,22.5,44.6,73.7,126.4,361.7,12.5,56.7,53882,656503.1000000001,22583.8,824.9,11767,122900.6,4190.1,118
Уфа,2016,1115.6,320.5,6113,39011.4,23.1,44.3,75.8,127.5,371.4,11.5,59.4,51357,657589.6,27409.6,768.6,11229,134621.4,4209.5,-926
Нефтекамск,2015,125.9,33.0,954,26514.0,23.3,10.2,27.0,63.4,222.2,6.1,50.6,2161,33123.8,1455.5,98.9,1814,6401.8,175.6,38
Нефтекамск,2016,126.8,32.7,794,28923.9,24.1,10.3,26.2,62.2,224.9,3.2,51.4,2148,38254.399999999994,1244.7,96.0,1676,7556.9,181.1,139
Октябрьский,2015,113.6,27.4,482,28936.9,22.9,6.0,31.0,68.4,247.7,12.3,48.5,1760,26259.5,1615.2,50.6,861,3636.5,108.8,779
Октябрьский,2016,113.9,27.3,617,30853.6,23.5,6.5,31.2,64.1,247.5,7.8,53.6,1732,25196.100000000002,1140.8,52.2,663,3804.1,98.4,-38
Салават,2015,154.0,46.0,720,32095.5,21.6,9.1,33.1,86.5,191.6,2.3,48.0,2176,176078.8,11439.7,30.9,345,8027.8,338.8,-1652
Салават,2016,153.2,43.3,799,35848.6,22.0,9.1,32.9,85.3,192.6,1.2,32.8,2069,180118.5,10289.3,38.5,519,8301.5,365.4,-533
Стерлитамак,2015,279.7,62.2,1409,26239.0,21.1,18.9,31.3,81.9,319.9,22.0,51.1,3905,87401.5,2279.8,118.5,2077,18137.2,303.4,-2
Стерлитамак,2016,280.2,58.4,1296,28712.3,21.3,18.9,31.0,68.8,304.9,36.0,52.4,3851,98417.0,2339.5,94.5,1515,18821.8,302.0,-311
Йошкар-Ола,2015,276.0,70.4,1571,27637.6,23.5,14.2,58.9,154.9,373.2,40.0,47.6,9965,44136.4,2262.1,195.2,3416,20792.1,622.2,1038
Йошкар-Ола,2016,277.7,69.1,1385,28837.8,24.7,14.3,58.8,138.0,389.1,20.9,49.0,9738,48230.3,2137.5,232.8,4130,20604.7,772.9,884
Саранск,2015,337.2,100.6,1166,25602.7,23.4,15.6,…,…,…,41.6,37.8,9337,62168.0,9512.2,173.9,3088,19984.7,521.6,5401
Саранск,2016,344.4,97.3,1085,26718.5,23.5,16.2,…,…,…,45.1,37.8,9105,61640.3,7438.6,185.3,3090,21614.7,500.6,7050
Казань,2015,1217.0,351.7,4817,34741,24.6,54.0,72.9,100.4,288,34.8,41.6,74097,287846.7,28766.5,762.0,11132,155715.3,7410.1,4280
Казань,2016,1231.9,347.5,4426,37757.6,24.9,57.1,71.0,99.2,294,28.9,48.9,77376,328269.80000000005,40955.2,740.1,11328,169749.1,7995.5,6637
Альметьевск,2015,152.6,58.7,1010,38551,24.8,8.8,31.7,62.3,246,0.1,61.3,3270,509157.5,8926.9,97.4,972,16674.0,763.4,498
Альметьевск,2016,154.3,56.9,960,41600.9,25.2,8.8,30.2,61.4,242,0.4,59.2,3239,548493.4,6897.7,116.2,1479,13725.6,835.3,644
НабережныеЧелны,2015,526.8,133.0,2646,28940,21.8,26.6,36.2,59.0,221,2.3,42.9,16943,182860.8,15110.1,288.5,4150,51392.3,1757.6,-1492
НабережныеЧелны,2016,529.8,133.5,1755,31131.9,22.2,26.9,36.5,58.6,223,1.2,43.0,17091,224757.7,16789.7,291.1,4994,59322.4,2056.6,-727
Нижнекамск,2015,236.2,85.7,1485,35509,21.9,14.3,30.7,67.4,276,0.1,37.4,3064,416479.8,17418.0,110.0,1812,16604.3,873.4,-802
Нижнекамск,2016,237.3,83.8,1433,39732.4,22.1,14.3,30.5,67.0,274,0.2,37.3,3025,420952.8,21149.9,89.8,1455,17848.2,866.0,-497
Самара,2015,1171.0,373.8,4731,34234.1,26.7,43.7,76.2,117.8,277.8,17.8,53.3,61357,263338.80000000005,20209.8,831.5,12507,142944.1,3902.9,181
Самара,2016,1169.8,361.1,4534,37054.2,27.5,44.9,75.9,115.4,281.2,25.6,55.6,61861,311156.5,23672.4,804.5,13003,145468.2,4000.5,-789
Новокуйбышевск,2015,106.2,29.4,469,34258.6,23.8,6.6,32.1,42.9,249.8,1.8,45.6,2526,70333.90000000001,2060.2,26.2,299,5284.6,390.5,-740
Новокуйбышевск,2016,105.2,30.1,501,35305.4,24.2,6.6,33.0,42.6,260.1,2.9,51.1,2713,56839.9,2060.2,26.2,299,5284.6,390.5,-596
Сызрань,2015,175.3,45.3,613,25199.1,24.2,8.1,27.9,72.9,247.9,5.4,53.1,2745,46100.4,2442.8,48.0,674,9428.5,203.2,8
Сызрань,2016,174.0,43.8,730,26772.4,24.9,8.5,26.8,72.5,252.3,3.9,54.9,2689,48031.00000000001,4905.2,53.0,675,9716.1,187.0,-594
Тольятти,2015,712.6,190.2,8366,29686.3,21.6,39.1,34.8,74.9,189.6,3.7,62.4,32672,397850.6,4952.6,278.9,4459,61562.5,2157.9,-8185
Тольятти,2016,710.6,174.0,7997,30079.9,22.1,40.7,36.7,73.0,192.4,1.6,60.9,29524,397347.7,6986.0,234.6,4344,63763.8,2147.1,-2747
Саратов,2015,843.5,244.6,3744,28697.6,27.6,31.6,92.6,152.1,343.1,9.9,59.2,29411,161547.8,7511.5,702.8,8589,74733.3,817.9,2535
Саратов,2016,845.3,236.1,3678,30548.3,28.3,35.1,92.0,155.8,324.2,7.7,60.9,28435,171018.7,5614.4,928.0,13511,81043.9,1164.9,3103
Балаково,2015,192.4,39.1,1212,23524.7,22.5,8.6,41.4,106.3,362.9,20.0,21.5,3501,37403.8,2633.2,53.5,568,9968.7,89.2,-649
Балаково,2016,191.3,36.9,889,23827.1,22.9,8.8,39.6,105.2,366.8,3.5,27.8,3308,25080.0,3088.1,47.0,464,9759.9,107.6,-548
Энгельс,2015,224.2,56.2,1370,24253.4,26.8,9.3,57.6,98.3,353.6,4.7,39.2,4920,53654.2,7698.8,148.4,2212,15513.3,135.8,2166
Энгельс,2016,225.8,53.6,1277,25097.0,27.2,10.0,59.4,102.7,342.1,9.7,43.7,4717,53486.7,5578.5,112.7,1571,16907.4,138.0,1423
Ижевск,2015,643.5,193.5,3530,30319.0,21.2,36.8,78.6,120.6,318.9,11.2,51.1,30307,142101.3,13135.4,319.4,5935,50880.3,1081.2,-1001
Ижевск,2016,646.3,187.5,3015,32553.6,20.8,37.2,78.2,114.2,386.5,9.9,52.7,30084,203552.6,11874.4,330.0,6800,54188.4,1195.5,697
Ульяновск,2015,644.4,174.6,2344,27387.6,24.6,25.3,54.9,114.5,315.3,20.8,50.6,20633,142114.6,17087.5,556.5,8895,57279.6,1523.5,1835
Ульяновск,2016,647.4,170.5,1953,29509.3,25.3,26.1,55.9,112.2,320.5,14.4,51.6,21326,158458.0,11229.7,558.7,7883,59328.2,1752.8,2910
Димитровград,2015,116.7,33.6,510,24171.2,26.0,6.4,37.2,63.3,272.3,47.0,34.6,3127,22064.300000000003,1235.2,80.4,952,7147.5,100.0,-507
Димитровград,2016,116.1,31.5,393,25450.3,27.0,6.4,38.3,49.5,270.3,57.3,39.6,3204,22030.4,3330.5,98.4,1213,8346.3,33.0,-377
Чебоксары,2015,491.3,135.8,2208,26192.0,22.8,32.7,83.7,134.7,388.4,19.4,49.0,17655,74709.2,9177.0,400.2,7807,37339.2,944.7,3848
Чебоксары,2016,500.1,129.9,2479,28292.9,22.9,32.8,82.4,130.8,383.3,26.2,51.4,17644,71234.7,6234.5,308.2,5756,35545.3,900.0,5788
Новочебоксарск,2015,125.8,23.6,473,22611.4,20.7,9.7,39.6,59.1,261.5,4.8,24.7,1830,13606.8,645.1,40.4,682,5878.3,129.4,24
Новочебоксарск,2016,126.4,22.7,451,23689.5,21.0,9.7,39.6,58.8,260.2,4.3,29.3,1907,17099.8,647.3,57.0,1041,6286.9,121.8,224
Курган,2015,325.2,95.9,3092,27585.8,24.1,18.1,47.8,158.6,260.1,8.1,55.6,9925,73062.9,1080.0,126.4,2002,29142.0,278.5,-1388
Курган,2016,322.0,93.8,2813,29176.7,24.7,19.7,49.7,149.7,279.9,8.0,60.0,9194,81922.6,689.2,130.9,1959,29558.7,271.5,-3167
Екатеринбург,2015,1477.7,443.7,5958,41477.7,24.4,73.7,72.5,136.9,282.2,15.9,65.6,120106,395729.39999999997,28163.7,1196.9,18327,211796.4,5760.1,9580
Екатеринбург,2016,1488.4,441.2,5186,44063.0,24.6,76.9,74.5,138.4,291.4,12.5,67.0,113909,470274.7,37487.6,1022.5,16867,236585.3,5154.2,4808
Каменск-Уральский,2015,172.0,54.0,2000,30529.8,23.0,10.3,32.5,83.1,272.7,2.8,53.2,3096,107875.6,1746.0,56.2,920,8171.2,207.5,-297
Каменск-Уральский,2016,171.7,52.6,1903,32614.8,23.4,10.3,31.7,63.9,273.7,1.1,44.9,3020,105040.90000000001,1122.9,61.5,950,9565.0,296.0,237
НижнийТагил,2015,359.5,118.4,1500,31186.3,23.8,20.6,34.1,118.6,295.7,14.3,50.0,8688,193664.50000000003,2031.4,86.2,1366,23269.0,561.5,361
НижнийТагил,2016,358.7,113.7,1584,32088.5,24.1,21.4,31.3,109.6,284.7,21.6,52.8,8682,253740.0,3296.8,86.1,1313,24089.3,649.8,403
Первоуральск,2015,148.5,35.7,946,29845.1,25.6,9.6,35.8,81.8,344.8,26.2,38.6,4123,84517.70000000001,383.8,66.7,574,6992.9,344.5,-526
Первоуральск,2016,147.5,36.2,844,32127.4,26.0,9.7,32.5,54.7,321.0,7.5,42.0,3936,81081.8,286.0,51.2,439,7925.7,166.2,-660
Серов,2015,106.6,24.4,900,28214.3,20.2,5.7,25.7,79.9,293.8,6.5,29.5,1605,34016.5,612.7,22.0,191,4161.7,49.3,-48
Серов,2016,106.2,23.6,872,29961.1,20.4,6.2,25.2,71.6,294.6,13.5,30.9,1558,41112.90000000001,961.8,24.0,178,4595.4,45.8,-55
Тюмень,2015,720.6,203.2,2518,46959.6,28.3,38.7,69.9,69.1,288.4,18.8,48.3,38845,231689.1,39447.4,1280.2,21808,101795.8,2205.7,17734
Тюмень,2016,744.6,199.2,2562,50083.7,28.8,39.2,71.9,69.4,300.1,16.1,51.1,36057,248880.80000000002,40458.11,1011.3,18929,104355.7,2286.6,18144
Тобольск,2015,102.0,25.0,435,41064.4,26.7,7.2,33.0,70.6,205.3,5.7,40.4,2039,332749.8,5164.9,148.5,2134,7576.1,54.7,-332
Тобольск,2016,102.4,28.5,307,45170.9,27.8,7.2,35.0,72.3,229.5,0.5,55.3,1976,357046.8,14578.81,138.8,2542,9419.5,54.7,-11
Ханты-Мансийск,2015,96.9,39.6,219,67549.2,23.7,4.3,118.3,116.1,349.0,24.5,36.0,3518,9890.8,3709.2,140.0,1870,7110.2,254.4,459
Ханты-Мансийск,2016,98.7,38.3,291,69279.2,24.4,4.4,116.7,114.3,343.0,20.0,39.2,3534,18273.7,1179.0,111.0,1510,9125.8,223.3,638
Нефтеюганск,2015,125.4,36.3,114,60019.9,16.4,5.9,36.4,58.2,187.2,8.2,44.7,2877,53987.7,6694.9,46.1,725,6758.1,327.2,-1163
Нефтеюганск,2016,126.2,37.5,67,64883.6,16.5,6.0,36.6,56.0,186.1,3.8,43.8,2675,118722.20000000001,5073.2,14.4,234,7720.1,549.7,-134
Нижневартовск,2015,270.8,75.7,210,58366.9,18.9,17.5,51.8,96.4,228.9,3.6,47.4,10217,107654.6,15126.1,120.9,1992,20621.7,1108.5,-210
Нижневартовск,2016,274.6,77.5,210,60578.9,19.1,18.7,51.1,94.0,220.5,5.3,47.6,9175,117811.0,18240.61,128.3,2051,19470.1,1069.0,1396
Сургут,2015,348.6,118.0,391,75805.8,21.8,23.2,71.7,91.4,230.9,8.7,47.5,13761,392994.7,36346.5,240.2,3951,51682.2,2918.6,2950
Сургут,2016,360.6,115.7,422,79539.3,21.7,24.3,69.6,91.4,221.1,6.4,48.4,13434,408152.6,34611.61,236.6,4094,49334.7,2802.1,7071
Челябинск,2015,1192.0,346.9,6789,32711.0,24.6,56.2,66.7,112.8,364.6,13.4,42.9,72323,460099.6,12207.5,571.3,9835,116035.6,2372.0,5224
Челябинск,2016,1198.9,337.6,6323,35213.3,24.9,67.4,69.2,111.9,366.3,11.3,44.0,70573,496835.7,8469.9,558.7,9858,121749.0,2544.1,4460
Златоуст,2015,171.3,30.9,1790,24541.7,24.2,11.5,25.0,59.8,374.1,65.9,39.5,3249,14030.8,88.3,18.6,153,6290.3,87.2,-358
Златоуст,2016,170.1,30.3,1800,25591.2,24.5,11.4,25.3,61.2,376.7,43.0,42.9,3127,14601.6,85.4,23.7,387,6127.1,88.9,-607
Копейск,2015,148.3,23.3,794,27464.9,24.0,8.9,29.1,63.0,254.7,10.5,51.0,1881,21613.7,41.1,117.3,1940,6792.4,154.7,1704
Копейск,2016,149.7,23.6,800,29180.0,24.0,9.1,28.2,62.8,255.8,8.3,52.9,1927,25768.5,41.6,44.8,692,6535.9,119.6,1402
Магнитогорск,2015,417.6,121.3,2617,35666.2,25.0,25.7,31.5,87.0,211.1,4.3,57.7,10612,389016.8,11006.4,298.5,4611,24169.8,1105.8,290
Магнитогорск,2016,418.2,120.2,2298,38098.3,25.3,27.4,31.2,88.6,211.5,1.3,61.5,9979,421886.50000000006,16046.9,135.8,2183,24147.8,1156.9,562
Миасс,2015,167.1,41.4,2476,29210.3,25.7,9.9,29.8,60.1,338.1,25.1,49.3,4976,45790.2,205.3,100.2,1372,9333.4,218.5,204
Миасс,2016,167.5,40.2,1775,31131.1,25.9,10.1,29.0,58.5,318.1,46.2,52.9,4716,46576.1,266.7,49.1,612,8926.3,237.5,510
Салехард,2015,48.8,24.5,250,83031.5,25.7,3.3,94.3,194.2,306.2,74.9,7.4,1518,2103.8,820.5,22.9,264,2790.3,71.1,-485
Салехард,2016,48.8,24.1,163,88512.2,25.4,3.3,93.9,188.5,291.6,71.6,13.1,1492,2879.2999999999997,306.21,32.2,465,2351.0,67.9,-502
НовыйУренгой,2015,111.2,59.0,394,90210.5,23.0,8.2,43.8,70.2,191.4,0.9,33.1,3573,132801.80000000002,21685.9,69.3,1263,5386.8,2110.4,-5361
НовыйУренгой,2016,113.3,55.8,457,98753.0,22.2,8.1,40.8,63.4,174.1,4.0,39.2,3762,81576.6,16515.51,58.5,1166,7330.5,1224.9,819
Ноябрьск,2015,106.6,32.7,608,72322.4,20.0,7.2,48.5,79.9,133.6,12.1,45.3,2088,87512.9,2901.2,51.2,972,6156.1,196.6,-1647
Ноябрьск,2016,106.9,32.3,583,76323.0,19.9,7.1,49.6,74.5,133.8,7.5,51.7,2100,89054.40000000001,1489.01,24.5,459,6895.5,160.6,-785
Барнаул,2015,700.3,167.2,1863,27433.4,22.8,33.3,49.4,89.9,245.5,32.2,46.1,33947,78517.1,8612.9,608.6,10392,61360.3,509.8,-667
Барнаул,2016,698.1,163.5,1770,28937.3,23.4,35.6,50.3,89.6,251.3,33.2,48.0,33691,84142.59999999999,6125.7,483.2,8132,64330.1,683.7,-3781
Бийск,2015,213.6,45.3,1287,21802.4,20.3,8.7,27.4,82.0,244.1,29.0,49.0,5722,37246.1,566.3,53.5,1128,13401.3,111.0,-119
Бийск,2016,212.8,43.6,1100,22849.8,20.6,8.9,26.3,82.3,247.5,15.9,52.8,5554,43579.299999999996,1056.2,50.4,1119,14017.3,132.1,-73
Рубцовск,2015,146.4,28.6,662,20002.4,20.1,6.3,26.2,73.2,310.5,6.8,55.6,1900,17549.600000000002,12.1,6.9,106,5154.6,71.9,467
Рубцовск,2016,145.3,27.7,558,21385.4,20.3,6.3,27.0,74.1,312.7,10.4,58.1,1889,16545.9,9.0,8.4,142,5564.4,70.8,-199
Чита,2015,343.5,95.5,1748,37604.9,20.7,13.9,104.4,201.7,245.6,28.4,39.9,9333,19717.1,2339.4,137.8,2483,10561.2,1188.1,2149
Чита,2016,347.1,93.4,1272,39348.1,20.7,14.4,108.8,193.7,244.9,23.4,44.1,9140,21356.0,3177.0,89.8,1401,10318.3,1186.2,2175
Иркутск,2015,623.4,191.5,1937,40959.9,23.8,35.5,94.6,197.3,377.7,21.8,43.2,35496,102912.4,11094.2,411.7,7228,57733.3,1813.7,477
Иркутск,2016,623.7,188.1,1818,43855.9,27.3,40.9,98.7,200.7,388.4,47.2,45.2,34155,130303.00000000001,8944.3,391.5,7048,64474.9,2026.4,-2685
Ангарск,2015,226.8,59.7,1033,38856.3,22.9,12.8,46.1,84.7,288.7,1.7,57.6,5592,74252.59999999999,1449.9,25.8,302,11157.4,88.4,-813
Ангарск,2016,226.4,56.7,724,40875.5,23.1,12.7,50.1,84.4,321.3,3.1,61.4,5208,60620.3,1952.2,56.6,854,11549.5,143.7,-485
Братск,2015,234.1,52.9,979,37804.8,22.5,14.0,31.2,67.7,235.6,1.8,46.0,4866,102024.5,448.5,31.3,596,6257.0,219.6,-1765
Братск,2016,231.6,51.4,874,40942.6,22.8,14.2,31.8,69.6,237.4,0.8,46.3,4363,101318.8,436.1,35.0,601,8172.2,179.5,-1983
Кемерово,2015,553.1,151.5,4882,34485.8,21.9,25.1,81,140,319,20.5,45.1,20865,113821.20000000001,11579.6,288,4743,52232.1,850,3615
Кемерово,2016,556.9,144.6,5315,36272.7,22.7,26.0,86,139,322,20.3,51.1,20128,123517.7,9889.7,321.6,5583,51520.3,758.2,3649
Белово,2015,129.0,36.0,1086,31433.8,24.3,7.2,30,73,236,5.8,40.5,1642,59423.1,1926.6,40.1,587,5691.4,62.7,-1062
Белово,2016,128.1,34.7,978,33106.5,24.5,7.2,30,72,237,2.7,42.8,1610,56580.0,2109.1,40.2,594,6515.4,60.7,-518
Новокузнецк,2015,551.3,142.0,5373,32403.5,22.9,30.9,47,111,291,9.5,43.9,13441,314112.4,6834.6,131.6,2366,43104.5,353.4,2153
Новокузнецк,2016,552.4,134.8,4747,33932.4,23.2,31.0,46,113,305,4.8,45.1,12613,347254.4,4921.5,207.4,2658,47428.4,394,2069
Прокопьевск,2015,198.4,36.5,2404,25835.2,25.4,8.5,34,96,246,46.4,39.3,2174,15017.7,2759.2,60.3,1125,7978.5,97.3,-1039
Прокопьевск,2016,196.4,34.7,2079,26967.2,25.9,8.6,34,97,253,18.4,40.9,2033,17804.2,3277.5,60.2,1102,8396.6,86.7,-1008
Красноярск,2015,1067.9,293.1,4174,39671.9,23.3,51.1,75.6,120.1,330.5,27.6,42.0,54926,346219.69999999995,30055.9,707.8,13206,93731.2,2610.8,9269
