0-4_male,5-9_male,10-14_male,15-19_male,20-24_male,25-29_male,30-34_male,35-39_male,40-44_male,45-49_male,50-54_male,55-59_male,60-64_male,65-69_male,0-4_female,5-9_female,10-14_female,15-19_female,20-24_female,25-29_female,30-34_female,35-39_female,40-44_female,45-49_female,50-54_female,55-59_female,60-64_female,65-69_female,risk
0.06018,0.0695,0.0647,0.0618,0.04254,0.1033,0.0995,0.0748,0.06964,0.06537,0.10364,0.06366,0.06647,0.05484,0.04803,0.0563,0.0491,0.0558,0.0449,0.0981,0.08826,0.0701,0.06946,0.06195,0.1197,0.0749,0.08405,0.07935,0.3017031630170316
0.05698,0.0709,0.0657,0.06635,0.0462,0.08673,0.1104,0.07654,0.0685,0.06775,0.1004,0.06195,0.0643,0.05734,0.0453,0.05774,0.0513,0.0564,0.04916,0.08563,0.09814,0.06964,0.0711,0.0656,0.11536,0.0703,0.08105,0.0832,0.2100567721005677
0.06305,0.0584,0.06168,0.05704,0.03123,0.05475,0.05582,0.06696,0.08057,0.08954,0.1812,0.0933,0.0687,0.03775,0.05045,0.04773,0.061,0.05206,0.02475,0.04626,0.0564,0.0723,0.081,0.0825,0.1876,0.09845,0.0871,0.05234,0.0
0.0641,0.05734,0.0631,0.05722,0.02881,0.0487,0.05048,0.0663,0.08124,0.08563,0.1837,0.0993,0.06555,0.04855,0.05005,0.04718,0.0587,0.05087,0.0207,0.0399,0.05197,0.0739,0.0771,0.08435,0.1935,0.1031,0.0803,0.0684,0.0
0.05814,0.05954,0.05856,0.0555,0.0479,0.02824,0.0536,0.05872,0.0716,0.08307,0.183,0.1049,0.0796,0.0576,0.04993,0.0491,0.05084,0.04776,0.03766,0.02234,0.0472,0.06082,0.07184,0.085,0.1885,0.1144,0.09174,0.0829,0.0
0.0468,0.06232,0.05734,0.05148,0.0635,0.02985,0.04593,0.05704,0.068,0.08264,0.1696,0.1011,0.10315,0.06128,0.0436,0.05078,0.048,0.0489,0.0489,0.02113,0.032,0.05402,0.07324,0.08484,0.181,0.11053,0.1148,0.08826,0.0
0.0668,0.06555,0.064,0.04425,0.02185,0.05865,0.0671,0.0725,0.0772,0.0896,0.179,0.09,0.06885,0.03473,0.05893,0.0512,0.0529,0.04288,0.01974,0.053,0.0622,0.0717,0.07623,0.0909,0.1766,0.0965,0.08734,0.05988,0.0
0.0673,0.06287,0.06537,0.0459,0.02036,0.04865,0.0656,0.0734,0.07495,0.084,0.1848,0.0939,0.0678,0.04523,0.05835,0.05194,0.05344,0.0464,0.01845,0.0403,0.06058,0.0733,0.0749,0.0853,0.178,0.1026,0.0879,0.0686,0.0
0.05682,0.06088,0.0636,0.04996,0.03433,0.02184,0.0621,0.0718,0.0726,0.0791,0.1854,0.10754,0.07733,0.0567,0.05518,0.05472,0.0502,0.04855,0.0365,0.01802,0.04898,0.0651,0.07605,0.0794,0.1803,0.1044,0.09576,0.0868,0.0
0.0535,0.06146,0.0642,0.05338,0.04077,0.01848,0.05557,0.0691,0.07275,0.0779,0.18,0.1086,0.0848,0.0594,0.0555,0.05505,0.04993,0.0464,0.04285,0.01439,0.04364,0.06238,0.07587,0.0796,0.1829,0.1038,0.10095,0.0868,0.0
0.05038,0.0648,0.0621,0.05368,0.04956,0.01465,0.04828,0.0665,0.07513,0.07605,0.1794,0.10944,0.0892,0.06082,0.05188,0.05606,0.05167,0.0491,0.04703,0.01474,0.03598,0.0614,0.07605,0.0779,0.181,0.1041,0.106,0.0871,0.0
0.0513,0.0626,0.0631,0.0518,0.0494,0.02065,0.04166,0.0649,0.0761,0.07745,0.1718,0.1046,0.1001,0.0646,0.04752,0.05862,0.05295,0.04916,0.04752,0.02376,0.03061,0.0598,0.07446,0.0786,0.176,0.1026,0.10724,0.0911,0.0
0.04477,0.04544,0.0461,0.04843,0.05887,0.067,0.0631,0.0578,0.0726,0.078,0.1855,0.10486,0.08167,0.04572,0.0446,0.0408,0.0388,0.04782,0.04593,0.05,0.0546,0.06216,0.06366,0.0765,0.1985,0.1138,0.10297,0.06,0.0
0.0412,0.0469,0.04538,0.04553,0.05597,0.0639,0.06223,0.05945,0.0713,0.0767,0.1876,0.1051,0.0799,0.05875,0.04294,0.04434,0.03662,0.04776,0.0424,0.04544,0.0483,0.06168,0.0673,0.07074,0.1998,0.11456,0.1034,0.0746,0.0
0.04343,0.04807,0.04507,0.04523,0.0533,0.05765,0.0654,0.06696,0.06244,0.074,0.1715,0.10004,0.0953,0.0716,0.04333,0.04874,0.03983,0.03647,0.04492,0.0369,0.03983,0.05515,0.06683,0.0687,0.1857,0.11554,0.1186,0.0995,0.0
0.0445,0.04724,0.04834,0.0454,0.04926,0.06415,0.0626,0.06506,0.06183,0.0755,0.1647,0.098,0.10065,0.0729,0.0424,0.0463,0.04376,0.03653,0.04782,0.0358,0.0391,0.05276,0.0654,0.06854,0.1803,0.11475,0.12134,0.1052,0.10786699107866993
0.04147,0.0462,0.05032,0.044,0.05032,0.0633,0.0635,0.06537,0.0633,0.0768,0.1649,0.09845,0.10095,0.0712,0.03912,0.0508,0.04575,0.03848,0.04944,0.03403,0.0405,0.04883,0.0642,0.0718,0.1759,0.11285,0.12054,0.1078,0.12814274128142739
0.05655,0.072,0.0508,0.0462,0.04874,0.05362,0.07556,0.0673,0.0652,0.06003,0.1542,0.09674,0.0898,0.06323,0.0536,0.06198,0.0498,0.0421,0.0406,0.04422,0.05878,0.05765,0.06155,0.05722,0.1714,0.1076,0.1083,0.0852,0.0
0.0516,0.0771,0.05118,0.04916,0.04745,0.04645,0.0731,0.0705,0.06494,0.06064,0.1504,0.09216,0.09534,0.07007,0.04742,0.07025,0.04947,0.04126,0.04346,0.04126,0.0546,0.05838,0.06366,0.05737,0.1654,0.1024,0.11633,0.0887,0.0
0.0441,0.08014,0.0564,0.04587,0.04913,0.05002,0.06915,0.0712,0.06635,0.0652,0.1449,0.0886,0.09827,0.0707,0.0423,0.0728,0.05392,0.03928,0.045,0.04184,0.0506,0.06195,0.0615,0.05908,0.1598,0.0967,0.12103,0.0941,0.0
0.06616,0.05316,0.0491,0.0542,0.0684,0.08264,0.0677,0.06335,0.0663,0.0748,0.1754,0.0907,0.0624,0.02567,0.05804,0.05768,0.0447,0.0436,0.0584,0.0768,0.06018,0.05954,0.0683,0.0798,0.1771,0.09766,0.0739,0.04434,0.0
0.06836,0.055,0.0477,0.046,0.0697,0.07947,0.0684,0.0621,0.06464,0.07404,0.1753,0.0912,0.06415,0.034,0.0578,0.05853,0.04514,0.04367,0.0515,0.0749,0.06287,0.05716,0.06445,0.0789,0.1747,0.1009,0.0793,0.05014,0.0
0.0586,0.06064,0.04947,0.04498,0.0584,0.0668,0.0792,0.0666,0.06287,0.0656,0.1637,0.0988,0.0757,0.04858,0.05063,0.0582,0.0526,0.04114,0.04865,0.05536,0.0713,0.05756,0.0616,0.07336,0.1686,0.10046,0.0927,0.0678,0.210867802108678
0.05515,0.0616,0.05347,0.04492,0.05408,0.0657,0.0782,0.06885,0.06396,0.06445,0.1561,0.099,0.0811,0.05338,0.04968,0.05533,0.0572,0.04022,0.0452,0.05182,0.069,0.06256,0.0605,0.0717,0.1654,0.09937,0.09973,0.07227,0.0835360908353609
0.05087,0.0658,0.05444,0.04422,0.0517,0.07153,0.0778,0.069,0.062,0.0657,0.1533,0.09344,0.0846,0.05557,0.04694,0.05658,0.0599,0.0419,0.04593,0.04614,0.0676,0.06232,0.06052,0.0673,0.1626,0.0965,0.10443,0.0813,0.0583941605839416
0.04944,0.06616,0.05692,0.04608,0.04935,0.07025,0.0749,0.07385,0.06216,0.06586,0.1461,0.08966,0.0897,0.05945,0.042,0.06165,0.058,0.04684,0.042,0.04593,0.06287,0.0628,0.061,0.0669,0.1599,0.0922,0.10913,0.08875,0.1914030819140308
0.05194,0.0529,0.05923,0.0485,0.02617,0.05508,0.06186,0.0708,0.0869,0.08514,0.1898,0.0992,0.07465,0.03787,0.04306,0.0448,0.05383,0.0459,0.02072,0.0467,0.0506,0.07764,0.0856,0.08453,0.1923,0.1059,0.0919,0.05652,0.0
0.05185,0.05267,0.05365,0.05075,0.02426,0.04825,0.06226,0.0667,0.0832,0.0844,0.1973,0.1058,0.0725,0.04645,0.04837,0.03964,0.05136,0.0515,0.01717,0.03748,0.0492,0.07166,0.0876,0.08295,0.1921,0.1102,0.0902,0.07056,0.0
0.0477,0.05496,0.05164,0.04333,0.04596,0.03256,0.05817,0.05658,0.0746,0.09174,0.186,0.1094,0.08606,0.06137,0.04196,0.0431,0.04526,0.04495,0.0417,0.013985,0.0457,0.05524,0.08405,0.08936,0.1888,0.1138,0.0985,0.0936,0.0
0.04578,0.0522,0.05472,0.0468,0.05038,0.02922,0.05234,0.06143,0.06995,0.09033,0.18,0.1118,0.0927,0.06232,0.04132,0.04367,0.04517,0.04605,0.04706,0.013824,0.04074,0.04825,0.0828,0.0919,0.1874,0.1131,0.10547,0.09326,0.0
0.04654,0.05634,0.0568,0.04254,0.05524,0.03152,0.04745,0.06354,0.0672,0.0883,0.1775,0.1058,0.0987,0.0626,0.04025,0.05112,0.04266,0.04718,0.0544,0.01733,0.03635,0.0496,0.07446,0.093,0.1809,0.10944,0.1126,0.09064,0.0
0.04822,0.05942,0.05585,0.0431,0.05957,0.0331,0.04572,0.06033,0.0673,0.0857,0.1707,0.1017,0.10266,0.0667,0.04434,0.05328,0.04282,0.0459,0.05112,0.02402,0.02957,0.0496,0.0707,0.0921,0.1796,0.107,0.1161,0.09393,0.0
0.06537,0.06046,0.06445,0.0518,0.04065,0.06573,0.06616,0.08167,0.06757,0.0784,0.1692,0.08984,0.0655,0.03326,0.05667,0.05096,0.05518,0.04153,0.04044,0.0559,0.0667,0.07764,0.07635,0.07477,0.1736,0.0993,0.0832,0.04773,0.0
0.0664,0.06024,0.0614,0.06076,0.03503,0.06113,0.0672,0.0783,0.0681,0.077,0.1704,0.0918,0.0629,0.0393,0.05725,0.04877,0.0606,0.04318,0.0351,0.05078,0.06555,0.0758,0.0788,0.0728,0.1698,0.0952,0.08673,0.0596,0.0
0.05698,0.0619,0.06323,0.0558,0.0435,0.044,0.06775,0.06757,0.07806,0.0705,0.1625,0.09595,0.0793,0.053,0.05573,0.05774,0.0542,0.04745,0.04187,0.03705,0.05356,0.0697,0.0783,0.0783,0.1589,0.0937,0.0958,0.0777,0.0
0.05115,0.0658,0.06207,0.0554,0.05222,0.0378,0.065,0.0649,0.0826,0.0675,0.1605,0.0968,0.0819,0.05646,0.05414,0.05917,0.05414,0.0503,0.04422,0.03326,0.04898,0.06793,0.07996,0.0787,0.1549,0.0936,0.0993,0.0815,0.0
0.047,0.0679,0.06244,0.0531,0.0589,0.0355,0.06055,0.0696,0.0811,0.0701,0.1575,0.093,0.0871,0.0562,0.0478,0.05975,0.052,0.05817,0.0474,0.02888,0.04373,0.06696,0.0789,0.0827,0.1565,0.09467,0.0956,0.0869,0.0
0.0468,0.0684,0.06018,0.05634,0.06073,0.03772,0.05936,0.0705,0.0782,0.07245,0.1506,0.08813,0.0887,0.06183,0.04407,0.0613,0.0553,0.05624,0.0513,0.03073,0.0422,0.0644,0.07666,0.0847,0.1517,0.0919,0.09924,0.09015,0.0
0.05692,0.0649,0.0496,0.0473,0.05002,0.1063,0.09015,0.07086,0.06683,0.06274,0.1346,0.0801,0.07043,0.04926,0.0539,0.05994,0.0502,0.0413,0.0502,0.0669,0.0786,0.069,0.0671,0.0661,0.1462,0.0903,0.09,0.0703,0.072992700729927
0.0501,0.06793,0.05362,0.04688,0.0517,0.0955,0.094,0.0753,0.06854,0.0627,0.1295,0.0769,0.0753,0.05197,0.04874,0.06256,0.0531,0.0423,0.0495,0.05942,0.0753,0.07336,0.06775,0.06793,0.1416,0.0881,0.09485,0.07544,0.09083536090835362
0.0517,0.0594,0.05414,0.04996,0.04242,0.0684,0.08795,0.0729,0.0675,0.06854,0.1497,0.0895,0.08356,0.05438,0.04346,0.05875,0.05545,0.03885,0.04224,0.05237,0.0657,0.0661,0.0684,0.0651,0.1646,0.10065,0.1013,0.077,0.194647201946472
0.04678,0.05872,0.0551,0.05,0.04547,0.06015,0.0846,0.0791,0.0687,0.0676,0.1492,0.0906,0.0881,0.05597,0.0384,0.05844,0.05515,0.04282,0.0454,0.04395,0.06635,0.06647,0.06793,0.0663,0.1598,0.10034,0.1039,0.0847,0.1978913219789132
0.0415,0.06287,0.0548,0.05005,0.04663,0.05493,0.0773,0.0885,0.07007,0.07117,0.1465,0.0868,0.08594,0.06274,0.03427,0.06152,0.0537,0.04883,0.04544,0.0373,0.06726,0.065,0.0673,0.0718,0.1575,0.09973,0.103,0.0874,0.19708029197080293
0.03714,0.0637,0.05692,0.05212,0.04785,0.0553,0.0759,0.08704,0.0744,0.0724,0.1377,0.0821,0.09143,0.066,0.03235,0.05847,0.05774,0.0489,0.04565,0.03775,0.0647,0.0627,0.0689,0.0764,0.1516,0.09406,0.1076,0.0933,0.1695052716950527
0.05936,0.04623,0.05133,0.05423,0.06396,0.0827,0.0544,0.0585,0.0745,0.09485,0.182,0.0926,0.0568,0.02849,0.04904,0.0501,0.04904,0.04678,0.0649,0.0659,0.05566,0.0621,0.08,0.088,0.1764,0.08716,0.07446,0.05045,0.0
0.05984,0.0479,0.05115,0.04858,0.05576,0.0851,0.05933,0.05472,0.0677,0.0965,0.1827,0.09753,0.05728,0.0358,0.04858,0.05325,0.0474,0.0417,0.05396,0.0676,0.05844,0.05948,0.07764,0.0866,0.1793,0.08887,0.07574,0.0614,0.0
0.04526,0.0537,0.05078,0.04388,0.0513,0.06616,0.07306,0.0546,0.05786,0.08307,0.1888,0.1102,0.077,0.04422,0.04395,0.0505,0.04767,0.04572,0.04395,0.05652,0.05917,0.056,0.06415,0.08527,0.1847,0.10754,0.08435,0.07056,0.0
0.0413,0.05817,0.0471,0.04956,0.05255,0.05783,0.07837,0.05502,0.05905,0.074,0.1837,0.1077,0.0889,0.04675,0.04303,0.04767,0.0516,0.0439,0.04465,0.05072,0.055,0.05786,0.06158,0.08246,0.1865,0.1146,0.08746,0.0728,0.0
0.03763,0.0587,0.0477,0.04825,0.0524,0.0513,0.0805,0.05887,0.05725,0.0699,0.1842,0.10516,0.09595,0.05222,0.03995,0.04916,0.05487,0.04218,0.04346,0.04163,0.0591,0.05875,0.0615,0.0812,0.1862,0.11066,0.09296,0.0784,0.0
0.03812,0.05478,0.04965,0.04306,0.0535,0.05533,0.07404,0.06415,0.05643,0.0678,0.1823,0.1037,0.10004,0.05716,0.0411,0.04807,0.05258,0.04712,0.04504,0.036,0.05957,0.05768,0.0592,0.0769,0.1847,0.11255,0.10065,0.0788,0.0
0.05795,0.06354,0.05472,0.05084,0.0409,0.0454,0.0718,0.0661,0.07245,0.066,0.1614,0.09985,0.09045,0.05875,0.0532,0.05594,0.04834,0.04034,0.0366,0.0341,0.05783,0.06244,0.07104,0.0653,0.176,0.1095,0.1089,0.08044,0.1597729115977291
0.05255,0.0629,0.05646,0.05203,0.04843,0.03625,0.06964,0.06616,0.073,0.06976,0.1565,0.1,0.0918,0.06445,0.04813,0.0567,0.0499,0.0427,0.04233,0.03044,0.05103,0.06165,0.0711,0.06744,0.17,0.1069,0.1135,0.08813,0.04785077047850771
0.04898,0.0628,0.0591,0.052,0.05188,0.03976,0.06055,0.0694,0.0718,0.0753,0.15,0.0974,0.0924,0.0686,0.0446,0.05936,0.05365,0.04355,0.04535,0.02734,0.046,0.06168,0.07294,0.07086,0.1656,0.1034,0.1133,0.0924,0.0
0.04755,0.0664,0.05777,0.0528,0.05508,0.03958,0.05978,0.06934,0.07245,0.076,0.1412,0.08984,0.09735,0.07477,0.04007,0.0629,0.05447,0.04614,0.04944,0.02763,0.04138,0.06082,0.07074,0.0726,0.1592,0.09717,0.12006,0.0973,0.032441200324411994
0.06238,0.0542,0.0526,0.05658,0.05154,0.0728,0.0676,0.06616,0.072,0.07855,0.1714,0.0937,0.06665,0.0338,0.05634,0.04535,0.04932,0.04684,0.0471,0.06046,0.05972,0.0665,0.0734,0.0783,0.1772,0.10156,0.08636,0.0513,0.0
0.0632,0.05554,0.05176,0.05377,0.0494,0.06805,0.0692,0.0632,0.0734,0.0762,0.1727,0.0952,0.06647,0.0418,0.05737,0.04712,0.0497,0.04504,0.04443,0.05588,0.0604,0.0658,0.073,0.0758,0.1764,0.10205,0.08514,0.0619,0.0
0.06143,0.0647,0.05573,0.0464,0.0552,0.05313,0.0732,0.0674,0.06805,0.07104,0.1575,0.09174,0.0796,0.055,0.0536,0.0556,0.04654,0.04645,0.04135,0.04694,0.0626,0.0634,0.0695,0.07404,0.1665,0.0999,0.09546,0.0781,0.0
0.05518,0.0667,0.05725,0.04666,0.05533,0.05283,0.0714,0.0676,0.06726,0.072,0.1543,0.0919,0.0835,0.05798,0.04987,0.0589,0.0461,0.0456,0.04282,0.04468,0.05984,0.0616,0.0701,0.0755,0.1622,0.0972,0.10223,0.08325,0.0
0.0532,0.0669,0.0596,0.0475,0.05405,0.0554,0.06805,0.06866,0.06573,0.0737,0.1504,0.08936,0.0881,0.05936,0.04825,0.0614,0.0492,0.04688,0.0444,0.04123,0.05722,0.0627,0.0703,0.07556,0.1597,0.09436,0.1054,0.0835,0.0105433901054339
0.0609,0.06354,0.05878,0.0543,0.06335,0.08545,0.08105,0.06757,0.07025,0.0679,0.1572,0.0825,0.05792,0.02922,0.05563,0.06146,0.04962,0.0526,0.05905,0.07837,0.0743,0.0676,0.0696,0.06604,0.1628,0.0856,0.0738,0.04352,0.1630170316301703
0.06183,0.06235,0.06183,0.0526,0.05734,0.08307,0.08545,0.0652,0.0696,0.0671,0.1564,0.08374,0.05795,0.03568,0.0585,0.0608,0.05133,0.04782,0.05566,0.07556,0.0736,0.069,0.06946,0.063,0.1616,0.0903,0.07117,0.0524,0.1995133819951338
0.06046,0.0608,0.06198,0.04977,0.05148,0.0691,0.0865,0.07263,0.06976,0.06635,0.147,0.0904,0.06506,0.04877,0.05194,0.0594,0.05795,0.04642,0.04907,0.06396,0.077,0.0673,0.0675,0.06647,0.153,0.09564,0.0786,0.06573,0.113544201135442
0.05618,0.06088,0.06235,0.05377,0.05396,0.06415,0.0826,0.0777,0.06854,0.06836,0.1431,0.08813,0.0722,0.04813,0.05054,0.05698,0.06146,0.04556,0.05157,0.0546,0.07416,0.0729,0.0664,0.0698,0.1482,0.094,0.0827,0.07117,0.334955393349554
0.05228,0.0619,0.0629,0.05774,0.05524,0.0629,0.08246,0.0834,0.0677,0.0698,0.1364,0.0827,0.07684,0.0478,0.04517,0.0609,0.06116,0.04874,0.0484,0.05405,0.07245,0.0748,0.0685,0.0716,0.1411,0.0907,0.09125,0.07117,0.3568532035685321
0.0808,0.05396,0.05975,0.05722,0.06305,0.09125,0.0679,0.0609,0.0652,0.0884,0.1589,0.0725,0.05396,0.02629,0.0815,0.05746,0.04932,0.05402,0.05673,0.0779,0.06018,0.0665,0.07227,0.0801,0.1562,0.0797,0.06995,0.03812,0.0
0.08826,0.0593,0.05566,0.05124,0.05795,0.0896,0.0668,0.0616,0.0616,0.07983,0.1597,0.0808,0.0524,0.0353,0.0851,0.0562,0.04764,0.0537,0.0519,0.07477,0.05835,0.0671,0.06903,0.0801,0.1559,0.0846,0.06604,0.0496,0.0
0.0852,0.06854,0.04852,0.05164,0.05493,0.07184,0.0819,0.0631,0.04892,0.0689,0.1637,0.0932,0.05515,0.04446,0.074,0.0725,0.05582,0.03882,0.04706,0.0613,0.06186,0.05948,0.0628,0.0758,0.1571,0.09155,0.07654,0.06555,0.0
0.07947,0.0712,0.0528,0.05045,0.0575,0.0638,0.08203,0.063,0.05457,0.062,0.1637,0.0954,0.06046,0.04358,0.07227,0.0745,0.05685,0.03976,0.04904,0.05054,0.068,0.05518,0.0632,0.0728,0.158,0.09326,0.0797,0.0671,0.0
0.06573,0.07855,0.05914,0.04752,0.0573,0.0645,0.0834,0.06635,0.05954,0.05954,0.1539,0.0902,0.06976,0.0445,0.06635,0.0797,0.05542,0.043,0.0587,0.04797,0.0661,0.05142,0.0665,0.07074,0.1552,0.0858,0.087,0.0661,0.0
0.0645,0.0838,0.0625,0.041,0.06168,0.0623,0.0836,0.0699,0.06494,0.05634,0.1423,0.0826,0.08215,0.04242,0.06018,0.0806,0.06192,0.04474,0.05554,0.0463,0.0675,0.05206,0.0642,0.0673,0.1554,0.08813,0.0864,0.06964,0.0
0.05508,0.05618,0.0514,0.0817,0.0686,0.062,0.0605,0.06586,0.0689,0.0751,0.162,0.08887,0.07043,0.0335,0.05045,0.04596,0.04813,0.06305,0.05515,0.0566,0.0639,0.06805,0.0709,0.0717,0.1748,0.0969,0.08093,0.05353,0.0
0.05566,0.05862,0.05005,0.07855,0.0744,0.0578,0.0587,0.06323,0.06995,0.07355,0.1604,0.08673,0.0705,0.04187,0.05035,0.04657,0.04874,0.0548,0.05853,0.05243,0.06058,0.0668,0.0728,0.06976,0.1744,0.0982,0.0825,0.06354,0.0
0.05368,0.06107,0.0579,0.05396,0.06107,0.0725,0.06177,0.06064,0.06964,0.0717,0.1525,0.09143,0.0751,0.05698,0.0455,0.0531,0.04706,0.04736,0.05374,0.04855,0.05493,0.0657,0.0718,0.0701,0.1669,0.1025,0.0935,0.0792,0.008110300081103
0.0508,0.05954,0.06088,0.0533,0.06067,0.078,0.0603,0.0633,0.0671,0.0694,0.1472,0.0879,0.08093,0.06073,0.0426,0.05347,0.04865,0.04758,0.05396,0.0503,0.05243,0.0655,0.06866,0.0744,0.1619,0.099,0.09985,0.0818,0.07055961070559609
0.0472,0.06006,0.0643,0.05707,0.04922,0.0902,0.05807,0.06445,0.06433,0.0719,0.1464,0.086,0.07935,0.0615,0.04068,0.05438,0.04935,0.0494,0.05035,0.05652,0.0492,0.0617,0.06946,0.0755,0.1582,0.0987,0.1035,0.08307,0.0
0.04434,0.0644,0.06433,0.06027,0.0481,0.0909,0.05862,0.0636,0.0654,0.0721,0.1416,0.08167,0.0821,0.0625,0.03674,0.05444,0.05356,0.0499,0.04837,0.06052,0.0483,0.0582,0.06995,0.0786,0.1534,0.0942,0.10596,0.08777,0.0
0.06027,0.04944,0.05264,0.06555,0.04117,0.06003,0.0604,0.06396,0.0815,0.0921,0.1803,0.09406,0.0672,0.0313,0.0534,0.04694,0.05402,0.05182,0.04086,0.05,0.05573,0.07025,0.08124,0.0905,0.1793,0.094,0.0798,0.0522,0.0
0.0597,0.0504,0.05093,0.0612,0.04474,0.05536,0.05994,0.06006,0.0785,0.09283,0.1802,0.0979,0.0675,0.04077,0.0541,0.04343,0.05435,0.0512,0.04028,0.0501,0.0501,0.0683,0.07776,0.09015,0.178,0.09985,0.07935,0.063,0.0
0.0568,0.0568,0.0508,0.05145,0.0606,0.04,0.0601,0.0568,0.06964,0.08295,0.1794,0.1049,0.0774,0.05234,0.04962,0.05222,0.04675,0.04962,0.0474,0.03534,0.0449,0.05643,0.07654,0.0863,0.1794,0.10864,0.0892,0.0775,0.0
0.0518,0.06198,0.05115,0.04742,0.066,0.0402,0.05783,0.0581,0.06494,0.0826,0.1768,0.1,0.0848,0.05655,0.05038,0.0519,0.0471,0.04825,0.0509,0.03284,0.0443,0.0547,0.07324,0.08307,0.1805,0.10724,0.09595,0.0795,0.0
0.05063,0.0603,0.05338,0.05038,0.06384,0.04605,0.05457,0.06058,0.0623,0.0794,0.1736,0.0967,0.0895,0.05875,0.04614,0.05347,0.04474,0.05502,0.05206,0.03174,0.04538,0.0487,0.0712,0.0824,0.1807,0.1041,0.1041,0.0802,0.0
0.0653,0.06247,0.05136,0.04456,0.04108,0.0582,0.0742,0.0661,0.0631,0.0696,0.1708,0.10657,0.0747,0.052,0.05484,0.05484,0.0487,0.03897,0.04227,0.04416,0.06647,0.0572,0.06287,0.07983,0.1711,0.1026,0.0977,0.07855,0.0
0.06274,0.0649,0.05353,0.04675,0.04166,0.05435,0.0738,0.06506,0.0652,0.0665,0.1643,0.10455,0.0815,0.05518,0.05206,0.05533,0.04993,0.0396,0.0442,0.03864,0.06433,0.05728,0.06415,0.0766,0.1705,0.09955,0.1046,0.0831,0.0
0.0628,0.0636,0.0577,0.0462,0.04364,0.05228,0.0741,0.06836,0.06177,0.0631,0.1595,0.0988,0.09033,0.0577,0.04916,0.05734,0.053,0.03912,0.046,0.03026,0.06204,0.05768,0.06354,0.07605,0.1752,0.10266,0.1023,0.08563,0.0
0.0611,0.06903,0.06384,0.04395,0.04535,0.04932,0.0708,0.0727,0.0604,0.06714,0.1487,0.0862,0.10455,0.05695,0.04758,0.05896,0.05878,0.04062,0.0423,0.0333,0.0564,0.05896,0.0639,0.07495,0.1694,0.0967,0.10583,0.0924,0.0
0.0712,0.06073,0.05737,0.04718,0.04068,0.0732,0.0751,0.076,0.0709,0.07935,0.1633,0.0851,0.0694,0.03049,0.05847,0.05386,0.0496,0.04532,0.03748,0.068,0.068,0.06696,0.07367,0.0809,0.1737,0.0966,0.079,0.04855,0.0
0.0745,0.06058,0.05582,0.04608,0.03683,0.07,0.0779,0.07355,0.07,0.0783,0.1609,0.08777,0.0704,0.0374,0.05957,0.05365,0.0501,0.04706,0.0359,0.0627,0.06537,0.068,0.0712,0.0802,0.1702,0.09595,0.0791,0.06097,0.0
0.0675,0.0676,0.05948,0.04474,0.04663,0.04697,0.08215,0.07465,0.07025,0.0711,0.1521,0.09015,0.0724,0.0543,0.0602,0.05765,0.05325,0.04477,0.0412,0.04172,0.06696,0.067,0.0686,0.0719,0.1663,0.1,0.08685,0.07367,0.07218167072181671
0.06323,0.06934,0.06027,0.04895,0.04526,0.04584,0.0759,0.07635,0.0738,0.0687,0.1499,0.08966,0.0754,0.05737,0.05646,0.06,0.0545,0.0451,0.04333,0.03702,0.06494,0.06647,0.06903,0.0719,0.1635,0.0974,0.0943,0.0762,0.028386050283860507
0.05844,0.074,0.06195,0.04813,0.0493,0.045,0.0693,0.0793,0.0735,0.06854,0.1469,0.0851,0.0801,0.06064,0.05313,0.06152,0.05554,0.04602,0.04492,0.03574,0.06042,0.0664,0.0708,0.0717,0.1631,0.0963,0.09686,0.07745,0.0
0.0549,0.0723,0.0661,0.04736,0.04846,0.04904,0.0622,0.0823,0.07324,0.0716,0.1443,0.0837,0.08514,0.05948,0.0499,0.06058,0.0601,0.0456,0.04678,0.0349,0.0554,0.0641,0.07324,0.0714,0.1592,0.0954,0.10223,0.08136,0.0
0.0625,0.05365,0.0505,0.05383,0.04187,0.0654,0.0568,0.0615,0.07996,0.08215,0.1888,0.0988,0.0643,0.0399,0.0631,0.04395,0.05112,0.0583,0.0335,0.05307,0.05075,0.0672,0.07806,0.086,0.1799,0.09546,0.0722,0.0674,0.0
0.05954,0.05582,0.0454,0.0464,0.04697,0.05444,0.06366,0.0513,0.0696,0.08136,0.1868,0.11005,0.07294,0.05582,0.05545,0.057,0.04883,0.05273,0.04028,0.03192,0.05292,0.051,0.0718,0.08484,0.1881,0.1094,0.0835,0.0722,0.0
0.05032,0.06195,0.0491,0.0461,0.0513,0.0501,0.06396,0.05472,0.06573,0.081,0.1798,0.10785,0.0834,0.05472,0.05438,0.05716,0.04962,0.04584,0.04962,0.02342,0.05576,0.05002,0.07007,0.08295,0.1852,0.11017,0.0917,0.0742,0.0
0.04773,0.06287,0.0559,0.04504,0.05447,0.04156,0.06494,0.05365,0.06616,0.0811,0.1725,0.10626,0.09033,0.05756,0.05045,0.06067,0.04776,0.04654,0.0537,0.02911,0.0488,0.0494,0.0691,0.0818,0.1826,0.10925,0.0988,0.07196,0.0
0.08514,0.05615,0.058,0.05652,0.04886,0.07526,0.06323,0.06903,0.072,0.079,0.1685,0.08826,0.0498,0.03023,0.0761,0.0519,0.05225,0.0519,0.0517,0.06793,0.05862,0.0749,0.0719,0.07654,0.1626,0.08746,0.07385,0.04236,0.0
