0-4_male,5-9_male,10-14_male,15-19_male,20-24_male,25-29_male,30-34_male,35-39_male,40-44_male,45-49_male,50-54_male,55-59_male,60-64_male,65-69_male,0-4_female,5-9_female,10-14_female,15-19_female,20-24_female,25-29_female,30-34_female,35-39_female,40-44_female,45-49_female,50-54_female,55-59_female,60-64_female,65-69_female,risk
0.06537,0.0712,0.06995,0.0552,0.05066,0.04327,0.0698,0.0758,0.07526,0.06055,0.147,0.0867,0.0717,0.0575,0.05203,0.0707,0.05917,0.04974,0.0432,0.03983,0.06015,0.07733,0.07153,0.0661,0.1597,0.09827,0.08496,0.0673,0.0
0.0616,0.0739,0.0694,0.05762,0.05167,0.03876,0.0641,0.0789,0.0739,0.06384,0.1437,0.088,0.0774,0.05722,0.04788,0.0729,0.0579,0.05072,0.0501,0.03105,0.05927,0.0741,0.0724,0.0725,0.1508,0.0961,0.09454,0.06976,0.0
0.05084,0.0785,0.0695,0.05734,0.0552,0.04037,0.06104,0.07574,0.07465,0.069,0.1394,0.0855,0.0821,0.06076,0.0446,0.0731,0.0632,0.0493,0.0494,0.03275,0.0545,0.0735,0.0727,0.07715,0.1466,0.0918,0.1009,0.07056,0.0
0.04547,0.0775,0.0741,0.05756,0.06094,0.04126,0.05594,0.0733,0.07654,0.07477,0.1332,0.0812,0.08496,0.06323,0.04227,0.06866,0.06903,0.0526,0.05316,0.0319,0.04922,0.0737,0.07623,0.07544,0.1378,0.08624,0.1068,0.0769,0.0
0.0805,0.06122,0.0654,0.04626,0.04285,0.0535,0.06464,0.06946,0.06287,0.05832,0.1686,0.10333,0.07324,0.0498,0.07745,0.0576,0.05496,0.04684,0.03012,0.0429,0.05737,0.05927,0.06964,0.0577,0.1749,0.10565,0.0962,0.06934,0.0
0.0788,0.06744,0.06067,0.05148,0.0459,0.04807,0.0642,0.0673,0.06616,0.05658,0.1619,0.10236,0.0732,0.0561,0.0774,0.06058,0.0536,0.0501,0.0333,0.0357,0.0554,0.05948,0.0685,0.06152,0.1656,0.1053,0.09735,0.0762,0.0
0.07587,0.07404,0.05862,0.05444,0.04858,0.04034,0.06714,0.0644,0.0675,0.06058,0.1537,0.09753,0.0816,0.05563,0.0714,0.0654,0.0561,0.05203,0.03915,0.02798,0.05338,0.06125,0.06494,0.0663,0.1566,0.1021,0.1005,0.08295,0.0
0.07007,0.0798,0.0575,0.05615,0.0512,0.03726,0.0657,0.0639,0.0681,0.06247,0.1449,0.0948,0.091,0.05722,0.0682,0.0707,0.05307,0.05563,0.04675,0.02155,0.047,0.0617,0.0649,0.0715,0.1481,0.0967,0.10645,0.08795,0.0
0.0677,0.08295,0.06046,0.0592,0.04935,0.04196,0.05948,0.06525,0.06964,0.064,0.1356,0.08746,0.09607,0.06085,0.0647,0.076,0.05655,0.05823,0.0468,0.02089,0.03775,0.06174,0.06354,0.0755,0.1426,0.09406,0.1087,0.093,0.0
0.0669,0.0823,0.06433,0.0621,0.04898,0.04672,0.0535,0.06506,0.06885,0.0662,0.1292,0.08014,0.1002,0.0655,0.0605,0.082,0.06076,0.0562,0.05365,0.02481,0.03595,0.057,0.06396,0.07367,0.1348,0.08746,0.1108,0.09845,0.0
0.07715,0.0808,0.05814,0.0475,0.0319,0.05984,0.06586,0.0706,0.0665,0.05957,0.1753,0.1001,0.06995,0.03674,0.0746,0.06433,0.05554,0.04288,0.02968,0.06177,0.0648,0.0732,0.0679,0.0567,0.1694,0.1002,0.08856,0.05048,0.0
0.0745,0.08276,0.06354,0.04877,0.02817,0.05487,0.0658,0.06885,0.0695,0.0562,0.168,0.1022,0.07214,0.04465,0.0712,0.0664,0.0585,0.04092,0.02893,0.05444,0.0669,0.0683,0.07,0.05826,0.1636,0.1007,0.089,0.06287,0.0
0.0736,0.0823,0.0679,0.0476,0.03107,0.04962,0.0644,0.06854,0.0709,0.05576,0.1595,0.0975,0.08026,0.0511,0.0663,0.07104,0.0584,0.04303,0.03062,0.04575,0.0695,0.06757,0.0693,0.05917,0.1571,0.0996,0.0898,0.0729,0.0
0.0673,0.086,0.07196,0.04868,0.0357,0.042,0.06775,0.0616,0.0748,0.0578,0.1516,0.0947,0.0853,0.05453,0.0629,0.07684,0.05862,0.04507,0.03555,0.03738,0.06525,0.0684,0.06934,0.0633,0.1495,0.0973,0.09094,0.07947,0.0
0.06464,0.0849,0.07623,0.0515,0.03992,0.0347,0.0665,0.06366,0.0726,0.06122,0.1437,0.0939,0.0872,0.05933,0.0633,0.0745,0.06384,0.04758,0.04297,0.03093,0.06198,0.0702,0.07153,0.06635,0.1396,0.0895,0.09546,0.0822,0.0
0.0641,0.08136,0.0839,0.05228,0.04706,0.03278,0.05844,0.0674,0.07227,0.0693,0.1285,0.086,0.09576,0.0609,0.06146,0.0756,0.0671,0.04797,0.0501,0.02405,0.06027,0.0684,0.0755,0.06323,0.1329,0.08527,0.10156,0.0865,0.0
0.0603,0.0806,0.087,0.05722,0.05298,0.0324,0.05426,0.0676,0.07245,0.0741,0.1202,0.07513,0.1016,0.06415,0.0617,0.07495,0.07294,0.0537,0.04926,0.02382,0.05426,0.0706,0.0733,0.06384,0.1268,0.07996,0.10376,0.09106,0.0
0.0523,0.08044,0.08936,0.063,0.05447,0.0343,0.05014,0.0709,0.07135,0.0773,0.116,0.0683,0.0974,0.07477,0.05923,0.07306,0.07776,0.0547,0.0473,0.0281,0.0418,0.0746,0.07336,0.0748,0.12396,0.0736,0.10486,0.09283,0.0
0.06354,0.0555,0.06113,0.04724,0.0322,0.07275,0.07104,0.0717,0.0639,0.0624,0.1888,0.1009,0.0767,0.03207,0.05804,0.04922,0.05713,0.0412,0.02232,0.05862,0.0743,0.07623,0.06137,0.06757,0.1993,0.10736,0.0829,0.04443,0.0
0.0584,0.059,0.0591,0.04935,0.02968,0.06506,0.06903,0.0733,0.0647,0.05692,0.1865,0.11255,0.0751,0.04132,0.0573,0.04987,0.05652,0.04666,0.018,0.0517,0.0689,0.0751,0.0659,0.0628,0.1953,0.1128,0.08734,0.0517,0.0
0.05447,0.0608,0.05692,0.05118,0.0329,0.056,0.0704,0.069,0.06805,0.05563,0.1808,0.1156,0.0781,0.05014,0.0567,0.0506,0.05313,0.04736,0.02113,0.04272,0.0677,0.0722,0.0707,0.05878,0.1881,0.11505,0.09375,0.06213,0.0
0.05347,0.0613,0.05893,0.05048,0.03763,0.04764,0.06824,0.0706,0.06824,0.06036,0.1719,0.11285,0.0833,0.055,0.05536,0.05322,0.05383,0.04785,0.03001,0.0319,0.0633,0.07306,0.07355,0.05722,0.1798,0.11304,0.1006,0.0673,0.0
0.05103,0.06165,0.05945,0.05225,0.0457,0.03555,0.0695,0.0715,0.0686,0.06335,0.1609,0.1094,0.0894,0.06177,0.0558,0.0541,0.0521,0.05066,0.03075,0.0255,0.0627,0.07104,0.0776,0.06055,0.1716,0.1112,0.1046,0.07184,0.0
0.04944,0.0639,0.05817,0.05283,0.0502,0.03275,0.07,0.0695,0.07074,0.06415,0.1509,0.102,0.0967,0.0688,0.05133,0.05875,0.05182,0.05182,0.03973,0.02194,0.05435,0.07336,0.079,0.0618,0.162,0.1075,0.1064,0.0802,0.0
0.04712,0.0606,0.0636,0.05243,0.05542,0.03062,0.0651,0.0714,0.0754,0.0676,0.1381,0.08875,0.11176,0.072,0.04752,0.05927,0.05353,0.0499,0.04703,0.02113,0.04727,0.07104,0.07764,0.0689,0.1539,0.1008,0.1142,0.08777,0.0
0.0472,0.0587,0.068,0.04965,0.05963,0.03522,0.05786,0.07336,0.0765,0.0731,0.128,0.0787,0.1164,0.0777,0.046,0.06143,0.05612,0.04987,0.05118,0.02026,0.04,0.0722,0.0775,0.0756,0.1436,0.09064,0.1195,0.0961,0.0
0.078,0.06793,0.0608,0.05307,0.03467,0.04672,0.06775,0.06635,0.0606,0.06616,0.1847,0.1055,0.07587,0.0319,0.06354,0.05844,0.05692,0.0524,0.0264,0.04544,0.06274,0.07086,0.0654,0.0669,0.1926,0.11084,0.08484,0.0426,0.0
0.07605,0.0718,0.06082,0.05435,0.035,0.04614,0.0622,0.06415,0.0614,0.0653,0.1791,0.1052,0.07623,0.04224,0.0661,0.05905,0.05792,0.05084,0.02719,0.041,0.05978,0.071,0.0661,0.06274,0.187,0.10803,0.09106,0.05215,0.0
0.07367,0.07465,0.0655,0.05338,0.03577,0.0438,0.05765,0.0645,0.0639,0.05963,0.1693,0.1042,0.08325,0.0508,0.0622,0.0609,0.06036,0.04965,0.0336,0.0347,0.05612,0.0692,0.0701,0.05905,0.1799,0.108,0.09485,0.06128,0.0
0.0682,0.0794,0.06744,0.0506,0.04596,0.03787,0.05487,0.0647,0.06256,0.05835,0.1626,0.10547,0.08325,0.05872,0.0606,0.06244,0.0595,0.04977,0.0439,0.02792,0.05124,0.06537,0.07294,0.05933,0.1711,0.1052,0.10175,0.0687,0.004055150040551501
0.064,0.08215,0.06537,0.05463,0.05194,0.03406,0.0473,0.07117,0.0635,0.06116,0.1527,0.0989,0.0912,0.06192,0.05902,0.06775,0.05847,0.05338,0.04572,0.02768,0.04846,0.065,0.0705,0.06247,0.1592,0.1016,0.1049,0.07574,0.0
0.05994,0.0813,0.0726,0.0526,0.05478,0.036,0.0449,0.0708,0.06683,0.0617,0.1442,0.09155,0.09515,0.0676,0.05444,0.067,0.0624,0.0498,0.05276,0.02611,0.04462,0.06537,0.0693,0.06555,0.1533,0.0994,0.1078,0.0822,0.0
0.05505,0.0807,0.07806,0.05527,0.05707,0.03912,0.04617,0.0682,0.0651,0.06335,0.1383,0.0857,0.1002,0.06757,0.0466,0.07275,0.0636,0.05313,0.0522,0.02806,0.04135,0.0653,0.0701,0.0666,0.148,0.09766,0.1061,0.0885,0.0
0.04904,0.07947,0.0834,0.05823,0.05557,0.04434,0.04395,0.06537,0.0699,0.0662,0.1301,0.0801,0.102,0.0723,0.0459,0.06805,0.06824,0.05716,0.052,0.03366,0.03537,0.0629,0.0717,0.0717,0.1387,0.0891,0.1101,0.0954,0.0
0.07336,0.066,0.06186,0.04614,0.04517,0.08344,0.07855,0.0782,0.06964,0.06235,0.1578,0.0864,0.06216,0.02896,0.06573,0.05832,0.05627,0.04572,0.041,0.0718,0.0737,0.0739,0.0698,0.0648,0.1708,0.095,0.06934,0.04382,0.113544201135442
0.07074,0.0714,0.0614,0.0486,0.03925,0.07404,0.08154,0.0765,0.07074,0.06046,0.1587,0.0874,0.06256,0.0366,0.0672,0.05637,0.05936,0.04575,0.03406,0.0669,0.0742,0.0705,0.07104,0.06226,0.1702,0.0987,0.07166,0.05182,0.03730738037307379
0.0694,0.0723,0.05927,0.05157,0.03992,0.0668,0.0821,0.0788,0.06976,0.06012,0.1521,0.08887,0.0663,0.04276,0.06366,0.063,0.05588,0.04733,0.03217,0.0623,0.06995,0.07227,0.073,0.06274,0.1637,0.09717,0.07825,0.0586,0.1103000811030008
0.07025,0.07336,0.05878,0.04865,0.04883,0.05347,0.0824,0.07794,0.0732,0.06165,0.1473,0.0874,0.0692,0.04742,0.06143,0.06726,0.0562,0.0451,0.03955,0.05182,0.07104,0.07404,0.0693,0.06525,0.1555,0.0956,0.0849,0.0629,0.1597729115977291
0.06866,0.0719,0.0636,0.0497,0.04953,0.0506,0.0791,0.0766,0.0769,0.065,0.139,0.0842,0.0742,0.05096,0.05865,0.0678,0.05963,0.04654,0.04523,0.04407,0.07153,0.0727,0.07056,0.067,0.1509,0.0929,0.0873,0.0651,0.0665044606650446
0.0638,0.0737,0.0668,0.0519,0.04843,0.05008,0.0798,0.07623,0.0766,0.06744,0.1312,0.0826,0.0784,0.05316,0.0573,0.0675,0.05954,0.04794,0.049,0.03946,0.06836,0.07434,0.07294,0.0698,0.1462,0.0928,0.0913,0.0634,0.0
0.05853,0.0727,0.0738,0.05078,0.05392,0.0447,0.07434,0.0806,0.0772,0.0693,0.1278,0.0808,0.0817,0.0537,0.05338,0.0715,0.0593,0.05045,0.05045,0.0356,0.0661,0.0772,0.0709,0.0715,0.1389,0.0898,0.0977,0.06714,0.0
0.0552,0.0722,0.0773,0.05133,0.0544,0.04855,0.0672,0.0847,0.0814,0.0687,0.121,0.07544,0.0845,0.05807,0.0515,0.0695,0.0669,0.04852,0.05228,0.03558,0.06186,0.074,0.0754,0.07385,0.1348,0.0827,0.0979,0.0752,0.0
0.0688,0.0666,0.04938,0.04694,0.03702,0.05887,0.06616,0.0684,0.0613,0.06354,0.188,0.10767,0.08215,0.03522,0.0579,0.05728,0.05487,0.03598,0.011856,0.05707,0.0675,0.0637,0.0669,0.06714,0.2031,0.11755,0.09064,0.04843,0.0
0.07,0.06775,0.0522,0.04785,0.03293,0.05447,0.0667,0.0642,0.06525,0.0613,0.1798,0.106,0.08594,0.04556,0.06104,0.05734,0.0559,0.03845,0.01501,0.04544,0.06683,0.0631,0.0678,0.06354,0.1915,0.11633,0.0941,0.06354,0.0
0.06885,0.0644,0.05713,0.04413,0.03198,0.05267,0.06204,0.05884,0.0691,0.0631,0.174,0.1068,0.08954,0.05734,0.05838,0.05692,0.0548,0.04102,0.01758,0.03096,0.0638,0.064,0.068,0.06506,0.1868,0.119,0.09686,0.0768,0.0
0.0673,0.0664,0.05814,0.04413,0.04306,0.04764,0.05615,0.0625,0.0675,0.0616,0.1656,0.10443,0.0909,0.06445,0.06055,0.05414,0.05563,0.0454,0.01428,0.02792,0.06247,0.0627,0.0693,0.06757,0.1759,0.1166,0.10126,0.08636,0.0
0.06137,0.0679,0.06226,0.0433,0.04776,0.0395,0.056,0.0632,0.0665,0.06226,0.1606,0.10425,0.09753,0.0676,0.0618,0.05164,0.06067,0.0437,0.01787,0.02428,0.05957,0.062,0.0682,0.0675,0.1688,0.115,0.11035,0.0887,0.0
0.05792,0.0692,0.06903,0.0434,0.04916,0.03577,0.05585,0.0637,0.0674,0.06256,0.1514,0.0969,0.1034,0.07434,0.05927,0.05765,0.05743,0.05148,0.01738,0.02104,0.04828,0.0666,0.0684,0.07184,0.162,0.10406,0.12494,0.08966,0.0
0.04947,0.0695,0.07074,0.0466,0.05423,0.03488,0.05115,0.0669,0.066,0.06903,0.1455,0.09106,0.10535,0.0796,0.05206,0.0609,0.05997,0.05276,0.02446,0.015594,0.04175,0.0662,0.06885,0.077,0.1544,0.09906,0.1288,0.0981,0.0
0.04672,0.07056,0.0698,0.05118,0.05093,0.03928,0.05118,0.06586,0.06335,0.07306,0.1384,0.084,0.1101,0.0855,0.0499,0.06143,0.06415,0.05188,0.03336,0.0163,0.0351,0.0664,0.0717,0.07745,0.1459,0.08624,0.133,0.10706,0.0
0.0719,0.06354,0.0616,0.0453,0.03073,0.06256,0.06476,0.0713,0.06256,0.06604,0.1798,0.1047,0.0824,0.03278,0.0652,0.05408,0.06104,0.04852,0.02025,0.051,0.06073,0.0714,0.0672,0.0652,0.1884,0.11066,0.089,0.04742,0.0
0.05783,0.07764,0.07104,0.05893,0.05432,0.0312,0.05856,0.06335,0.0725,0.07306,0.1294,0.07965,0.0942,0.07837,0.0531,0.07477,0.067,0.04657,0.06384,0.02275,0.02946,0.064,0.0688,0.07465,0.1407,0.0864,0.11237,0.09546,0.024330900243309
0.0613,0.06076,0.06052,0.0493,0.05286,0.0714,0.07544,0.0725,0.0655,0.0576,0.1686,0.0988,0.07104,0.0344,0.0553,0.0511,0.0522,0.04675,0.04456,0.066,0.06854,0.0744,0.06494,0.05994,0.1799,0.10046,0.08746,0.0485,0.0
0.0619,0.06012,0.0603,0.04968,0.05145,0.0666,0.0768,0.07,0.06683,0.0571,0.1635,0.10065,0.0708,0.04437,0.0581,0.0487,0.05316,0.04828,0.04047,0.06274,0.0671,0.0706,0.0692,0.05652,0.1742,0.10516,0.08734,0.0584,0.0
0.0629,0.0628,0.0591,0.04825,0.0484,0.06683,0.0719,0.07275,0.0698,0.0567,0.1544,0.09955,0.0744,0.05203,0.05652,0.05005,0.0541,0.0464,0.04132,0.05765,0.0675,0.0686,0.0708,0.0566,0.1661,0.10333,0.0909,0.0701,0.1070559610705596
0.06134,0.0635,0.06143,0.0471,0.0481,0.0658,0.07477,0.0701,0.0709,0.05905,0.145,0.0939,0.0817,0.0572,0.05515,0.051,0.055,0.04626,0.04248,0.0504,0.065,0.0691,0.0713,0.0609,0.1611,0.1029,0.091,0.07837,0.15247364152473641
0.0579,0.06555,0.06204,0.0506,0.0472,0.06433,0.0725,0.07605,0.07166,0.06122,0.1354,0.086,0.0879,0.0617,0.05255,0.05225,0.0559,0.0482,0.0452,0.04352,0.06354,0.06976,0.07446,0.0631,0.1516,0.10077,0.0959,0.08325,0.0
0.05682,0.06604,0.065,0.0515,0.04385,0.0638,0.0694,0.07635,0.0735,0.0656,0.1285,0.08136,0.0936,0.06445,0.05035,0.0572,0.05338,0.04965,0.04773,0.04065,0.06165,0.0692,0.07513,0.06903,0.1454,0.0949,0.1006,0.085,0.0
0.05292,0.06824,0.0671,0.05875,0.04077,0.06223,0.066,0.07935,0.075,0.06946,0.1207,0.07355,0.10046,0.0656,0.04605,0.06216,0.05228,0.05286,0.05203,0.03708,0.05893,0.06946,0.0734,0.0749,0.1371,0.0886,0.1076,0.0875,0.0
0.04892,0.0694,0.07,0.06036,0.0389,0.06067,0.06616,0.07465,0.0811,0.0741,0.1172,0.0694,0.1001,0.0691,0.04352,0.0632,0.05472,0.05505,0.05164,0.03873,0.05548,0.0715,0.07446,0.0766,0.1302,0.08264,0.108,0.0943,0.0
0.06665,0.06165,0.05872,0.03998,0.03693,0.0698,0.0785,0.0759,0.06696,0.05786,0.1766,0.0961,0.0731,0.0411,0.06445,0.0532,0.05136,0.04224,0.02844,0.0654,0.0695,0.07306,0.0641,0.0574,0.1929,0.1092,0.0825,0.04626,0.0
0.06714,0.06274,0.0603,0.04263,0.0326,0.06116,0.07825,0.07465,0.06934,0.0575,0.1709,0.10114,0.07465,0.04688,0.064,0.05563,0.0531,0.04263,0.02577,0.05667,0.071,0.07355,0.0636,0.05774,0.1835,0.1072,0.088,0.05756,0.0
0.065,0.06635,0.06085,0.0419,0.03397,0.0562,0.07574,0.07697,0.06903,0.0581,0.1597,0.10114,0.082,0.053,0.0634,0.0601,0.0508,0.04233,0.03079,0.0489,0.07007,0.0693,0.06744,0.0591,0.1736,0.1047,0.09204,0.06744,0.0
0.06433,0.06604,0.06168,0.04532,0.03824,0.04825,0.0737,0.07544,0.07245,0.05902,0.1526,0.1013,0.08386,0.0577,0.061,0.0641,0.0538,0.0437,0.03555,0.03836,0.06854,0.06714,0.06995,0.06128,0.1636,0.10614,0.0954,0.0715,0.0
0.06213,0.06836,0.06155,0.04816,0.04193,0.04068,0.0734,0.0778,0.07495,0.06204,0.1436,0.0951,0.08905,0.06128,0.0563,0.0668,0.0548,0.04755,0.04172,0.03032,0.0664,0.0651,0.0728,0.0637,0.153,0.1031,0.1028,0.07556,0.0
0.05792,0.0685,0.0625,0.05304,0.04495,0.03714,0.06866,0.0785,0.07635,0.06866,0.137,0.0909,0.0915,0.06445,0.05148,0.0686,0.05527,0.0493,0.04666,0.02519,0.06125,0.0685,0.07623,0.0666,0.1454,0.0963,0.1093,0.07983,0.0
0.05258,0.0708,0.06647,0.05557,0.04837,0.03564,0.06396,0.0811,0.07733,0.0729,0.1279,0.0817,0.09766,0.068,0.0476,0.0688,0.06024,0.05106,0.04834,0.02501,0.05737,0.07086,0.07874,0.06665,0.1383,0.0897,0.1098,0.0874,0.0
0.05112,0.07166,0.0701,0.0552,0.04794,0.04126,0.05737,0.0822,0.0821,0.0736,0.11865,0.07245,0.0991,0.0772,0.04578,0.0668,0.0668,0.049,0.04996,0.03064,0.05014,0.0722,0.0763,0.07184,0.1353,0.0839,0.1078,0.09344,0.0
0.0731,0.0638,0.06174,0.06647,0.04437,0.0634,0.0648,0.06903,0.0667,0.0626,0.173,0.0892,0.06586,0.03592,0.06003,0.0584,0.0543,0.0512,0.03912,0.05984,0.06915,0.0663,0.06744,0.06494,0.1802,0.101,0.07874,0.04938,0.0
0.07275,0.06323,0.0641,0.0628,0.0485,0.0554,0.0657,0.0667,0.0687,0.05984,0.1688,0.0937,0.0683,0.04147,0.05893,0.05853,0.05527,0.04996,0.0373,0.05554,0.0703,0.0655,0.06866,0.06107,0.1776,0.10114,0.08044,0.0597,0.0
0.0735,0.0648,0.06256,0.05786,0.05457,0.0538,0.0644,0.0647,0.06866,0.0583,0.1621,0.0962,0.0695,0.04898,0.05896,0.05838,0.05652,0.04883,0.04013,0.04773,0.06964,0.066,0.06866,0.0602,0.1702,0.1,0.0839,0.07086,0.0
0.0727,0.06915,0.0607,0.05664,0.059,0.04764,0.0646,0.06146,0.0673,0.06125,0.1565,0.0991,0.07056,0.0534,0.0561,0.0626,0.0557,0.04944,0.04282,0.04135,0.0688,0.0636,0.0671,0.063,0.1649,0.101,0.0873,0.0763,0.0
0.0679,0.0738,0.06213,0.05576,0.06094,0.04428,0.0656,0.06006,0.06915,0.06366,0.1472,0.09625,0.07935,0.05402,0.05392,0.0647,0.05582,0.0489,0.0474,0.03424,0.0648,0.068,0.06464,0.067,0.1589,0.1008,0.093,0.0779,0.1070559610705596
0.06464,0.0767,0.06476,0.0543,0.06073,0.04752,0.0632,0.06052,0.0697,0.0644,0.142,0.09326,0.08026,0.05795,0.05386,0.06305,0.06036,0.04855,0.05234,0.03156,0.05835,0.06946,0.0658,0.06934,0.1512,0.09796,0.1007,0.0776,0.0
0.0624,0.0773,0.06525,0.05792,0.05838,0.05557,0.05545,0.0651,0.06824,0.0678,0.1342,0.0852,0.086,0.0612,0.05048,0.0646,0.0621,0.05017,0.05048,0.03214,0.05307,0.0724,0.06793,0.071,0.1478,0.0935,0.10345,0.0809,0.0
0.05716,0.0786,0.06995,0.05783,0.05298,0.06537,0.05542,0.0658,0.0673,0.0693,0.127,0.08,0.09,0.0633,0.04733,0.0674,0.0648,0.05276,0.04968,0.03763,0.04468,0.0738,0.07,0.07294,0.1398,0.0898,0.1028,0.0868,0.0145985401459854
0.0722,0.06824,0.0678,0.052,0.02173,0.05356,0.07263,0.0766,0.0632,0.06476,0.1797,0.10205,0.06934,0.0362,0.0706,0.05862,0.0559,0.04895,0.01807,0.0458,0.0763,0.0666,0.074,0.06537,0.1904,0.11346,0.0737,0.04224,0.0
0.07477,0.06885,0.06604,0.05264,0.02347,0.04825,0.06757,0.07416,0.0651,0.0647,0.1776,0.10394,0.07153,0.04123,0.06647,0.06183,0.05634,0.05084,0.02153,0.038,0.0741,0.06836,0.0705,0.06354,0.1854,0.11224,0.0802,0.05063,0.0
0.0682,0.075,0.0655,0.0527,0.02933,0.0419,0.0622,0.0726,0.06573,0.0677,0.167,0.10474,0.0812,0.04633,0.0696,0.06088,0.06088,0.04883,0.02853,0.02791,0.0704,0.06555,0.0721,0.06384,0.1763,0.10974,0.08624,0.0592,0.0
0.0682,0.07355,0.0661,0.05716,0.04034,0.0278,0.05942,0.0742,0.07263,0.06274,0.1573,0.10065,0.08606,0.0538,0.0643,0.06064,0.06235,0.04974,0.03418,0.01688,0.0647,0.0707,0.0707,0.06854,0.1696,0.1089,0.09204,0.06683,0.0
0.0671,0.0755,0.06824,0.05978,0.04858,0.02122,0.05225,0.0739,0.0744,0.0625,0.152,0.09515,0.09375,0.05566,0.06018,0.0672,0.0635,0.04813,0.0396,0.02254,0.05646,0.07135,0.0687,0.06915,0.1571,0.1013,0.1046,0.07025,0.0
0.0627,0.07556,0.06946,0.05823,0.05704,0.01854,0.05,0.07086,0.07697,0.0641,0.146,0.0927,0.09717,0.06058,0.05896,0.07166,0.05984,0.05338,0.042,0.02591,0.03998,0.07526,0.067,0.073,0.1508,0.094,0.11414,0.07416,0.0
0.05774,0.0795,0.0707,0.05606,0.05725,0.02444,0.04456,0.0697,0.0738,0.0688,0.1426,0.0872,0.1009,0.06683,0.05518,0.06757,0.06366,0.05447,0.04623,0.0293,0.03204,0.076,0.0698,0.0712,0.1454,0.0911,0.1149,0.0831,0.0
0.05637,0.0742,0.07874,0.05588,0.06058,0.0323,0.039,0.0671,0.075,0.0678,0.133,0.07745,0.1048,0.0777,0.0491,0.07117,0.062,0.0599,0.04745,0.031,0.02866,0.07306,0.0681,0.0754,0.1407,0.0881,0.11487,0.09045,0.0
0.07056,0.0645,0.0677,0.05167,0.03848,0.05573,0.06805,0.074,0.05893,0.0709,0.1808,0.0991,0.06836,0.03123,0.05963,0.0601,0.057,0.04907,0.03134,0.0609,0.0718,0.0703,0.065,0.0627,0.1904,0.10443,0.07733,0.03995,0.0
0.0655,0.07446,0.0617,0.05365,0.04797,0.04453,0.05673,0.06604,0.0724,0.0574,0.166,0.1044,0.0779,0.0514,0.05664,0.05746,0.06125,0.05222,0.0376,0.0371,0.0693,0.0685,0.068,0.0609,0.1652,0.10785,0.08704,0.0711,0.0
0.06305,0.07635,0.0638,0.0554,0.05362,0.0393,0.0538,0.06537,0.0729,0.05975,0.1588,0.0985,0.0842,0.0552,0.0548,0.05997,0.05997,0.05048,0.0475,0.02625,0.06525,0.06726,0.0696,0.0658,0.1588,0.1066,0.0967,0.0711,0.0
0.0631,0.072,0.0683,0.05984,0.0493,0.0378,0.05215,0.066,0.07275,0.0604,0.1523,0.0946,0.0923,0.05914,0.055,0.06046,0.06287,0.05124,0.0492,0.02374,0.05908,0.0697,0.07153,0.06696,0.1508,0.10114,0.1055,0.07275,0.0
0.0568,0.0715,0.07385,0.05954,0.05606,0.03665,0.04782,0.0685,0.06757,0.06445,0.1456,0.0894,0.098,0.0643,0.05084,0.0636,0.0625,0.05457,0.05118,0.02515,0.0542,0.06696,0.0721,0.07135,0.146,0.0935,0.1123,0.0758,0.0
0.05566,0.0689,0.08044,0.05545,0.05887,0.04144,0.04428,0.06586,0.0689,0.06647,0.1392,0.0871,0.1018,0.0657,0.04977,0.0639,0.06555,0.05878,0.0485,0.03122,0.04095,0.0724,0.0722,0.07477,0.1401,0.0841,0.11646,0.08136,0.0
0.0716,0.0635,0.05457,0.04608,0.05438,0.084,0.0818,0.07587,0.0642,0.06064,0.1553,0.08575,0.066,0.03638,0.0658,0.05884,0.05014,0.04413,0.05167,0.0758,0.0776,0.07416,0.06274,0.05777,0.1633,0.09314,0.0775,0.04736,0.08434712084347121
0.0674,0.0673,0.05823,0.04724,0.0472,0.06805,0.08374,0.07745,0.0712,0.05994,0.1407,0.08746,0.0716,0.0523,0.06396,0.06433,0.05347,0.04276,0.0421,0.06152,0.0793,0.07294,0.0713,0.05862,0.146,0.09357,0.0826,0.06757,0.1467964314679643
0.0642,0.07025,0.05847,0.0496,0.04565,0.06384,0.08575,0.0787,0.07275,0.06323,0.1344,0.08514,0.0753,0.05276,0.06088,0.0655,0.0551,0.047,0.04413,0.0548,0.07794,0.07446,0.0739,0.06137,0.1384,0.0888,0.08704,0.07056,0.1508515815085158
0.061,0.0703,0.0636,0.04953,0.0454,0.0577,0.08417,0.08105,0.07587,0.06635,0.1295,0.0805,0.07904,0.05585,0.0558,0.06683,0.05856,0.04706,0.04648,0.04855,0.0741,0.0776,0.0774,0.06506,0.133,0.0842,0.0923,0.0731,0.1403081914030819
0.05676,0.0714,0.06586,0.04727,0.0493,0.05594,0.0781,0.0861,0.07733,0.07104,0.1227,0.0752,0.08246,0.0606,0.05206,0.0675,0.06415,0.04785,0.04532,0.04532,0.07294,0.08,0.0778,0.0712,0.1252,0.07794,0.0972,0.0754,0.1273317112733171
0.0519,0.0726,0.06866,0.05142,0.04715,0.0524,0.0761,0.0888,0.07764,0.07336,0.1192,0.0723,0.08386,0.0646,0.0486,0.07,0.0666,0.0503,0.04657,0.04224,0.07043,0.08014,0.0795,0.0733,0.1212,0.07294,0.0974,0.08075,0.1638280616382806
