oktmo,name,year,saldo,whereabouts
41609403,Вындиноостровское,2012,23.0,Внешняя (для региона)  миграция
41609403,Вындиноостровское,2013,1.0,"Миграция, всего"
41609403,Вындиноостровское,2013,22.0,Международная
41609403,Вындиноостровское,2013,21.0,Со странами СНГ
41609403,Вындиноостровское,2013,1.0,С другими зарубежными странами
41609403,Вындиноостровское,2013,13.0,Внешняя (для региона)  миграция
41609403,Вындиноостровское,2015,3.0,"Миграция, всего"
41609403,Вындиноостровское,2015,2.0,Межрегиональная
41609403,Вындиноостровское,2015,5.0,Международная
41609403,Вындиноостровское,2015,4.0,Со странами СНГ
41609403,Вындиноостровское,2015,1.0,С другими зарубежными странами
41609403,Вындиноостровское,2015,7.0,Внешняя (для региона)  миграция
41609403,Вындиноостровское,2016,12.0,Межрегиональная
41609403,Вындиноостровское,2016,11.0,Внешняя (для региона)  миграция
41609403,Вындиноостровское,2017,1.0,С другими зарубежными странами
41609403,Вындиноостровское,2019,2.0,Межрегиональная
41609403,Вындиноостровское,2021,23.0,"Миграция, всего"
41609403,Вындиноостровское,2021,19.0,В пределах России
41609403,Вындиноостровское,2021,17.0,Внутрирегиональная
41609403,Вындиноостровское,2021,2.0,Межрегиональная
41609403,Вындиноостровское,2021,4.0,Международная
41609403,Вындиноостровское,2021,2.0,Со странами СНГ
41609403,Вындиноостровское,2021,2.0,С другими зарубежными странами
41609403,Вындиноостровское,2021,6.0,Внешняя (для региона)  миграция
41609403,Вындиноостровское,2022,7.0,Международная
41609403,Вындиноостровское,2022,7.0,Со странами СНГ
41609403,Вындиноостровское,2022,0.0,Внешняя (для региона)  миграция
41609418,Иссадское,2011,80.0,"Миграция, всего"
41609418,Иссадское,2011,71.0,В пределах России
41609418,Иссадское,2011,21.0,Внутрирегиональная
41609418,Иссадское,2011,50.0,Межрегиональная
41609418,Иссадское,2011,9.0,Международная
41609418,Иссадское,2011,5.0,Со странами СНГ
41609418,Иссадское,2011,4.0,С другими зарубежными странами
41609418,Иссадское,2011,59.0,Внешняя (для региона)  миграция
41609418,Иссадское,2012,71.0,"Миграция, всего"
41609418,Иссадское,2012,51.0,В пределах России
41609418,Иссадское,2012,24.0,Внутрирегиональная
41609418,Иссадское,2012,27.0,Межрегиональная
41609418,Иссадское,2012,20.0,Международная
41609418,Иссадское,2012,22.0,Со странами СНГ
41609418,Иссадское,2012,47.0,Внешняя (для региона)  миграция
41609418,Иссадское,2013,10.0,"Миграция, всего"
41609418,Иссадское,2013,4.0,В пределах России
41609418,Иссадское,2013,2.0,Внутрирегиональная
41609418,Иссадское,2013,2.0,Межрегиональная
41609418,Иссадское,2013,6.0,Международная
41609418,Иссадское,2013,2.0,Со странами СНГ
41609418,Иссадское,2013,4.0,С другими зарубежными странами
41609418,Иссадское,2013,8.0,Внешняя (для региона)  миграция
41609418,Иссадское,2014,5.0,"Миграция, всего"
41609418,Иссадское,2014,20.0,В пределах России
41609418,Иссадское,2014,3.0,Внутрирегиональная
41609418,Иссадское,2014,17.0,Межрегиональная
41609418,Иссадское,2014,0.0,С другими зарубежными странами
41609418,Иссадское,2014,2.0,Внешняя (для региона)  миграция
41609418,Иссадское,2015,0.0,Внутрирегиональная
41609418,Иссадское,2015,5.0,Международная
41609418,Иссадское,2015,3.0,Со странами СНГ
41609418,Иссадское,2015,2.0,С другими зарубежными странами
41609418,Иссадское,2016,0.0,Со странами СНГ
41609418,Иссадское,2017,4.0,"Миграция, всего"
41609418,Иссадское,2017,2.0,В пределах России
41609418,Иссадское,2017,9.0,Внутрирегиональная
41609418,Иссадское,2017,2.0,Международная
41609418,Иссадское,2017,4.0,Со странами СНГ
41609418,Иссадское,2018,5.0,Внутрирегиональная
41609418,Иссадское,2018,1.0,Международная
41609418,Иссадское,2018,1.0,Со странами СНГ
41609418,Иссадское,2019,1.0,Межрегиональная
41609418,Иссадское,2019,2.0,Международная
41609418,Иссадское,2019,2.0,Со странами СНГ
41609418,Иссадское,2019,3.0,Внешняя (для региона)  миграция
41609418,Иссадское,2020,0.0,Межрегиональная
41609418,Иссадское,2020,2.0,Международная
41609418,Иссадское,2020,3.0,Со странами СНГ
41609418,Иссадское,2020,2.0,Внешняя (для региона)  миграция
41609418,Иссадское,2021,12.0,Межрегиональная
41609418,Иссадское,2021,4.0,Международная
41609418,Иссадское,2021,4.0,Со странами СНГ
41609418,Иссадское,2021,16.0,Внешняя (для региона)  миграция
41609418,Иссадское,2022,0.0,Международная
41609418,Иссадское,2022,0.0,Со странами СНГ
41609427,Колчановское,2011,18.0,"Миграция, всего"
41609427,Колчановское,2011,4.0,В пределах России
41609427,Колчановское,2011,14.0,Межрегиональная
41609427,Колчановское,2011,14.0,Международная
41609427,Колчановское,2011,11.0,Со странами СНГ
41609427,Колчановское,2011,3.0,С другими зарубежными странами
41609427,Колчановское,2011,28.0,Внешняя (для региона)  миграция
41609427,Колчановское,2012,43.0,Международная
41609427,Колчановское,2012,43.0,Со странами СНГ
41609427,Колчановское,2012,9.0,Внешняя (для региона)  миграция
41609427,Колчановское,2013,9.0,"Миграция, всего"
41609427,Колчановское,2013,82.0,Международная
41609427,Колчановское,2013,81.0,Со странами СНГ
41609427,Колчановское,2013,1.0,С другими зарубежными странами
41609427,Колчановское,2013,18.0,Внешняя (для региона)  миграция
41609427,Колчановское,2014,10.0,Внутрирегиональная
41609427,Колчановское,2014,1.0,С другими зарубежными странами
41609427,Колчановское,2015,5.0,Международная
41609427,Колчановское,2015,4.0,Со странами СНГ
41609427,Колчановское,2015,1.0,С другими зарубежными странами
41609427,Колчановское,2015,3.0,Внешняя (для региона)  миграция
41609427,Колчановское,2017,2.0,Международная
41609427,Колчановское,2017,2.0,Со странами СНГ
41609427,Колчановское,2018,10.0,Международная
41609427,Колчановское,2018,10.0,Со странами СНГ
41609427,Колчановское,2019,6.0,Международная
41609427,Колчановское,2019,7.0,Со странами СНГ
41609427,Колчановское,2020,7.0,Международная
41609427,Колчановское,2020,7.0,Со странами СНГ
41609427,Колчановское,2021,4.0,Международная
41609427,Колчановское,2021,4.0,Со странами СНГ
41609427,Колчановское,2022,4.0,"Миграция, всего"
41609427,Колчановское,2022,7.0,Внутрирегиональная
41609427,Колчановское,2022,12.0,Международная
41609427,Колчановское,2022,12.0,Со странами СНГ
41609444,Пашское,2011,118.0,"Миграция, всего"
41609444,Пашское,2011,106.0,В пределах России
41609444,Пашское,2011,8.0,Внутрирегиональная
41609444,Пашское,2011,98.0,Межрегиональная
41609444,Пашское,2011,12.0,Международная
41609444,Пашское,2011,9.0,Со странами СНГ
41609444,Пашское,2011,3.0,С другими зарубежными странами
41609444,Пашское,2011,110.0,Внешняя (для региона)  миграция
41609444,Пашское,2012,144.0,"Миграция, всего"
41609444,Пашское,2012,41.0,В пределах России
41609444,Пашское,2012,45.0,Межрегиональная
41609444,Пашское,2012,103.0,Международная
41609444,Пашское,2012,103.0,Со странами СНГ
41609444,Пашское,2012,148.0,Внешняя (для региона)  миграция
41609444,Пашское,2013,63.0,"Миграция, всего"
41609444,Пашское,2013,1.0,Межрегиональная
41609444,Пашское,2013,75.0,Международная
41609444,Пашское,2013,72.0,Со странами СНГ
41609444,Пашское,2013,3.0,С другими зарубежными странами
41609444,Пашское,2013,76.0,Внешняя (для региона)  миграция
41609444,Пашское,2014,3.0,С другими зарубежными странами
41609444,Пашское,2016,8.0,Международная
41609444,Пашское,2016,7.0,Со странами СНГ
41609444,Пашское,2016,1.0,С другими зарубежными странами
41609444,Пашское,2017,1.0,Международная
41609444,Пашское,2017,1.0,Со странами СНГ
41609444,Пашское,2018,9.0,"Миграция, всего"
41609444,Пашское,2018,6.0,Межрегиональная
41609444,Пашское,2018,14.0,Международная
41609444,Пашское,2018,13.0,Со странами СНГ
41609444,Пашское,2018,1.0,С другими зарубежными странами
41609444,Пашское,2018,20.0,Внешняя (для региона)  миграция
41609444,Пашское,2019,20.0,Международная
41609444,Пашское,2019,21.0,Со странами СНГ
41609444,Пашское,2019,15.0,Внешняя (для региона)  миграция
41609444,Пашское,2020,22.0,Международная
41609444,Пашское,2020,20.0,Со странами СНГ
41609444,Пашское,2020,2.0,С другими зарубежными странами
41609444,Пашское,2020,3.0,Внешняя (для региона)  миграция
41609444,Пашское,2021,13.0,Межрегиональная
41609444,Пашское,2021,12.0,Международная
41609444,Пашское,2021,12.0,Со странами СНГ
41609444,Пашское,2021,25.0,Внешняя (для региона)  миграция
41609450,Потанинское,2011,21.0,"Миграция, всего"
41609450,Потанинское,2011,20.0,В пределах России
41609450,Потанинское,2011,22.0,Межрегиональная
41609450,Потанинское,2011,1.0,Международная
41609450,Потанинское,2011,1.0,Со странами СНГ
41609450,Потанинское,2011,23.0,Внешняя (для региона)  миграция
41609450,Потанинское,2012,4.0,Межрегиональная
41609450,Потанинское,2012,3.0,Международная
41609450,Потанинское,2012,2.0,Со странами СНГ
41609450,Потанинское,2012,1.0,С другими зарубежными странами
41609450,Потанинское,2012,7.0,Внешняя (для региона)  миграция
41609450,Потанинское,2013,5.0,Международная
41609450,Потанинское,2013,6.0,Со странами СНГ
41609450,Потанинское,2013,2.0,Внешняя (для региона)  миграция
41609450,Потанинское,2014,18.0,"Миграция, всего"
41609450,Потанинское,2014,7.0,В пределах России
41609450,Потанинское,2014,9.0,Межрегиональная
41609450,Потанинское,2014,11.0,Международная
41609450,Потанинское,2014,11.0,Со странами СНГ
41609450,Потанинское,2014,20.0,Внешняя (для региона)  миграция
41609450,Потанинское,2015,0.0,"Миграция, всего"
41609450,Потанинское,2015,0.0,Межрегиональная
41609450,Потанинское,2015,4.0,Международная
41609450,Потанинское,2015,2.0,Со странами СНГ
41609450,Потанинское,2015,2.0,С другими зарубежными странами
41609450,Потанинское,2015,4.0,Внешняя (для региона)  миграция
41609450,Потанинское,2016,0.0,"Миграция, всего"
41609450,Потанинское,2016,0.0,Внутрирегиональная
41609450,Потанинское,2016,2.0,Международная
41609450,Потанинское,2016,2.0,Со странами СНГ
41609450,Потанинское,2016,0.0,Внешняя (для региона)  миграция
41609450,Потанинское,2017,14.0,Межрегиональная
41609450,Потанинское,2017,3.0,Международная
41609450,Потанинское,2017,3.0,Со странами СНГ
41609450,Потанинское,2017,17.0,Внешняя (для региона)  миграция
41609450,Потанинское,2018,9.0,"Миграция, всего"
41609450,Потанинское,2018,9.0,В пределах России
41609450,Потанинское,2018,12.0,Межрегиональная
41609450,Потанинское,2018,0.0,Международная
41609450,Потанинское,2018,1.0,Со странами СНГ
41609450,Потанинское,2018,12.0,Внешняя (для региона)  миграция
41609450,Потанинское,2019,4.0,Международная
41609450,Потанинское,2019,4.0,Со странами СНГ
41609450,Потанинское,2019,3.0,Внешняя (для региона)  миграция
41609450,Потанинское,2021,21.0,"Миграция, всего"
41609450,Потанинское,2021,16.0,В пределах России
41609450,Потанинское,2021,5.0,Внутрирегиональная
41609450,Потанинское,2021,11.0,Межрегиональная
41609450,Потанинское,2021,5.0,Международная
41609450,Потанинское,2021,5.0,Со странами СНГ
41609450,Потанинское,2021,16.0,Внешняя (для региона)  миграция
41609450,Потанинское,2022,1.0,Межрегиональная
41609453,Бережковское,2011,20.0,"Миграция, всего"
41609453,Бережковское,2011,5.0,В пределах России
41609453,Бережковское,2011,26.0,Межрегиональная
41609453,Бережковское,2011,15.0,Международная
41609453,Бережковское,2011,14.0,Со странами СНГ
41609453,Бережковское,2011,1.0,С другими зарубежными странами
41609453,Бережковское,2011,41.0,Внешняя (для региона)  миграция
41609453,Бережковское,2012,58.0,"Миграция, всего"
41609453,Бережковское,2012,28.0,В пределах России
41609453,Бережковское,2012,1.0,Внутрирегиональная
41609453,Бережковское,2012,27.0,Межрегиональная
41609453,Бережковское,2012,30.0,Международная
41609453,Бережковское,2012,28.0,Со странами СНГ
41609453,Бережковское,2012,2.0,С другими зарубежными странами
41609453,Бережковское,2012,57.0,Внешняя (для региона)  миграция
41609453,Бережковское,2013,17.0,Международная
41609453,Бережковское,2013,17.0,Со странами СНГ
41609453,Бережковское,2013,5.0,Внешняя (для региона)  миграция
41609453,Бережковское,2014,6.0,Межрегиональная
41609453,Бережковское,2014,1.0,Международная
41609453,Бережковское,2014,2.0,С другими зарубежными странами
41609453,Бережковское,2014,7.0,Внешняя (для региона)  миграция
41609453,Бережковское,2015,0.0,"Миграция, всего"
41609453,Бережковское,2015,0.0,Межрегиональная
41609453,Бережковское,2015,2.0,Международная
41609453,Бережковское,2015,3.0,Со странами СНГ
41609453,Бережковское,2015,2.0,Внешняя (для региона)  миграция
41609453,Бережковское,2016,8.0,"Миграция, всего"
41609453,Бережковское,2016,11.0,Межрегиональная
41609453,Бережковское,2016,9.0,Международная
41609453,Бережковское,2016,9.0,Со странами СНГ
41609453,Бережковское,2016,20.0,Внешняя (для региона)  миграция
41609453,Бережковское,2017,3.0,Внутрирегиональная
41609453,Бережковское,2017,0.0,Международная
41609453,Бережковское,2017,0.0,Со странами СНГ
41609453,Бережковское,2018,24.0,"Миграция, всего"
41609453,Бережковское,2018,23.0,В пределах России
41609453,Бережковское,2018,5.0,Внутрирегиональная
41609453,Бережковское,2018,18.0,Межрегиональная
41609453,Бережковское,2018,1.0,Международная
41609453,Бережковское,2018,1.0,Со странами СНГ
41609453,Бережковское,2018,19.0,Внешняя (для региона)  миграция
41609453,Бережковское,2019,10.0,Международная
41609453,Бережковское,2019,9.0,Со странами СНГ
41609453,Бережковское,2019,1.0,С другими зарубежными странами
41609453,Бережковское,2019,9.0,Внешняя (для региона)  миграция
41609453,Бережковское,2020,32.0,"Миграция, всего"
41609453,Бережковское,2020,9.0,В пределах России
41609453,Бережковское,2020,12.0,Межрегиональная
41609453,Бережковское,2020,23.0,Международная
41609453,Бережковское,2020,23.0,Со странами СНГ
41609453,Бережковское,2020,35.0,Внешняя (для региона)  миграция
41609453,Бережковское,2021,12.0,Международная
41609453,Бережковское,2021,12.0,Со странами СНГ
41609453,Бережковское,2022,1.0,Международная
41609453,Бережковское,2022,1.0,Со странами СНГ
41609461,Селивановское,2011,1.0,"Миграция, всего"
41609461,Селивановское,2011,8.0,Международная
41609461,Селивановское,2011,4.0,Со странами СНГ
41609461,Селивановское,2011,4.0,С другими зарубежными странами
41609461,Селивановское,2011,7.0,Внешняя (для региона)  миграция
41609461,Селивановское,2012,75.0,"Миграция, всего"
41609461,Селивановское,2012,46.0,В пределах России
41609461,Селивановское,2012,51.0,Межрегиональная
41609461,Селивановское,2012,29.0,Международная
41609461,Селивановское,2012,27.0,Со странами СНГ
41609461,Селивановское,2012,2.0,С другими зарубежными странами
41609461,Селивановское,2012,80.0,Внешняя (для региона)  миграция
41609461,Селивановское,2013,61.0,"Миграция, всего"
41609461,Селивановское,2013,81.0,Международная
41609461,Селивановское,2013,78.0,Со странами СНГ
41609461,Селивановское,2013,3.0,С другими зарубежными странами
41609461,Селивановское,2013,72.0,Внешняя (для региона)  миграция
41609461,Селивановское,2015,3.0,"Миграция, всего"
41609461,Селивановское,2015,2.0,В пределах России
41609461,Селивановское,2015,3.0,Внутрирегиональная
41609461,Селивановское,2015,1.0,Международная
41609461,Селивановское,2015,3.0,Со странами СНГ
41609461,Селивановское,2015,0.0,Внешняя (для региона)  миграция
41609461,Селивановское,2016,4.0,"Миграция, всего"
41609461,Селивановское,2016,1.0,В пределах России
41609461,Селивановское,2016,9.0,Межрегиональная
41609461,Селивановское,2016,3.0,Международная
41609461,Селивановское,2016,3.0,Со странами СНГ
41609461,Селивановское,2016,12.0,Внешняя (для региона)  миграция
41609461,Селивановское,2017,6.0,Межрегиональная
41609461,Селивановское,2017,6.0,Внешняя (для региона)  миграция
41609461,Селивановское,2018,6.0,Международная
41609461,Селивановское,2018,6.0,Со странами СНГ
41609461,Селивановское,2019,9.0,Международная
41609461,Селивановское,2019,7.0,Со странами СНГ
41609461,Селивановское,2019,2.0,С другими зарубежными странами
41609461,Селивановское,2020,1.0,Межрегиональная
41609461,Селивановское,2020,4.0,Международная
41609461,Селивановское,2020,3.0,Со странами СНГ
41609461,Селивановское,2020,1.0,С другими зарубежными странами
41609461,Селивановское,2020,5.0,Внешняя (для региона)  миграция
41609461,Селивановское,2021,10.0,"Миграция, всего"
41609461,Селивановское,2021,9.0,В пределах России
41609461,Селивановское,2021,13.0,Межрегиональная
41609461,Селивановское,2021,1.0,Международная
41609461,Селивановское,2021,1.0,Со странами СНГ
41609461,Селивановское,2021,14.0,Внешняя (для региона)  миграция
41609461,Селивановское,2022,2.0,Международная
41609461,Селивановское,2022,2.0,Со странами СНГ
41609462,Староладожское,2011,64.0,"Миграция, всего"
41609462,Староладожское,2011,62.0,В пределах России
41609462,Староладожское,2011,10.0,Внутрирегиональная
41609462,Староладожское,2011,52.0,Межрегиональная
41609462,Староладожское,2011,2.0,Международная
41609462,Староладожское,2011,2.0,Со странами СНГ
41609462,Староладожское,2011,54.0,Внешняя (для региона)  миграция
41609462,Староладожское,2012,14.0,"Миграция, всего"
41609462,Староладожское,2012,2.0,В пределах России
41609462,Староладожское,2012,10.0,Межрегиональная
41609462,Староладожское,2012,12.0,Международная
41609462,Староладожское,2012,11.0,Со странами СНГ
41609462,Староладожское,2012,1.0,С другими зарубежными странами
41609462,Староладожское,2012,22.0,Внешняя (для региона)  миграция
41609462,Староладожское,2013,9.0,"Миграция, всего"
41609462,Староладожское,2013,34.0,Международная
41609462,Староладожское,2013,33.0,Со странами СНГ
41609462,Староладожское,2013,1.0,С другими зарубежными странами
41609462,Староладожское,2013,14.0,Внешняя (для региона)  миграция
41609462,Староладожское,2014,2.0,Межрегиональная
41609462,Староладожское,2015,2.0,Международная
41609462,Староладожское,2015,2.0,Со странами СНГ
41609462,Староладожское,2016,2.0,Международная
41609462,Староладожское,2016,1.0,Со странами СНГ
41609462,Староладожское,2016,1.0,С другими зарубежными странами
41609462,Староладожское,2017,3.0,Межрегиональная
41609462,Староладожское,2017,2.0,Международная
41609462,Староладожское,2017,1.0,Со странами СНГ
41609462,Староладожское,2017,1.0,С другими зарубежными странами
41609462,Староладожское,2017,5.0,Внешняя (для региона)  миграция
41609462,Староладожское,2018,10.0,Межрегиональная
41609462,Староладожское,2018,2.0,С другими зарубежными странами
41609462,Староладожское,2018,9.0,Внешняя (для региона)  миграция
41609462,Староладожское,2019,8.0,"Миграция, всего"
41609462,Староладожское,2019,0.0,В пределах России
41609462,Староладожское,2019,3.0,Межрегиональная
41609462,Староладожское,2019,8.0,Международная
41609462,Староладожское,2019,9.0,Со странами СНГ
41609462,Староладожское,2019,11.0,Внешняя (для региона)  миграция
41609462,Староладожское,2020,9.0,Межрегиональная
41609462,Староладожское,2020,11.0,Международная
41609462,Староладожское,2020,11.0,Со странами СНГ
41609462,Староладожское,2020,20.0,Внешняя (для региона)  миграция
41609462,Староладожское,2021,16.0,"Миграция, всего"
41609462,Староладожское,2021,18.0,В пределах России
41609462,Староладожское,2021,12.0,Внутрирегиональная
41609462,Староладожское,2021,6.0,Межрегиональная
41609462,Староладожское,2021,4.0,Внешняя (для региона)  миграция
41609462,Староладожское,2022,2.0,Межрегиональная
41609462,Староладожское,2022,0.0,Внешняя (для региона)  миграция
41609465,Усадищенское,2011,29.0,"Миграция, всего"
41609465,Усадищенское,2011,19.0,В пределах России
41609465,Усадищенское,2011,14.0,Внутрирегиональная
41609465,Усадищенское,2011,5.0,Межрегиональная
41609465,Усадищенское,2011,10.0,Международная
41609465,Усадищенское,2011,10.0,Со странами СНГ
41609465,Усадищенское,2011,15.0,Внешняя (для региона)  миграция
41609465,Усадищенское,2012,15.0,"Миграция, всего"
41609465,Усадищенское,2012,13.0,В пределах России
41609465,Усадищенское,2012,8.0,Внутрирегиональная
41609465,Усадищенское,2012,5.0,Межрегиональная
41609465,Усадищенское,2012,2.0,Международная
41609465,Усадищенское,2012,2.0,Со странами СНГ
41609465,Усадищенское,2012,7.0,Внешняя (для региона)  миграция
41609465,Усадищенское,2013,15.0,"Миграция, всего"
41609465,Усадищенское,2013,4.0,В пределах России
41609465,Усадищенское,2013,8.0,Внутрирегиональная
41609465,Усадищенское,2013,11.0,Международная
41609465,Усадищенское,2013,11.0,Со странами СНГ
41609465,Усадищенское,2013,7.0,Внешняя (для региона)  миграция
41609465,Усадищенское,2014,24.0,"Миграция, всего"
41609465,Усадищенское,2014,22.0,В пределах России
41609465,Усадищенское,2014,25.0,Межрегиональная
41609465,Усадищенское,2014,2.0,Международная
41609465,Усадищенское,2014,2.0,Со странами СНГ
41609465,Усадищенское,2014,27.0,Внешняя (для региона)  миграция
41609465,Усадищенское,2015,3.0,"Миграция, всего"
41609465,Усадищенское,2015,1.0,Межрегиональная
41609465,Усадищенское,2015,4.0,Международная
41609465,Усадищенское,2015,4.0,Со странами СНГ
41609465,Усадищенское,2015,5.0,Внешняя (для региона)  миграция
41609465,Усадищенское,2016,5.0,Международная
41609465,Усадищенское,2016,5.0,Со странами СНГ
41609465,Усадищенское,2016,2.0,Внешняя (для региона)  миграция
41609465,Усадищенское,2017,16.0,Межрегиональная
41609465,Усадищенское,2017,3.0,Международная
41609465,Усадищенское,2017,3.0,Со странами СНГ
41609465,Усадищенское,2017,19.0,Внешняя (для региона)  миграция
41609465,Усадищенское,2018,11.0,"Миграция, всего"
41609465,Усадищенское,2018,4.0,В пределах России
41609465,Усадищенское,2018,6.0,Межрегиональная
41609465,Усадищенское,2018,7.0,Международная
41609465,Усадищенское,2018,7.0,Со странами СНГ
41609465,Усадищенское,2018,13.0,Внешняя (для региона)  миграция
41609465,Усадищенское,2019,4.0,Межрегиональная
41609465,Усадищенское,2019,3.0,Международная
41609465,Усадищенское,2019,2.0,Со странами СНГ
41609465,Усадищенское,2019,1.0,С другими зарубежными странами
41609465,Усадищенское,2019,7.0,Внешняя (для региона)  миграция
41609465,Усадищенское,2020,2.0,Межрегиональная
41609465,Усадищенское,2020,5.0,Международная
41609465,Усадищенское,2020,5.0,Со странами СНГ
41609465,Усадищенское,2020,7.0,Внешняя (для региона)  миграция
41609465,Усадищенское,2021,3.0,Межрегиональная
41609465,Усадищенское,2021,9.0,Международная
41609465,Усадищенское,2021,9.0,Со странами СНГ
41609465,Усадищенское,2021,12.0,Внешняя (для региона)  миграция
41609465,Усадищенское,2022,11.0,Международная
41609465,Усадищенское,2022,12.0,Со странами СНГ
41609465,Усадищенское,2022,9.0,Внешняя (для региона)  миграция
41609468,Хваловское,2011,3.0,Международная
41609468,Хваловское,2011,2.0,Со странами СНГ
41609468,Хваловское,2011,1.0,С другими зарубежными странами
41609468,Хваловское,2012,11.0,Внутрирегиональная
41609468,Хваловское,2012,3.0,Международная
41609468,Хваловское,2012,3.0,Со странами СНГ
41609468,Хваловское,2013,3.0,Международная
41609468,Хваловское,2013,3.0,Со странами СНГ
41609468,Хваловское,2014,1.0,"Миграция, всего"
41609468,Хваловское,2014,0.0,В пределах России
41609468,Хваловское,2014,1.0,Межрегиональная
41609468,Хваловское,2014,1.0,Международная
41609468,Хваловское,2014,0.0,Со странами СНГ
41609468,Хваловское,2014,1.0,С другими зарубежными странами
41609468,Хваловское,2014,2.0,Внешняя (для региона)  миграция
41609468,Хваловское,2015,0.0,Межрегиональная
41609468,Хваловское,2015,5.0,Международная
41609468,Хваловское,2015,5.0,Со странами СНГ
41609468,Хваловское,2015,5.0,Внешняя (для региона)  миграция
41609468,Хваловское,2016,2.0,Международная
41609468,Хваловское,2016,2.0,Со странами СНГ
41609468,Хваловское,2017,1.0,Межрегиональная
41609468,Хваловское,2017,0.0,Международная
41609468,Хваловское,2017,0.0,С другими зарубежными странами
41609468,Хваловское,2017,1.0,Внешняя (для региона)  миграция
41609468,Хваловское,2019,1.0,Международная
41609468,Хваловское,2019,1.0,Со странами СНГ
41609468,Хваловское,2020,2.0,Международная
41609468,Хваловское,2020,2.0,Со странами СНГ
41609468,Хваловское,2021,4.0,"Миграция, всего"
41609468,Хваловское,2021,6.0,Межрегиональная
41609468,Хваловское,2021,5.0,Международная
41609468,Хваловское,2021,5.0,Со странами СНГ
41609468,Хваловское,2021,11.0,Внешняя (для региона)  миграция
41609468,Хваловское,2022,0.0,Международная
41609468,Хваловское,2022,0.0,Со странами СНГ
41609471,Кисельнинское,2011,76.0,"Миграция, всего"
41609471,Кисельнинское,2011,62.0,В пределах России
41609471,Кисельнинское,2011,40.0,Внутрирегиональная
41609471,Кисельнинское,2011,22.0,Межрегиональная
41609471,Кисельнинское,2011,14.0,Международная
41609471,Кисельнинское,2011,13.0,Со странами СНГ
41609471,Кисельнинское,2011,1.0,С другими зарубежными странами
41609471,Кисельнинское,2011,36.0,Внешняя (для региона)  миграция
41609471,Кисельнинское,2012,84.0,"Миграция, всего"
41609471,Кисельнинское,2012,58.0,В пределах России
41609471,Кисельнинское,2012,18.0,Внутрирегиональная
41609471,Кисельнинское,2012,40.0,Межрегиональная
41609471,Кисельнинское,2012,26.0,Международная
41609471,Кисельнинское,2012,25.0,Со странами СНГ
41609471,Кисельнинское,2012,1.0,С другими зарубежными странами
41609471,Кисельнинское,2012,66.0,Внешняя (для региона)  миграция
41609471,Кисельнинское,2013,65.0,"Миграция, всего"
41609471,Кисельнинское,2013,9.0,Межрегиональная
41609471,Кисельнинское,2013,67.0,Международная
41609471,Кисельнинское,2013,57.0,Со странами СНГ
41609471,Кисельнинское,2013,10.0,С другими зарубежными странами
41609471,Кисельнинское,2013,76.0,Внешняя (для региона)  миграция
41609471,Кисельнинское,2014,2.0,С другими зарубежными странами
41609471,Кисельнинское,2015,10.0,Международная
41609471,Кисельнинское,2015,10.0,Со странами СНГ
41609471,Кисельнинское,2015,0.0,С другими зарубежными странами
41609471,Кисельнинское,2015,3.0,Внешняя (для региона)  миграция
41609471,Кисельнинское,2016,6.0,"Миграция, всего"
41609471,Кисельнинское,2016,4.0,Межрегиональная
41609471,Кисельнинское,2016,10.0,Международная
41609471,Кисельнинское,2016,9.0,Со странами СНГ
41609471,Кисельнинское,2016,1.0,С другими зарубежными странами
41609471,Кисельнинское,2016,14.0,Внешняя (для региона)  миграция
41609471,Кисельнинское,2017,6.0,"Миграция, всего"
41609471,Кисельнинское,2017,4.0,Межрегиональная
41609471,Кисельнинское,2017,12.0,Международная
41609471,Кисельнинское,2017,13.0,Со странами СНГ
41609471,Кисельнинское,2017,16.0,Внешняя (для региона)  миграция
41609471,Кисельнинское,2018,11.0,"Миграция, всего"
41609471,Кисельнинское,2018,11.0,Межрегиональная
41609471,Кисельнинское,2018,12.0,Международная
41609471,Кисельнинское,2018,13.0,Со странами СНГ
41609471,Кисельнинское,2018,23.0,Внешняя (для региона)  миграция
41609471,Кисельнинское,2019,8.0,"Миграция, всего"
41609471,Кисельнинское,2019,3.0,Межрегиональная
41609471,Кисельнинское,2019,18.0,Международная
41609471,Кисельнинское,2019,11.0,Со странами СНГ
41609471,Кисельнинское,2019,7.0,С другими зарубежными странами
41609471,Кисельнинское,2019,21.0,Внешняя (для региона)  миграция
41609471,Кисельнинское,2020,21.0,"Миграция, всего"
41609471,Кисельнинское,2020,3.0,В пределах России
41609471,Кисельнинское,2020,14.0,Межрегиональная
41609471,Кисельнинское,2020,18.0,Международная
41609471,Кисельнинское,2020,17.0,Со странами СНГ
41609471,Кисельнинское,2020,1.0,С другими зарубежными странами
41609471,Кисельнинское,2020,32.0,Внешняя (для региона)  миграция
41609471,Кисельнинское,2021,11.0,"Миграция, всего"
41609471,Кисельнинское,2021,2.0,Внутрирегиональная
41609471,Кисельнинское,2021,20.0,Международная
41609471,Кисельнинское,2021,15.0,Со странами СНГ
41609471,Кисельнинское,2021,5.0,С другими зарубежными странами
41609471,Кисельнинское,2021,9.0,Внешняя (для региона)  миграция
41609471,Кисельнинское,2022,19.0,"Миграция, всего"
41609471,Кисельнинское,2022,4.0,В пределах России
41609471,Кисельнинское,2022,17.0,Межрегиональная
