name,year,inflow
Жоговская волость,2022,124.0
Линовская волость,2022,36.0
Себежский муниципальный район,2022,550.0
Себеж,2022,253.0
Идрица,2022,147.0
Сосновый Бор,2022,73.0
Глембочинская волость,2022,73.0
Красноармейская волость,2022,4.0
ND,2022,237.0
Струги Красные,2022,171.0
Марьинская волость (с 2010 г. объединены Симанологская и Марьинская волости),2022,28.0
Новосельская волость,2022,38.0
Усвятский муниципальный район,2022,208.0
Усвяты,2022,115.0
Усвятская волость,2022,60.0
Церковищенская волость,2022,33.0
город Псков,2022,5786.0
город Великие Луки,2022,3268.0
Азовский муниципальный район,2022,3894.0
Александровское,2022,163.0
Елизаветинское,2022,108.0
Елизаветовское,2022,91.0
Задонское,2022,295.0
Кагальницкое,2022,251.0
Калиновское,2022,85.0
Красносадовское,2022,268.0
Круглянское,2022,144.0
Кугейское,2022,127.0
Кулешовское,2022,549.0
Маргаритовское,2022,95.0
Новоалександровское,2022,265.0
Обильненское,2022,528.0
Отрадовское,2022,56.0
Пешковское,2022,239.0
Рогожкинское,2022,36.0
Самарское,2022,508.0
Семибалковское,2022,86.0
Аксайский муниципальный район,2022,5668.0
Аксайское,2022,1663.0
Большелогское,2022,975.0
Верхнеподпольненское,2022,64.0
Грушевское,2022,136.0
Истоминское,2022,134.0
Ленинское,2022,79.0
Мишкинское,2022,133.0
Щепкинское,2022,1494.0
Ольгинское,2022,316.0
Рассветовское,2022,616.0
Старочеркасское,2022,58.0
Багаевский муниципальный район,2022,824.0
Ажиновское,2022,43.0
Багаевское,2022,503.0
Елкинское,2022,77.0
Красненское,2022,128.0
Манычское,2022,73.0
Белокалитвинский муниципальный район,2022,1579.0
Белокалитвинское,2022,688.0
Шолоховское,2022,207.0
Богураевское,2022,54.0
Горняцкое,2022,130.0
Грушево-Дубовское,2022,24.0
Ильинское,2022,38.0
Коксовское,2022,135.0
Краснодонецкое,2022,58.0
Рудаковское,2022,39.0
Литвиновское,2022,44.0
Нижнепоповское,2022,50.0
Синегорское,2022,112.0
Боковский муниципальный район,2022,271.0
Боковское,2022,136.0
Верхнечирское,2022,17.0
Грачевское,2022,34.0
Каргинское,2022,28.0
Краснозоринское,2022,10.0
Краснокутское,2022,25.0
Земцовское,2022,21.0
Верхнедонской муниципальный район,2022,604.0
Верхняковское,2022,27.0
Казанское,2022,274.0
Казансколопатинское,2022,15.0
Мешковское,2022,63.0
Мещеряковское,2022,56.0
Мигулинское,2022,17.0
Нижнебыковское,2022,14.0
Солонцовское,2022,24.0
Тубянское,2022,44.0
Шумилинское,2022,70.0
Веселовский муниципальный район,2022,657.0
Верхнесоленовское,2022,185.0
Веселовское,2022,271.0
Краснооктябрьское,2022,82.0
Позднеевское,2022,119.0
Волгодонской муниципальный район,2022,1156.0
Добровольское,2022,69.0
Дубенцовское,2022,99.0
Победенское,2022,112.0
Потаповское,2022,169.0
Прогрессовское,2022,48.0
Романовское,2022,519.0
Рябичевское,2022,140.0
Дубовский муниципальный район,2022,501.0
Андреевское,2022,43.0
Барабанщиковское,2022,31.0
Вербовологовское,2022,15.0
Веселовское,2022,36.0
Гуреевское,2022,14.0
Дубовское,2022,164.0
Жуковское,2022,50.0
Комиссаровское,2022,34.0
Малолученское,2022,24.0
Мирненское,2022,18.0
Присальское,2022,21.0
Романовское,2022,26.0
Семичанское,2022,25.0
Егорлыкский муниципальный район,2022,353.0
Балко-Грузское,2022,18.0
Войновское,2022,11.0
Егорлыкское,2022,233.0
Ильинское,2022,14.0
Кавалерское,2022,23.0
Новороговское,2022,12.0
Объединенное,2022,18.0
Роговское,2022,11.0
Шаумяновское,2022,13.0
Заветинский муниципальный район,2022,337.0
Заветинское,2022,85.0
Никольское,2022,49.0
Киселевское,2022,23.0
Кичкинское,2022,44.0
Тюльпановское,2022,12.0
Фоминское,2022,51.0
Савдянское,2022,24.0
Федосеевское,2022,24.0
Шебалинское,2022,25.0
Зерноградский муниципальный район,2022,1113.0
Зерноградское,2022,576.0
Большеталовское,2022,39.0
Гуляй-Борисовское,2022,96.0
Донское,2022,37.0
Конзаводское,2022,73.0
Красноармейское,2022,45.0
Манычское,2022,56.0
Мечетинское,2022,141.0
Россошинское,2022,50.0
Зимовниковский муниципальный район,2022,787.0
Верхнесеребряковское,2022,46.0
Гашунское,2022,19.0
Глубочанское,2022,52.0
Зимовниковское,2022,359.0
Камышевское,2022,49.0
Кировское,2022,34.0
Кутейниковское,2022,78.0
Ленинское,2022,46.0
Мокрогашунское,2022,35.0
Савоськинское,2022,26.0
Северное,2022,43.0
Кагальницкий муниципальный район,2022,947.0
Иваново-Шамшевское,2022,72.0
Кагальницкое,2022,267.0
Калининское,2022,67.0
Кировское,2022,251.0
Мокробатайское,2022,116.0
Новобатайское,2022,112.0
Родниковское,2022,37.0
Хомутовское,2022,25.0
Каменский муниципальный район,2022,398.0
Глубокинское,2022,89.0
Астаховское,2022,23.0
Богдановское,2022,59.0
Волченское,2022,14.0
Гусевское,2022,6.0
Калитвенское,2022,16.0
Красновское,2022,64.0
Малокаменское,2022,13.0
Пиховкинское,2022,20.0
Груциновское,2022,15.0
Старостаничное,2022,70.0
Уляшкинское,2022,9.0
Кашарский муниципальный район,2022,400.0
Верхнемакеевское,2022,32.0
Верхнесвечниковское,2022,20.0
Вяжинское,2022,16.0
Индустриальное,2022,14.0
Кашарское,2022,141.0
Киевское,2022,34.0
Первомайское,2022,40.0
Поповское,2022,41.0
Талловеровское,2022,30.0
Фомино-Свечниковское,2022,32.0
Константиновский муниципальный район,2022,707.0
Константиновское,2022,459.0
Авиловское,2022,24.0
Богоявленское,2022,42.0
Гапкинское,2022,34.0
Николаевское,2022,74.0
Почтовское,2022,40.0
Стычновское,2022,34.0
Красносулинский муниципальный район,2022,2343.0
Красносулинское,2022,938.0
Горненское,2022,72.0
Углеродовское,2022,97.0
Божковское,2022,105.0
Владимировское,2022,39.0
Гуково-Гнилушевское,2022,117.0
Долотинское,2022,31.0
Киселевское,2022,158.0
Ковалевское,2022,322.0
Комиссаровское,2022,204.0
Михайловское,2022,39.0
Пролетарское,2022,58.0
Садковское,2022,43.0
Табунщиковское,2022,51.0
Ударниковское,2022,69.0
Куйбышевский муниципальный район,2022,545.0
Кринично-Лугское,2022,172.0
Куйбышевское,2022,287.0
Лысогорское,2022,86.0
Мартыновский муниципальный район,2022,1222.0
Большеорловское,2022,213.0
Зеленолугское,2022,153.0
Ильиновское,2022,36.0
Комаровское,2022,93.0
Малоорловское,2022,160.0
Мартыновское,2022,264.0
Новоселовское,2022,47.0
Рубашкинское,2022,90.0
Южненское,2022,166.0
Матвеево-Курганский муниципальный район,2022,5470.0
Алексеевское,2022,844.0
Анастасиевское,2022,449.0
Большекирсановское,2022,330.0
Екатериновское,2022,1478.0
Малокирсановское,2022,478.0
Матвеево-Курганское,2022,1001.0
Новониколаевское,2022,404.0
Ряженское,2022,486.0
Миллеровский муниципальный район,2022,1067.0
Миллеровское,2022,560.0
Верхнеталовское,2022,37.0
Волошинское,2022,66.0
Дегтевское,2022,24.0
Колодезянское,2022,24.0
Криворожское,2022,52.0
Треневское,2022,94.0
Мальчевское,2022,49.0
Ольхово-Рогское,2022,38.0
Первомайское,2022,35.0
Сулинское,2022,49.0
Титовское,2022,26.0
Туриловское,2022,13.0
Милютинский муниципальный район,2022,154.0
Лукичевское,2022,18.0
Маньково-Березовское,2022,24.0
Милютинское,2022,49.0
Николо-Березовское,2022,19.0
Орловское,2022,6.0
Светочниковское,2022,4.0
Селивановское,2022,34.0
Морозовский муниципальный район,2022,977.0
Морозовское,2022,671.0
Широко-Атамановское,2022,53.0
Вознесенское,2022,31.0
Вольно-Донское,2022,32.0
Гагаринское,2022,19.0
Грузиновское,2022,29.0
Знаменское,2022,40.0
Костино-Быстрянское,2022,43.0
Парамоновское,2022,59.0
Мясниковский муниципальный район,2022,2262.0
Большесальское,2022,209.0
Калининское,2022,117.0
Краснокрымское,2022,1061.0
Крымское,2022,225.0
Петровское,2022,56.0
Недвиговское,2022,139.0
Чалтырское,2022,455.0
Неклиновский муниципальный район,2022,5421.0
Большенеклиновское,2022,130.0
Вареновское,2022,378.0
Васильево-Ханжоновское,2022,185.0
Платовское,2022,172.0
Поляковское,2022,393.0
Лакедемоновское,2022,211.0
Андреево-Мелентьевское,2022,186.0
Натальевское,2022,152.0
Николаевское,2022,585.0
Новобессергеневское,2022,1020.0
Носовское,2022,85.0
Покровское,2022,496.0
Приморское,2022,251.0
Самбекское,2022,150.0
Синявское,2022,243.0
Советинское,2022,198.0
Троицкое,2022,318.0
Федоровское,2022,268.0
Обливский муниципальный район,2022,459.0
Александровское,2022,16.0
Алексеевское,2022,24.0
Каштановское,2022,22.0
Обливское,2022,319.0
Караичевское,2022,18.0
Солонецкое,2022,25.0
Нестеркинское,2022,35.0
Октябрьский муниципальный район,2022,2543.0
Каменоломненское,2022,344.0
Алексеевское,2022,73.0
Артемовское,2022,104.0
Бессергеневское,2022,124.0
Керчикское,2022,30.0
Коммунарское,2022,98.0
Краснолучское,2022,27.0
Краснокутское,2022,109.0
Красюковское,2022,162.0
Кривянское,2022,186.0
Мокрологское,2022,64.0
Персиановское,2022,1222.0
Орловский муниципальный район,2022,759.0
Волочаевское,2022,30.0
Донское,2022,36.0
Каменно-Балковское,2022,46.0
Камышевское,2022,39.0
Красноармейское,2022,114.0
Курганенское,2022,28.0
Майорское,2022,17.0
Орловское,2022,350.0
Островянское,2022,39.0
Пролетарское,2022,22.0
Луганское,2022,38.0
Песчанокопский муниципальный район,2022,314.0
Богородицкое,2022,37.0
Жуковское,2022,24.0
Зареченское,2022,6.0
Краснополянское,2022,32.0
Летницкое,2022,19.0
Песчанокопское,2022,132.0
Поливянское,2022,15.0
Развильненское,2022,40.0
Рассыпненское,2022,9.0
Пролетарский муниципальный район,2022,750.0
Пролетарское,2022,467.0
Буденновское,2022,71.0
Дальненское,2022,26.0
Ковринское,2022,19.0
Мокроельмутянское,2022,33.0
Николаевское,2022,32.0
Огневское,2022,12.0
Опенкинское,2022,21.0
Суховское,2022,47.0
Уютненское,2022,22.0
Ремонтненский муниципальный район,2022,456.0
Валуевское,2022,30.0
Денисовское,2022,21.0
Калининское,2022,35.0
Киевское,2022,11.0
Кормовское,2022,45.0
Краснопартизанское,2022,27.0
Первомайское,2022,47.0
Подгорненское,2022,38.0
Привольненское,2022,40.0
Ремонтненское,2022,162.0
Родионово-Несветайский муниципальный район,2022,982.0
Барило-Крепинское,2022,255.0
Болдыревское,2022,106.0
Большекрепинское,2022,137.0
Волошинское,2022,80.0
Кутейниковское,2022,152.0
Родионово-Несветайское,2022,252.0
Сальский муниципальный район,2022,1797.0
Сальское,2022,1014.0
Буденновское,2022,48.0
Гигантовское,2022,265.0
Екатериновское,2022,83.0
Ивановское,2022,34.0
Кручено-Балковское,2022,69.0
Манычское,2022,20.0
Новоегорлыкское,2022,97.0
Рыбасовское,2022,27.0
Сандатовское,2022,95.0
Юловское,2022,45.0
Семикаракорский муниципальный район,2022,1490.0
Семикаракорское,2022,661.0
Бакланниковское,2022,86.0
Большемечетновское,2022,127.0
Задоно-Кагальницкое,2022,119.0
Золотаревское,2022,63.0
Кочетовское,2022,62.0
Кузнецовское,2022,38.0
Новозолотовское,2022,99.0
Сусатское,2022,118.0
Топилинское,2022,117.0
Советский муниципальный район,2022,182.0
Калач-Куртлакское,2022,28.0
Советское,2022,115.0
Чирское,2022,39.0
Тарасовский муниципальный район,2022,540.0
Большинское,2022,15.0
Войковское,2022,70.0
Дячкинское,2022,38.0
Ефремово-Степановское,2022,25.0
Зеленовское,2022,35.0
Колушкинское,2022,15.0
Красновское,2022,44.0
Курно-Липовское,2022,43.0
Митякинское,2022,91.0
Тарасовское,2022,164.0
Тацинский муниципальный район,2022,916.0
Быстрогорское,2022,95.0
Верхнеобливское,2022,55.0
Ермаковское,2022,53.0
Жирновское,2022,154.0
Зазерское,2022,29.0
Ковылкинское,2022,34.0
Михайловское,2022,98.0
Скосырское,2022,51.0
Суховское,2022,29.0
Тацинское,2022,242.0
Углегорское,2022,76.0
Усть-Донецкий муниципальный район,2022,779.0
Усть-Донецкое,2022,292.0
Апаринское,2022,121.0
Верхнекундрюченское,2022,51.0
Крымское,2022,60.0
Мелиховское,2022,101.0
Нижнекундрюченское,2022,79.0
Пухляковское,2022,42.0
Раздорское,2022,33.0
Целинский муниципальный район,2022,945.0
Кировское,2022,137.0
Лопанское,2022,71.0
Михайловское,2022,54.0
Новоцелинское,2022,99.0
Ольшанское,2022,62.0
Среднеегорлыкское,2022,45.0
Хлеборобное,2022,63.0
Целинское,2022,328.0
Юловское,2022,86.0
Цимлянский муниципальный район,2022,1305.0
Цимлянское,2022,573.0
Калининское,2022,71.0
Красноярское,2022,242.0
Лозновское,2022,153.0
Маркинское,2022,125.0
Новоцимлянское,2022,36.0
Саркеловское,2022,105.0
Чертковский муниципальный район,2022,1149.0
Алексеево-Лозовское,2022,126.0
Донское,2022,23.0
Зубрилинское,2022,11.0
Кутейниковское,2022,23.0
Маньковское,2022,175.0
Михайлово-Александровское,2022,40.0
Нагибинское,2022,21.0
Ольховчанское,2022,59.0
Осиковское,2022,84.0
Сетраковское,2022,26.0
Сохрановское,2022,36.0
Чертковское,2022,469.0
Шептуховское,2022,22.0
Щедровское,2022,34.0
Шолоховский муниципальный район,2022,610.0
Базковское,2022,129.0
Вешенское,2022,269.0
Дубровское,2022,25.0
Дударевское,2022,6.0
Калининское,2022,47.0
Колундаевское,2022,45.0
Кружилинское,2022,31.0
Меркуловское,2022,43.0
Терновское,2022,15.0
город Ростов-на-Дону,2022,29845.0
город Азов,2022,1312.0
город Батайск,2022,2489.0
город Волгодонск,2022,2772.0
город Гуково,2022,1812.0
город Донецк,2022,1274.0
город Зверево,2022,229.0
город Каменск-Шахтинский,2022,860.0
город Новочеркасск,2022,3856.0
город Новошахтинск,2022,1588.0
город Таганрог,2022,6464.0
город Шахты,2022,2985.0
Ермишинский муниципальный район,2022,199.0
Городские поселения Ермишинского муниципального района/,2022,112.0
Ермишинское,2022,112.0
Сельские поселения Ермишинского муниципального района/,2022,87.0
Азеевское,2022,24.0
Мердушинское,2022,8.0
Надежкинское,2022,15.0
Нарминское,2022,12.0
Савватемское,2022,28.0
Захаровский муниципальный район,2022,214.0
Сельские поселения Захаровского муниципального района/,2022,214.0
Безлыченское,2022,31.0
Большекоровинское,2022,16.0
Сменовское,2022,24.0
Добро-Пчельское,2022,22.0
Елинское,2022,20.0
Захаровское,2022,76.0
Плахинское,2022,25.0
Кадомский муниципальный район,2022,223.0
Городские поселения Кадомского муниципального района/,2022,159.0
Кадомское,2022,159.0
Сельские поселения Кадомского муниципального района/,2022,64.0
Восходское,2022,20.0
Енкаевское,2022,9.0
Котелинское,2022,19.0
Кущапинское,2022,16.0
Касимовский муниципальный район,2022,896.0
Городские поселения Касимовского муниципального района/,2022,164.0
Гусевское,2022,56.0
Елатомское,2022,65.0
Сынтульское,2022,43.0
Сельские поселения Касимовского муниципального района/,2022,732.0
Ардабьевское,2022,25.0
Ахматовское,2022,28.0
Торбаевское,2022,47.0
Гиблицкое,2022,14.0
Дмитриевское,2022,31.0
Ермоловское,2022,41.0
Ибердусское,2022,11.0
Китовское,2022,24.0
Клетинское,2022,19.0
Булгаковское,2022,28.0
Которовское,2022,77.0
Крутоярское,2022,56.0
Лашманское,2022,40.0
Новодеревенское,2022,50.0
Овчинниковское,2022,62.0
Первинское,2022,24.0
Погостинское,2022,16.0
Савостьяновское,2022,7.0
Лощининское,2022,101.0
Токаревское,2022,11.0
Шостьинское,2022,20.0
Клепиковский муниципальный район,2022,799.0
Городские поселения Клепиковского муниципального района/,2022,351.0
Спас-Клепиковское,2022,170.0
Тумское,2022,181.0
Сельские поселения Клепиковского муниципального района/,2022,448.0
Алексеевское,2022,58.0
Болоньское,2022,56.0
Бусаевское,2022,32.0
Уткинское,2022,48.0
Колесниковское,2022,27.0
Екшурское,2022,85.0
Криушинское,2022,23.0
Оськинское,2022,53.0
Молькинское,2022,29.0
Ненашкинское,2022,37.0
Кораблинский муниципальный район,2022,823.0
Городские поселения Кораблинского муниципального района/,2022,371.0
Кораблинское,2022,371.0
Сельские поселения Кораблинского муниципального района/,2022,452.0
Бобровинское,2022,68.0
Кипчаковское,2022,53.0
Ключанское,2022,29.0
Ковалинское,2022,26.0
Незнановское,2022,65.0
Молвинослободское,2022,27.0
Пехлецкое,2022,67.0
Пустотинское,2022,49.0
Яблоневское,2022,68.0
Милославский муниципальный район,2022,308.0
Городские поселения Милославского муниципального района/,2022,153.0
Милославское,2022,122.0
Центральное,2022,31.0
Сельские поселения Милославского муниципального района/,2022,155.0
Богородицкое,2022,17.0
Большеподовечинское,2022,12.0
Горняцкое,2022,39.0
Кочуровское,2022,21.0
Липяговское,2022,7.0
Милославское,2022,12.0
Павловское,2022,19.0
Чернавское,2022,28.0
Михайловский муниципальный район,2022,1171.0
Городские поселения Михайловского муниципального района/,2022,651.0
Михайловское,2022,341.0
Октябрьское,2022,310.0
Сельские поселения Михайловского муниципального района/,2022,520.0
Виленское,2022,73.0
Голдинское,2022,48.0
Горностаевское,2022,39.0
Грязновское,2022,51.0
Жмуровское,2022,5.0
Каморинское,2022,15.0
Красновское,2022,15.0
Новопанское,2022,13.0
Поярковское,2022,25.0
Рачатниковское,2022,7.0
Слободское,2022,36.0
Стрелецко-Высельское,2022,88.0
Трепольское,2022,25.0
Чуриковское,2022,11.0
Щетининское,2022,69.0
Александро-Невский муниципальный район,2022,220.0
Городские поселения Александро-Невского муниципального района/,2022,68.0
Александро-Невское,2022,68.0
Сельские поселения Александро-Невского муниципального района/,2022,152.0
Благовское,2022,23.0
Борисовское,2022,40.0
Нижнеякимецкое,2022,23.0
Каширинское,2022,51.0
Просеченское,2022,15.0
Пителинский муниципальный район,2022,222.0
Городские поселения Пителинского муниципального района/,2022,110.0
Пителинское,2022,110.0
Сельские поселения Пителинского муниципального района/,2022,112.0
Ермо-Николаевское,2022,27.0
Нестеровское,2022,32.0
Пеньковское,2022,25.0
Потапьевское,2022,28.0
Пронский муниципальный район,2022,1248.0
Городские поселения Пронского муниципального района/,2022,851.0
Новомичуринское,2022,636.0
Пронское,2022,215.0
Сельские поселения Пронского муниципального района/,2022,397.0
Тырновское,2022,50.0
Малинищинское,2022,48.0
Мамоновское,2022,37.0
Октябрьское,2022,76.0
Орловское,2022,36.0
Погореловское,2022,150.0
Путятинский муниципальный район,2022,287.0
Сельские поселения Путятинского муниципального района,2022,287.0
Большеекатериновское,2022,24.0
Береговское,2022,34.0
Строевское,2022,26.0
Карабухинское,2022,45.0
Песочинское,2022,19.0
Путятинское,2022,139.0
Рыбновский муниципальный район,2022,1980.0
Городские поселения Рыбновского муниципального района/,2022,1202.0
Рыбновское,2022,1202.0
Сельские поселения Рыбновского муниципального района/,2022,778.0
Алешинское,2022,86.0
Баграмовское,2022,76.0
Батуринское,2022,100.0
Вакинское,2022,37.0
Глебковское,2022,48.0
Истобниковское,2022,54.0
Кузьминское,2022,52.0
Пощуповское,2022,62.0
Селецкое,2022,6.0
Чурилковское,2022,61.0
Ходынинское,2022,112.0
Пионерское,2022,84.0
Ряжский муниципальный район,2022,631.0
Городские поселения Ряжского муниципального района,2022,453.0
Ряжское,2022,453.0
Сельские поселения Ряжского муниципального района,2022,178.0
Алешинское.,2022,41.0
Дегтянское,2022,26.0
Журавинское,2022,23.0
Петровское,2022,38.0
Поплевинское,2022,50.0
Рязанский муниципальный район,2022,3154.0
Сельские поселения Рязанского муниципального района/,2022,3154.0
Мурминское,2022,217.0
Варсковское,2022,123.0
Высоковское,2022,22.0
Вышгородское,2022,121.0
Дубровическое,2022,275.0
Дядьковское,2022,897.0
Екимовское,2022,59.0
Заборьевское,2022,248.0
Заокское,2022,29.0
Листвянское,2022,143.0
Льговское,2022,88.0
Окское,2022,158.0
Подвязьевское,2022,81.0
Полянское,2022,230.0
Искровское,2022,79.0
Семеновское,2022,94.0
Турлатовское,2022,121.0
Тюшевское,2022,169.0
Сапожковский муниципальный район,2022,245.0
Городские поселения Сапожковского муниципального района/,2022,143.0
Сапожковское,2022,143.0
Сельские поселения Сапожковского муниципального района/,2022,102.0
Михеевское,2022,18.0
Канинское,2022,30.0
Морозово-Борковское,2022,29.0
Березниковское,2022,25.0
Сараевский муниципальный район,2022,375.0
Городские поселения Сараевского муниципального района/,2022,134.0
Сараевское,2022,134.0
Сельские поселения Сараевского муниципального района/,2022,241.0
Алексеевское,2022,8.0
Борецкое,2022,32.0
Бычковское,2022,5.0
Высоковское,2022,42.0
Желобовское,2022,28.0
Кривское,2022,16.0
Можарское,2022,36.0
Муравлянское,2022,18.0
Напольновское,2022,13.0
Новобокинское,2022,6.0
Сысоевское,2022,17.0
Телятниковское,2022,9.0
Ягодновское,2022,11.0
Сасовский муниципальный район,2022,348.0
Сельские поселения Сасовского муниципального района,2022,348.0
Агломазовское,2022,20.0
"Алешинское,",2022,25.0
Берестянское,2022,17.0
Батьковское,2022,5.0
Гавриловское,2022,36.0
Глядковское,2022,52.0
Каргашинское,2022,14.0
Кустаревское,2022,14.0
Малостуденецкое,2022,16.0
Нижнемальцевское,2022,5.0
Новоберезовское,2022,15.0
Трудолюбовское,2022,17.0
Придорожное,2022,26.0
Демушкинское,2022,27.0
Сотницынское,2022,59.0
Скопинский муниципальный район,2022,1256.0
Городские поселения Скопинского муниципального района/,2022,438.0
Павелецкое,2022,169.0
Побединское,2022,269.0
Сельские поселения Скопинского муниципального района/,2022,818.0
Вослебовское,2022,104.0
Горловское,2022,82.0
Ильинское,2022,62.0
Корневское,2022,156.0
Полянское,2022,156.0
Успенское,2022,133.0
Шелемишевское,2022,125.0
Спасский муниципальный район,2022,1263.0
Городские поселения Спасского муниципального района/,2022,264.0
Спасск-Рязанское,2022,264.0
Сельские поселения Спасского муниципального района/,2022,999.0
Выжелесское,2022,50.0
Гавриловское,2022,108.0
Заречинское,2022,45.0
Ижевское,2022,70.0
Исадское,2022,19.0
Кирицкое,2022,111.0
Кутуковское,2022,106.0
Лакашинское,2022,29.0
Михальское,2022,49.0
Панинское,2022,129.0
Перкинское,2022,54.0
Собчаковское,2022,82.0
Киструсское,2022,30.0
Троицкое,2022,55.0
Федотьевское,2022,62.0
Старожиловский муниципальный район,2022,686.0
Городские поселения Старожиловского муниципального района/,2022,236.0
Старожиловское,2022,236.0
Сельские поселения Старожиловского муниципального района/,2022,450.0
Гребневское,2022,62.0
Гулынское,2022,66.0
Истьинское,2022,85.0
Ленинское,2022,94.0
Мелекшинское,2022,88.0
Столпянское,2022,55.0
Ухоловский муниципальный район,2022,204.0
Городские поселения Ухоловского муниципального района/,2022,122.0
Ухоловское,2022,122.0
Сельские поселения Ухоловского муниципального района/,2022,82.0
Калининское,2022,10.0
Коноплинское,2022,11.0
Ольховское,2022,45.0
Смолеевское,2022,16.0
Чучковский муниципальный район,2022,269.0
Городские поселения Чучковского муниципального района/,2022,123.0
Чучковское,2022,123.0
Сельские поселения Чучковского муниципального района/,2022,146.0
Аладьинское,2022,34.0
Завидовское,2022,31.0
Остро-Пластиковское,2022,1.0
Пертовское,2022,41.0
Ункосовское,2022,39.0
Шацкий муниципальный район,2022,733.0
Городские поселения Шацкого муниципального района/,2022,233.0
Шацкое,2022,233.0
Сельские поселения Шацкого муниципального района/,2022,500.0
Агишевское,2022,38.0
Борковское,2022,23.0
Желанновское,2022,18.0
Каверинское,2022,20.0
Казачинское,2022,104.0
Кермисинское,2022,12.0
Куплинское,2022,58.0
Кучасьевское,2022,12.0
Лесно-Конобеевское,2022,28.0
Лесно-Полянское,2022,13.0
Новочернеевское,2022,21.0
Ольховское,2022,30.0
Печинское,2022,22.0
Польно-Ялтуновское,2022,23.0
Чернослободское,2022,66.0
Ямбирнское,2022,12.0
Шиловский муниципальный район,2022,1119.0
Городские поселения Шиловского муниципального района/,2022,551.0
Шиловское,2022,347.0
Лесновское,2022,204.0
Сельские поселения Шиловского муниципального района/,2022,568.0
Аделинское,2022,30.0
Ерахтурское,2022,43.0
Желудевское,2022,77.0
Задубровское,2022,69.0
Инякинское,2022,55.0
Занино-Починковское,2022,43.0
Мосоловское,2022,86.0
Санское,2022,25.0
Ибредское,2022,74.0
Борковское,2022,40.0
Тимошкинское,2022,16.0
Тырновское,2022,10.0
город Рязань,2022,11841.0
город Касимов,2022,589.0
Город Сасово,2022,609.0
город Скопин,2022,826.0
Александрово-Гайский муниципальный район,2022,401.0
Сельские поселения Александрово-Гайского муниципального района/,2022,401.0
Александрово-Гайское,2022,378.0
Новоалександровское,2022,23.0
Аркадакский муниципальный район,2022,585.0
Городские поселения Аркадакского муниципального района/,2022,335.0
город Аркадак,2022,335.0
Сельские поселения Аркадакского муниципального района/,2022,250.0
Большежуравское,2022,40.0
Краснознаменское,2022,46.0
Львовское,2022,36.0
Малиновское,2022,26.0
Росташовское,2022,78.0
Семеновское,2022,24.0
Аткарский муниципальный район,2022,491.0
Городские поселения Аткарского муниципального района/,2022,308.0
город Аткарск,2022,308.0
Сельские поселения Аткарского муниципального района/,2022,183.0
Барановское,2022,28.0
Даниловское,2022,47.0
Ершовское,2022,29.0
Кочетовское,2022,30.0
Лопуховское,2022,25.0
Озерное,2022,24.0
Базарно-Карабулакский муниципальный район,2022,497.0
Городские поселения Базарно-Карабулакского муниципального района/,2022,235.0
Базарно-Карабулакское,2022,131.0
Свободинское,2022,104.0
Сельские поселения Базарно-Карабулакского муниципального района/,2022,262.0
Алексеевское,2022,32.0
Большечечуйское,2022,18.0
Липовское,2022,63.0
Максимовское,2022,35.0
Старобурасское,2022,23.0
Старожуковское,2022,45.0
Шняевское,2022,17.0
Яковлевское,2022,29.0
Балаковский муниципальный район,2022,4257.0
Городские поселения Балаковского муниципального района/,2022,3640.0
город Балаково,2022,3640.0
Сельские поселения Балаковского муниципального района/,2022,617.0
Быково-Отрогское,2022,417.0
Натальинское,2022,200.0
Балашовский муниципальный район,2022,3250.0
Городские поселения Балашовского муниципального района/,2022,2351.0
город Балашов,2022,2219.0
Пинеровское,2022,132.0
Сельские поселения Балашовского муниципального района/,2022,899.0
Барковское,2022,113.0
Большемеликское,2022,96.0
Лесновское,2022,33.0
Малосеменовское,2022,37.0
Новопокровское,2022,40.0
Октябрьское,2022,64.0
Первомайское,2022,40.0
Репинское,2022,136.0
Родничковское,2022,61.0
Соцземледельское,2022,19.0
Старохоперское,2022,35.0
Терновское,2022,47.0
Тростянское,2022,96.0
Хоперское,2022,82.0
Балтайский муниципальный район,2022,223.0
Сельские поселения Балтайского муниципального района/,2022,223.0
Балтайское,2022,101.0
Барнуковское,2022,29.0
Большеозерское,2022,26.0
Царевщинское,2022,67.0
Вольский муниципальный район,2022,1773.0
Городские поселения Вольского муниципального района/,2022,1347.0
город Вольск,2022,1221.0
Сенное,2022,126.0
Сельские поселения Вольского муниципального района/,2022,426.0
Барановское,2022,17.0
Белогорновское,2022,16.0
Кряжимское,2022,15.0
Верхнечернавское,2022,28.0
Колоярское,2022,19.0
Куриловское,2022,41.0
Нижнечернавское,2022,16.0
Покровское,2022,20.0
Междуреченское,2022,25.0
Талалихинское,2022,15.0
Терсинское,2022,96.0
Черкасское,2022,57.0
Широкобуеракское,2022,61.0
Воскресенский муниципальный район,2022,209.0
Сельские поселения Воскресенского муниципального района/,2022,209.0
Воскресенское,2022,71.0
Елшанское,2022,96.0
Синодское,2022,42.0
Дергачевский муниципальный район,2022,444.0
Городские поселения Дергачевского муниципального района/,2022,297.0
Дергачевское,2022,297.0
Сельские поселения Дергачевского муниципального района/,2022,147.0
Верхазовское,2022,5.0
Восточное,2022,3.0
Демьясское,2022,31.0
Зерновское,2022,15.0
Камышевское,2022,29.0
Октябрьское,2022,13.0
Орошаемое,2022,17.0
