oktmo,name,year,musartschool
56626151,рабочий поселок Исса,2015,1.0
56626151,рабочий поселок Исса,2016,1.0
56626151,рабочий поселок Исса,2017,1.0
56629000,Каменский муниципальный район,2007,2.0
56629000,Каменский муниципальный район,2008,2.0
56629000,Каменский муниципальный район,2009,2.0
56629000,Каменский муниципальный район,2010,1.0
56629000,Каменский муниципальный район,2011,1.0
56629000,Каменский муниципальный район,2012,1.0
56629000,Каменский муниципальный район,2013,1.0
56629000,Каменский муниципальный район,2014,1.0
56629000,Каменский муниципальный район,2015,1.0
56629000,Каменский муниципальный район,2016,1.0
56629000,Каменский муниципальный район,2017,1.0
56629101,город Каменка,2007,1.0
56629101,город Каменка,2008,1.0
56629101,город Каменка,2009,1.0
56629101,город Каменка,2010,1.0
56629101,город Каменка,2011,1.0
56629101,город Каменка,2012,1.0
56629101,город Каменка,2013,1.0
56629101,город Каменка,2015,1.0
56629101,город Каменка,2016,1.0
56629101,город Каменка,2017,1.0
56629439,Первомайский сельсовет,2007,1.0
56629439,Первомайский сельсовет,2008,1.0
56629439,Первомайский сельсовет,2009,1.0
56631000,Камешкирский муниципальный район,2007,1.0
56631000,Камешкирский муниципальный район,2008,1.0
56631000,Камешкирский муниципальный район,2009,1.0
56631000,Камешкирский муниципальный район,2010,1.0
56631000,Камешкирский муниципальный район,2011,1.0
56631000,Камешкирский муниципальный район,2012,1.0
56631000,Камешкирский муниципальный район,2013,1.0
56631000,Камешкирский муниципальный район,2014,1.0
56631000,Камешкирский муниципальный район,2015,1.0
56631000,Камешкирский муниципальный район,2016,1.0
56631000,Камешкирский муниципальный район,2017,1.0
56631425,Русско-Камешкирский сельсовет,2007,1.0
56631425,Русско-Камешкирский сельсовет,2008,1.0
56631425,Русско-Камешкирский сельсовет,2009,1.0
56631425,Русско-Камешкирский сельсовет,2010,1.0
56631425,Русско-Камешкирский сельсовет,2011,1.0
56631425,Русско-Камешкирский сельсовет,2012,1.0
56631425,Русско-Камешкирский сельсовет,2013,1.0
56631425,Русско-Камешкирский сельсовет,2015,1.0
56631425,Русско-Камешкирский сельсовет,2016,1.0
56631425,Русско-Камешкирский сельсовет,2017,1.0
56633000,Колышлейский муниципальный район,2007,1.0
56633000,Колышлейский муниципальный район,2008,1.0
56633000,Колышлейский муниципальный район,2009,1.0
56633000,Колышлейский муниципальный район,2010,1.0
56633000,Колышлейский муниципальный район,2011,1.0
56633000,Колышлейский муниципальный район,2012,1.0
56633000,Колышлейский муниципальный район,2013,1.0
56633000,Колышлейский муниципальный район,2014,1.0
56633000,Колышлейский муниципальный район,2015,1.0
56633000,Колышлейский муниципальный район,2016,1.0
56633000,Колышлейский муниципальный район,2017,1.0
56633151,рабочий поселок Колышлей,2007,1.0
56633151,рабочий поселок Колышлей,2008,1.0
56633151,рабочий поселок Колышлей,2009,1.0
56633151,рабочий поселок Колышлей,2010,1.0
56633151,рабочий поселок Колышлей,2011,1.0
56633151,рабочий поселок Колышлей,2012,1.0
56633151,рабочий поселок Колышлей,2013,1.0
56633151,рабочий поселок Колышлей,2015,1.0
56633151,рабочий поселок Колышлей,2016,1.0
56633151,рабочий поселок Колышлей,2017,1.0
56640000,Кузнецкий муниципальный район,2007,5.0
56640000,Кузнецкий муниципальный район,2008,1.0
56640000,Кузнецкий муниципальный район,2009,1.0
56640000,Кузнецкий муниципальный район,2010,1.0
56640000,Кузнецкий муниципальный район,2011,1.0
56640000,Кузнецкий муниципальный район,2012,1.0
56640000,Кузнецкий муниципальный район,2013,1.0
56640000,Кузнецкий муниципальный район,2014,1.0
56640000,Кузнецкий муниципальный район,2015,1.0
56640000,Кузнецкий муниципальный район,2016,1.0
56640000,Кузнецкий муниципальный район,2017,1.0
56640154,рабочий поселок Верхозим,2007,1.0
56640158,рабочий поселок Евлашево,2007,1.0
56640158,рабочий поселок Евлашево,2008,1.0
56640158,рабочий поселок Евлашево,2009,1.0
56640158,рабочий поселок Евлашево,2010,1.0
56640158,рабочий поселок Евлашево,2011,1.0
56640158,рабочий поселок Евлашево,2012,1.0
56640158,рабочий поселок Евлашево,2013,1.0
56640158,рабочий поселок Евлашево,2015,1.0
56640158,рабочий поселок Евлашево,2016,1.0
56640158,рабочий поселок Евлашево,2017,1.0
56640402,Анненковский сельсовет,2007,1.0
56640410,Махалинский сельсовет,2007,1.0
56640416,Посельский сельсовет,2007,1.0
56642000,Лопатинский муниципальный район,2007,1.0
56642000,Лопатинский муниципальный район,2008,1.0
56642000,Лопатинский муниципальный район,2009,1.0
56642000,Лопатинский муниципальный район,2010,1.0
56642000,Лопатинский муниципальный район,2011,1.0
56642000,Лопатинский муниципальный район,2012,1.0
