oktmo,name,year,docsnum
37701000,город Курган,2010,1443.0
37701000,город Курган,2011,1430.0
37701000,город Курган,2012,1431.0
37701000,город Курган,2013,1414.0
37705000,город Шадринск,2008,234.0
37705000,город Шадринск,2009,203.0
37705000,город Шадринск,2010,209.0
37705000,город Шадринск,2011,214.0
37705000,город Шадринск,2012,213.0
37705000,город Шадринск,2013,204.0
38602000,Беловский муниципальный район,2008,33.0
38602000,Беловский муниципальный район,2009,39.0
38602000,Беловский муниципальный район,2010,41.0
38602000,Беловский муниципальный район,2011,40.0
38602000,Беловский муниципальный район,2012,44.0
38602000,Беловский муниципальный район,2013,42.0
38602408,Беловский сельсовет,2008,29.0
38602408,Беловский сельсовет,2009,36.0
38602408,Беловский сельсовет,2010,36.0
38602408,Беловский сельсовет,2011,35.0
38602408,Беловский сельсовет,2012,38.0
38602408,Беловский сельсовет,2013,36.0
38602420,Гирьянский сельсовет,2008,1.0
38602420,Гирьянский сельсовет,2009,1.0
38602420,Гирьянский сельсовет,2010,1.0
38602420,Гирьянский сельсовет,2011,1.0
38602420,Гирьянский сельсовет,2012,2.0
38602420,Гирьянский сельсовет,2013,2.0
38602430,Коммунаровский сельсовет,2008,1.0
38602430,Коммунаровский сельсовет,2009,1.0
38602430,Коммунаровский сельсовет,2010,2.0
38602430,Коммунаровский сельсовет,2011,2.0
38602430,Коммунаровский сельсовет,2012,2.0
38602430,Коммунаровский сельсовет,2013,2.0
38602432,Кондратовский сельсовет,2008,1.0
38602432,Кондратовский сельсовет,2010,1.0
38602432,Кондратовский сельсовет,2011,1.0
38602432,Кондратовский сельсовет,2012,1.0
38602432,Кондратовский сельсовет,2013,1.0
38602452,Пенский сельсовет,2008,1.0
38602452,Пенский сельсовет,2009,1.0
38602452,Пенский сельсовет,2010,1.0
38602452,Пенский сельсовет,2011,1.0
38602452,Пенский сельсовет,2012,1.0
38602452,Пенский сельсовет,2013,1.0
38603000,Большесолдатский муниципальный район,2008,22.0
38603000,Большесолдатский муниципальный район,2009,22.0
38603000,Большесолдатский муниципальный район,2010,22.0
38603000,Большесолдатский муниципальный район,2011,22.0
38603000,Большесолдатский муниципальный район,2012,22.0
38603000,Большесолдатский муниципальный район,2013,23.0
38603403,Большесолдатский сельсовет,2008,19.0
38603403,Большесолдатский сельсовет,2009,19.0
38603403,Большесолдатский сельсовет,2010,19.0
38603403,Большесолдатский сельсовет,2011,19.0
38603403,Большесолдатский сельсовет,2012,19.0
38603403,Большесолдатский сельсовет,2013,20.0
38603425,Любимовский сельсовет,2008,2.0
38603425,Любимовский сельсовет,2009,2.0
38603425,Любимовский сельсовет,2010,2.0
38603425,Любимовский сельсовет,2011,2.0
38603425,Любимовский сельсовет,2012,2.0
38603425,Любимовский сельсовет,2013,2.0
38603430,Нижнегридинский сельсовет,2008,1.0
38603430,Нижнегридинский сельсовет,2009,1.0
38603430,Нижнегридинский сельсовет,2010,1.0
38603430,Нижнегридинский сельсовет,2011,1.0
38603430,Нижнегридинский сельсовет,2012,1.0
38603430,Нижнегридинский сельсовет,2013,1.0
38604000,Глушковский муниципальный район,2008,58.0
38604000,Глушковский муниципальный район,2009,48.0
38604000,Глушковский муниципальный район,2010,50.0
38604000,Глушковский муниципальный район,2011,50.0
38604000,Глушковский муниципальный район,2012,46.0
38604000,Глушковский муниципальный район,2013,46.0
38604151,поселок Глушково,2008,39.0
38604151,поселок Глушково,2009,33.0
38604151,поселок Глушково,2010,33.0
38604151,поселок Глушково,2011,33.0
38604151,поселок Глушково,2012,32.0
38604151,поселок Глушково,2013,33.0
38604155,поселок Теткино,2008,15.0
38604155,поселок Теткино,2009,12.0
38604155,поселок Теткино,2010,13.0
38604155,поселок Теткино,2011,13.0
38604155,поселок Теткино,2012,10.0
38604155,поселок Теткино,2013,9.0
38604420,Званновский сельсовет,2008,1.0
38604420,Званновский сельсовет,2009,1.0
38604420,Званновский сельсовет,2010,1.0
38604420,Званновский сельсовет,2011,1.0
38604420,Званновский сельсовет,2012,1.0
38604420,Званновский сельсовет,2013,1.0
38604432,Коровяковский сельсовет,2008,1.0
38604432,Коровяковский сельсовет,2009,1.0
38604432,Коровяковский сельсовет,2010,1.0
38604432,Коровяковский сельсовет,2011,1.0
38604432,Коровяковский сельсовет,2012,1.0
38604432,Коровяковский сельсовет,2013,1.0
38604436,Кульбакинский сельсовет,2008,1.0
38604436,Кульбакинский сельсовет,2009,1.0
38604436,Кульбакинский сельсовет,2010,1.0
38604436,Кульбакинский сельсовет,2011,1.0
38604436,Кульбакинский сельсовет,2012,1.0
38604436,Кульбакинский сельсовет,2013,1.0
38604440,Марковский сельсовет,2008,1.0
38604440,Марковский сельсовет,2010,1.0
38604440,Марковский сельсовет,2011,1.0
38604440,Марковский сельсовет,2012,1.0
38604440,Марковский сельсовет,2013,1.0
38606000,Горшеченский муниципальный район,2008,40.0
38606000,Горшеченский муниципальный район,2009,46.0
38606000,Горшеченский муниципальный район,2010,45.0
38606000,Горшеченский муниципальный район,2011,39.0
38606000,Горшеченский муниципальный район,2012,44.0
38606000,Горшеченский муниципальный район,2013,42.0
38606151,поселок Горшечное,2008,34.0
38606151,поселок Горшечное,2009,40.0
38606151,поселок Горшечное,2010,39.0
38606151,поселок Горшечное,2011,34.0
38606151,поселок Горшечное,2012,39.0
38606151,поселок Горшечное,2013,37.0
38606412,Знаменский сельсовет,2008,1.0
38606412,Знаменский сельсовет,2009,1.0
38606412,Знаменский сельсовет,2010,1.0
38606412,Знаменский сельсовет,2011,1.0
38606412,Знаменский сельсовет,2012,1.0
38606412,Знаменский сельсовет,2013,1.0
38606424,Куньевский сельсовет,2008,1.0
38606424,Куньевский сельсовет,2009,1.0
38606424,Куньевский сельсовет,2010,1.0
38606424,Куньевский сельсовет,2011,1.0
38606424,Куньевский сельсовет,2012,1.0
38606424,Куньевский сельсовет,2013,1.0
38606436,Новомеловский сельсовет,2008,1.0
38606436,Новомеловский сельсовет,2009,1.0
38606436,Новомеловский сельсовет,2010,1.0
38606436,Новомеловский сельсовет,2011,1.0
38606436,Новомеловский сельсовет,2012,1.0
38606436,Новомеловский сельсовет,2013,1.0
38606444,Солдатский сельсовет,2008,1.0
38606444,Солдатский сельсовет,2009,1.0
38606444,Солдатский сельсовет,2010,1.0
38606444,Солдатский сельсовет,2011,1.0
38606444,Солдатский сельсовет,2012,1.0
38606444,Солдатский сельсовет,2013,1.0
38606448,Сосновский сельсовет,2008,1.0
38606448,Сосновский сельсовет,2009,1.0
38606448,Сосновский сельсовет,2010,1.0
38606472,Ясеновский сельсовет,2008,1.0
38606472,Ясеновский сельсовет,2009,1.0
38606472,Ясеновский сельсовет,2010,1.0
38606472,Ясеновский сельсовет,2011,1.0
38606472,Ясеновский сельсовет,2012,1.0
38606472,Ясеновский сельсовет,2013,1.0
38608000,Дмитриевский муниципальный район,2008,41.0
38608000,Дмитриевский муниципальный район,2009,40.0
38608000,Дмитриевский муниципальный район,2010,38.0
38608000,Дмитриевский муниципальный район,2011,36.0
38608000,Дмитриевский муниципальный район,2012,37.0
38608000,Дмитриевский муниципальный район,2013,35.0
38608101,город Дмитриев,2008,40.0
38608101,город Дмитриев,2009,39.0
38608101,город Дмитриев,2010,37.0
38608101,город Дмитриев,2011,35.0
38608101,город Дмитриев,2012,37.0
38608101,город Дмитриев,2013,34.0
38608438,Первоавгустовский сельсовет,2008,1.0
38608438,Первоавгустовский сельсовет,2009,1.0
38608438,Первоавгустовский сельсовет,2010,1.0
38608438,Первоавгустовский сельсовет,2011,1.0
38608438,Первоавгустовский сельсовет,2013,1.0
38610000,Железногорский муниципальный район,2008,35.0
38610000,Железногорский муниципальный район,2009,36.0
38610000,Железногорский муниципальный район,2010,33.0
38610000,Железногорский муниципальный район,2011,32.0
38610000,Железногорский муниципальный район,2012,23.0
38610000,Железногорский муниципальный район,2013,23.0
38610160,поселок Магнитный,2008,3.0
38610160,поселок Магнитный,2009,3.0
38610160,поселок Магнитный,2010,3.0
38610160,поселок Магнитный,2011,3.0
38610160,поселок Магнитный,2012,1.0
38610160,поселок Магнитный,2013,1.0
38610404,Андросовский сельсовет,2012,1.0
38610404,Андросовский сельсовет,2013,1.0
38610416,Линецкий сельсовет,2008,1.0
38610416,Линецкий сельсовет,2009,1.0
38610416,Линецкий сельсовет,2010,1.0
38610416,Линецкий сельсовет,2011,1.0
38610416,Линецкий сельсовет,2012,1.0
38610416,Линецкий сельсовет,2013,1.0
38610420,Михайловский сельсовет,2008,27.0
38610420,Михайловский сельсовет,2009,27.0
38610420,Михайловский сельсовет,2010,27.0
38610420,Михайловский сельсовет,2011,26.0
38610420,Михайловский сельсовет,2012,19.0
38610420,Михайловский сельсовет,2013,19.0
38610424,Новоандросовский сельсовет,2008,1.0
38610424,Новоандросовский сельсовет,2009,2.0
38610424,Новоандросовский сельсовет,2010,1.0
38610424,Новоандросовский сельсовет,2011,1.0
38610446,Студенокский сельсовет,2008,3.0
38610446,Студенокский сельсовет,2009,3.0
38610446,Студенокский сельсовет,2010,1.0
38610446,Студенокский сельсовет,2011,1.0
38610446,Студенокский сельсовет,2012,1.0
38610446,Студенокский сельсовет,2013,1.0
38612000,Золотухинский муниципальный район,2008,35.0
38612000,Золотухинский муниципальный район,2009,37.0
38612000,Золотухинский муниципальный район,2010,35.0
38612000,Золотухинский муниципальный район,2011,37.0
38612000,Золотухинский муниципальный район,2012,35.0
38612000,Золотухинский муниципальный район,2013,35.0
38612151,поселок Золотухино,2008,23.0
38612151,поселок Золотухино,2009,23.0
38612151,поселок Золотухино,2010,21.0
38612151,поселок Золотухино,2011,23.0
38612151,поселок Золотухино,2012,21.0
38612151,поселок Золотухино,2013,21.0
38612412,Будановский сельсовет,2008,1.0
38612412,Будановский сельсовет,2009,1.0
38612412,Будановский сельсовет,2010,1.0
38612412,Будановский сельсовет,2011,1.0
38612412,Будановский сельсовет,2012,1.0
38612412,Будановский сельсовет,2013,1.0
38612456,Свободинский сельсовет,2008,7.0
38612456,Свободинский сельсовет,2009,7.0
38612456,Свободинский сельсовет,2010,7.0
38612456,Свободинский сельсовет,2011,7.0
38612456,Свободинский сельсовет,2012,7.0
38612456,Свободинский сельсовет,2013,7.0
38612466,Солнечный сельсовет,2008,4.0
38612466,Солнечный сельсовет,2009,6.0
38612466,Солнечный сельсовет,2010,6.0
38612466,Солнечный сельсовет,2011,6.0
38612466,Солнечный сельсовет,2012,6.0
38612466,Солнечный сельсовет,2013,6.0
38614000,Касторенский муниципальный район,2008,38.0
38614000,Касторенский муниципальный район,2009,39.0
38614000,Касторенский муниципальный район,2010,37.0
38614000,Касторенский муниципальный район,2011,40.0
38614000,Касторенский муниципальный район,2012,38.0
38614000,Касторенский муниципальный район,2013,35.0
38614151,поселок Касторное,2008,22.0
38614151,поселок Касторное,2009,22.0
38614151,поселок Касторное,2010,22.0
38614151,поселок Касторное,2011,23.0
38614151,поселок Касторное,2012,22.0
38614151,поселок Касторное,2013,19.0
38614153,поселок Новокасторное,2009,1.0
38614154,поселок Олымский,2008,15.0
38614154,поселок Олымский,2009,15.0
38614154,поселок Олымский,2010,14.0
38614154,поселок Олымский,2011,16.0
38614154,поселок Олымский,2012,15.0
38614154,поселок Олымский,2013,15.0
38614448,Лачиновский сельсовет,2008,1.0
38614448,Лачиновский сельсовет,2009,1.0
38614448,Лачиновский сельсовет,2010,1.0
38614448,Лачиновский сельсовет,2011,1.0
38614448,Лачиновский сельсовет,2012,1.0
38614448,Лачиновский сельсовет,2013,1.0
38616000,Конышевский муниципальный район,2008,23.0
38616000,Конышевский муниципальный район,2009,21.0
38616000,Конышевский муниципальный район,2010,21.0
38616000,Конышевский муниципальный район,2011,19.0
38616000,Конышевский муниципальный район,2012,19.0
38616000,Конышевский муниципальный район,2013,20.0
38616151,поселок Конышевка,2008,21.0
38616151,поселок Конышевка,2009,19.0
38616151,поселок Конышевка,2010,19.0
38616151,поселок Конышевка,2011,17.0
38616151,поселок Конышевка,2012,17.0
38616151,поселок Конышевка,2013,19.0
38616436,Платавский сельсовет,2008,1.0
38616436,Платавский сельсовет,2009,1.0
38616436,Платавский сельсовет,2010,1.0
38616436,Платавский сельсовет,2011,1.0
38616436,Платавский сельсовет,2012,1.0
38616436,Платавский сельсовет,2013,1.0
38616444,Старобелицкий сельсовет,2008,1.0
38616444,Старобелицкий сельсовет,2009,1.0
38616444,Старобелицкий сельсовет,2010,1.0
38616444,Старобелицкий сельсовет,2011,1.0
38616444,Старобелицкий сельсовет,2012,1.0
38618000,Кореневский муниципальный район,2008,32.0
38618000,Кореневский муниципальный район,2009,34.0
38618000,Кореневский муниципальный район,2010,32.0
38618000,Кореневский муниципальный район,2011,31.0
38618000,Кореневский муниципальный район,2012,31.0
38618000,Кореневский муниципальный район,2013,32.0
38618151,поселок Коренево,2008,29.0
38618151,поселок Коренево,2009,31.0
38618151,поселок Коренево,2010,29.0
38618151,поселок Коренево,2011,29.0
38618151,поселок Коренево,2012,29.0
38618151,поселок Коренево,2013,29.0
38618412,Викторовский сельсовет,2008,1.0
38618412,Викторовский сельсовет,2009,1.0
38618412,Викторовский сельсовет,2010,1.0
38618444,Снагостский сельсовет,2008,1.0
38618444,Снагостский сельсовет,2009,1.0
38618444,Снагостский сельсовет,2010,1.0
38618444,Снагостский сельсовет,2011,1.0
38618444,Снагостский сельсовет,2012,1.0
38618444,Снагостский сельсовет,2013,2.0
38618452,Шептуховский сельсовет,2008,1.0
38618452,Шептуховский сельсовет,2009,1.0
38618452,Шептуховский сельсовет,2010,1.0
38618452,Шептуховский сельсовет,2011,1.0
38618452,Шептуховский сельсовет,2012,1.0
38618452,Шептуховский сельсовет,2013,1.0
38620000,Курский муниципальный район,2008,234.0
38620000,Курский муниципальный район,2009,245.0
38620000,Курский муниципальный район,2010,224.0
38620000,Курский муниципальный район,2011,215.0
38620000,Курский муниципальный район,2012,220.0
38620000,Курский муниципальный район,2013,208.0
38620408,Бесединский сельсовет,2008,17.0
38620408,Бесединский сельсовет,2009,22.0
38620408,Бесединский сельсовет,2010,17.0
38620408,Бесединский сельсовет,2011,17.0
38620408,Бесединский сельсовет,2012,15.0
38620408,Бесединский сельсовет,2013,16.0
38620424,Ворошневский сельсовет,2008,3.0
38620424,Ворошневский сельсовет,2009,4.0
38620424,Ворошневский сельсовет,2010,3.0
38620424,Ворошневский сельсовет,2011,3.0
38620424,Ворошневский сельсовет,2012,2.0
38620424,Ворошневский сельсовет,2013,3.0
38620426,Камышинский сельсовет,2008,3.0
38620426,Камышинский сельсовет,2009,3.0
38620426,Камышинский сельсовет,2010,3.0
38620426,Камышинский сельсовет,2011,3.0
38620426,Камышинский сельсовет,2012,3.0
38620426,Камышинский сельсовет,2013,2.0
38620428,Клюквинский сельсовет,2008,30.0
38620428,Клюквинский сельсовет,2009,17.0
38620428,Клюквинский сельсовет,2010,14.0
38620428,Клюквинский сельсовет,2011,14.0
38620428,Клюквинский сельсовет,2012,14.0
38620428,Клюквинский сельсовет,2013,15.0
38620432,Лебяженский сельсовет,2008,1.0
38620432,Лебяженский сельсовет,2009,1.0
38620432,Лебяженский сельсовет,2010,1.0
38620432,Лебяженский сельсовет,2011,1.0
38620432,Лебяженский сельсовет,2012,1.0
38620432,Лебяженский сельсовет,2013,1.0
38620436,Моковский сельсовет,2012,5.0
38620436,Моковский сельсовет,2013,5.0
38620452,Новопоселеновский сельсовет,2013,3.0
38620460,Пашковский сельсовет,2013,0.0
38620476,Рышковский сельсовет,2012,4.0
38620476,Рышковский сельсовет,2013,8.0
38620492,Щетинский сельсовет,2008,180.0
38620492,Щетинский сельсовет,2009,198.0
38620492,Щетинский сельсовет,2010,186.0
38620492,Щетинский сельсовет,2011,177.0
38620492,Щетинский сельсовет,2012,176.0
38620492,Щетинский сельсовет,2013,155.0
38621000,Курчатовский муниципальный район,2008,33.0
38621000,Курчатовский муниципальный район,2009,31.0
38621000,Курчатовский муниципальный район,2010,27.0
38621000,Курчатовский муниципальный район,2011,27.0
38621000,Курчатовский муниципальный район,2012,26.0
38621000,Курчатовский муниципальный район,2013,28.0
38621152,поселок Иванино,2008,7.0
38621152,поселок Иванино,2009,6.0
38621152,поселок Иванино,2010,5.0
38621152,поселок Иванино,2011,4.0
38621152,поселок Иванино,2012,4.0
38621152,поселок Иванино,2013,4.0
38621153,поселок им К. Либкнехта,2008,25.0
38621153,поселок им К. Либкнехта,2009,23.0
38621153,поселок им К. Либкнехта,2010,21.0
38621153,поселок им К. Либкнехта,2011,21.0
38621153,поселок им К. Либкнехта,2012,20.0
38621153,поселок им К. Либкнехта,2013,22.0
38621442,Дичнянский сельсовет,2008,1.0
38621442,Дичнянский сельсовет,2009,2.0
38621442,Дичнянский сельсовет,2010,1.0
38621442,Дичнянский сельсовет,2011,2.0
38621442,Дичнянский сельсовет,2012,2.0
38621442,Дичнянский сельсовет,2013,2.0
38622000,Льговский муниципальный район,2008,3.0
38622000,Льговский муниципальный район,2009,3.0
38622000,Льговский муниципальный район,2010,3.0
38622000,Льговский муниципальный район,2011,3.0
38622000,Льговский муниципальный район,2012,3.0
38622000,Льговский муниципальный район,2013,3.0
38622407,Банищанский сельсовет,2008,1.0
38622407,Банищанский сельсовет,2009,1.0
38622410,Большеугонский сельсовет,2008,1.0
38622410,Большеугонский сельсовет,2009,1.0
38622410,Большеугонский сельсовет,2010,1.0
38622410,Большеугонский сельсовет,2011,1.0
38622410,Большеугонский сельсовет,2012,1.0
38622410,Большеугонский сельсовет,2013,1.0
38622424,Густомойский сельсовет,2010,1.0
38622424,Густомойский сельсовет,2011,1.0
38622424,Густомойский сельсовет,2012,1.0
38622424,Густомойский сельсовет,2013,1.0
38622477,Селекционный сельсовет,2008,1.0
38622477,Селекционный сельсовет,2009,1.0
38622477,Селекционный сельсовет,2010,1.0
38622477,Селекционный сельсовет,2011,1.0
38622477,Селекционный сельсовет,2012,1.0
38622477,Селекционный сельсовет,2013,1.0
38623000,Мантуровский муниципальный район,2008,33.0
38623000,Мантуровский муниципальный район,2009,28.0
38623000,Мантуровский муниципальный район,2010,25.0
38623000,Мантуровский муниципальный район,2011,25.0
38623000,Мантуровский муниципальный район,2012,26.0
38623000,Мантуровский муниципальный район,2013,26.0
38623422,Мантуровский сельсовет,2008,27.0
38623422,Мантуровский сельсовет,2009,23.0
38623422,Мантуровский сельсовет,2010,20.0
38623422,Мантуровский сельсовет,2011,20.0
38623422,Мантуровский сельсовет,2012,20.0
38623422,Мантуровский сельсовет,2013,21.0
38623441,Сеймский сельсовет,2008,3.0
38623441,Сеймский сельсовет,2009,3.0
38623441,Сеймский сельсовет,2010,3.0
38623441,Сеймский сельсовет,2011,3.0
38623441,Сеймский сельсовет,2012,3.0
38623441,Сеймский сельсовет,2013,3.0
38623460,Ястребовский сельсовет,2008,3.0
38623460,Ястребовский сельсовет,2009,2.0
38623460,Ястребовский сельсовет,2010,2.0
38623460,Ястребовский сельсовет,2011,2.0
38623460,Ястребовский сельсовет,2012,3.0
38623460,Ястребовский сельсовет,2013,2.0
38624000,Медвенский муниципальный район,2008,39.0
38624000,Медвенский муниципальный район,2009,39.0
38624000,Медвенский муниципальный район,2010,38.0
38624000,Медвенский муниципальный район,2011,34.0
38624000,Медвенский муниципальный район,2012,36.0
38624000,Медвенский муниципальный район,2013,34.0
38624151,поселок Медвенка,2008,38.0
38624151,поселок Медвенка,2009,38.0
38624151,поселок Медвенка,2010,37.0
38624151,поселок Медвенка,2011,33.0
38624151,поселок Медвенка,2012,35.0
38624151,поселок Медвенка,2013,33.0
38624404,Амосовский сельсовет,2008,1.0
38624404,Амосовский сельсовет,2009,1.0
38624404,Амосовский сельсовет,2010,1.0
38624404,Амосовский сельсовет,2011,1.0
38624404,Амосовский сельсовет,2012,1.0
38624404,Амосовский сельсовет,2013,1.0
38626000,Обоянский муниципальный район,2008,72.0
38626000,Обоянский муниципальный район,2009,71.0
38626000,Обоянский муниципальный район,2010,66.0
38626000,Обоянский муниципальный район,2011,65.0
38626000,Обоянский муниципальный район,2012,63.0
38626000,Обоянский муниципальный район,2013,63.0
38626101,город Обоянь,2008,59.0
38626101,город Обоянь,2009,61.0
38626101,город Обоянь,2010,56.0
38626101,город Обоянь,2011,56.0
38626101,город Обоянь,2012,56.0
38626101,город Обоянь,2013,56.0
38626428,Долженковский сельсовет,2008,2.0
38626428,Долженковский сельсовет,2009,2.0
38626432,Зоринский сельсовет,2008,9.0
38626432,Зоринский сельсовет,2009,6.0
38626432,Зоринский сельсовет,2010,6.0
38626432,Зоринский сельсовет,2011,5.0
38626432,Зоринский сельсовет,2012,5.0
38626432,Зоринский сельсовет,2013,5.0
38626444,Котельниковский сельсовет,2010,1.0
38626444,Котельниковский сельсовет,2011,1.0
38626444,Котельниковский сельсовет,2012,1.0
38626444,Котельниковский сельсовет,2013,1.0
38626454,Полукотельниковский сельсовет,2008,1.0
38626454,Полукотельниковский сельсовет,2009,1.0
38626456,Рудавский сельсовет,2008,1.0
38626456,Рудавский сельсовет,2009,1.0
38626460,Рыбино-Будский сельсовет,2010,3.0
38626460,Рыбино-Будский сельсовет,2011,3.0
38626460,Рыбино-Будский сельсовет,2012,1.0
38626460,Рыбино-Будский сельсовет,2013,1.0
38628000,Октябрьский муниципальный район,2008,38.0
38628000,Октябрьский муниципальный район,2009,37.0
38628000,Октябрьский муниципальный район,2010,37.0
38628000,Октябрьский муниципальный район,2011,37.0
38628000,Октябрьский муниципальный район,2012,37.0
38628000,Октябрьский муниципальный район,2013,42.0
38628151,поселок Прямицыно,2008,38.0
38628151,поселок Прямицыно,2009,37.0
38628151,поселок Прямицыно,2010,37.0
38628151,поселок Прямицыно,2011,37.0
38628151,поселок Прямицыно,2012,37.0
38628151,поселок Прямицыно,2013,42.0
38630000,Поныровский муниципальный район,2008,26.0
38630000,Поныровский муниципальный район,2009,24.0
38630000,Поныровский муниципальный район,2010,25.0
38630000,Поныровский муниципальный район,2011,24.0
38630000,Поныровский муниципальный район,2012,19.0
38630000,Поныровский муниципальный район,2013,23.0
38630151,поселок Поныри,2008,24.0
38630151,поселок Поныри,2009,23.0
38630151,поселок Поныри,2010,24.0
38630151,поселок Поныри,2011,23.0
38630151,поселок Поныри,2012,18.0
38630151,поселок Поныри,2013,22.0
38630418,Возовский сельсовет,2008,1.0
38630418,Возовский сельсовет,2009,1.0
38630418,Возовский сельсовет,2010,1.0
38630418,Возовский сельсовет,2011,1.0
38630418,Возовский сельсовет,2012,1.0
38630418,Возовский сельсовет,2013,1.0
38630428,Ольховатский сельсовет,2008,1.0
38632000,Пристенский муниципальный район,2008,33.0
38632000,Пристенский муниципальный район,2009,34.0
38632000,Пристенский муниципальный район,2010,34.0
38632000,Пристенский муниципальный район,2011,29.0
38632000,Пристенский муниципальный район,2012,27.0
38632000,Пристенский муниципальный район,2013,29.0
38632151,поселок Пристень,2008,30.0
38632151,поселок Пристень,2009,31.0
38632151,поселок Пристень,2010,31.0
38632151,поселок Пристень,2011,26.0
38632151,поселок Пристень,2012,24.0
38632151,поселок Пристень,2013,27.0
38632152,поселок Кировский,2008,1.0
38632152,поселок Кировский,2009,1.0
38632152,поселок Кировский,2010,1.0
38632152,поселок Кировский,2011,1.0
38632152,поселок Кировский,2012,1.0
38632152,поселок Кировский,2013,1.0
38632404,Бобрышевский сельсовет,2008,1.0
38632404,Бобрышевский сельсовет,2009,1.0
38632404,Бобрышевский сельсовет,2010,1.0
38632404,Бобрышевский сельсовет,2011,1.0
38632404,Бобрышевский сельсовет,2012,1.0
38632404,Бобрышевский сельсовет,2013,1.0
38632473,Черновецкий сельсовет,2008,1.0
38632473,Черновецкий сельсовет,2009,1.0
38632473,Черновецкий сельсовет,2010,1.0
38632473,Черновецкий сельсовет,2011,1.0
38632473,Черновецкий сельсовет,2012,1.0
38634000,Рыльский муниципальный район,2008,94.0
38634000,Рыльский муниципальный район,2009,74.0
38634000,Рыльский муниципальный район,2010,70.0
38634000,Рыльский муниципальный район,2011,69.0
38634000,Рыльский муниципальный район,2012,62.0
38634000,Рыльский муниципальный район,2013,85.0
38634101,город Рыльск,2008,82.0
38634101,город Рыльск,2009,62.0
38634101,город Рыльск,2010,59.0
38634101,город Рыльск,2011,59.0
38634101,город Рыльск,2012,37.0
38634101,город Рыльск,2013,60.0
38634436,Ивановский сельсовет,2008,6.0
38634436,Ивановский сельсовет,2009,4.0
38634436,Ивановский сельсовет,2010,3.0
38634436,Ивановский сельсовет,2011,3.0
38634436,Ивановский сельсовет,2012,18.0
38634436,Ивановский сельсовет,2013,18.0
38634448,Крупецкий сельсовет,2010,6.0
38634448,Крупецкий сельсовет,2011,5.0
38634448,Крупецкий сельсовет,2012,5.0
38634448,Крупецкий сельсовет,2013,5.0
38634460,Малогнеушевский сельсовет,2008,1.0
38634460,Малогнеушевский сельсовет,2009,2.0
38634460,Малогнеушевский сельсовет,2010,2.0
38634460,Малогнеушевский сельсовет,2011,2.0
38634460,Малогнеушевский сельсовет,2012,2.0
38634460,Малогнеушевский сельсовет,2013,2.0
38634480,Новоивановский сельсовет,2008,5.0
38634480,Новоивановский сельсовет,2009,6.0
38634496,Щекинский сельсовет,2013,0.0
38636000,Советский муниципальный район,2008,33.0
38636000,Советский муниципальный район,2009,33.0
38636000,Советский муниципальный район,2010,33.0
38636000,Советский муниципальный район,2011,35.0
38636000,Советский муниципальный район,2012,34.0
38636000,Советский муниципальный район,2013,35.0
38636151,поселок Кшенский,2008,31.0
38636151,поселок Кшенский,2009,31.0
38636151,поселок Кшенский,2010,31.0
38636151,поселок Кшенский,2011,33.0
38636151,поселок Кшенский,2012,32.0
38636151,поселок Кшенский,2013,33.0
38636404,Александровский сельсовет,2010,1.0
38636404,Александровский сельсовет,2011,1.0
38636404,Александровский сельсовет,2012,1.0
38636404,Александровский сельсовет,2013,1.0
38636420,Городищенский сельсовет,2008,1.0
38636420,Городищенский сельсовет,2009,1.0
38636440,Михайлоанненский сельсовет,2008,1.0
38636440,Михайлоанненский сельсовет,2009,1.0
38636440,Михайлоанненский сельсовет,2010,1.0
38636440,Михайлоанненский сельсовет,2011,1.0
38636440,Михайлоанненский сельсовет,2012,1.0
38636440,Михайлоанненский сельсовет,2013,1.0
38638000,Солнцевский муниципальный район,2008,32.0
38638000,Солнцевский муниципальный район,2009,26.0
38638000,Солнцевский муниципальный район,2010,29.0
38638000,Солнцевский муниципальный район,2011,29.0
38638000,Солнцевский муниципальный район,2012,31.0
38638000,Солнцевский муниципальный район,2013,30.0
38638151,поселок Солнцево,2008,32.0
38638151,поселок Солнцево,2009,26.0
38638151,поселок Солнцево,2010,29.0
38638151,поселок Солнцево,2011,29.0
38638151,поселок Солнцево,2012,31.0
38638151,поселок Солнцево,2013,30.0
38640000,Суджанский муниципальный район,2008,63.0
38640000,Суджанский муниципальный район,2009,60.0
38640000,Суджанский муниципальный район,2010,60.0
38640000,Суджанский муниципальный район,2011,58.0
38640000,Суджанский муниципальный район,2012,64.0
38640000,Суджанский муниципальный район,2013,60.0
38640421,Гончаровский сельсовет,2008,62.0
38640421,Гончаровский сельсовет,2009,60.0
38640421,Гончаровский сельсовет,2010,60.0
38640421,Гончаровский сельсовет,2011,58.0
38640421,Гончаровский сельсовет,2012,64.0
38640421,Гончаровский сельсовет,2013,60.0
38640474,Свердликовский сельсовет,2008,1.0
38642000,Тимский муниципальный район,2008,28.0
38642000,Тимский муниципальный район,2009,29.0
38642000,Тимский муниципальный район,2010,29.0
38642000,Тимский муниципальный район,2011,27.0
38642000,Тимский муниципальный район,2012,26.0
38642000,Тимский муниципальный район,2013,25.0
38642151,поселок Тим,2008,28.0
38642151,поселок Тим,2009,29.0
38642151,поселок Тим,2010,29.0
38642151,поселок Тим,2011,27.0
38642151,поселок Тим,2012,26.0
38642151,поселок Тим,2013,25.0
