oktmo,name,year,avgemployers
80623000,Дуванский муниципальный район,2017,5145.0
80623000,Дуванский муниципальный район,2018,4758.0
80623000,Дуванский муниципальный район,2019,4603.0
80623000,Дуванский муниципальный район,2020,4542.0
80623000,Дуванский муниципальный район,2021,4426.0
80623000,Дуванский муниципальный район,2022,4376.0
80624000,Дюртюлинский муниципальный район,2017,10180.0
80624000,Дюртюлинский муниципальный район,2018,9814.0
80624000,Дюртюлинский муниципальный район,2019,9513.0
80624000,Дюртюлинский муниципальный район,2020,9239.0
80624000,Дюртюлинский муниципальный район,2021,8919.0
80624000,Дюртюлинский муниципальный район,2022,8718.0
80625000,Ермекеевский муниципальный район,2017,1548.0
80625000,Ермекеевский муниципальный район,2018,1572.0
80625000,Ермекеевский муниципальный район,2019,1794.0
80625000,Ермекеевский муниципальный район,2020,1888.0
80625000,Ермекеевский муниципальный район,2021,1700.0
80625000,Ермекеевский муниципальный район,2022,1695.0
80626000,Зианчуринский муниципальный район,2017,2800.0
80626000,Зианчуринский муниципальный район,2018,2603.0
80626000,Зианчуринский муниципальный район,2019,2562.0
80626000,Зианчуринский муниципальный район,2020,2565.0
80626000,Зианчуринский муниципальный район,2021,2523.0
80626000,Зианчуринский муниципальный район,2022,2683.0
80627000,Зилаирский муниципальный район,2017,1941.0
80627000,Зилаирский муниципальный район,2018,1805.0
80627000,Зилаирский муниципальный район,2019,1767.0
80627000,Зилаирский муниципальный район,2020,1760.0
80627000,Зилаирский муниципальный район,2021,1781.0
80627000,Зилаирский муниципальный район,2022,1811.0
80628000,Иглинский муниципальный район,2017,4761.0
80628000,Иглинский муниципальный район,2018,4455.0
80628000,Иглинский муниципальный район,2019,4565.0
80628000,Иглинский муниципальный район,2020,4827.0
80628000,Иглинский муниципальный район,2021,4830.0
80628000,Иглинский муниципальный район,2022,5161.0
80630000,Илишевский муниципальный район,2017,4667.0
80630000,Илишевский муниципальный район,2018,4160.0
80630000,Илишевский муниципальный район,2019,3897.0
80630000,Илишевский муниципальный район,2020,3911.0
80630000,Илишевский муниципальный район,2021,3833.0
80630000,Илишевский муниципальный район,2022,3904.0
80631000,Ишимбайский муниципальный район,2017,14601.0
80631000,Ишимбайский муниципальный район,2018,14072.0
80631000,Ишимбайский муниципальный район,2019,13831.0
80631000,Ишимбайский муниципальный район,2020,13535.0
80631000,Ишимбайский муниципальный район,2021,13736.0
80631000,Ишимбайский муниципальный район,2022,13141.0
80633000,Калтасинский муниципальный район,2017,3277.0
80633000,Калтасинский муниципальный район,2018,3195.0
80633000,Калтасинский муниципальный район,2019,3173.0
80633000,Калтасинский муниципальный район,2020,3241.0
80633000,Калтасинский муниципальный район,2021,3179.0
80633000,Калтасинский муниципальный район,2022,3037.0
80634000,Караидельский муниципальный район,2017,2609.0
80634000,Караидельский муниципальный район,2018,2364.0
80634000,Караидельский муниципальный район,2019,2362.0
80634000,Караидельский муниципальный район,2020,2344.0
80634000,Караидельский муниципальный район,2021,2344.0
80634000,Караидельский муниципальный район,2022,2309.0
80635000,Кармаскалинский муниципальный район,2017,5468.0
80635000,Кармаскалинский муниципальный район,2018,4868.0
80635000,Кармаскалинский муниципальный район,2019,4877.0
80635000,Кармаскалинский муниципальный район,2020,4787.0
80635000,Кармаскалинский муниципальный район,2021,4744.0
80635000,Кармаскалинский муниципальный район,2022,4941.0
80636000,Кигинский муниципальный район,2017,1873.0
80636000,Кигинский муниципальный район,2018,1697.0
80636000,Кигинский муниципальный район,2019,1692.0
80636000,Кигинский муниципальный район,2020,1709.0
80636000,Кигинский муниципальный район,2021,1715.0
80636000,Кигинский муниципальный район,2022,1723.0
80637000,Краснокамский муниципальный район,2017,6512.0
80637000,Краснокамский муниципальный район,2018,6067.0
80637000,Краснокамский муниципальный район,2019,5779.0
80637000,Краснокамский муниципальный район,2020,6030.0
80637000,Краснокамский муниципальный район,2021,5858.0
80637000,Краснокамский муниципальный район,2022,5678.0
80638000,Кугарчинский муниципальный район,2017,3505.0
80638000,Кугарчинский муниципальный район,2018,3307.0
80638000,Кугарчинский муниципальный район,2019,3276.0
80638000,Кугарчинский муниципальный район,2020,3207.0
80638000,Кугарчинский муниципальный район,2021,3150.0
80638000,Кугарчинский муниципальный район,2022,3155.0
80639000,Куюргазинский муниципальный район,2017,3494.0
80639000,Куюргазинский муниципальный район,2018,3226.0
80639000,Куюргазинский муниципальный район,2019,3013.0
80639000,Куюргазинский муниципальный район,2020,2969.0
80639000,Куюргазинский муниципальный район,2021,2905.0
80639000,Куюргазинский муниципальный район,2022,2870.0
80640000,Кушнаренковский муниципальный район,2017,2753.0
80640000,Кушнаренковский муниципальный район,2018,2613.0
80640000,Кушнаренковский муниципальный район,2019,2608.0
80640000,Кушнаренковский муниципальный район,2020,2610.0
80640000,Кушнаренковский муниципальный район,2021,2620.0
80640000,Кушнаренковский муниципальный район,2022,2590.0
80641000,Мелеузовский муниципальный район,2017,13842.0
80641000,Мелеузовский муниципальный район,2018,12516.0
80641000,Мелеузовский муниципальный район,2019,11978.0
80641000,Мелеузовский муниципальный район,2020,11410.0
80641000,Мелеузовский муниципальный район,2021,10763.0
80641000,Мелеузовский муниципальный район,2022,11385.0
80642000,Мечетлинский муниципальный район,2017,2677.0
80642000,Мечетлинский муниципальный район,2018,2448.0
80642000,Мечетлинский муниципальный район,2019,2354.0
80642000,Мечетлинский муниципальный район,2020,2414.0
80642000,Мечетлинский муниципальный район,2021,2377.0
80642000,Мечетлинский муниципальный район,2022,2444.0
80643000,Мишкинский муниципальный район,2017,2060.0
80643000,Мишкинский муниципальный район,2018,1843.0
80643000,Мишкинский муниципальный район,2019,2002.0
80643000,Мишкинский муниципальный район,2020,1945.0
80643000,Мишкинский муниципальный район,2021,1914.0
80643000,Мишкинский муниципальный район,2022,1882.0
80644000,Миякинский муниципальный район,2017,3199.0
80644000,Миякинский муниципальный район,2018,2976.0
80644000,Миякинский муниципальный район,2019,2854.0
80644000,Миякинский муниципальный район,2020,2804.0
80644000,Миякинский муниципальный район,2021,2685.0
80644000,Миякинский муниципальный район,2022,2603.0
80645000,Нуримановский муниципальный район,2017,2262.0
80645000,Нуримановский муниципальный район,2018,2127.0
80645000,Нуримановский муниципальный район,2019,2253.0
80645000,Нуримановский муниципальный район,2020,2284.0
80645000,Нуримановский муниципальный район,2021,2356.0
80645000,Нуримановский муниципальный район,2022,2346.0
80647000,Салаватский муниципальный район,2017,4235.0
80647000,Салаватский муниципальный район,2018,4035.0
80647000,Салаватский муниципальный район,2019,3977.0
80647000,Салаватский муниципальный район,2020,3894.0
80647000,Салаватский муниципальный район,2021,3933.0
80647000,Салаватский муниципальный район,2022,3767.0
80648000,Стерлибашевский муниципальный район,2017,1984.0
80648000,Стерлибашевский муниципальный район,2018,1819.0
80648000,Стерлибашевский муниципальный район,2019,1842.0
80648000,Стерлибашевский муниципальный район,2020,1903.0
80648000,Стерлибашевский муниципальный район,2021,1838.0
80648000,Стерлибашевский муниципальный район,2022,1819.0
80649000,Стерлитамакский муниципальный район,2017,6334.0
80649000,Стерлитамакский муниципальный район,2018,6077.0
80649000,Стерлитамакский муниципальный район,2019,5605.0
80649000,Стерлитамакский муниципальный район,2020,4980.0
80649000,Стерлитамакский муниципальный район,2021,4824.0
80649000,Стерлитамакский муниципальный район,2022,4636.0
80650000,Татышлинский муниципальный район,2017,3091.0
80650000,Татышлинский муниципальный район,2018,2740.0
80650000,Татышлинский муниципальный район,2019,2699.0
80650000,Татышлинский муниципальный район,2020,2778.0
80650000,Татышлинский муниципальный район,2021,2772.0
80650000,Татышлинский муниципальный район,2022,2729.0
80651000,Туймазинский муниципальный район,2017,21846.0
80651000,Туймазинский муниципальный район,2018,20618.0
80651000,Туймазинский муниципальный район,2019,20181.0
80651000,Туймазинский муниципальный район,2020,19984.0
80651000,Туймазинский муниципальный район,2021,19949.0
80651000,Туймазинский муниципальный район,2022,19817.0
80652000,Уфимский муниципальный район,2017,19941.0
80652000,Уфимский муниципальный район,2018,16377.0
80652000,Уфимский муниципальный район,2019,16504.0
80652000,Уфимский муниципальный район,2020,17432.0
80652000,Уфимский муниципальный район,2021,16989.0
80652000,Уфимский муниципальный район,2022,18273.0
80653000,Учалинский муниципальный район,2017,14905.0
80653000,Учалинский муниципальный район,2018,14667.0
80653000,Учалинский муниципальный район,2019,14859.0
80653000,Учалинский муниципальный район,2020,15283.0
80653000,Учалинский муниципальный район,2021,15110.0
80653000,Учалинский муниципальный район,2022,14992.0
80654000,Федоровский муниципальный район,2017,1616.0
80654000,Федоровский муниципальный район,2018,1499.0
80654000,Федоровский муниципальный район,2019,1534.0
80654000,Федоровский муниципальный район,2020,1569.0
80654000,Федоровский муниципальный район,2021,1568.0
80654000,Федоровский муниципальный район,2022,1505.0
80655000,Хайбуллинский муниципальный район,2017,4812.0
80655000,Хайбуллинский муниципальный район,2018,4618.0
80655000,Хайбуллинский муниципальный район,2019,4590.0
80655000,Хайбуллинский муниципальный район,2020,4446.0
80655000,Хайбуллинский муниципальный район,2021,4560.0
80655000,Хайбуллинский муниципальный район,2022,5406.0
80656000,Чекмагушевский муниципальный район,2017,5068.0
80656000,Чекмагушевский муниципальный район,2018,4018.0
80656000,Чекмагушевский муниципальный район,2019,4526.0
80656000,Чекмагушевский муниципальный район,2020,4297.0
80656000,Чекмагушевский муниципальный район,2021,4112.0
80656000,Чекмагушевский муниципальный район,2022,3842.0
80657000,Чишминский муниципальный район,2017,6513.0
80657000,Чишминский муниципальный район,2018,6472.0
80657000,Чишминский муниципальный район,2019,6375.0
80657000,Чишминский муниципальный район,2020,6307.0
80657000,Чишминский муниципальный район,2021,6072.0
80657000,Чишминский муниципальный район,2022,5969.0
80658000,Шаранский муниципальный район,2017,2734.0
80658000,Шаранский муниципальный район,2018,2628.0
80658000,Шаранский муниципальный район,2019,2588.0
80658000,Шаранский муниципальный район,2020,2681.0
80658000,Шаранский муниципальный район,2021,2626.0
80658000,Шаранский муниципальный район,2022,2471.0
80659000,Янаульский муниципальный район,2017,7992.0
80659000,Янаульский муниципальный район,2018,7476.0
80659000,Янаульский муниципальный район,2019,7358.0
80659000,Янаульский муниципальный район,2020,7430.0
80659000,Янаульский муниципальный район,2021,7113.0
80659000,Янаульский муниципальный район,2022,6774.0
80701000,город Уфа,2017,307854.0
80701000,город Уфа,2018,310269.0
80701000,город Уфа,2019,312964.0
80701000,город Уфа,2020,310576.0
80701000,город Уфа,2021,308109.0
80701000,город Уфа,2022,305558.0
80703000,город Агидель,2017,1508.0
80703000,город Агидель,2018,1488.0
80703000,город Агидель,2019,1644.0
80703000,город Агидель,2020,1750.0
80703000,город Агидель,2021,1635.0
80703000,город Агидель,2022,1560.0
80723000,город Кумертау,2017,11711.0
80723000,город Кумертау,2018,11201.0
80723000,город Кумертау,2019,11701.0
80723000,город Кумертау,2020,11213.0
80723000,город Кумертау,2021,10961.0
80723000,город Кумертау,2022,10522.0
80727000,город Нефтекамск,2017,30701.0
80727000,город Нефтекамск,2018,29545.0
80727000,город Нефтекамск,2019,29456.0
80727000,город Нефтекамск,2020,28897.0
80727000,город Нефтекамск,2021,28496.0
80727000,город Нефтекамск,2022,28119.0
80735000,город Октябрьский,2017,26013.0
80735000,город Октябрьский,2018,25331.0
80735000,город Октябрьский,2019,25169.0
80735000,город Октябрьский,2020,24715.0
80735000,город Октябрьский,2021,23706.0
80735000,город Октябрьский,2022,23340.0
80739000,город Салават,2017,41300.0
80739000,город Салават,2018,38777.0
80739000,город Салават,2019,38091.0
80739000,город Салават,2020,37682.0
80739000,город Салават,2021,36385.0
80739000,город Салават,2022,34737.0
80743000,город Сибай,2017,11081.0
80743000,город Сибай,2018,10975.0
80743000,город Сибай,2019,10396.0
80743000,город Сибай,2020,9787.0
80743000,город Сибай,2021,9695.0
80743000,город Сибай,2022,9179.0
80745000,город Стерлитамак,2017,55335.0
80745000,город Стерлитамак,2018,54668.0
80745000,город Стерлитамак,2019,53810.0
80745000,город Стерлитамак,2020,53063.0
80745000,город Стерлитамак,2021,52047.0
80745000,город Стерлитамак,2022,50947.0
81603000,Баргузинский муниципальный район,2017,3062.72
81603000,Баргузинский муниципальный район,2018,3124.0
81603000,Баргузинский муниципальный район,2019,3169.0
81603000,Баргузинский муниципальный район,2020,3123.0
81603000,Баргузинский муниципальный район,2021,2988.0
81603000,Баргузинский муниципальный район,2022,2812.0
81606000,Баунтовский эвенкийский муниципальный район,2017,2069.88
81606000,Баунтовский эвенкийский муниципальный район,2018,2099.0
81606000,Баунтовский эвенкийский муниципальный район,2019,2368.0
81606000,Баунтовский эвенкийский муниципальный район,2020,2422.0
81606000,Баунтовский эвенкийский муниципальный район,2021,2648.0
81606000,Баунтовский эвенкийский муниципальный район,2022,2919.0
81609000,Бичурский муниципальный район,2017,2688.52
81609000,Бичурский муниципальный район,2018,2922.0
81609000,Бичурский муниципальный район,2019,2931.0
81609000,Бичурский муниципальный район,2020,2866.0
81609000,Бичурский муниципальный район,2021,2848.0
81609000,Бичурский муниципальный район,2022,2996.0
81612000,Джидинский муниципальный район,2017,2762.08
81612000,Джидинский муниципальный район,2018,2670.0
81612000,Джидинский муниципальный район,2019,2673.0
81612000,Джидинский муниципальный район,2020,2605.0
81612000,Джидинский муниципальный район,2021,2586.0
81612000,Джидинский муниципальный район,2022,2561.0
81615000,Еравнинский муниципальный район,2017,2236.35
81615000,Еравнинский муниципальный район,2018,2167.0
81615000,Еравнинский муниципальный район,2019,2311.0
81615000,Еравнинский муниципальный район,2020,2364.0
81615000,Еравнинский муниципальный район,2021,2522.0
81615000,Еравнинский муниципальный район,2022,4683.0
81618000,Заиграевский муниципальный район,2017,7720.47
81618000,Заиграевский муниципальный район,2018,7696.0
81618000,Заиграевский муниципальный район,2019,7629.0
81618000,Заиграевский муниципальный район,2020,7608.0
81618000,Заиграевский муниципальный район,2021,7395.0
81618000,Заиграевский муниципальный район,2022,7219.0
81621000,Закаменский муниципальный район,2017,3853.38
81621000,Закаменский муниципальный район,2018,3886.0
81621000,Закаменский муниципальный район,2019,3728.0
81621000,Закаменский муниципальный район,2020,3654.0
81621000,Закаменский муниципальный район,2021,3692.0
81621000,Закаменский муниципальный район,2022,3745.0
81622000,Иволгинский муниципальный район,2017,2822.19
81622000,Иволгинский муниципальный район,2018,2851.0
81622000,Иволгинский муниципальный район,2019,2974.0
81622000,Иволгинский муниципальный район,2020,3032.0
81622000,Иволгинский муниципальный район,2021,3238.0
81622000,Иволгинский муниципальный район,2022,3271.0
81624000,Кабанский муниципальный район,2017,10534.5
81624000,Кабанский муниципальный район,2018,10249.0
81624000,Кабанский муниципальный район,2019,10171.0
81624000,Кабанский муниципальный район,2020,9717.0
81624000,Кабанский муниципальный район,2021,9521.0
81624000,Кабанский муниципальный район,2022,9541.0
81627000,Кижингинский муниципальный район,2017,1822.5
81627000,Кижингинский муниципальный район,2018,1831.0
81627000,Кижингинский муниципальный район,2019,1835.0
81627000,Кижингинский муниципальный район,2020,1772.0
81627000,Кижингинский муниципальный район,2021,1788.0
81627000,Кижингинский муниципальный район,2022,1749.0
81630000,Курумканский муниципальный район,2017,1570.32
81630000,Курумканский муниципальный район,2018,1592.0
81630000,Курумканский муниципальный район,2019,1622.0
81630000,Курумканский муниципальный район,2020,1582.0
81630000,Курумканский муниципальный район,2021,1565.0
81630000,Курумканский муниципальный район,2022,1523.0
81633000,Кяхтинский муниципальный район,2017,5254.47
81633000,Кяхтинский муниципальный район,2018,5235.0
81633000,Кяхтинский муниципальный район,2019,5162.0
81633000,Кяхтинский муниципальный район,2020,5196.0
81633000,Кяхтинский муниципальный район,2021,5137.0
81633000,Кяхтинский муниципальный район,2022,4950.0
81635000,Муйский муниципальный район,2017,4503.9
81635000,Муйский муниципальный район,2018,4423.0
81635000,Муйский муниципальный район,2019,4130.0
81635000,Муйский муниципальный район,2020,4147.0
81635000,Муйский муниципальный район,2021,4115.0
81635000,Муйский муниципальный район,2022,4369.0
81636000,Мухоршибирский муниципальный район,2017,4928.72
81636000,Мухоршибирский муниципальный район,2018,4884.0
81636000,Мухоршибирский муниципальный район,2019,4949.0
81636000,Мухоршибирский муниципальный район,2020,5013.0
81636000,Мухоршибирский муниципальный район,2021,4942.0
81636000,Мухоршибирский муниципальный район,2022,4768.0
81639000,Окинский муниципальный район,2017,2372.48
81639000,Окинский муниципальный район,2018,2413.0
81639000,Окинский муниципальный район,2019,2241.0
81639000,Окинский муниципальный район,2020,1933.0
81639000,Окинский муниципальный район,2021,1852.0
81639000,Окинский муниципальный район,2022,1655.0
81642000,Прибайкальский муниципальный район,2017,3947.98
81642000,Прибайкальский муниципальный район,2018,3901.0
81642000,Прибайкальский муниципальный район,2019,3791.0
81642000,Прибайкальский муниципальный район,2020,3642.0
81642000,Прибайкальский муниципальный район,2021,3503.0
81642000,Прибайкальский муниципальный район,2022,3382.0
81645000,Северо-Байкальский муниципальный район,2017,3519.06
81645000,Северо-Байкальский муниципальный район,2018,3581.0
81645000,Северо-Байкальский муниципальный район,2019,3363.0
81645000,Северо-Байкальский муниципальный район,2020,2598.0
81645000,Северо-Байкальский муниципальный район,2021,2331.0
81645000,Северо-Байкальский муниципальный район,2022,3226.0
81648000,Селенгинский муниципальный район,2017,6046.03
81648000,Селенгинский муниципальный район,2018,5943.0
81648000,Селенгинский муниципальный район,2019,5571.0
81648000,Селенгинский муниципальный район,2020,5518.0
81648000,Селенгинский муниципальный район,2021,5906.0
81648000,Селенгинский муниципальный район,2022,5864.0
81650000,Тарбагатайский муниципальный район,2017,1874.57
81650000,Тарбагатайский муниципальный район,2018,1898.0
81650000,Тарбагатайский муниципальный район,2019,1928.0
81650000,Тарбагатайский муниципальный район,2020,1942.0
81650000,Тарбагатайский муниципальный район,2021,1985.0
81650000,Тарбагатайский муниципальный район,2022,1876.0
81651000,Тункинский муниципальный район,2017,3147.22
81651000,Тункинский муниципальный район,2018,3134.0
81651000,Тункинский муниципальный район,2019,3084.0
81651000,Тункинский муниципальный район,2020,2931.0
81651000,Тункинский муниципальный район,2021,2849.0
81651000,Тункинский муниципальный район,2022,2726.0
81657000,Хоринский муниципальный район,2017,2075.63
81657000,Хоринский муниципальный район,2018,2123.0
81657000,Хоринский муниципальный район,2019,2129.0
81657000,Хоринский муниципальный район,2020,2083.0
81657000,Хоринский муниципальный район,2021,2099.0
81657000,Хоринский муниципальный район,2022,2138.0
81701000,город Улан-Удэ,2017,95050.2
81701000,город Улан-Удэ,2018,93261.0
81701000,город Улан-Удэ,2019,93619.0
81701000,город Улан-Удэ,2020,93720.0
81701000,город Улан-Удэ,2021,91845.0
81701000,город Улан-Удэ,2022,91087.0
81720000,город Северобайкальск,2017,5741.37
81720000,город Северобайкальск,2018,5780.0
81720000,город Северобайкальск,2019,5867.0
81720000,город Северобайкальск,2020,5530.0
81720000,город Северобайкальск,2021,5435.0
81720000,город Северобайкальск,2022,5895.0
82601000,Агульский муниципальный район,2017,1294.0
82601000,Агульский муниципальный район,2018,1277.0
82601000,Агульский муниципальный район,2019,1249.0
82601000,Агульский муниципальный район,2020,1238.0
82601000,Агульский муниципальный район,2021,1278.0
82601000,Агульский муниципальный район,2022,1283.0
82603000,Акушинский муниципальный район,2017,3130.0
82603000,Акушинский муниципальный район,2018,3399.0
82603000,Акушинский муниципальный район,2019,3323.0
82603000,Акушинский муниципальный район,2020,3296.0
82603000,Акушинский муниципальный район,2021,3223.0
82603000,Акушинский муниципальный район,2022,3219.0
82605000,Ахвахский муниципальный район,2017,1733.0
82605000,Ахвахский муниципальный район,2018,1771.0
82605000,Ахвахский муниципальный район,2019,1756.0
82605000,Ахвахский муниципальный район,2020,1688.0
82605000,Ахвахский муниципальный район,2021,1590.0
82605000,Ахвахский муниципальный район,2022,1639.0
82606000,Ахтынский муниципальный район,2017,2526.0
82606000,Ахтынский муниципальный район,2018,2447.0
82606000,Ахтынский муниципальный район,2019,2647.0
82606000,Ахтынский муниципальный район,2020,2498.0
82606000,Ахтынский муниципальный район,2021,2966.0
82606000,Ахтынский муниципальный район,2022,2882.0
82607000,Бабаюртовский муниципальный район,2017,3952.0
82607000,Бабаюртовский муниципальный район,2018,3948.0
82607000,Бабаюртовский муниципальный район,2019,4005.0
82607000,Бабаюртовский муниципальный район,2020,3952.0
82607000,Бабаюртовский муниципальный район,2022,4044.0
82609000,Ботлихский муниципальный район,2017,3656.0
82609000,Ботлихский муниципальный район,2018,3788.0
82609000,Ботлихский муниципальный район,2019,3804.0
82609000,Ботлихский муниципальный район,2020,3713.0
82609000,Ботлихский муниципальный район,2021,3672.0
82609000,Ботлихский муниципальный район,2022,3679.0
82611000,Буйнакский муниципальный район,2017,3128.0
82611000,Буйнакский муниципальный район,2018,3453.0
82611000,Буйнакский муниципальный район,2019,3545.0
82611000,Буйнакский муниципальный район,2020,3620.0
82611000,Буйнакский муниципальный район,2021,3772.0
82611000,Буйнакский муниципальный район,2022,3679.0
82613000,Гергебильский муниципальный район,2017,2164.0
82613000,Гергебильский муниципальный район,2018,2147.0
82613000,Гергебильский муниципальный район,2019,2135.0
82613000,Гергебильский муниципальный район,2020,2032.0
82613000,Гергебильский муниципальный район,2021,1925.0
82613000,Гергебильский муниципальный район,2022,1949.0
82615000,Гумбетовский муниципальный район,2017,1765.0
82615000,Гумбетовский муниципальный район,2018,1737.0
82615000,Гумбетовский муниципальный район,2019,1804.0
82615000,Гумбетовский муниципальный район,2020,1724.0
82615000,Гумбетовский муниципальный район,2021,1748.0
82615000,Гумбетовский муниципальный район,2022,1752.0
82616000,Гунибский муниципальный район,2017,2544.0
82616000,Гунибский муниципальный район,2018,2516.0
82616000,Гунибский муниципальный район,2019,2483.0
82616000,Гунибский муниципальный район,2020,2457.0
82616000,Гунибский муниципальный район,2021,2486.0
82616000,Гунибский муниципальный район,2022,2483.0
82618000,Дахадаевский муниципальный район,2017,3292.0
82618000,Дахадаевский муниципальный район,2018,3045.0
82618000,Дахадаевский муниципальный район,2019,3023.0
82618000,Дахадаевский муниципальный район,2020,3059.0
82618000,Дахадаевский муниципальный район,2021,3074.0
82618000,Дахадаевский муниципальный район,2022,3110.0
82620000,Дербентский муниципальный район,2017,5155.0
82620000,Дербентский муниципальный район,2018,5582.0
82620000,Дербентский муниципальный район,2019,5320.0
82620000,Дербентский муниципальный район,2020,5362.0
82620000,Дербентский муниципальный район,2021,5559.0
82620000,Дербентский муниципальный район,2022,5628.0
82621000,Докузпаринский муниципальный район,2017,1585.0
82621000,Докузпаринский муниципальный район,2018,1576.0
82621000,Докузпаринский муниципальный район,2019,1465.0
82621000,Докузпаринский муниципальный район,2020,1471.0
82621000,Докузпаринский муниципальный район,2021,1450.0
82621000,Докузпаринский муниципальный район,2022,1472.0
82622000,Казбековский муниципальный район,2017,3249.0
82622000,Казбековский муниципальный район,2018,3386.0
82622000,Казбековский муниципальный район,2019,3438.0
82622000,Казбековский муниципальный район,2020,3443.0
82622000,Казбековский муниципальный район,2021,3543.0
82622000,Казбековский муниципальный район,2022,3480.0
82623000,Кайтагский муниципальный район,2017,2341.0
82623000,Кайтагский муниципальный район,2018,2253.0
82623000,Кайтагский муниципальный район,2019,2282.0
82623000,Кайтагский муниципальный район,2020,2284.0
82623000,Кайтагский муниципальный район,2021,2329.0
82623000,Кайтагский муниципальный район,2022,2417.0
82624000,Каякентский муниципальный район,2017,4939.0
82624000,Каякентский муниципальный район,2018,4738.0
82624000,Каякентский муниципальный район,2019,4571.0
82624000,Каякентский муниципальный район,2020,4557.0
82624000,Каякентский муниципальный район,2021,4521.0
82624000,Каякентский муниципальный район,2022,4480.0
82626000,Кизилюртовский муниципальный район,2017,2269.0
82626000,Кизилюртовский муниципальный район,2018,2440.0
82626000,Кизилюртовский муниципальный район,2019,2445.0
82626000,Кизилюртовский муниципальный район,2020,2586.0
82626000,Кизилюртовский муниципальный район,2021,2697.0
82626000,Кизилюртовский муниципальный район,2022,2727.0
82627000,Кизлярский муниципальный район,2017,2920.0
82627000,Кизлярский муниципальный район,2018,3237.0
82627000,Кизлярский муниципальный район,2019,3179.0
82627000,Кизлярский муниципальный район,2020,2967.0
82627000,Кизлярский муниципальный район,2021,2966.0
82627000,Кизлярский муниципальный район,2022,2850.0
82629000,Кулинский муниципальный район,2017,1110.0
82629000,Кулинский муниципальный район,2018,1170.0
82629000,Кулинский муниципальный район,2019,1135.0
82629000,Кулинский муниципальный район,2020,1126.0
82629000,Кулинский муниципальный район,2021,1087.0
82629000,Кулинский муниципальный район,2022,1057.0
82630000,Курахский муниципальный район,2017,1657.0
82630000,Курахский муниципальный район,2018,1651.0
82630000,Курахский муниципальный район,2019,1636.0
82630000,Курахский муниципальный район,2020,1657.0
82630000,Курахский муниципальный район,2021,1672.0
82630000,Курахский муниципальный район,2022,1675.0
82632000,Лакский муниципальный район,2017,1433.0
82632000,Лакский муниципальный район,2018,1458.0
82632000,Лакский муниципальный район,2019,1397.0
82632000,Лакский муниципальный район,2020,1376.0
82632000,Лакский муниципальный район,2021,1351.0
82632000,Лакский муниципальный район,2022,1307.0
82634000,Левашинский муниципальный район,2017,4384.0
82634000,Левашинский муниципальный район,2018,4629.0
82634000,Левашинский муниципальный район,2019,4717.0
82634000,Левашинский муниципальный район,2020,4814.0
82634000,Левашинский муниципальный район,2021,4888.0
82634000,Левашинский муниципальный район,2022,4866.0
82635000,Карабудахкентский муниципальный район,2017,5592.0
82635000,Карабудахкентский муниципальный район,2018,5428.0
82635000,Карабудахкентский муниципальный район,2019,5517.0
82635000,Карабудахкентский муниципальный район,2020,5730.0
82635000,Карабудахкентский муниципальный район,2021,5872.0
82635000,Карабудахкентский муниципальный район,2022,6412.0
82636000,Кумторкалинский муниципальный район,2017,1999.0
82636000,Кумторкалинский муниципальный район,2018,1981.0
82636000,Кумторкалинский муниципальный район,2019,2106.0
82636000,Кумторкалинский муниципальный район,2020,2452.0
82636000,Кумторкалинский муниципальный район,2021,2514.0
82636000,Кумторкалинский муниципальный район,2022,2734.0
82637000,Магарамкентский муниципальный район,2017,4170.0
82637000,Магарамкентский муниципальный район,2018,4463.0
82637000,Магарамкентский муниципальный район,2019,4480.0
82637000,Магарамкентский муниципальный район,2020,4494.0
82637000,Магарамкентский муниципальный район,2021,4502.0
82637000,Магарамкентский муниципальный район,2022,4531.0
82639000,Новолакский муниципальный район,2017,2415.0
82639000,Новолакский муниципальный район,2018,2411.0
82639000,Новолакский муниципальный район,2019,2480.0
82639000,Новолакский муниципальный район,2020,2447.0
82639000,Новолакский муниципальный район,2021,2541.0
82639000,Новолакский муниципальный район,2022,2701.0
82640000,Ногайский муниципальный район,2017,2407.0
82640000,Ногайский муниципальный район,2018,2385.0
82640000,Ногайский муниципальный район,2019,2396.0
82640000,Ногайский муниципальный район,2020,2398.0
82640000,Ногайский муниципальный район,2021,2419.0
82640000,Ногайский муниципальный район,2022,2410.0
82642000,Рутульский муниципальный район,2017,2305.0
82642000,Рутульский муниципальный район,2018,2343.0
82642000,Рутульский муниципальный район,2019,2346.0
82642000,Рутульский муниципальный район,2020,2394.0
82642000,Рутульский муниципальный район,2021,2407.0
82642000,Рутульский муниципальный район,2022,2313.0
82644000,Сергокалинский муниципальный район,2017,2358.0
82644000,Сергокалинский муниципальный район,2018,2465.0
82644000,Сергокалинский муниципальный район,2019,2465.0
82644000,Сергокалинский муниципальный район,2020,2386.0
82644000,Сергокалинский муниципальный район,2021,2420.0
82644000,Сергокалинский муниципальный район,2022,2433.0
82646000,Шамильский муниципальный район,2017,2392.0
82646000,Шамильский муниципальный район,2018,2800.0
