oktmo,name,year,saldo
1646000,Табунский муниципальный район,2011,-327.0
1646407,Алтайский сельсовет,2011,27.0
1646409,Белозёрский сельсовет,2011,-33.0
1646422,Большеромановский сельсовет,2011,-44.0
1646425,Граничный сельсовет,2011,-50.0
1646440,Лебединский сельсовет,2011,-26.0
1646455,Серебропольский сельсовет,2011,-36.0
1646466,Табунский сельсовет,2011,-165.0
1647000,Тальменский муниципальный район,2011,114.0
1647151,Тальменский поссовет,2011,256.0
1647406,Анисимовский сельсовет,2011,-43.0
1647411,Забродинский сельсовет,2011,11.0
1647412,Загайновский сельсовет,2011,-26.0
1647415,Зайцевский сельсовет,2011,-17.0
1647424,Казанцевский сельсовет,2011,3.0
1647430,Кашкарагаихинский сельсовет,2011,-9.0
1647436,Курочкинский сельсовет,2011,-35.0
1647442,Ларичихинский сельсовет,2011,-67.0
1647448,Луговской сельсовет,2011,-1.0
1647451,Лушниковский сельсовет,2011,-21.0
1647456,Новоозёрский сельсовет,2011,63.0
1647459,Новоперуновский сельсовет,2011,-34.0
1647462,Новотроицкий сельсовет,2011,-24.0
1647466,Озёрский сельсовет,2011,62.0
1647470,Речкуновский сельсовет,2011,-2.0
1647473,Среднесибирский сельсовет,2011,16.0
1647475,Староперуновский сельсовет,2011,1.0
1647482,Шадринцевский сельсовет,2011,-8.0
1647492,Шишкинский сельсовет,2011,-11.0
1648000,Тогульский муниципальный район,2011,-138.0
1648406,Антипинский сельсовет,2011,-45.0
1648430,Новоиушинский сельсовет,2011,-24.0
1648436,Старотогульский сельсовет,2011,-48.0
1648446,Тогульский сельсовет,2011,-25.0
1648457,Топтушинский сельсовет,2011,-11.0
1648479,Шумихинский сельсовет,2011,15.0
1649000,Топчихинский муниципальный район,2011,-277.0
